DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ NYM,W 3-2,5.1,6,2,2,0,0,6,8,8,89,23,54,W(5-5),-,3.34
Jul 11,vs LAD,L 4-2,4.0,6,3,2,0,1,4,8,8,91,21,43,L(4-5),-,3.34
Jul 6,@ ARI,L 3-1,5.1,3,2,2,0,1,5,5,9,81,22,58,L(4-4),-,3.27
Jun 30,vs PIT,W 4-3,5.0,1,0,0,0,4,5,9,1,85,19,66,W(4-3),-,3.26
Jun 25,@ TEX,L 7-4,4.0,1,0,0,0,2,4,5,4,70,15,62,-,-,3.57
Jun 20,vs OAK,L 12-4,1.2,3,4,4,2,2,3,2,3,51,11,34,L(3-3),-,3.86
May 14,vs COL,L 6-4,5.0,6,3,3,2,1,2,8,10,71,21,44,-,-,3.23
May 9,vs WSH,W 2-1,5.0,6,1,1,1,1,6,7,6,69,20,56,-,-,2.98
May 4,vs LAD,L 4-0,5.0,5,3,3,2,3,5,7,7,99,22,47,L(3-2),-,3.13
Apr 28,vs NYM,W 12-2,5.2,4,2,2,1,2,6,4,11,79,23,57,W(3-1),-,2.78
Apr 22,@ ARI,L 4-2,5.0,5,4,4,1,4,4,7,8,103,23,41,L(2-1),-,2.70
Apr 15,vs SF,W 10-1,6.0,5,1,1,0,0,9,6,7,88,22,67,W(2-0),-,1.66
Apr 10,@ COL,W 5-2,6.0,4,2,0,1,1,8,6,7,82,22,67,W(1-0),-,1.72
Apr 5,vs COL,L 3-1,5.0,1,0,0,0,3,7,5,3,84,18,69,-,-,2.79
