DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 23,@ BAL,W 5-3,1.0,1,0,0,0,0,2,0,2,19,4,-,-,-,0.00
Jul 21,@ DET,L 5-0,1.0,0,0,0,0,0,2,1,0,11,3,-,-,-,0.00
Jul 15,vs TOR,W 5-2,1.0,2,0,0,0,0,0,3,1,16,4,-,-,H(1),0.00
Jul 13,vs TOR,L 13-7,2.0,0,0,0,0,1,1,2,3,28,7,-,-,-,0.00
Jul 10,vs TEX,W 8-4,1.0,0,0,0,0,1,1,1,1,15,4,-,-,-,0.00
Jul 9,vs TEX,W 5-0,1.0,0,0,0,0,0,0,0,3,14,3,-,-,-,0.00
