DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 14,vs OAK,L 4-3,4.0,3,2,2,0,2,1,0,14,55,18,47,-,-,6.25
Jul 7,vs STL,L 3-2,5.0,7,3,3,0,1,3,6,13,81,23,43,L(1-5),-,6.42
May 29,@ COL,L 11-4,1.0,3,2,2,0,0,1,2,3,23,6,40,L(1-4),-,6.56
May 23,@ HOU,L 4-1,4.2,4,4,3,1,5,2,6,9,97,22,39,L(1-3),-,6.23
May 17,vs COL,L 5-3,6.2,5,3,3,0,3,3,10,12,103,28,52,-,-,6.30
May 12,@ PIT,L 6-5,5.2,6,5,5,2,2,5,5,12,101,25,40,-,-,6.94
May 7,@ PHI,L 11-0,4.0,4,5,5,2,3,3,4,10,90,20,-,L(1-2),-,6.62
Apr 30,vs SD,W 6-5,5.0,5,2,2,0,3,5,5,9,89,22,51,-,-,5.27
Apr 25,vs WSH,L 15-2,3.2,8,6,6,1,3,3,7,9,86,22,21,L(1-1),-,6.23
Apr 20,@ LAA,W 8-1,5.0,2,0,0,0,4,4,2,11,80,21,63,W(1-0),-,0.00
