DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,@ PHI,L 7-3,4.2,5,5,5,2,1,5,3,6,90,20,38,L(4-3),-,3.92
Jul 13,vs LAA,W 3-2,5.0,6,2,2,2,1,5,3,13,79,22,51,-,-,3.45
Jun 28,vs CHC,L 11-5,1.0,5,5,5,1,1,0,3,5,35,9,-,L(4-2),BlSv(1),3.44
Jun 8,vs ATL,W 7-3,5.1,2,1,1,0,0,4,8,6,71,18,64,W(4-1),-,2.63
Jun 2,@ COL,W 12-4,5.0,8,4,4,0,2,2,10,9,84,24,35,-,-,2.74
May 27,vs SD,W 6-1,7.0,4,1,1,0,0,8,8,9,93,25,73,W(3-1),-,2.20
May 21,vs COL,L 2-1,7.0,2,1,1,1,0,6,12,5,90,23,75,-,-,2.38
May 16,@ MIA,L 6-5,5.0,7,5,4,1,2,7,8,8,97,26,40,-,-,2.67
May 10,vs CIN,L 4-1,6.0,5,2,2,0,0,8,5,10,93,23,62,L(2-1),-,1.64
May 4,@ SD,W 4-0,6.0,0,0,0,0,3,8,5,4,93,20,77,W(2-0),-,1.13
Apr 28,@ SF,W 15-6,5.0,6,2,2,0,1,6,8,7,94,22,52,W(1-0),-,1.80
Apr 23,vs MIA,W 2-1,5.0,4,0,0,0,3,5,11,2,89,21,61,-,-,0.00
