DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs STL,L 6-3,6.0,5,1,1,0,2,3,10,9,87,24,59,-,-,3.73
Jul 11,@ SF,L 5-4,5.0,8,4,4,1,1,1,10,11,84,23,35,-,-,3.91
Jul 6,vs CIN,L 3-2,5.0,6,3,3,0,2,2,6,11,85,23,43,L(3-3),-,3.68
Jun 29,vs MIN,W 10-6,5.0,7,5,3,1,3,5,9,9,98,26,39,W(3-2),-,3.55
Jun 24,@ CIN,L 8-6,6.0,6,4,4,1,2,6,4,13,81,25,-,-,-,3.39
Jun 19,vs LAD,W 2-1,6.0,5,1,1,0,4,5,9,9,100,27,59,-,-,3.11
Jun 13,@ MIL,L 1-0,6.0,2,1,1,1,1,4,9,7,79,21,67,L(2-2),-,3.31
Jun 8,vs PIT,W 3-1,6.0,7,1,1,0,1,1,13,9,95,25,54,W(2-1),-,3.56
Jun 2,@ NYM,W 7-1,6.0,2,1,1,1,1,4,13,5,76,23,67,-,-,3.89
May 28,@ PIT,W 7-0,5.2,2,0,0,0,0,5,7,6,76,18,70,W(1-1),-,4.35
May 22,vs CLE,L 10-1,2.1,6,6,6,0,2,2,5,6,59,15,-,-,-,5.33
May 19,@ CIN,W 10-0,1.0,1,0,0,0,0,2,0,2,13,4,-,-,-,3.52
May 18,@ CIN,W 8-1,1.0,0,0,0,0,0,2,1,0,19,3,-,-,-,3.68
May 15,@ ATL,W 3-2,2.0,1,0,0,0,1,0,4,2,20,7,-,-,-,3.86
May 13,vs CHW,L 5-3,1.0,0,0,0,0,0,1,2,0,18,3,-,-,-,4.26
May 12,vs CHW,W 8-4,0.1,1,0,0,0,0,1,1,1,9,3,-,-,-,4.50
May 9,vs MIA,W 13-4,1.1,2,1,1,1,0,0,3,3,15,6,-,-,-,4.58
May 6,@ STL,L 4-3,3.0,0,0,0,0,1,2,5,2,44,10,-,-,-,4.41
May 5,@ STL,L 8-6,1.0,0,0,0,0,0,0,1,2,8,3,-,-,-,5.40
May 2,vs COL,L 11-2,2.1,3,2,2,0,1,2,5,3,41,11,-,-,-,5.84
Apr 25,@ CLE,L 4-1,0.2,0,1,1,0,1,0,2,0,11,3,-,-,-,5.40
Apr 20,@ COL,W 16-5,3.0,5,1,1,0,1,1,9,2,46,13,-,-,-,4.82
Apr 13,vs ATL,L 4-0,1.0,1,0,0,0,1,0,4,0,20,5,-,-,-,5.68
Apr 10,vs PIT,L 8-5,2.0,3,3,3,1,1,1,4,4,34,10,-,-,-,6.75
Apr 6,@ MIL,L 5-4,0.1,2,1,1,0,1,1,1,1,18,4,-,L(0-1),-,2.70
Mar 31,@ MIA,W 10-6,1.0,1,0,0,0,0,0,2,1,13,3,-,-,-,0.00
Mar 30,@ MIA,L 2-1,1.0,1,0,0,0,0,0,4,0,14,4,-,-,-,0.00
Mar 29,@ MIA,W 8-4,1.0,0,0,0,0,0,0,1,1,9,3,-,-,-,0.00
