Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Andrew Cashner,$4.2K,R,BAL,SP,@ WAS,,,,,-1700,1,9.0,172,3.73,0.17,6,0.331,0.416,0.164,3.20,3,0.331,0.419,0.143,2.70,39,4.87,0.00,0.17,0.331,3.10,0.00,0.00,12.18,2.9
Jake Arrieta,$6.8K,R,PHI,SP,STL,,,,,-1100,3,8.5,-109,4.32,-0.04,4,0.344,0.457,0.196,4.50,5,0.273,0.340,0.127,4.80,41,3.80,0.00,0.20,0.305,4.70,0.00,0.00,17.99,2.65
Joey Lucchesi,$8.1K,L,SDP,SP,OAK,,,,,100,-1,8.0,-128,4.2,0.08,1,0.252,0.270,0.027,2.70,8,0.329,0.464,0.218,8.00,8,3.40,0.00,0.27,0.320,7.40,0.00,0.00,20.45,2.52
Lance Lynn,$5.1K,R,MIN,SP,BOS,,,,,-2500,12,8.5,140,3.79,-0.31,5,0.353,0.456,0.207,3.00,4,0.284,0.348,0.132,5.50,43,4.15,0.00,0.20,0.322,4.10,0.00,0.00,12.43,2.44
Austin Bibens-Dirkx,$4.0K,R,TEX,SP,@ KCR,,,,,-2200,5,9.0,-106,4.43,-0.22,5,0.339,0.453,0.187,1.70,4,0.359,0.503,0.210,4.20,25,4.59,0.00,0.22,0.348,2.80,0.00,0.00,9.54,2.39
Tyler Mahle,$6.7K,R,CIN,SP,DET,,,,,100,-3,9.0,-131,4.75,0.28,3,0.392,0.525,0.252,3.80,6,0.280,0.343,0.094,4.10,18,4.11,0.00,0.19,0.317,4.00,0.00,0.00,15.98,2.39
Corey Kluber,$12.6K,R,CLE,SP,CHW,,,,,500, ,8.0,-305,5.25,0.38,5,0.258,0.343,0.143,5.40,4,0.241,0.334,0.136,6.60,41,2.22,0.00,0.26,0.250,5.90,0.00,0.00,28.13,2.23
David Price,$8.8K,L,BOS,SP,@ MIN,,,,,200,-2,8.5,-156,4.71,-0.19,3,0.235,0.239,0.044,1.60,6,0.297,0.382,0.149,8.70,25,3.46,0.00,0.13,0.276,6.30,0.00,0.00,19.57,2.22
Michael Fulmer,$7.4K,R,DET,SP,@ CIN,,,,, ,-2,9.0,116,4.25,0.22,6,0.298,0.383,0.136,3.70,3,0.282,0.341,0.105,3.40,37,4.23,0.00,0.15,0.293,3.60,0.00,0.00,16.1,2.18
Chad Bettis,$5.5K,R,COL,SP,NYM,,,,,-200,-3,11.0,-108,5.59,-0.27,5,0.310,0.441,0.219,3.80,4,0.365,0.494,0.192,3.30,21,4.43,0.00,0.26,0.334,3.60,0.00,0.00,11.92,2.17
Gio Gonzalez,$8.8K,L,WAS,SP,BAL,,,,,-400,2,9.0,-194,5.27,-0.17,0,0.231,0.272,0.086,2.20,9,0.308,0.385,0.154,6.90,44,3.77,0.00,0.18,0.308,6.90,0.00,0.00,18.83,2.14
Jonathan Loaisiga,$6.4K,R,NYY,SP,SEA,,,,,200,-2,10.0,-188,5.82,0.66,4,0.098,0.000,0.000,7.20,5,0.361,0.300,0.000,3.60,1,4.44,0.00,0.00,0.244,5.20,0.00,0.00,13.6,2.13
Nathan Eovaldi,$6.0K,R,TBR,SP,@ HOU,,,,,200,-4,7.5,209,2.9,-0.05,3,0.322,0.487,0.231,1.60,6,0.181,0.283,0.155,4.70,4,3.78,0.00,0.25,0.228,3.60,0.00,0.00,12.41,2.07
Jon Lester,$8.3K,L,CHC,SP,LAD,,,,,-700,2,7.0,102,3.42,3.42,1,0.245,0.325,0.127,2.80,8,0.323,0.419,0.172,6.40,44,3.67,0.00,0.20,0.314,6.00,0.00,0.00,16.46,1.98
Jose Urena,$6.5K,R,MIA,SP,@ SFG,,,,,-700,3,7.5,105,3.64,0.12,5,0.318,0.420,0.175,2.60,4,0.303,0.389,0.156,4.20,46,4.28,0.00,0.19,0.311,3.30,0.00,0.00,12.63,1.94
Frankie Montas,$7.9K,R,OAK,SP,@ SDP,,,,,-300,1,8.0,114,3.8,-0.08,5,0.423,0.617,0.317,3.00,4,0.325,0.376,0.112,5.50,27,4.19,0.00,0.27,0.379,4.10,0.00,0.00,15.33,1.94
Ross Stripling,$9.7K,R,LAD,SP,@ CHC,,,,,300,1,7.0,-116,3.58,3.58,5,0.248,0.320,0.107,5.70,4,0.301,0.415,0.161,6.30,63,2.89,0.00,0.22,0.272,5.90,0.00,0.00,17.97,1.85
Derek Holland,$6.1K,L,SFG,SP,MIA,,,,,-300, ,7.5,-119,3.86,-0.12,2,0.277,0.331,0.124,1.10,7,0.392,0.551,0.263,6.80,41,4.52,0.00,0.24,0.366,5.60,0.00,0.00,11.2,1.84
Michael Wacha,$9.4K,R,STL,SP,@ PHI,,,,,600,-2,8.5,-105,4.18,0.04,4,0.290,0.349,0.117,3.90,5,0.318,0.411,0.148,4.90,42,3.86,0.00,0.18,0.306,4.50,0.00,0.00,17.14,1.82
Charlie Morton,$12.2K,R,HOU,SP,TBR,,,,,2200, ,7.5,-224,4.6,-0.45,4,0.267,0.314,0.130,6.90,5,0.332,0.435,0.182,4.50,37,3.31,0.00,0.23,0.303,5.60,0.00,0.00,21.92,1.8
Anibal Sanchez,$7.0K,R,ATL,SP,@ TOR,,,,, ,-2,8.5,123,3.95,0.06,3,0.340,0.473,0.212,5.10,6,0.373,0.528,0.227,4.80,33,3.45,0.00,0.28,0.362,4.90,0.00,0.00,12.28,1.75
Jakob Junis,$8.2K,R,KCR,SP,TEX,,,,,200,-2,9.0,-107,4.57,-0.28,5,0.324,0.429,0.170,3.80,4,0.329,0.464,0.212,5.10,31,3.61,0.00,0.20,0.326,4.40,0.00,0.00,13.72,1.67
Seth Lugo,$7.1K,R,NYM,SP,@ COL,,,,,1100,-11,11.0,-106,5.41,-0.23,3,0.308,0.398,0.135,4.20,6,0.312,0.433,0.172,4.80,39,3.48,0.00,0.17,0.311,4.60,0.00,0.00,11.02,1.55
J.A. Happ,$10.9K,L,TOR,SP,ATL,,,,,1800,-2,8.5,-138,4.55,-0.06,3,0.219,0.295,0.109,1.80,6,0.310,0.396,0.148,8.00,38,3.34,0.00,0.19,0.280,6.00,0.00,0.00,16.74,1.54
Reynaldo Lopez,$5.9K,R,CHW,SP,@ CLE,,,,,-600,3,8.0,259,2.75,0.12,6,0.327,0.437,0.183,3.00,3,0.283,0.348,0.128,4.20,19,4.66,0.00,0.14,0.312,3.40,0.00,0.00,8.99,1.52
Felix Hernandez,$7.8K,R,SEA,SP,@ NYY,,,,,1100,-7,10.0,168,4.18,0.34,3,0.358,0.495,0.221,3.50,6,0.325,0.424,0.179,4.90,28,3.97,0.00,0.26,0.336,4.50,0.00,0.00,10.95,1.4
