Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Chris Stratton,$5.9K,R,SFG,SP,CIN,,,,,-100,-3,8.5,-139,4.56,0.25,6,0.329,0.393,0.146,6.87,3,0.309,0.395,0.152,9.84,20,0.00,0.00,0.00,0.322,7.86,0.00,0.00,15.05,2.55
Tyler Anderson,$7.5K,L,COL,SP,@ SDP,,,,,600,-2,7.0,-106,3.45, ,3,0.353,0.513,0.270,10.01,5,0.369,0.514,0.239,9.16,26,0.00,0.00,0.00,0.323,8.43,0.00,0.00,18.81,2.51
Andrew Heaney,$5.1K,L,LAA,SP,HOU,,,,,-2000,4,8.0,110,3.84,0.09,2,0.338,0.395,0.079,7.27,7,0.446,0.691,0.389,11.46,10,0.00,0.00,0.00,0.422,10.53,0.00,0.00,12.57,2.46
Jose Quintana,$8.5K,L,CHC,SP,ATL,,,,,900,-2,8.5,-160,4.74,4.74,3,0.259,0.325,0.105,10.19,6,0.315,0.399,0.160,9.87,43,0.00,0.00,0.00,0.296,9.98,0.00,0.00,19.5,2.29
Sal Romano,$5.1K,R,CIN,SP,@ SFG,,,,,-1200,1,8.5,125,3.94,0.25,3,0.311,0.406,0.184,7.91,6,0.336,0.438,0.176,6.65,24,0.00,0.00,0.00,0.328,7.07,0.00,0.00,11.44,2.24
Wade LeBlanc,$4.5K,L,SEA,SP,@ MIN,,,,,-1300,1,9.5,-103,4.67,0.57,3,0.353,0.490,0.202,6.20,6,0.327,0.449,0.184,8.63,54,0.00,0.00,0.00,0.336,7.82,0.00,0.00,10.09,2.24
Michael Fiers,$4.8K,R,DET,SP,CLE,,,,,-1100,1,8.5,235,3.07,-0.32,6,0.380,0.512,0.232,7.78,3,0.355,0.473,0.202,8.84,35,0.00,0.00,0.00,0.372,8.13,0.00,0.00,10.62,2.21
Ryan Yarbrough,$5.0K,L,TBR,SP,@ KCR,,,,,-1100,2,9.5,-106,4.67,0.11,3,0.389,0.567,0.334,11.25,6,0.251,0.278,0.074,6.43,7,0.00,0.00,0.00,0.297,8.04,0.00,0.00,11.07,2.21
Junior Guerra,$6.3K,R,MIL,SP,@ ARI,,,,,-1700,4,8.0,133,3.63,0.04,4,0.346,0.429,0.203,8.39,5,0.345,0.437,0.209,9.24,26,0.00,0.00,0.00,0.345,8.86,0.00,0.00,13.32,2.11
Joey Lucchesi,$8.1K,L,SDP,SP,COL,,,,,-200,3,7.0,-106,3.55, ,3,0.164,0.148,0.000,15.75,6,0.347,0.468,0.223,10.03,7,0.00,0.00,0.00,0.286,11.94,0.00,0.00,16.82,2.08
Eric Skoglund,$5.3K,L,KCR,SP,TBR,,,,,-300,-5,9.5,-107,4.83,0.39,1,0.402,0.462,0.154,7.11,8,0.369,0.472,0.169,7.36,13,0.00,0.00,0.00,0.373,7.33,0.00,0.00,10.87,2.05
Carlos Carrasco,$11.5K,R,CLE,SP,@ DET,,,,,1700, ,8.5,-272,5.43,0.32,2,0.355,0.490,0.215,11.43,7,0.272,0.352,0.134,10.69,40,0.00,0.00,0.00,0.290,10.85,0.00,0.00,23.61,2.05
Jake Odorizzi,$6.8K,R,MIN,SP,SEA,,,,,100,-2,9.5,-110,4.83,-0.07,3,0.319,0.435,0.222,8.15,6,0.334,0.450,0.221,8.74,37,0.00,0.00,0.00,0.329,8.54,0.00,0.00,13.78,2.03
Lance McCullers,$11.3K,R,HOU,SP,@ LAA,,,,,2000, ,8.0,-123,4.16,-0.09,2,0.271,0.316,0.096,10.55,7,0.330,0.409,0.147,10.25,34,0.00,0.00,0.00,0.317,10.32,0.00,0.00,21.2,1.88
Julio Teheran,$8.9K,R,ATL,SP,@ CHC,,,,,1100,-2,8.5,144,3.76,3.76,6,0.352,0.461,0.229,7.30,3,0.321,0.430,0.166,8.58,38,0.00,0.00,0.00,0.342,7.73,0.00,0.00,15.89,1.79
Rick Porcello,$10.8K,R,BOS,SP,OAK,,,,,1800, ,9.5,-155,5.25,0.3,4,0.346,0.494,0.229,9.04,5,0.326,0.437,0.163,8.16,43,0.00,0.00,0.00,0.335,8.55,0.00,0.00,18.64,1.73
Patrick Corbin,$13.3K,L,ARI,SP,MIL,,,,,3300, ,8.0,-148,4.37,-0.04,1,0.260,0.337,0.137,11.64,8,0.339,0.451,0.183,8.92,41,0.00,0.00,0.00,0.330,9.22,0.00,0.00,19.88,1.49
Sean Manaea,$9.5K,L,OAK,SP,@ BOS,,,,,1300,-1,9.5,139,4.25,0.2,2,0.261,0.299,0.084,7.49,7,0.324,0.418,0.165,8.27,36,0.00,0.00,0.00,0.310,8.10,0.00,0.00,14.2,1.49
