Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brandon McCarthy,$5.6K,R,ATL,SP,@ MIA,,,,,-1000,5,8.5,-137,4.55,-0.01,2,0.300,0.375,0.130,7.90,7,0.341,0.425,0.125,7.17,27,0.00,0.00,0.00,0.332,7.33,0.00,0.00,15.06,2.69
Lance Lynn,$5.0K,R,MIN,SP,@ LAA,,,,,-700,-1,7.5,150,3.27,-0.38,3,0.382,0.486,0.224,6.85,6,0.281,0.347,0.133,9.59,39,0.00,0.00,0.00,0.315,8.68,0.00,0.00,13.34,2.67
Matt Koch,$4.4K,R,ARI,SP,WAS,,,,,-1900,10,7.5,178,3.07,-0.03,4,0.263,0.382,0.235,5.00,5,0.360,0.476,0.190,5.59,6,0.00,0.00,0.00,0.317,5.33,0.00,0.00,11.62,2.64
Jason Hammel,$4.5K,R,KCR,SP,@ CLE,,,,,-1600,6,8.5,208,3.25,0.02,7,0.342,0.446,0.169,7.41,2,0.327,0.430,0.147,6.63,40,0.00,0.00,0.00,0.339,7.24,0.00,0.00,11.83,2.63
Jake Arrieta,$8.1K,R,PHI,SP,NYM,,,,,100, ,8.5,-154,4.69,0.26,5,0.337,0.454,0.209,9.71,4,0.264,0.320,0.127,8.32,38,0.00,0.00,0.00,0.305,9.09,0.00,0.00,21.02,2.6
Carson Fulmer,$5.0K,R,CHW,SP,@ CHC,,,,,-600,-2,8.0,214,3.02,3.02,4,0.311,0.350,0.137,8.28,5,0.338,0.429,0.191,7.25,15,0.00,0.00,0.00,0.326,7.71,0.00,0.00,12.19,2.44
Sonny Gray,$6.7K,R,NYY,SP,OAK,,,,,300,-2,9.5,-189,5.53,-0.19,4,0.292,0.363,0.152,9.09,5,0.315,0.400,0.164,8.60,37,0.00,0.00,0.00,0.305,8.82,0.00,0.00,16.21,2.42
Jameson Taillon,$7.3K,R,PIT,SP,SFG,,,,,-100, ,8.0,-122,4.15,-0.14,5,0.319,0.369,0.085,6.58,4,0.317,0.411,0.150,9.95,32,0.00,0.00,0.00,0.318,8.08,0.00,0.00,17.66,2.42
Steven Matz,$6.0K,L,NYM,SP,@ PHI,,,,,-800,4,8.5,138,3.81,0.24,1,0.327,0.354,0.076,8.05,8,0.384,0.558,0.267,9.58,19,0.00,0.00,0.00,0.378,9.41,0.00,0.00,14.45,2.41
Luke Weaver,$7.9K,R,STL,SP,@ SDP,,,,,2000,-13,8.0,-141,4.31,-0.07,5,0.308,0.369,0.123,9.19,4,0.311,0.396,0.139,10.87,20,0.00,0.00,0.00,0.309,9.94,0.00,0.00,18.16,2.3
Tyler Chatwood,$7.3K,R,CHC,SP,CHW,,,,,-200,1,8.0,-244,4.98,4.98,4,0.379,0.475,0.198,8.90,5,0.318,0.396,0.174,7.73,37,0.00,0.00,0.00,0.345,8.25,0.00,0.00,16.61,2.28
Eric Lauer,$5.2K,L,SDP,SP,STL,,,,,-1000,2,8.0,127,3.69,0.07,1,0.254,0.286,0.000,9.00,8,0.401,0.489,0.156,10.80,3,0.00,0.00,0.00,0.385,10.60,0.00,0.00,11.65,2.24
