Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Reynaldo Lopez,$5.9K,R,CHW,SP,DET,,,,,-800,3,8.5,-135,4.52,0.03,5,0.330,0.444,0.192,2.80,4,0.275,0.332,0.122,4.10,19,4.68,0.00,0.14,0.306,3.40,0.00,0.00,16.75,2.84
Brandon McCarthy,$5.9K,R,ATL,SP,SDP,,,,,-500,1,8.0,-139,4.29,-0.24,5,0.311,0.397,0.142,3.90,4,0.332,0.426,0.131,4.20,28,4.08,0.00,0.17,0.320,4.00,0.00,0.00,16.21,2.75
Jake Arrieta,$7.4K,R,PHI,SP,@ MIL,,,,,-800,3,8.5,118,4, ,3,0.340,0.452,0.191,4.50,6,0.270,0.335,0.128,4.90,40,3.75,0.00,0.19,0.293,4.80,0.00,0.00,17.99,2.43
Brent Suter,$6.5K,L,MIL,SP,PHI,,,,, ,-3,8.5,-133,4.5, ,3,0.257,0.317,0.117,1.60,6,0.331,0.454,0.177,6.50,34,3.76,0.00,0.24,0.306,4.90,0.00,0.00,14.9,2.29
Zack Godley,$8.1K,R,ARI,SP,NYM,,,,,900,-5,8.0,-129,4.2,0.04,4,0.304,0.363,0.131,4.80,5,0.303,0.395,0.164,5.50,37,3.61,0.00,0.24,0.303,5.10,0.00,0.00,18.12,2.24
Jon Lester,$8.3K,L,CHC,SP,@ STL,,,,,-300,1,8.5,-119,4.37,0.56,1,0.239,0.313,0.116,2.80,8,0.325,0.420,0.173,6.30,44,3.65,0.00,0.19,0.315,6.00,0.00,0.00,18.46,2.22
Matt Harvey,$4.8K,R,CIN,SP,@ PIT,,,,,-1000,2,9.0,122,4.2,0.1,4,0.418,0.600,0.293,3.00,5,0.321,0.424,0.169,3.90,31,4.60,0.00,0.26,0.364,3.50,0.00,0.00,10.66,2.22
Chris Bassitt,$5.8K,R,OAK,SP,LAA,,,,,-500,1,8.5,105,4.12,0.03,3,0.179,0.200,0.100,2.60,6,0.163,0.143,0.000,5.10,1,3.07,0.00,0.00,0.168,4.30,0.00,0.00,12.76,2.2
Clayton Richard,$6.2K,L,SDP,SP,@ ATL,,,,,-1700,8,8.0,123,3.71,-0.26,3,0.279,0.325,0.064,2.70,6,0.365,0.499,0.207,4.60,44,4.57,0.00,0.26,0.336,4.00,0.00,0.00,13.34,2.15
Jose Urena,$6.3K,R,MIA,SP,@ BAL,,,,,-500,1,8.5,133,3.85,-0.26,3,0.321,0.425,0.178,2.60,6,0.309,0.399,0.162,4.30,45,4.27,0.00,0.19,0.313,3.70,0.00,0.00,13.37,2.12
Ross Stripling,$9.8K,R,LAD,SP,SFG,,,,,700,-1,8.0,-243,4.98,0.56,5,0.244,0.308,0.096,5.30,4,0.308,0.427,0.168,6.20,63,2.90,0.00,0.23,0.272,5.70,0.00,0.00,20.66,2.11
Nathan Eovaldi,$5.3K,R,TBR,SP,@ NYY,,,,,-700,2,9.0,174,3.7,-0.19,4,0.267,0.400,0.200,1.70,5,0.177,0.290,0.193,4.50,3,3.70,0.00,0.27,0.217,3.30,0.00,0.00,10.7,2.02
Corey Kluber,$13.6K,R,CLE,SP,MIN,,,,,1600, ,8.0,-205,4.75,0.14,6,0.255,0.338,0.140,5.30,3,0.240,0.331,0.133,6.50,41,2.19,0.00,0.25,0.250,5.70,0.00,0.00,27.15,2
Mike Fiers,$7.3K,R,DET,SP,@ CHW,,,,,200,-2,8.5,120,3.98,-0.03,5,0.348,0.470,0.212,3.80,4,0.354,0.488,0.214,4.40,40,3.87,0.00,0.26,0.351,4.10,0.00,0.00,14.52,1.99
James Paxton,$10.7K,L,SEA,SP,BOS,,,,,700,1,7.0,-144,3.79,-0.31,4,0.299,0.370,0.117,1.80,5,0.255,0.322,0.118,9.60,36,2.57,0.00,0.13,0.275,6.20,0.00,0.00,21.17,1.98
Chad Kuhl,$6.7K,R,PIT,SP,CIN,,,,,-1300,5,9.0,-136,4.8,-0.1,5,0.373,0.507,0.234,4.50,4,0.308,0.385,0.130,4.20,42,3.94,0.00,0.19,0.344,4.40,0.00,0.00,13,1.94
Jonathan Loaisiga,$6.4K,R,NYY,SP,TBR,,,,,800,-10,9.0,-198,5.3,0.19,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.36,1.93
Aaron Sanchez,$5.7K,R,TOR,SP,WAS,,,,,-1300,8,9.5,117,4.48,0.52,6,0.372,0.441,0.166,3.50,3,0.316,0.394,0.151,4.30,19,4.94,0.00,0.22,0.353,3.80,0.00,0.00,10.95,1.92
Chad Bettis,$5.5K,R,COL,SP,@ TEX,,,,,-200,-1,10.5,-107,5.18,-0.4,5,0.304,0.426,0.202,3.60,4,0.364,0.498,0.200,3.30,20,4.43,0.00,0.24,0.331,3.50,0.00,0.00,10.52,1.91
Gio Gonzalez,$8.8K,L,WAS,SP,@ TOR,,,,,-400,4,9.5,-132,5.02,0.48,0,0.231,0.272,0.086,2.30,9,0.303,0.374,0.146,7.00,43,3.75,0.00,0.17,0.303,7.00,0.00,0.00,15.87,1.8
Derek Holland,$6.1K,L,SFG,SP,@ LAD,,,,,-100,-3,8.0,215,3.02,-0.06,1,0.281,0.337,0.126,1.10,8,0.391,0.546,0.257,6.50,41,4.58,0.00,0.23,0.379,5.90,0.00,0.00,10.93,1.79
Rick Porcello,$9.1K,R,BOS,SP,@ SEA,,,,,400,-1,7.0,127,3.21,-0.19,3,0.352,0.500,0.225,4.10,6,0.319,0.422,0.151,4.50,46,3.57,0.00,0.20,0.330,4.40,0.00,0.00,16.32,1.79
Kevin Gausman,$8.5K,R,BAL,SP,MIA,,,,,900,-6,8.5,-150,4.65,-0.24,4,0.345,0.442,0.172,4.10,5,0.353,0.484,0.192,5.40,44,3.70,0.00,0.26,0.349,4.90,0.00,0.00,15.22,1.79
Yohander Mendez,$4.4K,L,TEX,SP,COL,,,,,-1100, ,10.5,-104,5.32,-0.1,2,0.279,0.294,0.059,5.40,7,0.411,0.647,0.353,4.00,7,4.77,0.00,0.25,0.382,4.30,0.00,0.00,7.89,1.79
Tyler Skaggs,$9.3K,L,LAA,SP,@ OAK,,,,,400,-1,8.5,-121,4.38,-0.03,1,0.265,0.353,0.135,2.60,8,0.341,0.436,0.167,7.30,26,3.47,0.00,0.21,0.333,6.70,0.00,0.00,15.19,1.63
Charlie Morton,$12.1K,R,HOU,SP,@ KCR,,,,,2500,-1,9.0,-217,5.41,-0.04,3,0.265,0.313,0.129,6.80,6,0.337,0.444,0.189,4.30,37,3.31,0.00,0.24,0.313,5.10,0.00,0.00,18.99,1.57
Michael Wacha,$9.4K,R,STL,SP,CHC,,,,,400,-1,8.5,104,4.13,0.44,4,0.281,0.330,0.103,3.90,5,0.314,0.407,0.146,4.80,42,3.80,0.00,0.16,0.299,4.40,0.00,0.00,14.59,1.55
Kyle Gibson,$7.5K,R,MIN,SP,@ CLE,,,,,-300,-1,8.0,179,3.25,0.36,6,0.340,0.435,0.153,3.50,3,0.330,0.429,0.176,4.50,41,4.28,0.00,0.24,0.337,3.90,0.00,0.00,11.57,1.54
Jakob Junis,$7.6K,R,KCR,SP,HOU,,,,,-900,2,9.0,187,3.59,0.04,4,0.325,0.434,0.174,3.80,5,0.321,0.445,0.196,5.00,31,3.59,0.00,0.20,0.323,4.50,0.00,0.00,10.46,1.38
Seth Lugo,$7.1K,R,NYM,SP,@ ARI,,,,,700,-6,8.0,114,3.8,-0.04,6,0.304,0.389,0.131,3.90,3,0.307,0.424,0.166,4.60,39,3.52,0.00,0.15,0.305,4.10,0.00,0.00,9.77,1.38
