Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jordan Zimmermann,$4.4K,R,DET,SP,TBR,,,,,-2300,9,8.5,118,4,-0.57,4,0.370,0.520,0.208,7.52,5,0.384,0.532,0.222,5.99,32,0.00,0.00,0.00,0.378,6.67,0.00,0.00,12.21,2.78
Ross Stripling,$4.0K,R,LAD,SP,@ ARI,,,,,-1500,2,8.0,117,3.77,-0.43,3,0.229,0.275,0.073,8.23,6,0.331,0.455,0.185,10.53,59,0.00,0.00,0.00,0.297,9.76,0.00,0.00,10.85,2.71
Jhoulys Chacin,$5.1K,R,MIL,SP,@ CIN,,,,,-800,3,9.5,-122,4.93,-0.01,6,0.338,0.418,0.175,6.33,3,0.283,0.337,0.111,8.86,38,0.00,0.00,0.00,0.320,7.17,0.00,0.00,13.19,2.59
Jon Lester,$8.0K,L,CHC,SP,COL,,,,,-300,2,10.0,-189,5.82,5.82,3,0.236,0.307,0.111,11.24,6,0.343,0.449,0.191,8.26,40,0.00,0.00,0.00,0.307,9.25,0.00,0.00,19.41,2.43
Eduardo Rodriguez,$7.6K,L,BOS,SP,KCR,,,,,200, ,8.5,-240,5.26,-0.22,4,0.343,0.426,0.157,12.15,5,0.306,0.397,0.175,10.18,29,0.00,0.00,0.00,0.322,11.06,0.00,0.00,18.35,2.41
Jason Hammel,$5.2K,R,KCR,SP,@ BOS,,,,,-800,4,8.5,210,3.24,-0.28,4,0.338,0.437,0.162,7.47,5,0.318,0.414,0.138,6.71,38,0.00,0.00,0.00,0.327,7.05,0.00,0.00,11.29,2.17
Brandon Finnegan,$5.4K,L,CIN,SP,MIL,,,,,-100,-2,9.5,109,4.57,0.01,2,0.510,0.722,0.333,9.82,7,0.330,0.348,0.116,9.00,7,0.00,0.00,0.00,0.370,9.18,0.00,0.00,11.69,2.16
Trevor Bauer,$9.2K,R,CLE,SP,TEX,,,,,-200,3,8.0,-178,4.58,-0.01,6,0.352,0.472,0.203,9.72,3,0.308,0.387,0.140,10.87,38,0.00,0.00,0.00,0.337,10.10,0.00,0.00,19.73,2.14
Jeff Samardzija,$8.7K,R,SFG,SP,SDP,,,,,800,-2,7.5,-163,4.2,0.02,5,0.353,0.505,0.234,10.24,4,0.295,0.398,0.145,8.64,34,0.00,0.00,0.00,0.327,9.53,0.00,0.00,18.21,2.09
Jacob Faria,$7.2K,R,TBR,SP,@ DET,,,,,1300,-6,8.5,-133,4.5,-0.43,3,0.310,0.343,0.141,9.57,6,0.320,0.435,0.183,9.55,21,0.00,0.00,0.00,0.317,9.56,0.00,0.00,14.86,2.06
Tanner Roark,$7.7K,R,WAS,SP,PIT,,,,,-400,2,8.0,-113,4.06,0.16,5,0.362,0.480,0.200,7.71,4,0.265,0.323,0.112,9.09,37,0.00,0.00,0.00,0.319,8.32,0.00,0.00,15.72,2.04
Zack Greinke,$10.2K,R,ARI,SP,LAD,,,,,1100, ,8.0,-131,4.23,-0.07,6,0.291,0.371,0.140,9.97,3,0.291,0.407,0.183,9.99,39,0.00,0.00,0.00,0.291,9.98,0.00,0.00,20.75,2.03
Dan Straily,$6.3K,R,MIA,SP,PHI,,,,,500,-5,7.5,132,3.42,-0.03,3,0.314,0.444,0.218,8.14,6,0.350,0.494,0.231,8.86,33,0.00,0.00,0.00,0.338,8.62,0.00,0.00,12.53,1.99
Jameson Taillon,$8.1K,R,PIT,SP,@ WAS,,,,,-500,2,8.0,100,3.94,0.34,4,0.326,0.381,0.091,6.39,5,0.319,0.415,0.157,10.39,30,0.00,0.00,0.00,0.322,8.61,0.00,0.00,15.8,1.95
Aaron Sanchez,$6.5K,R,TOR,SP,@ MIN,,,,, , ,10.0,102,4.9,0.33,7,0.313,0.341,0.129,9.41,2,0.350,0.444,0.179,5.30,13,0.00,0.00,0.00,0.321,8.50,0.00,0.00,12.28,1.89
Sonny Gray,$6.9K,R,NYY,SP,@ HOU,,,,,900,-3,8.5,149,3.72,-0.37,3,0.301,0.377,0.159,9.10,6,0.316,0.404,0.167,8.67,35,0.00,0.00,0.00,0.311,8.81,0.00,0.00,12.72,1.84
Kyle Freeland,$5.9K,L,COL,SP,@ CHC,,,,,-400,2,10.0,169,4.18,4.18,2,0.324,0.424,0.148,11.46,7,0.359,0.455,0.169,5.57,37,0.00,0.00,0.00,0.351,6.88,0.00,0.00,10.83,1.84
Lance Lynn,$6.2K,R,MIN,SP,TOR,,,,,-700,4,10.0,-115,5.1,0.67,4,0.382,0.487,0.225,6.62,5,0.275,0.334,0.126,9.54,37,0.00,0.00,0.00,0.323,8.24,0.00,0.00,11.22,1.81
Eric Lauer,$5.6K,L,SDP,SP,@ SFG,,,,,100,-3,7.5,147,3.3,-0.02,1,0.355,0.400,0.000,13.50,8,0.579,0.778,0.334,5.40,1,0.00,0.00,0.00,0.554,6.30,0.00,0.00,9.9,1.77
Jake Arrieta,$10.9K,R,PHI,SP,@ MIA,,,,,2100,-3,7.5,-146,4.08,0.03,1,0.331,0.443,0.201,9.87,8,0.258,0.311,0.124,8.56,36,0.00,0.00,0.00,0.266,8.71,0.00,0.00,19.33,1.77
Cole Hamels,$9.1K,L,TEX,SP,@ CLE,,,,,1400,-4,8.0,159,3.42,0.01,2,0.229,0.277,0.100,6.56,7,0.344,0.452,0.211,7.95,29,0.00,0.00,0.00,0.318,7.64,0.00,0.00,15.45,1.7
Charlie Morton,$10.5K,R,HOU,SP,NYY,,,,,1300, ,8.5,-166,4.78,-0.13,4,0.229,0.264,0.101,12.78,5,0.351,0.460,0.193,8.50,32,0.00,0.00,0.00,0.297,10.40,0.00,0.00,17.67,1.68
