Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Daniel Norris,$4.5K,L,DET,SP,@ BAL,,,,,-1200,5,8.5,137,3.82,-0.23,2,0.376,0.513,0.230,8.04,7,0.383,0.493,0.174,9.29,25,0.00,0.00,0.00,0.381,9.01,0.00,0.00,12,2.67
Brandon McCarthy,$5.3K,R,ATL,SP,@ PHI,,,,,-1900,7,8.5,-103,4.18,0.2,4,0.299,0.383,0.137,8.16,5,0.318,0.394,0.124,6.99,25,0.00,0.00,0.00,0.310,7.51,0.00,0.00,13.71,2.59
Vincent Velasquez,$7.1K,R,PHI,SP,ATL,,,,,-300,2,8.5,-110,4.32,-0.2,5,0.400,0.537,0.228,10.22,4,0.333,0.452,0.205,8.94,20,0.00,0.00,0.00,0.370,9.65,0.00,0.00,17.9,2.52
Caleb Smith,$5.5K,L,MIA,SP,COL,,,,,-400,-1,7.5,-101,3.69,-0.31,3,0.379,0.465,0.139,13.50,6,0.301,0.374,0.176,11.25,13,0.00,0.00,0.00,0.327,12.00,0.00,0.00,13.79,2.51
Kevin Gausman,$6.8K,R,BAL,SP,DET,,,,,-1400,7,8.5,-153,4.68,-0.27,3,0.335,0.413,0.147,9.20,6,0.350,0.468,0.183,9.18,39,0.00,0.00,0.00,0.345,9.19,0.00,0.00,16.59,2.44
Luke Weaver,$8.3K,R,STL,SP,@ PIT,,,,,700,-2,8.0,-122,4.15,-0.46,5,0.297,0.370,0.139,9.21,4,0.324,0.418,0.154,11.37,18,0.00,0.00,0.00,0.309,10.17,0.00,0.00,17.76,2.14
Tyler Skaggs,$6.3K,L,LAA,SP,NYY,,,,,-1100,7,9.0,-114,4.58,0.16,2,0.301,0.383,0.140,8.10,7,0.344,0.444,0.170,8.57,21,0.00,0.00,0.00,0.334,8.47,0.00,0.00,13.45,2.13
Marco Gonzales,$5.2K,L,SEA,SP,@ CLE,,,,,-1400,6,8.5,100,4.18,-0.25,3,0.395,0.518,0.179,8.25,6,0.384,0.513,0.181,9.60,16,0.00,0.00,0.00,0.388,9.15,0.00,0.00,11.05,2.13
Josh Tomlin,$5.4K,R,CLE,SP,SEA,,,,,-200,-3,8.5,-113,4.32,-0.25,4,0.376,0.555,0.255,6.89,5,0.343,0.489,0.210,7.46,32,0.00,0.00,0.00,0.358,7.21,0.00,0.00,11.5,2.13
Zach Davies,$6.3K,R,MIL,SP,@ CHC,,,,,-1500,10,8.5,124,3.94,3.94,3,0.346,0.450,0.178,5.99,6,0.321,0.412,0.134,5.52,38,0.00,0.00,0.00,0.329,5.68,0.00,0.00,13.27,2.11
Trevor Cahill,$6.4K,R,OAK,SP,@ HOU,,,,,-500,1,8.5,185,3.42,0.27,2,0.304,0.325,0.097,8.90,7,0.397,0.541,0.237,9.96,23,0.00,0.00,0.00,0.376,9.72,0.00,0.00,13.33,2.08
Kenta Maeda,$9.5K,R,LAD,SP,@ SFG,,,,,400, ,7.5,-151,4.12,-0.21,5,0.334,0.460,0.200,10.13,4,0.277,0.375,0.163,12.13,39,0.00,0.00,0.00,0.309,11.02,0.00,0.00,19.7,2.07
Tyler Chatwood,$7.3K,R,CHC,SP,MIL,,,,,-100,-1,8.5,-138,4.56,4.56,3,0.380,0.479,0.201,9.11,6,0.328,0.419,0.189,7.53,35,0.00,0.00,0.00,0.345,8.06,0.00,0.00,15.04,2.06
Nick Kingham,$4.6K,R,PIT,SP,STL,,,,,-900,1,8.0,109,3.85,-0.04,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.23,2.01
Zack Wheeler,$7.2K,R,NYM,SP,@ SDP,,,,,-400,2,8.5,-131,4.49,-0.06,4,0.375,0.508,0.250,10.80,5,0.350,0.440,0.154,6.83,20,0.00,0.00,0.00,0.361,8.59,0.00,0.00,14.42,2
J.A. Happ,$9.2K,L,TOR,SP,TEX,,,,,400,1,9.0,-243,5.59,0.18,3,0.228,0.305,0.114,8.12,6,0.341,0.444,0.178,10.04,30,0.00,0.00,0.00,0.303,9.40,0.00,0.00,18.25,1.98
Ian Kennedy,$6.6K,R,KCR,SP,CHW,,,,,-700,1,9.5,-116,4.86,-0.11,6,0.349,0.483,0.246,8.03,3,0.345,0.473,0.209,8.33,35,0.00,0.00,0.00,0.348,8.13,0.00,0.00,12.92,1.96
Robbie Ray,$10.6K,L,ARI,SP,@ WAS,,,,,1300, ,7.0,107,3.39,-0.48,2,0.278,0.361,0.157,14.90,7,0.303,0.369,0.166,12.89,35,0.00,0.00,0.00,0.297,13.34,0.00,0.00,20.5,1.93
Bryan Mitchell,$5.3K,R,SDP,SP,NYM,,,,,-200,-4,8.5,116,4.01,0.06,5,0.344,0.420,0.159,5.94,4,0.369,0.464,0.150,3.97,26,0.00,0.00,0.00,0.355,5.06,0.00,0.00,10.1,1.91
Rick Porcello,$10.3K,R,BOS,SP,TBR,,,,,1100, ,8.5,-212,5.09,-0.32,4,0.340,0.482,0.219,8.78,5,0.329,0.445,0.172,8.29,40,0.00,0.00,0.00,0.334,8.51,0.00,0.00,19.52,1.9
Gerrit Cole,$12.6K,R,HOU,SP,OAK,,,,,2200, ,8.5,-210,5.08,0.23,3,0.353,0.490,0.220,10.67,6,0.293,0.374,0.145,8.98,38,0.00,0.00,0.00,0.313,9.54,0.00,0.00,23.43,1.86
Gio Gonzalez,$9.4K,L,WAS,SP,ARI,,,,,1100,-1,7.0,-120,3.61,-0.52,2,0.244,0.287,0.094,8.62,7,0.302,0.369,0.147,9.70,39,0.00,0.00,0.00,0.289,9.46,0.00,0.00,17.35,1.85
Hector Santiago,$5.1K,L,CHW,SP,@ KCR,,,,,-400,-1,9.5,103,4.64,0.11,3,0.555,0.781,0.359,9.75,6,0.291,0.357,0.144,6.64,23,0.00,0.00,0.00,0.379,7.68,0.00,0.00,9.04,1.77
Martin Perez,$4.4K,L,TEX,SP,@ TOR,,,,,-1200,5,9.0,213,3.41,-0.18,0,0.304,0.364,0.097,8.71,9,0.390,0.510,0.181,5.13,37,0.00,0.00,0.00,0.390,5.13,0.00,0.00,7.62,1.73
Chad Bettis,$8.0K,R,COL,SP,@ MIA,,,,,1400,-9,7.5,-112,3.81,-0.19,2,0.344,0.500,0.255,8.33,7,0.361,0.477,0.182,4.54,14,0.00,0.00,0.00,0.357,5.38,0.00,0.00,13.76,1.72
