Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Wisler,$4.5K,R,ATL,SP,@ CIN,,,,,-1700,8,9.5,-109,4.83,0.25,6,0.545,0.826,0.413,7.00,3,0.330,0.456,0.190,6.87,20,0.00,0.00,0.00,0.473,6.96,0.00,0.00,13.98,3.11
Trevor Richards,$4.0K,R,MIA,SP,@ LAD,,,,,-1700,5,7.0,315,2.15,-0.01,6,0.411,0.536,0.250,9.45,3,0.414,0.579,0.263,3.24,4,0.00,0.00,0.00,0.412,7.38,0.00,0.00,11.4,2.85
Jhoulys Chacin,$4.9K,R,MIL,SP,@ KCR,,,,,-600,-3,8.5,-111,4.32,-0.49,4,0.336,0.412,0.171,6.54,5,0.287,0.343,0.113,8.88,37,0.00,0.00,0.00,0.309,7.84,0.00,0.00,13.86,2.83
Matt Boyd,$5.3K,L,DET,SP,@ PIT,,,,,-1100,4,8.0,145,3.53,0.46,2,0.301,0.336,0.074,7.43,7,0.367,0.499,0.205,8.20,30,0.00,0.00,0.00,0.352,8.03,0.00,0.00,13.95,2.63
Michael Wacha,$6.3K,R,STL,SP,NYM,,,,,-300,1,8.5,-137,4.55,-0.08,5,0.329,0.395,0.126,8.02,4,0.331,0.426,0.145,9.51,34,0.00,0.00,0.00,0.330,8.68,0.00,0.00,15.91,2.53
Brandon Finnegan,$5.0K,L,CIN,SP,ATL,,,,,-500,-4,9.5,-104,4.67,0.25,3,0.539,0.900,0.600,11.57,6,0.363,0.393,0.131,9.39,6,0.00,0.00,0.00,0.422,10.12,0.00,0.00,12.63,2.53
Jake Arrieta,$8.5K,R,PHI,SP,ARI,,,,,-300, ,7.0,-108,3.55,-0.02,4,0.336,0.450,0.206,10.23,5,0.262,0.317,0.128,8.66,35,0.00,0.00,0.00,0.295,9.36,0.00,0.00,21.43,2.52
Doug Fister,$4.7K,R,TEX,SP,OAK,,,,,-1800,9,9.5,-107,4.83,-0.52,4,0.350,0.412,0.126,9.64,5,0.316,0.394,0.127,8.73,23,0.00,0.00,0.00,0.331,9.13,0.00,0.00,11.34,2.41
Jeff Samardzija,$7.5K,R,SFG,SP,WAS,,,,,-500,2,7.0,147,3.07,-0.06,4,0.346,0.492,0.227,10.14,5,0.294,0.400,0.149,8.76,33,0.00,0.00,0.00,0.317,9.37,0.00,0.00,17.89,2.39
Nick Tropeano,$4.9K,R,LAA,SP,@ HOU,,,,,-1000,1,8.5,188,3.39,0.19,3,0.417,0.565,0.174,7.71,6,0.238,0.242,0.121,11.57,3,0.00,0.00,0.00,0.298,10.28,0.00,0.00,11.32,2.31
Jacob Faria,$6.3K,R,TBR,SP,@ BAL,,,,,400,-6,8.5,100,4.18,4.18,5,0.293,0.304,0.108,9.12,4,0.323,0.441,0.185,9.61,20,0.00,0.00,0.00,0.306,9.34,0.00,0.00,14.45,2.29
Felix Hernandez,$6.5K,R,SEA,SP,@ CHW,,,,,500,-8,9.5,-142,5.13,-0.09,5,0.345,0.458,0.190,7.47,4,0.326,0.433,0.204,8.65,21,0.00,0.00,0.00,0.337,7.99,0.00,0.00,14.33,2.2
Zack Greinke,$10.0K,R,ARI,SP,@ PHI,,,,,800, ,7.0,-104,3.45,0.02,5,0.289,0.370,0.142,9.99,4,0.292,0.406,0.181,9.70,38,0.00,0.00,0.00,0.290,9.86,0.00,0.00,21.81,2.18
Chad Kuhl,$6.9K,R,PIT,SP,DET,,,,,-100,-2,8.0,-162,4.47,0.04,3,0.371,0.465,0.175,9.00,6,0.313,0.380,0.123,7.60,35,0.00,0.00,0.00,0.332,8.07,0.00,0.00,15.06,2.18
Jason Hammel,$5.5K,R,KCR,SP,MIL,,,,,-600, ,8.5,-103,4.18,-0.01,3,0.336,0.436,0.161,7.58,6,0.326,0.423,0.143,6.95,37,0.00,0.00,0.00,0.329,7.16,0.00,0.00,11.94,2.17
Kendall Graveman,$4.5K,R,OAK,SP,@ TEX,,,,,-1100,2,9.5,-106,4.67,-0.48,7,0.347,0.459,0.191,6.56,2,0.378,0.504,0.186,6.11,24,0.00,0.00,0.00,0.354,6.46,0.00,0.00,9.75,2.17
Eduardo Rodriguez,$7.6K,L,BOS,SP,@ TOR,,,,,500,-3,8.5,-144,4.61,0.05,0,0.343,0.426,0.157,12.15,9,0.308,0.402,0.180,10.43,28,0.00,0.00,0.00,0.308,10.43,0.00,0.00,16.17,2.13
Jon Lester,$8.2K,L,CHC,SP,@ CLE,,,,,-200, ,7.5,116,3.55,-0.22,3,0.246,0.321,0.116,11.55,6,0.340,0.442,0.183,8.36,39,0.00,0.00,0.00,0.309,9.42,0.00,0.00,17.31,2.11
Sonny Gray,$7.7K,R,NYY,SP,MIN,,,,,400,-2,9.0,-176,5.14,-0.01,7,0.303,0.383,0.167,8.95,2,0.311,0.395,0.161,8.73,34,0.00,0.00,0.00,0.305,8.90,0.00,0.00,15.98,2.08
Max Scherzer,$13.1K,R,WAS,SP,@ SFG,,,,,1600,1,7.0,-164,3.93,0.05,5,0.301,0.382,0.178,11.25,4,0.194,0.240,0.100,14.35,38,0.00,0.00,0.00,0.253,12.63,0.00,0.00,26.91,2.05
Lance Lynn,$6.4K,R,MIN,SP,@ NYY,,,,,-400,1,9.0,157,3.86,0.01,2,0.377,0.476,0.220,6.68,7,0.269,0.324,0.120,9.56,36,0.00,0.00,0.00,0.293,8.92,0.00,0.00,13.06,2.04
Clayton Kershaw,$14.0K,L,LAD,SP,MIA,,,,,2600,-1,7.0,-390,4.85,0.01,2,0.311,0.443,0.201,9.06,7,0.272,0.365,0.149,10.57,37,0.00,0.00,0.00,0.281,10.23,0.00,0.00,28.35,2.03
James Shields,$4.6K,R,CHW,SP,SEA,,,,,-900, ,9.5,128,4.37,0.09,5,0.377,0.514,0.254,7.16,4,0.317,0.419,0.182,8.19,26,0.00,0.00,0.00,0.350,7.62,0.00,0.00,9.24,2.01
Aaron Sanchez,$6.0K,R,TOR,SP,BOS,,,,,-300,1,8.5,130,3.89,-0.05,4,0.322,0.355,0.131,9.31,5,0.354,0.446,0.173,4.41,12,0.00,0.00,0.00,0.340,6.59,0.00,0.00,12.02,2
Jon Gray,$6.6K,R,COL,SP,SDP,,,,,-900,4,10.0,-172,5.68,0.22,4,0.330,0.416,0.142,8.61,5,0.344,0.452,0.163,10.90,26,0.00,0.00,0.00,0.338,9.88,0.00,0.00,13.14,1.99
Steven Matz,$6.5K,L,NYM,SP,@ STL,,,,,-400, ,8.5,123,3.95,0.08,1,0.323,0.347,0.083,8.15,8,0.396,0.582,0.281,9.66,17,0.00,0.00,0.00,0.388,9.49,0.00,0.00,12.71,1.96
Trevor Bauer,$9.0K,R,CLE,SP,CHC,,,,, , ,7.5,-130,3.95,-0.28,5,0.358,0.486,0.211,9.75,4,0.310,0.392,0.144,10.92,37,0.00,0.00,0.00,0.337,10.27,0.00,0.00,17.4,1.93
Justin Verlander,$12.0K,R,HOU,SP,LAA,,,,,1000, ,8.5,-214,5.11,0.31,2,0.253,0.320,0.140,11.35,7,0.265,0.329,0.115,8.71,44,0.00,0.00,0.00,0.262,9.30,0.00,0.00,22.44,1.87
Alex Cobb,$6.7K,R,BAL,SP,TBR,,,,,1200,-15,8.5,-113,4.32,4.32,4,0.312,0.379,0.138,7.41,5,0.333,0.447,0.166,6.22,32,0.00,0.00,0.00,0.324,6.75,0.00,0.00,12.53,1.87
Tyson Ross,$6.1K,R,SDP,SP,@ COL,,,,,-1100,8,10.0,154,4.32,-0.22,4,0.303,0.337,0.106,7.86,5,0.352,0.420,0.168,8.66,16,0.00,0.00,0.00,0.330,8.30,0.00,0.00,11.18,1.83
