Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Elieser Hernandez,$4.0K,R,MIA,SP,@ NYM,,,,,-1900,2,8.5,118,4,-0.01,7,0.307,0.409,0.136,2.20,2,0.239,0.273,0.000,1.10,3,4.64,0.00,0.11,0.292,2.00,0.00,0.00,12.14,3.04
German Marquez,$5.4K,R,COL,SP,@ LAD,,,,,-1200,1,7.0,161,2.98,-0.19,5,0.324,0.410,0.133,3.80,4,0.354,0.514,0.244,5.00,37,3.73,0.00,0.21,0.337,4.30,0.00,0.00,14.84,2.75
Jason Vargas,$4.2K,L,NYM,SP,MIA,,,,,-1300,-1,8.5,-132,4.5,0.01,1,0.374,0.513,0.200,1.10,8,0.332,0.454,0.188,6.10,33,4.23,0.00,0.22,0.337,5.50,0.00,0.00,10.53,2.51
Nicholas Pivetta,$7.2K,R,PHI,SP,ATL,,,,,-400, ,8.5,-110,4.32,-0.37,5,0.313,0.391,0.130,4.90,4,0.365,0.525,0.245,5.30,34,3.47,0.00,0.27,0.336,5.10,0.00,0.00,18.09,2.51
Walker Buehler,$8.5K,R,LAD,SP,COL,,,,,-1000,3,7.0,-180,4.02,-0.31,4,0.288,0.304,0.072,5.40,5,0.287,0.329,0.088,9.30,10,3.32,0.00,0.18,0.287,7.60,0.00,0.00,21.17,2.49
Jose Berrios,$7.6K,R,MIN,SP,DET,,,,,-800,2,8.5,-210,5.08,-0.24,3,0.322,0.409,0.160,3.80,6,0.269,0.351,0.134,5.20,34,3.43,0.00,0.17,0.287,4.70,0.00,0.00,18.78,2.47
Chase Anderson,$5.7K,R,MIL,SP,ARI,,,,,-400,-2,8.0,120,3.74,-0.2,4,0.268,0.330,0.124,4.00,5,0.308,0.421,0.191,4.30,32,3.65,0.00,0.18,0.290,4.20,0.00,0.00,13.92,2.44
Robbie Erlin,$4.0K,L,SDP,SP,@ WAS,,,,,-1500, ,8.0,162,3.39,-0.01,3,0.236,0.250,0.028,3.50,6,0.254,0.350,0.117,5.90,13,3.35,0.00,0.06,0.248,5.10,0.00,0.00,9.58,2.4
Hector Santiago,$5.1K,L,CHW,SP,BAL,,,,,-600,-2,9.0,-107,4.43,-0.4,1,0.520,0.720,0.313,1.40,8,0.289,0.371,0.151,6.00,25,4.83,0.00,0.21,0.315,5.50,0.00,0.00,11.88,2.33
Masahiro Tanaka,$8.4K,R,NYY,SP,@ TEX,,,,,300,-1,9.5,-211,5.68,0.18,6,0.288,0.402,0.169,4.70,3,0.321,0.459,0.209,6.00,37,3.09,0.00,0.28,0.299,5.10,0.00,0.00,18.34,2.18
Michael Foltynewicz,$8.5K,R,ATL,SP,@ PHI,,,,,200,-2,8.5,-103,4.18,-0.13,4,0.354,0.459,0.179,4.30,5,0.307,0.389,0.142,5.00,37,3.77,0.00,0.17,0.328,4.70,0.00,0.00,18.29,2.15
Andrew Cashner,$5.1K,R,BAL,SP,@ CHW,,,,,-1300,1,9.0,-105,4.57,-0.1,4,0.327,0.411,0.163,3.20,5,0.303,0.380,0.127,2.70,35,4.89,0.00,0.17,0.314,2.90,0.00,0.00,10.64,2.09
Blaine Hardy,$4.0K,L,DET,SP,@ MIN,,,,,-1500, ,8.5,185,3.42,-0.26,3,0.329,0.516,0.266,2.50,6,0.386,0.509,0.167,7.30,38,4.16,0.00,0.20,0.367,5.70,0.00,0.00,8.33,2.08
Ian Kennedy,$6.1K,R,KCR,SP,@ STL,,,,,-900,1,8.5,180,3.45,0.02,2,0.336,0.478,0.235,3.80,7,0.339,0.483,0.220,4.50,38,3.95,0.00,0.22,0.338,4.30,0.00,0.00,12.51,2.05
Gio Gonzalez,$9.8K,L,WAS,SP,SDP,,,,,1000, ,8.0,-182,4.61,0.01,2,0.227,0.269,0.085,2.30,7,0.302,0.376,0.146,7.10,39,3.70,0.00,0.17,0.285,6.00,0.00,0.00,19.76,2.02
Zack Greinke,$11.8K,R,ARI,SP,@ MIL,,,,,2600,-1,8.0,-135,4.26,0.2,3,0.292,0.388,0.143,4.70,6,0.273,0.392,0.177,5.40,40,2.88,0.00,0.22,0.279,5.20,0.00,0.00,21.84,1.85
Miles Mikolas,$11.0K,R,STL,SP,KCR,,,,,2200,-1,8.5,-205,5.05,-0.02,3,0.310,0.438,0.152,3.50,6,0.226,0.287,0.092,4.10,7,3.92,0.00,0.21,0.254,3.90,0.00,0.00,18.64,1.69
Bartolo Colon,$7.0K,R,TEX,SP,NYY,,,,,200,-1,9.5,184,3.82,-0.18,4,0.355,0.512,0.221,2.70,5,0.351,0.525,0.229,3.50,35,4.38,0.00,0.21,0.353,3.10,0.00,0.00,7.29,1.04
