Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matthew Strahm,$4.0K,L,SDP,SP,@ LAD,,,,,-1500,-1,7.5,220,2.8,-0.4,1,0.393,0.447,0.184,3.00,8,0.319,0.407,0.192,7.10,29,4.47,0.00,0.21,0.327,6.70,0.00,0.00,11.19,2.8
Elieser Hernandez,$4.0K,R,MIA,SP,WAS,,,,,-1900,2,7.5,176,3.08,-0.04,4,0.279,0.371,0.114,2.80,5,0.274,0.313,0.001,1.40,4,4.24,0.00,0.08,0.276,2.00,0.00,0.00,11.05,2.76
Mike Leake,$4.4K,R,SEA,SP,MIN,,,,,-2200,5,8.0,107,3.87,-0.45,5,0.334,0.445,0.161,2.50,4,0.314,0.434,0.160,3.80,41,4.38,0.00,0.20,0.325,3.10,0.00,0.00,11.96,2.72
Frankie Montas,$4.0K,R,OAK,SP,ARI,,,,,-1500,-1,8.0,108,3.86,0.02,6,0.493,0.741,0.396,3.60,3,0.329,0.405,0.148,8.10,23,3.84,0.00,0.40,0.438,5.10,0.00,0.00,9.98,2.5
Jameson Taillon,$7.3K,R,PIT,SP,STL,,,,,-400,-1,8.0,-121,4.14,0.07,2,0.347,0.444,0.152,3.30,7,0.307,0.411,0.153,5.90,32,3.72,0.00,0.17,0.316,5.30,0.00,0.00,17.4,2.38
Kevin Gausman,$7.6K,R,BAL,SP,@ TBR,,,,,-900,2,8.0,-102,3.94, ,3,0.333,0.422,0.161,4.10,6,0.342,0.472,0.184,5.40,41,3.73,0.00,0.25,0.339,5.00,0.00,0.00,17.86,2.35
Tyler Chatwood,$6.6K,R,CHC,SP,SFG,,,,,600,-4,10.0,-181,5.76,5.76,4,0.355,0.436,0.172,4.00,5,0.295,0.368,0.161,4.00,39,4.79,0.00,0.26,0.322,4.00,0.00,0.00,15.22,2.31
Walker Buehler,$8.5K,R,LAD,SP,SDP,,,,,-1000,5,7.5,-252,4.7,0.4,6,0.272,0.313,0.104,5.10,3,0.262,0.298,0.077,8.20,11,3.34,0.00,0.22,0.269,6.20,0.00,0.00,19.4,2.28
Nicholas Pivetta,$7.2K,R,PHI,SP,TOR,,,,,-700,2,7.5,100,3.69,-0.37,5,0.307,0.381,0.124,4.80,4,0.360,0.515,0.238,5.30,35,3.44,0.00,0.25,0.331,5.00,0.00,0.00,16.25,2.26
Jason Hammel,$4.6K,R,KCR,SP,@ TEX,,,,,-1700,2,9.5,173,3.93,-0.24,6,0.325,0.441,0.169,3.90,3,0.334,0.446,0.149,3.50,39,4.14,0.00,0.14,0.328,3.80,0.00,0.00,10.24,2.23
Chris Sale,$12.5K,L,BOS,SP,ATL,,,,,900,1,7.5,-245,4.66,-0.28,3,0.236,0.272,0.064,2.00,6,0.268,0.372,0.166,12.00,41,1.70,0.00,0.20,0.257,8.70,0.00,0.00,27.86,2.23
Masahiro Tanaka,$8.4K,R,NYY,SP,LAA,,,,,500,-3,8.0,-165,4.5,-0.39,3,0.297,0.415,0.180,4.60,6,0.317,0.452,0.205,6.00,38,3.17,0.00,0.29,0.310,5.50,0.00,0.00,18.43,2.19
Jose Berrios,$7.6K,R,MIN,SP,@ SEA,,,,,-1100,4,8.0,-120,4.13,-0.05,4,0.314,0.397,0.155,3.80,5,0.270,0.354,0.138,5.20,35,3.39,0.00,0.17,0.290,4.60,0.00,0.00,16.45,2.16
James Shields,$5.3K,R,CHW,SP,@ DET,,,,,-1300,3,9.5,110,4.56,0.13,3,0.339,0.445,0.206,3.50,6,0.309,0.419,0.177,4.00,32,4.31,0.00,0.20,0.319,3.80,0.00,0.00,11.4,2.15
Jhoulys Chacin,$6.8K,R,MIL,SP,NYM,,,,,100,-1,9.0,-141,4.85,-0.02,4,0.339,0.425,0.171,2.90,5,0.262,0.320,0.109,5.00,41,4.21,0.00,0.16,0.296,4.10,0.00,0.00,14.33,2.11
Garrett Richards,$7.8K,R,LAA,SP,@ NYY,,,,,-600, ,8.0,148,3.5,-0.61,5,0.257,0.327,0.142,6.00,4,0.273,0.327,0.111,5.00,14,3.54,0.00,0.27,0.264,5.50,0.00,0.00,15.82,2.03
Blaine Hardy,$4.0K,L,DET,SP,CHW,,,,,-1500,-1,9.5,-124,4.94,0.37,2,0.315,0.493,0.254,2.70,7,0.390,0.516,0.164,6.80,39,4.13,0.00,0.18,0.373,5.90,0.00,0.00,8.1,2.03
German Marquez,$5.4K,R,COL,SP,CIN,,,,,-1400,4,12.5,-154,6.89,0.59,6,0.319,0.406,0.135,3.70,3,0.350,0.507,0.241,5.00,38,3.74,0.00,0.21,0.329,4.10,0.00,0.00,10.35,1.92
Stephen Strasburg,$13.4K,R,WAS,SP,@ MIA,,,,,3400,-2,7.5,-199,4.42,0.04,3,0.254,0.321,0.126,5.70,6,0.255,0.333,0.123,6.30,36,2.65,0.00,0.16,0.255,6.10,0.00,0.00,24.06,1.8
Cole Hamels,$9.2K,L,TEX,SP,KCR,,,,,600,-2,9.5,-195,5.57,0.24,2,0.236,0.296,0.114,1.40,7,0.319,0.415,0.180,6.40,32,4.10,0.00,0.21,0.301,5.30,0.00,0.00,16.58,1.8
J.A. Happ,$9.5K,L,TOR,SP,@ PHI,,,,,400,-1,7.5,-113,3.81,-0.13,1,0.217,0.297,0.114,2.00,8,0.315,0.410,0.151,8.00,34,3.34,0.00,0.20,0.304,7.30,0.00,0.00,17.04,1.79
Sergio Romo,$4.0K,R,TBR,SP,BAL,,,,,-1500,-1,8.0,-111,4.06, ,4,0.352,0.443,0.168,3.20,5,0.274,0.383,0.190,9.80,72,3.01,0.00,0.24,0.309,6.80,0.00,0.00,7.12,1.78
Gerrit Cole,$12.9K,R,HOU,SP,@ CLE,,,,,1100,1,8.0,-124,4.17,0.18,7,0.309,0.431,0.186,5.00,2,0.281,0.368,0.146,5.10,42,2.93,0.00,0.22,0.303,5.00,0.00,0.00,22.7,1.76
Zack Greinke,$11.8K,R,ARI,SP,@ OAK,,,,,2600,-2,8.0,-121,4.14,0.48,4,0.293,0.392,0.147,4.70,5,0.274,0.398,0.184,5.50,41,2.82,0.00,0.22,0.282,5.10,0.00,0.00,20.48,1.74
Zack Wheeler,$7.2K,R,NYM,SP,@ MIL,,,,, ,-1,9.0,127,4.15,0.02,4,0.352,0.479,0.211,4.40,5,0.335,0.419,0.136,4.60,25,3.89,0.00,0.26,0.343,4.50,0.00,0.00,12.07,1.68
Trevor Bauer,$11.7K,R,CLE,SP,HOU,,,,,2000,1,8.0,111,3.83,0.32,1,0.326,0.433,0.177,5.00,8,0.295,0.377,0.134,6.30,40,3.22,0.00,0.21,0.298,6.10,0.00,0.00,19.1,1.63
Miles Mikolas,$11.0K,R,STL,SP,@ PIT,,,,,1800, ,8.0,108,3.86,-0.07,5,0.302,0.418,0.139,3.20,4,0.208,0.255,0.076,4.60,8,3.75,0.00,0.18,0.260,3.90,0.00,0.00,17.43,1.58
Ty Blach,$5.5K,L,SFG,SP,@ CHC,,,,,-200,-4,10.0,162,4.24,4.24,3,0.267,0.304,0.050,1.00,6,0.347,0.473,0.177,3.20,44,5.20,0.00,0.15,0.320,2.50,0.00,0.00,8.32,1.51
Michael Foltynewicz,$8.8K,R,ATL,SP,@ BOS,,,,,500,-4,7.5,213,2.84,-0.22,6,0.360,0.468,0.182,4.20,3,0.301,0.382,0.140,5.10,38,3.77,0.00,0.17,0.340,4.50,0.00,0.00,12.13,1.38
Matt Harvey,$5.8K,R,CIN,SP,@ COL,,,,,100,-5,12.5,138,5.61,0.41,5,0.403,0.590,0.291,3.10,4,0.318,0.412,0.155,3.80,28,4.61,0.00,0.25,0.365,3.40,0.00,0.00,7.46,1.29
