Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Leake,$5.0K,R,SEA,SP,LAA,,,,,-600,-1,8.5,114,4.04,-0.02,3,0.337,0.450,0.164,5.47,6,0.319,0.430,0.160,7.82,37,0.00,0.00,0.00,0.325,7.04,0.00,0.00,14.37,2.87
Carson Fulmer,$4.6K,R,CHW,SP,MIN,,,,,-1300,3,9.0,145,3.97,0.03,7,0.318,0.343,0.114,7.64,2,0.307,0.366,0.148,7.00,14,0.00,0.00,0.00,0.316,7.50,0.00,0.00,13.22,2.87
Josh Tomlin,$4.4K,R,CLE,SP,@ NYY,,,,,-1100, ,10.5,179,4.28,0.44,4,0.385,0.568,0.258,6.57,5,0.344,0.491,0.212,7.46,33,0.00,0.00,0.00,0.362,7.06,0.00,0.00,11.47,2.61
Andrew Kittredge,$4.0K,R,TBR,SP,TOR,,,,,-1500,2,8.0,141,3.56,-0.09,3,0.242,0.280,0.160,10.80,6,0.331,0.468,0.182,5.71,24,0.00,0.00,0.00,0.301,7.41,0.00,0.00,10.15,2.54
German Marquez,$6.2K,R,COL,SP,@ NYM,,,,,200,-2,8.0,113,3.81,-0.25,5,0.308,0.361,0.105,7.50,4,0.372,0.532,0.259,9.86,35,0.00,0.00,0.00,0.336,8.55,0.00,0.00,14.86,2.4
Sal Romano,$6.3K,R,CIN,SP,MIA,,,,,700,-6,9.0,-116,4.6,-0.07,3,0.313,0.409,0.183,7.87,6,0.343,0.449,0.180,6.56,22,0.00,0.00,0.00,0.333,7.00,0.00,0.00,14.6,2.32
Chris Stratton,$6.0K,R,SFG,SP,@ ATL,,,,,-600,6,9.0,134,4.08,-0.07,5,0.317,0.364,0.114,6.88,4,0.303,0.381,0.143,9.28,18,0.00,0.00,0.00,0.311,7.95,0.00,0.00,13.77,2.3
Wei-Yin Chen,$6.1K,L,MIA,SP,@ CIN,,,,,300,-3,9.0,103,4.4,0.07,2,0.268,0.361,0.139,4.66,7,0.316,0.415,0.208,7.48,10,0.00,0.00,0.00,0.305,6.85,0.00,0.00,13.77,2.26
Nick Kingham,$6.8K,R,PIT,SP,@ MIL,,,,,-1200,8,8.0,103,3.91,-0.21,3,0.000,0.000,0.000,5.40,6,0.052,0.059,0.000,13.50,1,0.00,0.00,0.00,0.035,10.80,0.00,0.00,14.92,2.19
Ian Kennedy,$6.7K,R,KCR,SP,DET,,,,,-300,2,9.0,-143,4.87,0.21,3,0.359,0.505,0.257,7.88,6,0.340,0.465,0.206,8.44,36,0.00,0.00,0.00,0.346,8.25,0.00,0.00,14.24,2.13
Walker Buehler,$8.6K,R,LAD,SP,@ SDP,,,,,900,-3,8.0,-125,4.17,0.5,5,0.240,0.192,0.000,11.57,4,0.395,0.478,0.152,10.80,10,0.00,0.00,0.00,0.309,11.23,0.00,0.00,18.36,2.13
Junior Guerra,$7.4K,R,MIL,SP,PIT,,,,,200,-1,8.0,-115,4.09,-0.29,5,0.329,0.389,0.177,7.28,4,0.343,0.432,0.205,9.26,24,0.00,0.00,0.00,0.335,8.16,0.00,0.00,15.67,2.12
Daniel Mengden,$6.4K,R,OAK,SP,BAL,,,,,-300,3,9.5,-168,5.36,0.42,3,0.248,0.336,0.102,4.94,6,0.323,0.430,0.164,6.89,12,0.00,0.00,0.00,0.298,6.24,0.00,0.00,13.54,2.12
