Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Chris Bassitt,$5.5K,R,OAK,SP,@ DET,,,,,-1300,5,9.5,-121,4.91,4.91,4,0.234,0.267,0.034,3.90,5,0.291,0.342,0.105,3.40,3,3.87,0.00,0.09,0.266,3.60,0.00,0.00,14.11,2.57
Zack Wheeler,$6.3K,R,NYM,SP,PIT,,,,,-1400,8,8.0,-114,4.07,0.26,5,0.348,0.454,0.194,4.40,4,0.325,0.397,0.125,4.30,31,3.86,0.00,0.23,0.338,4.40,0.00,0.00,15.97,2.53
Kyle Hendricks,$6.4K,R,CHC,SP,@ LAD,,,,,-800,1,7.5,123,3.49,0.05,5,0.308,0.401,0.174,4.30,4,0.290,0.384,0.138,4.50,37,3.86,0.00,0.25,0.300,4.40,0.00,0.00,15.83,2.47
Luis Castillo,$5.8K,R,CIN,SP,@ ATL,,,,,-1700,8,8.5,122,3.96,0.02,6,0.327,0.464,0.226,4.00,3,0.296,0.382,0.158,5.70,30,3.61,0.00,0.30,0.317,4.60,0.00,0.00,14.25,2.46
Wei-Yin Chen,$4.6K,L,MIA,SP,ARI,,,,,-1100,1,7.5,135,3.39,-0.16,3,0.266,0.378,0.157,1.90,6,0.357,0.488,0.220,4.90,20,4.27,0.00,0.19,0.327,3.90,0.00,0.00,11.33,2.46
Brent Suter,$6.5K,L,MIL,SP,KCR,,,,,-600,-1,8.0,-189,4.67,-0.29,3,0.266,0.331,0.130,1.60,6,0.320,0.435,0.167,6.20,36,3.77,0.00,0.22,0.302,4.70,0.00,0.00,15.99,2.46
Danny Duffy,$6.0K,L,KCR,SP,@ MIL,,,,,-900,2,8.0,171,3.33,-0.21,2,0.225,0.274,0.084,1.60,7,0.344,0.454,0.182,6.80,38,3.91,0.00,0.16,0.318,5.70,0.00,0.00,14.73,2.46
Kyle Gibson,$7.5K,R,MIN,SP,@ CHW,,,,,-800,3,9.0,-140,4.84,-0.03,6,0.335,0.419,0.142,3.60,3,0.328,0.427,0.175,4.50,42,4.32,0.00,0.24,0.333,3.90,0.00,0.00,16.99,2.27
Luis Cessa,$5.9K,R,NYY,SP,@ PHI,,,,,400,-5,8.0,-124,4.16,-0.56,3,0.235,0.250,0.091,3.50,6,0.410,0.570,0.269,5.10,13,4.19,0.00,0.24,0.352,4.50,0.00,0.00,12.26,2.08
Alex Cobb,$4.9K,R,BAL,SP,SEA,,,,,-1200,1,9.5,-107,4.67,0.06,4,0.334,0.446,0.183,3.30,5,0.331,0.457,0.177,3.50,41,4.26,0.00,0.22,0.332,3.40,0.00,0.00,10.21,2.08
Dallas Keuchel,$8.4K,L,HOU,SP,TOR,,,,,-500,4,8.0,-180,4.61,-0.56,0,0.254,0.325,0.104,2.50,9,0.299,0.380,0.141,6.20,38,4.30,0.00,0.27,0.299,6.20,0.00,0.00,17.36,2.07
Ivan Nova,$7.0K,R,PIT,SP,@ NYM,,,,,-700,1,8.0,100,3.93,0.24,3,0.354,0.494,0.191,2.30,6,0.302,0.417,0.176,4.60,43,4.01,0.00,0.23,0.319,3.90,0.00,0.00,14.48,2.07
Kyle Freeland,$7.1K,L,COL,SP,@ SFG,,,,,-1100,4,7.0,131,3.19,-0.13,4,0.310,0.409,0.142,2.80,5,0.336,0.429,0.160,4.20,46,4.55,0.00,0.19,0.324,3.50,0.00,0.00,14.62,2.06
Madison Bumgarner,$10.1K,L,SFG,SP,COL,,,,,300,2,7.0,-146,3.81,-0.37,3,0.214,0.233,0.059,1.30,6,0.315,0.465,0.219,6.60,21,3.35,0.00,0.23,0.281,4.80,0.00,0.00,20.71,2.05
Alex Wood,$9.1K,L,LAD,SP,CHC,,,,,1500,-10,7.5,-137,4.01,-0.05,1,0.253,0.314,0.082,2.60,8,0.287,0.388,0.162,6.80,41,3.34,0.00,0.21,0.283,6.30,0.00,0.00,18.25,2.01
Wade LeBlanc,$6.4K,L,SEA,SP,@ BAL,,,,,-100,-5,9.5,-106,4.83,-0.06,1,0.343,0.471,0.178,2.00,8,0.288,0.391,0.162,6.20,63,3.77,0.00,0.17,0.294,5.70,0.00,0.00,12.8,2
Mike Minor,$6.7K,L,TEX,SP,SDP,,,,,100,-8,9.5,-116,4.85,-0.17,2,0.227,0.287,0.100,2.90,7,0.326,0.456,0.205,6.70,75,3.15,0.00,0.14,0.304,5.90,0.00,0.00,13.23,1.97
Zach Eflin,$7.5K,R,PHI,SP,NYY,,,,,-400, ,8.0,110,3.84,-0.44,4,0.365,0.535,0.248,3.50,5,0.315,0.421,0.148,3.30,20,3.93,0.00,0.20,0.337,3.40,0.00,0.00,14.56,1.94
James Shields,$5.7K,R,CHW,SP,MIN,,,,,-700, ,9.0,125,4.16,0.03,7,0.345,0.460,0.221,3.30,2,0.315,0.424,0.180,4.00,38,4.32,0.00,0.19,0.338,3.50,0.00,0.00,10.91,1.91
Marco Estrada,$6.7K,R,TOR,SP,@ HOU,,,,,-1100,3,8.0,164,3.39,0.06,3,0.299,0.421,0.201,3.70,6,0.364,0.506,0.223,4.70,47,3.82,0.00,0.18,0.342,4.40,0.00,0.00,12.33,1.84
