Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jason Vargas,$4.1K,L,NYM,SP,ATL,,,,,-1400,2,8.5,146,3.74,0.03,2,0.372,0.500,0.191,1.20,7,0.345,0.466,0.197,6.00,40,4.27,5.14,0.14,0.351,4.90,0.00,0.00,11.5,2.8
Robbie Erlin,$4.2K,L,SDP,SP,@ CHC,,,,,-1500,2,8.5,145,3.79,3.79,3,0.304,0.429,0.172,2.60,6,0.258,0.366,0.138,5.00,29,3.33,3.28,0.14,0.273,4.20,0.00,0.00,10.79,2.57
Felix Hernandez,$6.1K,R,SEA,SP,TOR,,,,,-500,2,9.0,-136,4.81,-0.07,4,0.363,0.497,0.219,3.40,5,0.332,0.433,0.178,4.40,37,4.02,4.41,0.18,0.346,4.00,0.00,0.00,13.37,2.19
Clayton Kershaw,$11.6K,L,LAD,SP,MIL,,,,,900,-1,7.5,-197,4.41,0.28,2,0.308,0.435,0.187,2.10,7,0.261,0.347,0.142,9.00,41,2.74,2.93,0.18,0.271,7.50,0.00,0.00,25.14,2.17
Nick Pivetta,$8.5K,R,PHI,SP,MIA,,,,,200,1,8.5,-171,4.84,-0.03,4,0.333,0.418,0.140,4.90,5,0.360,0.510,0.239,5.60,47,3.31,3.78,0.18,0.348,5.30,0.00,0.00,18.03,2.12
Reynaldo Lopez,$6.3K,R,CHW,SP,KCR,,,,,300,-5,9.5,-134,5.06,0.07,5,0.332,0.443,0.194,2.80,4,0.330,0.431,0.176,3.60,28,4.78,5.86,0.10,0.331,3.10,0.00,0.00,13.21,2.1
Max Scherzer,$13.0K,R,WAS,SP,CIN,,,,,1200, ,8.5,-256,5.37,0.55,6,0.287,0.371,0.168,5.50,3,0.216,0.270,0.116,6.90,52,2.00,3.36,0.10,0.263,5.90,0.00,0.00,26.78,2.06
CC Sabathia,$5.9K,L,NYY,SP,@ BOS,,,,,-1600,7,10.0,-104,4.96,0.06,3,0.303,0.328,0.108,1.70,6,0.316,0.413,0.161,6.40,45,4.17,4.22,0.16,0.312,4.80,0.00,0.00,12.16,2.06
Tyler Clippard,$4.0K,R,TOR,SP,@ SEA,,,,,-1500,3,9.0,123,4.19,0.07,3,0.286,0.356,0.141,4.40,6,0.330,0.461,0.248,6.40,118,3.24,4.74,0.12,0.315,5.70,0.00,0.00,8.07,2.02
Andrew Cashner,$5.1K,R,BAL,SP,@ TEX,,,,,-1300,6,11.0,118,5.18,0.33,5,0.334,0.422,0.167,3.00,4,0.322,0.399,0.132,2.60,47,4.92,5.21,0.10,0.329,2.80,0.00,0.00,10.08,1.98
Zack Greinke,$11.2K,R,ARI,SP,SFG,,,,,200,1,7.5,-168,4.24, ,4,0.291,0.371,0.129,4.40,5,0.295,0.410,0.187,5.30,53,2.98,3.54,0.14,0.293,4.90,0.00,0.00,22.23,1.98
Madison Bumgarner,$9.6K,L,SFG,SP,@ ARI,,,,,100,1,7.5,151,3.26, ,1,0.235,0.257,0.074,1.40,8,0.308,0.428,0.189,6.50,27,3.60,4.35,0.12,0.300,6.00,0.00,0.00,18.25,1.9
Brian Johnson,$5.5K,L,BOS,SP,NYY,,,,,-400, ,10.0,-103,5.04,-0.06,3,0.237,0.253,0.053,1.80,6,0.351,0.467,0.174,5.80,32,4.00,4.84,0.10,0.313,4.40,0.00,0.00,10.46,1.9
Antonio Senzatela,$6.6K,R,COL,SP,@ STL,,,,,-500,1,8.5,123,3.95,0.31,2,0.319,0.421,0.178,3.10,7,0.331,0.435,0.171,4.00,48,4.40,4.37,0.14,0.328,3.80,0.00,0.00,12.16,1.84
Andrew Heaney,$9.6K,L,LAA,SP,@ TBR,,,,,600, ,7.5,119,3.53,-0.63,2,0.237,0.280,0.051,1.80,7,0.345,0.499,0.256,7.20,24,3.39,4.05,0.18,0.321,6.00,0.00,0.00,17.62,1.84
Pablo Lopez,$5.7K,R,MIA,SP,@ PHI,,,,,200,-3,8.5,158,3.66,0.03,5,0.350,0.491,0.200,4.10,4,0.349,0.472,0.227,3.10,5,4.27,4.34,0.22,0.350,3.70,0.00,0.00,10.47,1.84
Miles Mikolas,$9.1K,R,STL,SP,COL,,,,,1300,-2,8.5,-137,4.55,0.19,4,0.303,0.395,0.118,3.20,5,0.224,0.256,0.064,3.10,21,4.17,3.85,0.09,0.259,3.10,0.00,0.00,15.73,1.73
Yovani Gallardo,$6.2K,R,TEX,SP,BAL,,,,,-100,-1,11.0,-132,5.82,0.17,3,0.346,0.441,0.187,3.30,6,0.367,0.493,0.204,3.00,38,4.86,5.38,0.15,0.360,3.10,0.00,0.00,10.66,1.72
Mike Foltynewicz,$10.5K,R,ATL,SP,@ NYM,,,,,2000,-2,8.5,-163,4.76,-0.03,5,0.345,0.436,0.178,4.40,4,0.299,0.377,0.138,5.00,49,3.63,4.30,0.12,0.325,4.60,0.00,0.00,17.78,1.69
Hunter Wood,$4.3K,R,TBR,SP,LAA,,,,,-1200, ,7.5,-132,3.97,0.13,4,0.337,0.414,0.173,4.70,5,0.315,0.409,0.159,5.20,12,3.65,4.39,0.17,0.325,5.00,0.00,0.00,7.04,1.64
