Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Luke Farrell,$4.0K,R,CHC,SP,@ CIN,,,,,-1500,2,9.5,-108,4.83,-0.11,5,0.358,0.472,0.231,4.70,4,0.320,0.426,0.176,7.90,19,3.56,0.00,0.21,0.341,6.10,0.00,0.00,12.16,3.04
Marcus Stroman,$5.9K,R,TOR,SP,@ LAA,,,,,100,1,8.5,115,4.03,-0.06,3,0.306,0.357,0.095,3.50,6,0.333,0.447,0.176,4.20,39,4.57,0.00,0.27,0.324,4.00,0.00,0.00,14.62,2.48
Julio Teheran,$7.8K,R,ATL,SP,BAL,,,,,-100,2,8.0,-130,4.21,-0.28,2,0.339,0.441,0.207,3.90,7,0.314,0.432,0.184,4.10,43,4.15,0.00,0.22,0.320,4.00,0.00,0.00,19,2.44
Sonny Gray,$6.9K,R,NYY,SP,@ TBR,,,,,-1400,7,8.0,-164,4.5,0.13,4,0.298,0.358,0.130,4.40,5,0.312,0.404,0.169,4.90,38,3.95,0.00,0.21,0.306,4.70,0.00,0.00,15.72,2.28
Daniel Mengden,$6.7K,R,OAK,SP,@ CHW,,,,,-1000,5,9.0,-113,4.58,-0.1,3,0.286,0.417,0.176,3.00,6,0.309,0.421,0.186,3.40,20,4.22,0.00,0.19,0.301,3.30,0.00,0.00,14.84,2.21
Jake Odorizzi,$6.2K,R,MIN,SP,TEX,,,,,-700,5,10.0,-129,5.26,0.23,5,0.324,0.455,0.234,3.70,4,0.333,0.454,0.216,5.50,40,3.98,0.00,0.23,0.328,4.50,0.00,0.00,13.65,2.2
Tyler Anderson,$6.2K,L,COL,SP,MIA,,,,,200,1,11.5,-209,6.9,0.42,1,0.377,0.544,0.267,2.40,8,0.336,0.470,0.212,6.70,30,3.68,0.00,0.27,0.341,6.20,0.00,0.00,13.56,2.19
Yovani Gallardo,$4.5K,R,TEX,SP,@ MIN,,,,,-1000,1,10.0,114,4.74,0.27,5,0.349,0.447,0.190,3.40,4,0.373,0.520,0.231,3.40,32,4.65,0.00,0.29,0.360,3.40,0.00,0.00,9.83,2.18
Ian Kennedy,$5.6K,R,KCR,SP,@ HOU,,,,,-500,6,8.0,259,2.82,0.01,3,0.348,0.494,0.248,4.00,6,0.343,0.473,0.209,4.70,43,3.96,0.00,0.22,0.345,4.40,0.00,0.00,11.71,2.09
Andrew Suarez,$7.1K,L,SFG,SP,SDP,,,,,-200, ,8.5,-140,4.57,0.05,1,0.216,0.305,0.119,2.60,8,0.356,0.482,0.183,6.80,10,3.37,0.00,0.20,0.340,6.30,0.00,0.00,14.56,2.05
