Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Sal Romano,$4.0K,R,CIN,SP,COL,,,,,-1700,2,9.0,122,4.19,0.22,4,0.361,0.482,0.189,3.60,5,0.326,0.445,0.196,3.90,27,4.47,0.00,0.21,0.342,3.70,0.00,0.00,11.73,2.93
Ian Kennedy,$4.3K,R,KCR,SP,@ LAA,,,,,-1900,6,7.5,193,2.99,0.04,2,0.350,0.506,0.255,3.70,7,0.339,0.479,0.211,4.60,41,3.95,0.00,0.23,0.341,4.40,0.00,0.00,11.33,2.63
Chase Anderson,$4.9K,R,MIL,SP,@ CLE,,,,,-1200,3,8.5,172,3.52, ,6,0.280,0.350,0.138,4.10,3,0.306,0.413,0.181,4.10,35,3.77,0.00,0.18,0.289,4.10,0.00,0.00,12.12,2.47
Jon Gray,$7.5K,R,COL,SP,@ CIN,,,,,200, ,9.0,-137,4.81,0.28,6,0.321,0.426,0.150,5.10,3,0.322,0.424,0.144,5.40,30,3.32,0.00,0.21,0.321,5.20,0.00,0.00,17.02,2.27
Chris Stratton,$6.7K,R,SFG,SP,ARI,,,,, ,1,8.0,-124,4.15,-0.18,5,0.355,0.452,0.174,3.60,4,0.300,0.386,0.143,4.60,22,4.41,0.00,0.17,0.331,4.00,0.00,0.00,14.97,2.23
Jose Quintana,$8.8K,L,CHC,SP,PHI,,,,,300,1,7.5,-131,3.96,3.96,2,0.244,0.315,0.108,2.50,7,0.320,0.421,0.178,8.10,41,3.37,0.00,0.20,0.303,6.80,0.00,0.00,19.56,2.22
Carlos Carrasco,$10.0K,R,CLE,SP,MIL,,,,,600,4,8.5,-193,4.98, ,5,0.302,0.412,0.172,4.80,4,0.277,0.366,0.134,6.00,42,2.85,0.00,0.20,0.291,5.30,0.00,0.00,21.99,2.2
Sam Gaviglio,$4.6K,R,TOR,SP,NYY,,,,,-1000,-1,9.5,131,4.33,-0.03,3,0.338,0.475,0.230,2.70,6,0.336,0.481,0.219,4.40,18,4.36,0.00,0.33,0.337,3.80,0.00,0.00,9.99,2.17
Jake Odorizzi,$7.3K,R,MIN,SP,CHW,,,,,300,-1,9.5,-160,5.29,0.21,3,0.318,0.455,0.236,3.70,6,0.325,0.455,0.221,5.50,37,3.97,0.00,0.24,0.323,4.90,0.00,0.00,15.75,2.16
Dylan Bundy,$8.7K,R,BAL,SP,@ NYM,,,,,-400,6,8.0,-100,3.94,-0.18,5,0.345,0.476,0.199,3.50,4,0.293,0.420,0.206,5.80,39,3.36,0.00,0.22,0.322,4.50,0.00,0.00,18.76,2.16
Ryan Yarbrough,$5.6K,L,TBR,SP,@ WAS,,,,,-700,1,7.5,143,3.34,0.11,2,0.306,0.451,0.255,2.80,7,0.263,0.327,0.114,6.30,13,3.21,0.00,0.21,0.273,5.50,0.00,0.00,11.85,2.12
Sonny Gray,$7.0K,R,NYY,SP,@ TOR,,,,,-500,5,9.5,-146,5.17,0.03,4,0.287,0.344,0.125,4.30,5,0.312,0.409,0.168,4.80,36,3.95,0.00,0.21,0.301,4.60,0.00,0.00,14.69,2.1
Zack Wheeler,$7.7K,R,NYM,SP,BAL,,,,,600,-2,8.0,-112,4.06,-0.32,2,0.345,0.460,0.193,4.20,7,0.333,0.417,0.133,4.60,27,3.90,0.00,0.25,0.336,4.50,0.00,0.00,16.17,2.1
Tanner Roark,$8.3K,R,WAS,SP,TBR,,,,,300,1,7.5,-156,4.16,-0.11,4,0.340,0.459,0.192,4.10,5,0.260,0.324,0.113,4.40,41,3.85,0.00,0.19,0.296,4.30,0.00,0.00,16.91,2.04
Trevor Williams,$6.6K,R,PIT,SP,LAD,,,,, ,1,8.5,104,4.13,-0.2,3,0.318,0.393,0.112,2.70,6,0.290,0.379,0.161,4.10,43,4.29,0.00,0.16,0.299,3.60,0.00,0.00,13.37,2.03
Wade LeBlanc,$6.3K,L,SEA,SP,@ HOU,,,,,-500,4,8.5,155,3.66,0.33,2,0.344,0.485,0.200,2.00,7,0.272,0.368,0.145,6.10,59,3.82,0.00,0.17,0.288,5.20,0.00,0.00,12.6,2
Jonny Venters,$4.0K,L,TBR,SP,@ WAS,,,,,-1500, ,7.5,143,3.34,0.11,2,0.116,0.235,0.176,6.00,7,0.175,0.167,0.009,3.00,12,4.98,0.00,0.25,0.162,3.70,0.00,0.00,7.92,1.98
Eduardo Rodriguez,$9.4K,L,BOS,SP,DET,,,,,1300,-2,9.0,-202,5.33,-0.39,1,0.324,0.414,0.171,2.50,8,0.302,0.401,0.166,8.00,35,3.07,0.00,0.17,0.304,7.40,0.00,0.00,17.9,1.9
Shohei Ohtani,$11.1K,R,LAA,SP,KCR,,,,,2500,-3,7.5,-211,4.51,-0.54,4,0.229,0.216,0.040,4.50,5,0.284,0.391,0.184,7.10,8,2.48,0.00,0.19,0.260,5.90,0.00,0.00,21.12,1.9
Lance McCullers,$10.5K,R,HOU,SP,SEA,,,,,1700,-1,8.5,-175,4.84,0.17,3,0.256,0.299,0.100,5.50,6,0.319,0.400,0.142,5.40,33,3.72,0.00,0.20,0.298,5.40,0.00,0.00,19.44,1.85
Jack Flaherty,$10.2K,R,STL,SP,MIA,,,,,2400,-6,8.5,-199,5.01,0.04,4,0.345,0.462,0.183,3.50,5,0.264,0.327,0.115,6.50,11,3.37,0.00,0.19,0.300,5.20,0.00,0.00,18.92,1.85
Clay Buchholz,$7.2K,R,ARI,SP,@ SFG,,,,,700,-4,8.0,108,3.85,0.18,3,0.290,0.369,0.092,2.90,6,0.347,0.552,0.276,5.00,5,4.04,0.00,0.15,0.328,4.30,0.00,0.00,13.22,1.84
Wei-Yin Chen,$5.1K,L,MIA,SP,@ STL,,,,,-900,1,8.5,176,3.49,-0.04,1,0.263,0.379,0.152,2.30,8,0.329,0.453,0.225,4.70,16,4.21,0.00,0.18,0.322,4.50,0.00,0.00,9.39,1.84
Matthew Strahm,$4.0K,L,SDP,SP,ATL,,,,,-1500, ,7.0,-101,3.44,-0.12,2,0.378,0.425,0.175,2.70,7,0.309,0.388,0.176,7.10,31,4.41,0.00,0.21,0.324,6.10,0.00,0.00,7.24,1.81
Hector Santiago,$5.3K,L,CHW,SP,@ MIN,,,,,-500,-2,9.5,143,4.21,0.29,2,0.511,0.693,0.291,1.20,7,0.307,0.418,0.189,6.40,29,4.75,0.00,0.23,0.352,5.20,0.00,0.00,9.53,1.8
