Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Leake,$4.6K,R,SEA,SP,@ TOR,,,,,-1100, ,9.0,142,4,0.03,4,0.337,0.447,0.161,5.40,5,0.321,0.430,0.157,7.87,38,0.00,0.00,0.00,0.328,6.77,0.00,0.00,12.25,2.66
Jordan Lyles,$4.2K,R,SDP,SP,STL,,,,,-1300,-1,7.5,129,3.44,0.07,3,0.425,0.598,0.257,7.14,6,0.365,0.498,0.214,8.23,51,0.00,0.00,0.00,0.385,7.87,0.00,0.00,10.16,2.42
Tanner Roark,$7.4K,R,WAS,SP,@ ARI,,,,,-900,4,8.0,118,3.76,0.01,3,0.359,0.475,0.200,7.98,6,0.272,0.334,0.116,8.97,39,0.00,0.00,0.00,0.301,8.64,0.00,0.00,17.02,2.3
Caleb Smith,$7.3K,L,MIA,SP,ATL,,,,,-300,1,7.5,-103,3.69,-0.15,3,0.333,0.400,0.117,12.56,6,0.260,0.310,0.138,11.78,15,0.00,0.00,0.00,0.284,12.04,0.00,0.00,16.75,2.29
Chris Tillman,$4.0K,R,BAL,SP,KCR,,,,,-1600,1,10.5,-114,5.35,0.78,4,0.459,0.603,0.267,6.12,5,0.409,0.594,0.276,6.58,30,0.00,0.00,0.00,0.431,6.38,0.00,0.00,9.11,2.28
Garrett Richards,$8.9K,R,LAA,SP,MIN,,,,,100,3,7.5,-147,4.09,-0.29,6,0.256,0.312,0.129,11.52,3,0.271,0.286,0.072,9.31,13,0.00,0.00,0.00,0.261,10.78,0.00,0.00,19.84,2.23
Jose Berrios,$7.8K,R,MIN,SP,@ LAA,,,,,-300, ,7.5,132,3.41,-0.21,2,0.385,0.502,0.196,7.43,7,0.277,0.358,0.134,9.32,33,0.00,0.00,0.00,0.301,8.90,0.00,0.00,16.95,2.17
Vincent Velasquez,$7.6K,R,PHI,SP,SFG,,,,,-100,-1,9.5,-154,5.24,0.45,6,0.386,0.518,0.219,9.63,3,0.333,0.440,0.200,9.12,22,0.00,0.00,0.00,0.368,9.46,0.00,0.00,16.24,2.14
CC Sabathia,$7.0K,L,NYY,SP,BOS,,,,,-400, ,9.5,-129,5,0.13,3,0.296,0.326,0.093,9.00,6,0.297,0.381,0.154,7.01,37,0.00,0.00,0.00,0.297,7.67,0.00,0.00,14.88,2.13
Eduardo Rodriguez,$6.7K,L,BOS,SP,@ NYY,,,,,-400,-1,9.5,115,4.5,0.37,2,0.355,0.455,0.191,12.90,7,0.311,0.404,0.178,10.31,31,0.00,0.00,0.00,0.321,10.89,0.00,0.00,14.18,2.12
Zack Greinke,$10.2K,R,ARI,SP,WAS,,,,,900,2,8.0,-132,4.24,-0.01,4,0.283,0.361,0.139,10.23,5,0.294,0.409,0.183,9.92,41,0.00,0.00,0.00,0.289,10.06,0.00,0.00,20.87,2.05
Ian Kennedy,$6.5K,R,KCR,SP,@ BAL,,,,,-1300,6,10.5,101,5.15,0.22,4,0.359,0.505,0.257,8.00,5,0.332,0.450,0.197,8.60,37,0.00,0.00,0.00,0.344,8.33,0.00,0.00,13.27,2.04
Miles Mikolas,$10.2K,R,STL,SP,@ SDP,,,,,1700,-2,7.5,-143,4.06,-0.07,6,0.300,0.431,0.172,5.14,3,0.242,0.319,0.111,7.23,6,0.00,0.00,0.00,0.281,5.84,0.00,0.00,19.88,1.95
Tyler Mahle,$7.6K,R,CIN,SP,@ LAD,,,,,400,-5,7.5,157,3.22,0.15,5,0.426,0.587,0.317,9.98,4,0.293,0.362,0.108,8.35,11,0.00,0.00,0.00,0.367,9.26,0.00,0.00,14.59,1.92
Walker Buehler,$10.5K,R,LAD,SP,CIN,,,,,1900,-2,7.5,-175,4.28,-0.15,5,0.220,0.152,0.000,11.57,4,0.349,0.407,0.129,11.37,11,0.00,0.00,0.00,0.277,11.48,0.00,0.00,19.42,1.85
Michael Foltynewicz,$9.5K,R,ATL,SP,@ MIA,,,,,2000,-6,7.5,-109,3.81,-0.35,3,0.401,0.522,0.201,8.61,6,0.316,0.398,0.151,9.03,36,0.00,0.00,0.00,0.344,8.89,0.00,0.00,17.43,1.83
German Marquez,$5.4K,R,COL,SP,MIL,,,,,-1300,1,11.5,-146,6.26,-0.09,2,0.305,0.356,0.101,7.90,7,0.367,0.523,0.252,9.77,36,0.00,0.00,0.00,0.353,9.35,0.00,0.00,9.6,1.78
Jhoulys Chacin,$4.8K,R,MIL,SP,@ COL,,,,,-1200, ,11.5,132,5.24,0.09,4,0.342,0.421,0.172,6.04,5,0.276,0.330,0.109,8.87,40,0.00,0.00,0.00,0.305,7.61,0.00,0.00,7.68,1.6
Ty Blach,$5.9K,L,SFG,SP,@ PHI,,,,,-500,-1,9.5,139,4.26,0.05,1,0.271,0.313,0.062,3.57,8,0.354,0.473,0.180,4.80,40,0.00,0.00,0.00,0.345,4.66,0.00,0.00,8.92,1.51
J.A. Happ,$11.0K,L,TOR,SP,SEA,,,,,1900,-1,9.0,-158,5,-0.03,2,0.215,0.283,0.105,8.28,7,0.342,0.447,0.181,9.95,32,0.00,0.00,0.00,0.314,9.58,0.00,0.00,16.54,1.5
