Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Sal Romano,$5.0K,R,CIN,SP,MIL,,,,,-1100,5,10.0,-104,5.07,0.5,3,0.355,0.465,0.184,3.80,6,0.328,0.447,0.197,4.00,30,4.41,4.65,0.21,0.337,3.90,0.00,0.00,14.33,2.87
Rich Hill,$7.7K,L,LAD,SP,COL,,,,,300,-3,7.5,-158,4.16,-0.02,2,0.334,0.358,0.131,2.20,7,0.287,0.390,0.180,9.60,32,2.87,3.97,0.21,0.297,8.00,0.00,0.00,20.12,2.61
Marcus Stroman,$6.3K,R,TOR,SP,DET,,,,,100,-1,9.0,-187,5.24,0.36,3,0.304,0.354,0.094,3.50,6,0.333,0.444,0.171,4.30,40,4.57,3.60,0.26,0.323,4.00,0.00,0.00,16.22,2.57
Yovani Gallardo,$4.6K,R,TEX,SP,CHW,,,,,-1000,1,10.5,-137,5.63,0.05,4,0.352,0.460,0.201,3.40,5,0.372,0.514,0.226,3.30,33,4.64,5.34,0.30,0.363,3.30,0.00,0.00,11.79,2.56
Corey Oswalt,$5.6K,R,NYM,SP,@ MIA,,,,,-100,-2,8.5,-110,4.32,0.38,3,0.000,0.000,0.000,0.00,6,0.243,0.357,0.214,8.60,1,2.87,3.58,0.50,0.162,5.70,0.00,0.00,13.52,2.41
Tyler Anderson,$6.7K,L,COL,SP,@ LAD,,,,,100,-1,7.5,140,3.34,0.02,2,0.385,0.562,0.279,2.40,7,0.332,0.461,0.204,6.90,31,3.65,4.20,0.27,0.344,5.90,0.00,0.00,15.96,2.38
Eric Lauer,$5.7K,L,SDP,SP,PIT,,,,,-1800,13,7.5,-102,3.69,-0.36,2,0.323,0.396,0.125,1.00,7,0.382,0.508,0.187,7.60,11,4.18,4.83,0.20,0.369,6.10,0.00,0.00,13.3,2.33
Julio Teheran,$6.9K,R,ATL,SP,@ STL,,,,,-1000,6,8.5,117,4,0.14,3,0.341,0.443,0.207,3.90,6,0.316,0.435,0.187,4.20,44,4.14,4.94,0.22,0.324,4.10,0.00,0.00,15.6,2.26
David Hess,$4.4K,R,BAL,SP,LAA,,,,,-1100,1,10.0,134,4.53,-0.04,2,0.383,0.529,0.234,3.20,7,0.328,0.461,0.224,2.30,8,5.05,6.15,0.20,0.340,2.50,0.00,0.00,9.75,2.22
Felix Pena,$6.6K,R,LAA,SP,@ BAL,,,,,800,-8,10.0,-149,5.47,0.04,2,0.378,0.471,0.195,4.60,7,0.363,0.545,0.282,7.20,26,3.62,4.82,0.30,0.366,6.60,0.00,0.00,14.54,2.2
Erick Fedde,$5.5K,R,WAS,SP,@ PHI,,,,,-400,1,9.0,103,4.4,0.05,5,0.342,0.474,0.201,4.90,4,0.447,0.613,0.218,4.00,6,4.44,3.88,0.33,0.389,4.50,0.00,0.00,12.07,2.19
Ian Kennedy,$6.4K,R,KCR,SP,@ SEA,,,,,-100,1,8.0,174,3.29,0.09,3,0.346,0.490,0.243,4.00,6,0.339,0.470,0.211,4.60,44,3.95,5.05,0.22,0.341,4.40,0.00,0.00,13.63,2.13
Sandy Alcantara,$5.3K,R,MIA,SP,NYM,,,,,-200,-3,8.5,-103,4.18,1.12,3,0.367,0.389,0.056,8.20,6,0.391,0.600,0.400,12.30,6,4.06,4.37,1.00,0.383,10.90,0.00,0.00,11.02,2.08
Francisco Liriano,$6.2K,L,DET,SP,@ TOR,,,,,-500,5,9.0,170,3.76,0.14,0,0.271,0.327,0.131,2.40,9,0.356,0.451,0.183,6.20,46,4.50,4.97,0.18,0.356,6.20,0.00,0.00,12.69,2.05
CC Sabathia,$6.5K,L,NYY,SP,BOS,,,,,-1000,8,9.5,-117,4.87,0.23,3,0.301,0.339,0.113,1.80,6,0.306,0.398,0.150,6.60,40,4.11,4.15,0.25,0.304,5.00,0.00,0.00,13.27,2.04
Joe Musgrove,$7.6K,R,PIT,SP,@ SDP,,,,,400,-4,7.5,-112,3.81,-0.14,5,0.333,0.459,0.187,4.40,4,0.341,0.461,0.183,4.10,43,3.62,4.09,0.21,0.337,4.30,0.00,0.00,15.39,2.03
Marco Gonzales,$7.8K,L,SEA,SP,KCR,,,,,500,-5,8.0,-199,4.71,-0.09,2,0.325,0.422,0.138,1.50,7,0.347,0.466,0.168,6.80,25,3.76,3.76,0.21,0.342,5.70,0.00,0.00,15.6,2
Gerrit Cole,$13.0K,R,HOU,SP,@ TBR,,,,,1500, ,7.0,-189,4.07,0.05,4,0.310,0.424,0.188,5.20,5,0.282,0.369,0.152,4.90,48,2.94,3.58,0.22,0.294,5.00,0.00,0.00,25.78,1.98
Wilmer Font,$5.9K,R,TBR,SP,HOU,,,,,-100,-1,7.0,166,2.93,-0.05,4,0.386,0.579,0.290,3.00,5,0.408,0.588,0.294,5.20,21,4.27,5.32,0.34,0.398,4.20,0.00,0.00,11.38,1.93
Eduardo Rodriguez,$8.1K,L,BOS,SP,@ NYY,,,,, , ,9.5,104,4.63,0.27,3,0.337,0.421,0.157,2.40,6,0.306,0.403,0.166,8.00,39,3.13,4.16,0.16,0.316,6.10,0.00,0.00,15.46,1.91
Chase Anderson,$7.0K,R,MIL,SP,@ CIN,,,,,700,-7,10.0,-108,4.93,0.5,6,0.282,0.338,0.131,4.00,3,0.305,0.412,0.187,4.40,39,3.71,4.67,0.19,0.290,4.10,0.00,0.00,12.98,1.85
Patrick Corbin,$11.9K,L,ARI,SP,SFG,,,,,2300,-1,7.0,-133,3.7,-0.61,3,0.301,0.405,0.174,2.60,6,0.313,0.421,0.169,7.30,47,3.33,3.52,0.22,0.309,5.80,0.00,0.00,19.92,1.67
Nick Pivetta,$9.5K,R,PHI,SP,WAS,,,,,900, ,9.0,-116,4.6,-0.05,4,0.321,0.399,0.134,4.80,5,0.356,0.499,0.225,5.60,41,3.36,3.94,0.26,0.340,5.20,0.00,0.00,15.59,1.64
