Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Vincent Velasquez,$7.0K,R,PHI,SP,ARI,,,,,-500,1,7.5,-107,3.81,-0.24,6,0.383,0.496,0.194,9.74,3,0.339,0.464,0.210,8.87,19,0.00,0.00,0.00,0.368,9.45,0.00,0.00,19.08,2.73
Luke Weaver,$7.5K,R,STL,SP,NYM,,,,,-1000,6,8.0,-187,4.65,0.11,4,0.289,0.359,0.126,9.67,5,0.321,0.414,0.144,11.36,17,0.00,0.00,0.00,0.307,10.61,0.00,0.00,20.1,2.68
Brandon McCarthy,$6.0K,R,ATL,SP,@ CIN,,,,,-1800,11,8.5,-112,4.32,-0.13,5,0.287,0.349,0.109,8.53,4,0.324,0.403,0.130,7.33,24,0.00,0.00,0.00,0.303,8.00,0.00,0.00,15.8,2.63
Chris Volstad,$4.0K,R,CHW,SP,SEA,,,,,-1500,2,9.5,118,4.47,0.1,5,0.398,0.619,0.429,3.18,4,0.299,0.377,0.115,7.80,10,0.00,0.00,0.00,0.354,5.23,0.00,0.00,9.31,2.33
Kenta Maeda,$9.3K,R,LAD,SP,MIA,,,,,200,3,7.5,-261,4.75, ,3,0.339,0.472,0.208,9.99,6,0.276,0.370,0.158,12.29,38,0.00,0.00,0.00,0.297,11.52,0.00,0.00,21.61,2.32
Tanner Roark,$8.2K,R,WAS,SP,@ SFG,,,,,-100, ,8.0,-111,4.06,0.18,5,0.364,0.481,0.199,7.70,4,0.260,0.316,0.107,9.21,36,0.00,0.00,0.00,0.318,8.37,0.00,0.00,17.65,2.15
Dillon Peters,$4.9K,L,MIA,SP,@ LAD,,,,,-700,1,7.5,228,2.75, ,2,0.380,0.404,0.064,6.52,7,0.383,0.500,0.225,8.16,10,0.00,0.00,0.00,0.382,7.80,0.00,0.00,10,2.04
J.A. Happ,$8.0K,L,TOR,SP,BOS,,,,,-700,3,8.5,-110,4.18,0.07,4,0.230,0.308,0.116,7.53,5,0.346,0.451,0.182,10.11,29,0.00,0.00,0.00,0.294,8.96,0.00,0.00,16.11,2.01
Ty Blach,$5.8K,L,SFG,SP,WAS,,,,,-200,2,8.0,-101,3.94,0.32,1,0.267,0.304,0.058,3.52,8,0.363,0.489,0.189,4.87,37,0.00,0.00,0.00,0.352,4.72,0.00,0.00,11.27,1.94
Robbie Ray,$11.0K,L,ARI,SP,@ PHI,,,,,1700,-1,7.5,-106,3.69,-0.26,0,0.278,0.361,0.157,14.90,9,0.304,0.372,0.169,12.66,34,0.00,0.00,0.00,0.304,12.66,0.00,0.00,21.12,1.92
