Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brent Suter,$4.0K,L,MIL,SP,STL,,,,,-1900,4,9.0,-113,4.58,0.15,1,0.243,0.293,0.098,1.60,8,0.336,0.465,0.179,6.30,31,3.90,0.00,0.24,0.326,5.80,0.00,0.00,15.35,3.84
Eric Lauer,$4.2K,L,SDP,SP,MIA,,,,,-1600,2,7.5,-116,3.84,0.15,2,0.377,0.480,0.160,1.50,7,0.406,0.560,0.219,7.80,5,4.24,0.00,0.21,0.400,6.40,0.00,0.00,13.66,3.25
Brock Stewart,$4.5K,R,LAD,SP,PHI,,,,,-1000,-4,8.0,-134,4.25,0.04,4,0.333,0.319,0.062,4.10,5,0.281,0.415,0.207,4.30,17,4.42,0.00,0.18,0.304,4.20,0.00,0.00,13.71,3.05
Lance Lynn,$4.5K,R,MIN,SP,@ KCR,,,,,-1700,3,9.0,-123,4.68,0.01,4,0.354,0.468,0.218,3.00,5,0.286,0.356,0.133,5.40,39,4.19,0.00,0.21,0.316,4.30,0.00,0.00,13.53,3.01
Caleb Smith,$6.4K,L,MIA,SP,@ SDP,,,,,-1300,5,7.5,103,3.66,-0.15,2,0.320,0.386,0.093,3.90,7,0.279,0.356,0.174,8.50,18,3.14,0.00,0.17,0.288,7.50,0.00,0.00,17.95,2.8
Mike Montgomery,$4.0K,L,CHC,SP,@ PIT,,,,,-1500, ,9.0,-105,4.43,-0.14,2,0.286,0.335,0.096,2.20,7,0.305,0.372,0.135,5.50,59,4.66,0.00,0.18,0.301,4.80,0.00,0.00,11.06,2.77
Matt Koch,$4.8K,R,ARI,SP,CIN,,,,,-2000,7,9.0,-118,4.63,-0.06,5,0.276,0.391,0.209,4.20,4,0.393,0.584,0.285,2.40,8,4.54,0.00,0.24,0.328,3.40,0.00,0.00,12.7,2.65
Chris Archer,$6.7K,R,TBR,SP,@ OAK,,,,,-2000,8,8.0,117,3.77,0.25,4,0.332,0.442,0.175,4.90,5,0.287,0.383,0.152,6.30,43,2.85,0.00,0.21,0.307,5.70,0.00,0.00,17.63,2.63
PJ Conlon,$4.0K,L,NYM,SP,@ ATL,,,,,-1500, ,9.5,151,4.13,-0.43,7,0.321,0.400,0.200,0.00,10,0.467,0.800,0.500,2.80,1,8.04,0.00,0.14,0.769,3.10,0.00,0.00,10.46,2.62
Marco Gonzales,$6.1K,L,SEA,SP,TEX,,,,,-1300,5,8.0,-177,4.58,-0.22,4,0.326,0.433,0.149,1.30,5,0.355,0.480,0.166,7.40,19,3.79,0.00,0.23,0.342,4.70,0.00,0.00,16,2.62
Trevor Cahill,$6.9K,R,OAK,SP,TBR,,,,,-1200,4,8.0,-131,4.23,0.25,2,0.298,0.347,0.129,4.50,7,0.362,0.510,0.231,5.10,27,4.05,0.00,0.34,0.348,4.90,0.00,0.00,16.58,2.4
Adam Plutko,$7.2K,R,CLE,SP,CHW,,,,,-300,-2,10.0,-186,5.8,0.53,5,0.408,0.632,0.369,3.00,4,0.184,0.310,0.207,12.00,1,3.98,0.00,0.20,0.308,7.00,0.00,0.00,16.33,2.27
David Price,$8.8K,L,BOS,SP,TOR,,,,,800,-4,9.0,-181,5.18,-0.04,0,0.233,0.245,0.049,1.50,9,0.299,0.389,0.156,9.00,22,3.48,0.00,0.14,0.299,9.00,0.00,0.00,19.03,2.16
Vincent Velasquez,$7.5K,R,PHI,SP,@ LAD,,,,,-800,1,8.0,120,3.75,-0.04,5,0.386,0.545,0.252,4.60,4,0.305,0.406,0.175,5.10,25,3.48,0.00,0.28,0.350,4.80,0.00,0.00,15.71,2.09
Domingo German,$6.6K,R,NYY,SP,HOU,,,,,300,-7,8.5,106,4.12,0.22,2,0.261,0.330,0.160,5.40,7,0.339,0.378,0.108,6.30,14,3.36,0.00,0.24,0.322,6.10,0.00,0.00,13.48,2.04
Doug Fister,$5.7K,R,TEX,SP,@ SEA,,,,,-900,2,8.0,158,3.42,-0.28,3,0.342,0.448,0.179,4.10,6,0.315,0.412,0.150,4.50,25,4.21,0.00,0.22,0.324,4.40,0.00,0.00,11.34,1.99
Justin Verlander,$12.8K,R,HOU,SP,@ NYY,,,,,1200, ,8.5,-119,4.38,-0.22,5,0.282,0.366,0.161,6.10,4,0.245,0.314,0.113,5.60,41,2.83,0.00,0.14,0.266,5.90,0.00,0.00,25.38,1.98
Brandon McCarthy,$6.2K,R,ATL,SP,NYM,,,,,-500, ,9.5,-169,5.37,0.93,12,0.290,0.354,0.113,4.00,5,0.342,0.441,0.134,3.80,26,4.16,0.00,0.15,0.577,7.50,0.00,0.00,12.25,1.98
Luke Weaver,$8.5K,R,STL,SP,@ MIL,,,,,900,-5,9.0,102,4.42,-0.15,4,0.291,0.343,0.089,4.30,5,0.296,0.394,0.149,6.40,21,3.30,0.00,0.20,0.294,5.50,0.00,0.00,16.07,1.89
Alex Cobb,$5.4K,R,BAL,SP,WAS,,,,,-300,-6,9.0,116,4.25,-0.18,4,0.333,0.451,0.183,3.20,5,0.327,0.453,0.170,3.40,36,4.33,0.00,0.23,0.330,3.30,0.00,0.00,9.77,1.81
