Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Shohei Ohtani,$4.0K,R,LAA,OF,@ DET,,,,,-1500,-27,8.5,-236,5.23,-0.1,4,0.251,0.234,0.047,4.50,5,0.287,0.386,0.178,6.90,9,2.68,0.00,0.18,0.271,5.80,0.00,0.00,19.32,4.83
Kyle Hendricks,$6.4K,R,CHC,SP,@ PIT,,,,,-1000,6,8.0,-141,4.31,0.14,5,0.308,0.401,0.174,4.30,4,0.290,0.384,0.138,4.50,37,3.86,0.00,0.25,0.300,4.40,0.00,0.00,17.77,2.78
Matt Moore,$4.6K,L,TEX,SP,@ SEA,,,,,-900,-2,7.5,228,2.77,-0.31,2,0.438,0.603,0.239,1.60,7,0.352,0.476,0.196,5.90,46,4.34,0.00,0.18,0.371,5.00,0.00,0.00,11.57,2.52
Jason Vargas,$4.2K,L,NYM,SP,@ ATL,,,,,-1400,2,9.0,131,4.11,-0.09,3,0.378,0.509,0.195,1.20,6,0.340,0.465,0.198,6.10,39,4.15,0.00,0.23,0.353,4.50,0.00,0.00,10.09,2.4
Brad Keller,$4.9K,R,KCR,SP,MIN,,,,,-600,-3,9.0,125,4.16,-0.05,5,0.253,0.220,0.031,1.80,4,0.303,0.356,0.077,4.50,22,5.15,0.00,0.06,0.275,3.00,0.00,0.00,11.44,2.33
Corey Kluber,$12.6K,R,CLE,SP,CHW,,,,,500, ,9.0,-268,5.73,0.17,5,0.255,0.338,0.141,5.40,4,0.238,0.330,0.135,6.50,42,2.22,0.00,0.25,0.247,5.90,0.00,0.00,29.36,2.33
Sal Romano,$4.5K,R,CIN,SP,@ ARI,,,,,-1700,5,8.0,168,3.36,-0.13,6,0.353,0.459,0.178,3.60,3,0.325,0.444,0.201,4.00,29,4.45,0.00,0.21,0.344,3.80,0.00,0.00,10.39,2.31
James Paxton,$10.7K,L,SEA,SP,TEX,,,,,1000,1,7.5,-256,4.73,-0.19,4,0.301,0.367,0.108,2.00,5,0.264,0.337,0.128,9.60,38,2.58,0.00,0.15,0.280,6.20,0.00,0.00,24.66,2.3
Alex Reyes,$6.7K,R,STL,SP,@ MIL,,,,,600,-5,8.5,-113,4.32,-0.33,4,0.322,0.200,0.000,0.00,5,0.309,0.286,0.000,4.50,1,5.49,0.00,0.00,0.315,2.50,0.00,0.00,15.07,2.25
Ross Stripling,$9.7K,R,LAD,SP,PHI,,,,,300,1,7.5,-185,4.35,0.07,5,0.254,0.335,0.117,5.70,4,0.304,0.420,0.162,6.20,64,2.85,0.00,0.22,0.276,5.90,0.00,0.00,21.33,2.2
David Hess,$4.3K,R,BAL,SP,WAS,,,,,-1400,2,8.5,224,3.13,-0.16,4,0.386,0.548,0.264,3.30,5,0.312,0.437,0.212,1.80,7,5.23,0.00,0.21,0.345,2.40,0.00,0.00,8.89,2.07
Max Scherzer,$14.4K,R,WAS,SP,@ BAL,,,,,2200, ,8.5,-261,5.37,0.16,3,0.294,0.389,0.183,5.80,6,0.194,0.241,0.102,7.80,44,1.79,0.00,0.17,0.227,7.10,0.00,0.00,28.77,2
Julio Teheran,$7.8K,R,ATL,SP,NYM,,,,,-100,1,9.0,-144,4.89,1.09,6,0.341,0.443,0.207,3.90,3,0.316,0.435,0.187,4.20,44,4.14,0.00,0.22,0.333,4.00,0.00,0.00,15.16,1.94
Fernando Romero,$7.5K,R,MIN,SP,@ KCR,,,,,1300,-6,9.0,-140,4.84,0.05,5,0.343,0.500,0.238,3.50,4,0.311,0.339,0.084,5.50,9,4.07,0.00,0.17,0.329,4.30,0.00,0.00,13.98,1.86
Jose Urena,$6.5K,R,MIA,SP,@ SDP,,,,,-600,4,7.0,111,3.35,-0.2,6,0.321,0.423,0.174,2.60,3,0.301,0.384,0.151,4.20,47,4.27,0.00,0.18,0.314,3.10,0.00,0.00,12.07,1.86
Nathan Eovaldi,$6.0K,R,TBR,SP,@ OAK,,,,,200,-1,8.0,110,3.84,0.38,4,0.293,0.435,0.196,1.60,5,0.292,0.508,0.321,5.00,5,3.51,0.00,0.38,0.292,3.40,0.00,0.00,11.06,1.84
Sean Manaea,$9.2K,L,OAK,SP,TBR,,,,,1100,-3,8.0,-124,4.16,-0.38,0,0.264,0.307,0.088,1.60,9,0.321,0.429,0.178,6.30,43,3.89,0.00,0.17,0.321,6.30,0.00,0.00,16.83,1.83
Patrick Corbin,$11.6K,L,ARI,SP,CIN,,,,,2100,-1,8.0,-185,4.64,-0.37,2,0.301,0.405,0.174,2.60,7,0.313,0.421,0.169,7.30,47,3.33,0.00,0.22,0.310,6.30,0.00,0.00,20.36,1.76
Clayton Richard,$7.9K,L,SDP,SP,MIA,,,,,-900,6,7.0,-125,3.65,-0.3,2,0.281,0.331,0.072,2.70,7,0.360,0.491,0.203,4.60,46,4.56,0.00,0.26,0.342,4.20,0.00,0.00,13.67,1.73
Luis Severino,$12.3K,R,NYY,SP,HOU,,,,,1700, ,8.0,-181,4.61,0.11,2,0.279,0.359,0.149,5.40,7,0.251,0.311,0.110,6.60,44,2.78,0.00,0.20,0.257,6.30,0.00,0.00,21.19,1.72
Junior Guerra,$8.2K,R,MIL,SP,STL,,,,,200, ,8.5,-100,4.18,-0.17,2,0.321,0.410,0.195,4.40,7,0.320,0.403,0.181,4.70,33,3.85,0.00,0.27,0.320,4.60,0.00,0.00,14.06,1.71
