Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Soroka,$4.0K,R,ATL,SP,@ NYM,,,,,0,0,7.0,164,2.96,0.05,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.12,3.03
Jarlin Garcia,$4.9K,L,MIA,SP,PHI,,,,,-1200,2,9.0,-107,4.57,0.39,1,0.254,0.304,0.121,8.24,8,0.290,0.364,0.157,6.82,49,0.00,0.00,0.00,0.286,6.98,0.00,0.00,13.82,2.82
Andrew Suarez,$5.4K,L,SFG,SP,SDP,,,,,-300,-5,7.5,-143,4.06,-0.17,4,0.000,0.000,0.000,5.40,5,0.350,0.667,0.500,16.20,1,0.00,0.00,0.00,0.194,11.40,0.00,0.00,14.62,2.71
Alex Cobb,$4.3K,R,BAL,SP,@ LAA,,,,,-1200, ,8.5,167,3.56,-0.29,3,0.321,0.393,0.137,7.19,6,0.335,0.449,0.167,6.06,33,0.00,0.00,0.00,0.330,6.44,0.00,0.00,11.6,2.7
Jon Gray,$7.1K,R,COL,SP,@ CHC,,,,,-300,-3,10.5,148,4.6,4.6,6,0.325,0.407,0.139,8.84,3,0.341,0.446,0.157,11.38,27,0.00,0.00,0.00,0.330,9.69,0.00,0.00,17.79,2.51
Tyson Ross,$7.2K,R,SDP,SP,@ SFG,,,,,-300,-2,7.5,129,3.44,-0.33,5,0.326,0.369,0.117,7.90,4,0.343,0.405,0.157,9.39,17,0.00,0.00,0.00,0.334,8.56,0.00,0.00,17.09,2.37
Homer Bailey,$4.6K,R,CIN,SP,MIL,,,,,-1400,3,9.5,109,4.57,0.31,3,0.365,0.456,0.169,5.09,6,0.373,0.492,0.190,7.69,24,0.00,0.00,0.00,0.370,6.82,0.00,0.00,10.82,2.35
Chad Kuhl,$5.6K,R,PIT,SP,@ WAS,,,,,-1500,4,7.5,203,2.9,0.24,4,0.372,0.472,0.184,9.25,5,0.310,0.376,0.119,7.64,36,0.00,0.00,0.00,0.338,8.36,0.00,0.00,13.12,2.34
Kyle Hendricks,$7.8K,R,CHC,SP,COL,,,,,500,-6,10.5,-166,5.9,5.9,4,0.320,0.424,0.201,9.05,5,0.285,0.369,0.128,7.35,32,0.00,0.00,0.00,0.301,8.11,0.00,0.00,18.15,2.33
Noah Syndergaard,$10.8K,R,NYM,SP,ATL,,,,,200, ,7.0,-181,4.04,-0.05,5,0.208,0.270,0.079,10.80,4,0.286,0.362,0.093,10.34,13,0.00,0.00,0.00,0.243,10.60,0.00,0.00,25.08,2.32
Jordan Montgomery,$6.1K,L,NYY,SP,@ HOU,,,,,-1400,6,8.5,154,3.67,0.15,1,0.258,0.340,0.170,5.93,8,0.305,0.376,0.130,8.88,33,0.00,0.00,0.00,0.300,8.55,0.00,0.00,13.88,2.28
James Shields,$4.2K,R,CHW,SP,@ STL,,,,,-1300,1,9.5,208,3.63,0.14,3,0.367,0.487,0.238,7.18,6,0.324,0.432,0.188,8.05,27,0.00,0.00,0.00,0.338,7.76,0.00,0.00,9.53,2.27
Chase Anderson,$7.0K,R,MIL,SP,@ CIN,,,,,-1000,3,9.5,-122,4.93,0.19,5,0.233,0.245,0.075,9.21,4,0.310,0.407,0.176,7.79,30,0.00,0.00,0.00,0.267,8.58,0.00,0.00,15.85,2.26
Michael Wacha,$8.0K,R,STL,SP,CHW,,,,,1000,-10,9.5,-240,5.87,0.36,2,0.326,0.390,0.121,8.26,7,0.328,0.420,0.142,9.53,35,0.00,0.00,0.00,0.328,9.25,0.00,0.00,17.98,2.25
Max Scherzer,$12.7K,R,WAS,SP,PIT,,,,,1200, ,7.5,-233,4.6,0.26,5,0.299,0.384,0.181,11.14,4,0.196,0.240,0.100,14.53,39,0.00,0.00,0.00,0.253,12.65,0.00,0.00,28.28,2.23
Chris Sale,$12.4K,L,BOS,SP,KCR,,,,,1100, ,8.0,-323,5.32,0.43,3,0.243,0.284,0.075,11.35,6,0.266,0.364,0.173,13.50,40,0.00,0.00,0.00,0.258,12.78,0.00,0.00,27.48,2.22
Matt Koch,$5.2K,R,ARI,SP,LAD,,,,,-1200,4,7.5,178,3.05,0.06,7,0.330,0.500,0.286,2.46,2,0.302,0.333,0.083,7.94,4,0.00,0.00,0.00,0.324,3.68,0.00,0.00,11.49,2.21
Zach Eflin,$5.3K,R,PHI,SP,@ MIA,,,,,-500,-3,9.0,-106,4.43,0.11,2,0.434,0.650,0.317,5.27,7,0.357,0.496,0.195,5.21,11,0.00,0.00,0.00,0.374,5.22,0.00,0.00,11.63,2.19
Felix Hernandez,$6.6K,R,SEA,SP,OAK,,,,,700,-11,9.0,-119,4.64,0.55,3,0.340,0.444,0.181,7.32,6,0.322,0.426,0.195,8.56,22,0.00,0.00,0.00,0.328,8.15,0.00,0.00,14.29,2.17
Nick Tropeano,$6.4K,R,LAA,SP,BAL,,,,,100,-5,8.5,-187,4.94,-0.21,5,0.399,0.519,0.149,9.53,4,0.292,0.348,0.196,10.66,4,0.00,0.00,0.00,0.351,10.03,0.00,0.00,13.88,2.17
Clayton Kershaw,$11.9K,L,LAD,SP,@ ARI,,,,,800, ,7.5,-204,4.45,-0.06,2,0.309,0.437,0.196,9.18,7,0.277,0.369,0.152,10.61,38,0.00,0.00,0.00,0.284,10.29,0.00,0.00,25.41,2.14
Andrew Triggs,$6.0K,R,OAK,SP,@ SEA,,,,,-1600,8,9.0,107,4.36,0.45,4,0.271,0.325,0.130,7.99,5,0.335,0.421,0.132,7.83,17,0.00,0.00,0.00,0.307,7.90,0.00,0.00,12.83,2.14
Matt Boyd,$5.7K,L,DET,SP,TBR,,,,,-500,-2,8.0,140,3.57,-0.35,1,0.301,0.336,0.074,7.43,8,0.370,0.501,0.204,8.20,31,0.00,0.00,0.00,0.362,8.11,0.00,0.00,12.01,2.11
Marco Estrada,$6.2K,R,TOR,SP,@ MIN,,,,,-1000,1,9.0,112,4.3,-0.12,7,0.290,0.399,0.190,8.74,2,0.383,0.527,0.233,9.05,39,0.00,0.00,0.00,0.311,8.81,0.00,0.00,12.6,2.03
Chris Archer,$9.2K,R,TBR,SP,@ DET,,,,,500,1,8.0,-156,4.43,-0.15,4,0.334,0.429,0.174,12.00,5,0.297,0.390,0.156,11.21,40,0.00,0.00,0.00,0.313,11.56,0.00,0.00,18.55,2.02
Justin Verlander,$11.7K,R,HOU,SP,NYY,,,,,900, ,8.5,-172,4.83,0.35,3,0.250,0.316,0.138,11.51,6,0.265,0.331,0.117,8.70,45,0.00,0.00,0.00,0.260,9.64,0.00,0.00,22.22,1.9
Kyle Gibson,$6.5K,R,MIN,SP,TOR,,,,,-1300,5,9.0,-126,4.7,-0.38,4,0.379,0.488,0.169,6.20,5,0.347,0.441,0.173,8.63,34,0.00,0.00,0.00,0.361,7.55,0.00,0.00,11.69,1.8
Doug Fister,$4.8K,R,TEX,SP,@ CLE,,,,,-1900,7,9.5,173,3.93,0.12,7,0.338,0.392,0.120,9.60,2,0.323,0.407,0.134,8.59,24,0.00,0.00,0.00,0.335,9.38,0.00,0.00,8.23,1.71
Jakob Junis,$6.9K,R,KCR,SP,@ BOS,,,,,-1300,5,8.0,272,2.68,0.07,5,0.310,0.405,0.155,7.36,4,0.341,0.477,0.226,8.17,24,0.00,0.00,0.00,0.324,7.72,0.00,0.00,11.42,1.66
Michael Clevinger,$9.7K,R,CLE,SP,TEX,,,,,1300,-1,9.5,-195,5.57,0.38,6,0.368,0.474,0.211,11.20,3,0.265,0.298,0.105,9.74,33,0.00,0.00,0.00,0.334,10.71,0.00,0.00,15.99,1.65
