Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Bryan Mitchell,$5.4K,R,SDP,SP,COL,,,,,-100,1,8.0,-115,4.08,0.17,3,0.355,0.469,0.188,7.36,6,0.325,0.388,0.092,4.57,21,0.00,0.00,0.00,0.335,5.50,0.00,0.00,13.51,2.5
Jameson Taillon,$8.8K,R,PIT,SP,MIN,,,,,600,6,8.0,-130,4.22,-0.12,5,0.344,0.414,0.105,6.53,4,0.330,0.427,0.156,10.33,26,0.00,0.00,0.00,0.338,8.22,0.00,0.00,19.61,2.23
Miles Mikolas,$6.8K,R,STL,SP,@ MIL,,,,,1300,-3,9.0,104,4.38,0.11,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.04,2.21
Francisco Liriano,$7.3K,L,DET,SP,KCR,,,,,500,7,8.5,-112,4.32,-0.26,4,0.302,0.379,0.137,8.87,5,0.380,0.479,0.199,8.61,33,0.00,0.00,0.00,0.345,8.73,0.00,0.00,14.65,2.01
Brian Johnson,$6.9K,L,BOS,SP,@ MIA,,,,,1200,-2,9.0,-133,4.77,-0.18,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.36,1.94
J.C. Ramirez,$7.5K,R,LAA,SP,CLE,,,,,1000,5,8.5,102,4.16,-0.08,7,0.361,0.505,0.245,8.18,2,0.285,0.331,0.078,6.57,28,0.00,0.00,0.00,0.344,7.82,0.00,0.00,13.83,1.84
Hyun-Jin Ryu,$8.9K,L,LAD,SP,@ ARI,,,,,1500, ,9.0,-113,4.58, ,3,0.398,0.555,0.241,7.76,6,0.329,0.441,0.193,9.15,25,0.00,0.00,0.00,0.352,8.69,0.00,0.00,16.29,1.83
Reynaldo Lopez,$6.2K,R,CHW,SP,@ TOR,,,,,300,5,9.0,146,3.96,-0.38,3,0.395,0.615,0.320,5.30,6,0.320,0.410,0.143,6.75,9,0.00,0.00,0.00,0.345,6.27,0.00,0.00,11.29,1.82
Charlie Morton,$11.1K,R,HOU,SP,BAL,,,,,2600, ,9.5,-211,5.68,0.28,3,0.255,0.308,0.120,12.54,6,0.354,0.460,0.190,8.44,27,0.00,0.00,0.00,0.321,9.81,0.00,0.00,20.21,1.82
Lance Lynn,$8.6K,R,MIN,SP,@ PIT,,,,,1100,3,8.0,116,3.78,-0.38,4,0.370,0.467,0.216,6.54,5,0.266,0.331,0.128,9.10,33,0.00,0.00,0.00,0.312,7.96,0.00,0.00,15.39,1.79
Chad Bettis,$8.2K,R,COL,SP,@ SDP,,,,,1900,-1,8.0,102,3.92,-0.17,4,0.360,0.554,0.308,8.10,5,0.385,0.515,0.185,4.43,9,0.00,0.00,0.00,0.374,6.06,0.00,0.00,14.58,1.78
Sean Newcomb,$7.6K,L,ATL,SP,WAS,,,,,1300,2,9.0,105,4.37,0.05,1,0.333,0.393,0.134,10.48,8,0.334,0.421,0.180,10.05,19,0.00,0.00,0.00,0.334,10.10,0.00,0.00,13.22,1.74
