Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Montgomery,$4.0K,L,CHC,SP,PIT,,,,,-2900,7,8.0,-156,4.42,4.42,3,0.284,0.340,0.104,2.20,6,0.293,0.354,0.127,5.40,61,4.60,0.00,0.18,0.290,4.40,0.00,0.00,15.25,3.81
Caleb Smith,$6.4K,L,MIA,SP,SDP,,,,,-1400,3,7.5,-134,3.97,-0.03,2,0.337,0.424,0.116,3.30,7,0.281,0.371,0.192,8.30,20,3.24,0.00,0.19,0.293,7.20,0.00,0.00,19.18,3
Garrett Richards,$6.0K,R,LAA,SP,@ MIN,,,,,-2300,11,9.0,-125,4.69,0.23,5,0.249,0.304,0.124,6.00,4,0.267,0.309,0.103,5.10,16,3.52,0.00,0.26,0.257,5.60,0.00,0.00,17.89,2.98
Lance Lynn,$4.5K,R,MIN,SP,LAA,,,,,-2700,7,9.0,111,4.31,0.27,2,0.352,0.462,0.211,3.00,7,0.282,0.346,0.128,5.30,41,4.23,0.00,0.20,0.298,4.80,0.00,0.00,13.11,2.91
Marco Gonzales,$6.1K,L,SEA,SP,@ TBR,,,,,-1900,7,8.0,-102,4.06,-0.16,2,0.327,0.421,0.132,1.20,7,0.344,0.453,0.152,7.30,21,3.86,0.00,0.19,0.340,5.90,0.00,0.00,17.26,2.83
Vincent Velasquez,$7.5K,R,PHI,SP,MIL,,,,,-1100,3,8.0,-111,4.07,-0.14,3,0.371,0.521,0.242,4.70,6,0.299,0.392,0.160,5.20,27,3.39,0.00,0.27,0.323,5.00,0.00,0.00,18.76,2.5
Chris Sale,$11.8K,L,BOS,SP,CHW,,,,,800,3,8.0,-295,5.21,-0.05,2,0.244,0.286,0.073,1.90,7,0.270,0.373,0.165,12.00,43,1.74,0.00,0.20,0.264,9.80,0.00,0.00,29.53,2.5
Doug Fister,$4.2K,R,TEX,SP,HOU,,,,,-2000,3,9.0,177,3.68,0.16,4,0.342,0.446,0.175,3.80,5,0.305,0.396,0.144,4.30,27,4.30,0.00,0.22,0.321,4.10,0.00,0.00,10.39,2.47
Eric Lauer,$5.6K,L,SDP,SP,@ MIA,,,,, ,-5,7.5,117,3.53,0.03,2,0.389,0.514,0.171,1.10,7,0.410,0.565,0.220,8.10,7,4.27,0.00,0.19,0.405,6.50,0.00,0.00,13.1,2.34
Masahiro Tanaka,$8.4K,R,NYY,SP,@ NYM,,,,,-300,3,7.0,-109,3.44,-0.4,5,0.295,0.409,0.176,4.50,4,0.323,0.465,0.216,6.20,40,3.13,0.00,0.29,0.307,5.20,0.00,0.00,19.09,2.27
