Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Zack Godley,$7.2K,R,ARI,SP,TEX,,,,,-900,5,9.0,-164,5.07,-0.12,4,0.313,0.366,0.125,4.50,5,0.313,0.391,0.152,5.20,47,3.82,3.81,0.14,0.313,4.90,0.00,0.00,18.38,2.55
Homer Bailey,$4.2K,R,CIN,SP,@ DET,,,,,-1600,1,9.0,107,4.35,-0.02,4,0.372,0.481,0.202,3.00,5,0.396,0.539,0.207,3.70,30,4.78,5.39,0.15,0.385,3.40,0.00,0.00,10.65,2.54
Drew Pomeranz,$5.9K,L,BOS,SP,PHI,,,,,-300,-2,10.0,-140,5.39,-0.08,1,0.344,0.404,0.112,2.20,8,0.336,0.439,0.178,7.00,40,3.84,4.38,0.14,0.337,6.50,0.00,0.00,13.74,2.33
Mike Leake,$5.7K,R,SEA,SP,HOU,,,,,-2100,12,8.0,143,3.56,-0.19,3,0.328,0.424,0.144,2.30,6,0.319,0.435,0.165,3.60,52,4.48,4.23,0.13,0.322,3.20,0.00,0.00,13.02,2.28
Wade Miley,$5.5K,L,MIL,SP,@ LAD,,,,,-600, ,8.5,146,3.76,0.31,2,0.318,0.297,0.068,1.40,7,0.371,0.467,0.177,6.50,36,4.81,4.96,0.17,0.359,5.40,0.00,0.00,12.15,2.21
Sam Gaviglio,$5.6K,R,TOR,SP,@ OAK,,,,,-1100,3,8.5,153,3.7,-0.01,3,0.344,0.470,0.207,2.60,6,0.348,0.480,0.215,4.50,30,4.27,4.60,0.19,0.347,3.90,0.00,0.00,12.4,2.21
Jon Lester,$8.3K,L,CHC,SP,@ PIT,,,,,100, ,7.5,-103,3.69,-0.38,1,0.285,0.378,0.159,2.50,8,0.327,0.414,0.163,6.00,52,3.90,4.32,0.15,0.322,5.70,0.00,0.00,18.33,2.21
Jake Arrieta,$6.2K,R,PHI,SP,@ BOS,,,,,-1100,2,10.0,127,4.61,0.08,5,0.354,0.467,0.197,4.00,4,0.275,0.340,0.125,4.60,49,3.98,4.15,0.15,0.319,4.20,0.00,0.00,12.88,2.08
Clayton Richard,$6.2K,L,SDP,SP,SFG,,,,,-900, ,8.0,-109,3.94,0.01,1,0.288,0.331,0.073,2.40,8,0.369,0.490,0.195,4.40,53,4.78,4.14,0.18,0.360,4.20,0.00,0.00,12.79,2.06
James Shields,$6.0K,R,CHW,SP,KCR,,,,,-1200,4,9.0,-119,4.64,0.06,6,0.344,0.451,0.211,3.40,3,0.325,0.441,0.190,3.90,44,4.32,5.32,0.14,0.338,3.60,0.00,0.00,12.36,2.06
Ryne Stanek,$4.0K,R,TBR,SP,LAA,,,,,-1500,1,7.5,116,3.55,-0.03,3,0.219,0.209,0.023,5.40,6,0.364,0.507,0.264,6.80,52,2.97,4.24,0.14,0.316,6.40,0.00,0.00,8.21,2.05
Walker Buehler,$8.5K,R,LAD,SP,MIL,,,,,1100,-7,8.5,-159,4.74,0.19,5,0.297,0.385,0.155,4.70,4,0.307,0.385,0.135,5.30,18,3.39,3.67,0.16,0.301,5.00,0.00,0.00,17.27,2.03
Danny Duffy,$7.7K,L,KCR,SP,@ CHW,,,,,-800,6,9.0,106,4.36,-0.06,1,0.236,0.287,0.074,1.60,8,0.339,0.438,0.170,6.60,45,3.91,4.71,0.10,0.328,6.00,0.00,0.00,15.48,2.01
Trevor Cahill,$7.4K,R,OAK,SP,TOR,,,,,500,-7,8.5,-167,4.8,0.01,5,0.317,0.372,0.145,4.00,4,0.355,0.478,0.208,4.90,32,4.18,3.99,0.20,0.334,4.40,0.00,0.00,14.81,2
Bartolo Colon,$4.5K,R,TEX,SP,@ ARI,,,,,-1500,1,9.0,151,3.93,0.12,4,0.363,0.513,0.217,2.50,5,0.371,0.552,0.250,3.10,48,4.49,4.93,0.15,0.367,2.80,0.00,0.00,8.97,1.99
Yefry Ramirez,$5.3K,R,BAL,SP,@ NYY,,,,,-1000,3,9.0,251,3.24,0.2,5,0.347,0.396,0.146,5.10,4,0.264,0.393,0.197,4.50,6,3.27,4.43,0.15,0.310,4.80,0.00,0.00,10.57,1.99
Kolby Allard,$6.3K,L,ATL,SP,MIA,,,,,800,-11,9.0,-161,5.03,-0.07,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.44,1.97
Jack Flaherty,$9.4K,R,STL,SP,COL,,,,,1700,-7,7.0,-113,3.56,-0.26,4,0.315,0.376,0.149,4.30,5,0.302,0.394,0.177,6.80,21,3.10,3.93,0.18,0.308,5.60,0.00,0.00,18.22,1.94
Matt Boyd,$7.3K,L,DET,SP,CIN,,,,,800,-8,9.0,-120,4.65,0.02,2,0.315,0.412,0.145,1.60,7,0.333,0.428,0.166,6.30,45,4.07,4.95,0.10,0.329,5.30,0.00,0.00,13.93,1.91
Jameson Taillon,$7.8K,R,PIT,SP,CHC,,,,,-1100,7,7.5,-109,3.81,-0.12,5,0.345,0.429,0.142,3.20,4,0.305,0.398,0.145,5.60,45,3.76,3.96,0.11,0.327,4.30,0.00,0.00,14.8,1.9
Masahiro Tanaka,$10.3K,R,NYY,SP,BAL,,,,,900, ,9.0,-261,5.76,-0.2,2,0.300,0.400,0.170,4.50,7,0.325,0.462,0.216,5.90,45,3.17,3.45,0.22,0.319,5.60,0.00,0.00,19.6,1.9
Dan Straily,$6.1K,R,MIA,SP,@ ATL,,,,,-900,1,9.0,145,3.97,0.07,6,0.334,0.434,0.189,4.30,3,0.335,0.471,0.220,3.90,48,3.90,4.94,0.14,0.334,4.20,0.00,0.00,11.46,1.88
