Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Aaron Slegers,$4.6K,R,MIN,SP,BAL,,,,,-900,-1,10.0,-137,5.34,0.43,1,0.259,0.400,0.218,4.70,8,0.364,0.457,0.179,2.30,4,4.72,4.60,0.31,0.352,2.60,0.00,0.00,13.1,2.85
Yovani Gallardo,$4.6K,R,TEX,SP,@ DET,,,,,-1000, ,9.0,-105,4.42,-0.41,4,0.344,0.446,0.194,3.40,5,0.367,0.508,0.224,3.30,34,4.55,5.22,0.29,0.357,3.40,0.00,0.00,11.58,2.52
Eric Lauer,$5.0K,L,SDP,SP,@ ARI,,,,,-2700,10,8.5,140,3.79,-0.04,2,0.332,0.415,0.132,1.10,7,0.384,0.515,0.190,7.20,12,4.17,4.80,0.18,0.372,5.90,0.00,0.00,12.26,2.45
Andrew Cashner,$4.6K,R,BAL,SP,@ MIN,,,,,-1400,3,10.0,122,4.66,0.07,7,0.326,0.411,0.164,3.20,2,0.327,0.412,0.140,2.70,42,4.87,5.15,0.17,0.326,3.10,0.00,0.00,10.36,2.25
Max Fried,$5.7K,L,ATL,SP,@ MIL,,,,,-200,-2,8.5,-111,4.18,0.18,1,0.312,0.367,0.167,5.80,8,0.351,0.432,0.164,6.30,13,4.04,3.63,0.46,0.347,6.30,0.00,0.00,12.72,2.23
Shelby Miller,$6.5K,R,ARI,SP,SDP,,,,,100,3,8.5,-158,4.71,0.04,6,0.366,0.478,0.210,4.00,3,0.311,0.390,0.102,5.50,6,3.93,4.35,0.18,0.348,4.50,0.00,0.00,13.98,2.15
Luke Weaver,$7.3K,R,STL,SP,@ SFG,,,,,1100,-2,7.5,123,3.48,-0.05,5,0.332,0.424,0.152,4.30,4,0.312,0.406,0.147,5.70,28,3.53,3.87,0.22,0.323,5.00,0.00,0.00,15.41,2.11
Justin Verlander,$13.4K,R,HOU,SP,CHW,,,,,1200, ,7.5,-274,4.85,-0.25,5,0.291,0.379,0.174,5.90,4,0.253,0.324,0.115,5.70,48,2.79,3.86,0.15,0.274,5.80,0.00,0.00,27.54,2.06
Pablo Lopez,$5.3K,R,MIA,SP,@ WAS,,,,,-200,-3,9.0,165,3.79,-0.01,4,0.088,0.100,0.000,6.00,5,0.546,0.923,0.566,1.50,1,3.48,3.49,0.40,0.342,3.50,0.00,0.00,9.96,1.88
Marco Gonzales,$7.8K,L,SEA,SP,LAA,,,,,500,-1,9.0,-130,4.74,4.74,1,0.326,0.417,0.130,1.50,8,0.339,0.455,0.164,6.70,26,3.73,3.71,0.20,0.338,6.20,0.00,0.00,14.37,1.84
Jhoulys Chacin,$7.8K,R,MIL,SP,ATL,,,,,500,-1,8.5,-103,4.32,-0.18,6,0.341,0.421,0.164,3.00,3,0.268,0.323,0.109,4.80,48,4.18,4.69,0.15,0.317,3.60,0.00,0.00,13.64,1.75
Jaime Barria,$7.3K,R,LAA,SP,@ SEA,,,,,1300,-4,9.0,116,4.26,4.26,5,0.264,0.352,0.130,4.40,4,0.368,0.505,0.248,3.10,11,3.75,4.69,0.24,0.310,3.80,0.00,0.00,12.52,1.72
Matt Boyd,$8.0K,L,DET,SP,TEX,,,,,1900,-7,9.0,-109,4.58,-0.09,4,0.300,0.375,0.119,1.60,5,0.336,0.439,0.175,6.60,40,4.13,5.00,0.16,0.320,4.40,0.00,0.00,13.15,1.64
Jeremy Hellickson,$6.7K,R,WAS,SP,MIA,,,,,400,1,9.0,-184,5.21,0.01,2,0.333,0.482,0.238,3.00,7,0.328,0.467,0.216,2.90,40,4.35,5.09,0.24,0.329,2.90,0.00,0.00,10.92,1.63
Carlos Rodon,$7.7K,L,CHW,SP,@ HOU,,,,, ,3,7.5,257,2.65,-0.25,1,0.325,0.429,0.154,2.40,8,0.326,0.430,0.205,7.30,16,3.57,4.64,0.24,0.326,6.80,0.00,0.00,12.42,1.61
Johnny Cueto,$11.8K,R,SFG,SP,STL,,,,,3500, ,7.5,-140,4.02,0.05,2,0.324,0.441,0.180,4.20,7,0.328,0.413,0.163,4.20,29,3.79,4.41,0.21,0.327,4.20,0.00,0.00,14.96,1.27
