Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Chase Anderson,$5.5K,R,MIL,SP,@ SFG,,,,,-1800,6,7.0,110,3.37,-0.08,5,0.285,0.334,0.125,4.00,4,0.308,0.417,0.185,4.10,44,3.76,4.48,0.19,0.295,4.10,0.00,0.00,15.1,2.75
Anthony DeSclafani,$5.3K,R,CIN,SP,PHI,,,,,-600,-2,9.0,106,4.36,-0.48,4,0.404,0.656,0.398,3.20,5,0.319,0.398,0.129,4.50,9,3.89,3.79,0.32,0.357,3.90,0.00,0.00,14.27,2.69
Luis Perdomo,$4.2K,R,SDP,SP,ARI,,,,,-1800,3,7.5,163,3.17,-0.05,3,0.376,0.468,0.152,2.60,6,0.335,0.412,0.142,4.30,36,4.94,4.37,0.21,0.349,3.70,0.00,0.00,10.14,2.41
Madison Bumgarner,$9.3K,L,SFG,SP,MIL,,,,, ,1,7.0,-121,3.63,-0.42,1,0.217,0.229,0.058,1.50,8,0.316,0.439,0.196,6.60,26,3.57,4.18,0.21,0.305,6.00,0.00,0.00,22.02,2.37
Ivan Nova,$5.9K,R,PIT,SP,NYM,,,,,-1500,5,9.0,-133,4.8,-0.29,5,0.363,0.515,0.211,2.20,4,0.314,0.430,0.180,4.20,49,4.11,4.15,0.23,0.341,3.10,0.00,0.00,13.76,2.33
Luke Weaver,$6.4K,R,STL,SP,CHC,,,,,-200,-3,9.0,-127,4.72,0.39,7,0.332,0.416,0.149,4.20,2,0.302,0.389,0.137,5.20,32,3.61,3.80,0.21,0.325,4.40,0.00,0.00,14.62,2.28
Jason Vargas,$4.1K,L,NYM,SP,@ PIT,,,,,-1400, ,9.0,125,4.2,0.29,1,0.378,0.509,0.195,1.20,8,0.344,0.466,0.196,6.00,39,4.24,5.12,0.23,0.348,5.50,0.00,0.00,9.34,2.28
Zack Greinke,$10.7K,R,ARI,SP,@ SDP,,,,,-300,2,7.5,-182,4.33,0.05,4,0.292,0.372,0.131,4.50,5,0.296,0.410,0.186,5.30,52,2.98,3.46,0.21,0.294,4.90,0.00,0.00,23.9,2.23
Yovani Gallardo,$4.3K,R,TEX,SP,@ HOU,,,,,-1500, ,8.5,222,3.17,-0.15,3,0.349,0.448,0.190,3.20,6,0.373,0.505,0.211,3.00,37,4.87,5.25,0.27,0.365,3.10,0.00,0.00,9.41,2.19
Chris Archer,$9.5K,R,TBR,SP,@ BAL,,,,,500,-1,8.0,-161,4.46,-0.11,1,0.339,0.443,0.173,4.90,8,0.299,0.383,0.143,6.00,49,2.90,3.50,0.20,0.303,5.90,0.00,0.00,20.57,2.17
Chris Sale,$13.5K,L,BOS,SP,MIN,,,,,700,1,9.0,-356,6.15,0.45,4,0.220,0.249,0.061,2.00,5,0.266,0.356,0.152,11.30,53,1.65,2.50,0.18,0.246,7.20,0.00,0.00,28.44,2.11
Lance Lynn,$4.5K,R,MIN,SP,@ BOS,,,,,-2000,5,9.0,305,2.85,0.05,4,0.366,0.464,0.203,2.70,5,0.289,0.348,0.129,5.40,51,4.35,4.74,0.21,0.323,4.20,0.00,0.00,9.46,2.1
Reynaldo Lopez,$5.6K,R,CHW,SP,TOR,,,,,-500,-2,9.0,112,4.3,0.14,4,0.322,0.422,0.178,2.80,5,0.320,0.406,0.152,3.60,27,4.73,5.52,0.15,0.321,3.20,0.00,0.00,11.54,2.06
Dallas Keuchel,$9.1K,L,HOU,SP,TEX,,,,,-400,3,8.5,-249,5.33,-0.35,3,0.253,0.322,0.102,2.30,6,0.294,0.365,0.127,5.90,44,4.40,3.34,0.24,0.280,4.70,0.00,0.00,18.73,2.06
Max Scherzer,$13.9K,R,WAS,SP,@ MIA,,,,,2400,-1,7.5,-208,4.51,-0.15,4,0.293,0.379,0.172,5.30,5,0.214,0.271,0.118,7.00,51,2.04,3.21,0.17,0.249,6.20,0.00,0.00,28.53,2.05
Marcus Stroman,$7.3K,R,TOR,SP,@ CHW,,,,,-700,1,9.0,-125,4.7,-0.14,5,0.310,0.357,0.093,3.30,4,0.331,0.432,0.162,4.20,45,4.68,3.65,0.25,0.319,3.70,0.00,0.00,14.75,2.02
Andrew Heaney,$8.9K,L,LAA,SP,SEA,,,,,300,1,8.5,-132,4.5,-0.05,3,0.243,0.287,0.056,1.80,6,0.343,0.492,0.250,7.50,23,3.37,3.74,0.27,0.310,5.60,0.00,0.00,17.25,1.94
Nick Pivetta,$8.2K,R,PHI,SP,@ CIN,,,,,100, ,9.0,-119,4.64,-0.02,5,0.332,0.415,0.136,4.80,4,0.359,0.505,0.234,5.50,46,3.38,3.81,0.27,0.344,5.10,0.00,0.00,15.81,1.93
Carlos Carrasco,$11.4K,R,CLE,SP,@ DET,,,,,1400,-1,8.5,-257,5.35,0.41,5,0.317,0.423,0.175,4.80,4,0.279,0.361,0.130,5.70,50,2.81,3.30,0.19,0.300,5.20,0.00,0.00,21.9,1.92
Clayton Kershaw,$12.8K,L,LAD,SP,@ ATL,,,,,2300,-1,8.0,-160,4.45,-0.03,3,0.307,0.434,0.190,2.10,6,0.263,0.351,0.145,9.00,40,2.75,2.82,0.28,0.278,6.70,0.00,0.00,24.07,1.88
Andrew Cashner,$5.0K,R,BAL,SP,TBR,,,,,-1300,2,8.0,143,3.54,-0.39,6,0.333,0.423,0.171,3.10,3,0.324,0.403,0.134,2.60,46,4.90,5.07,0.17,0.330,2.90,0.00,0.00,9.28,1.86
Pablo Lopez,$6.1K,R,MIA,SP,WAS,,,,,500,-9,7.5,194,2.99,0.15,6,0.292,0.385,0.154,4.30,3,0.341,0.478,0.239,3.50,4,4.03,3.11,0.33,0.308,4.00,0.00,0.00,10.76,1.76
Wade LeBlanc,$7.9K,L,SEA,SP,@ LAA,,,,,900,-5,8.5,119,4,0.05,2,0.356,0.503,0.211,1.80,7,0.283,0.383,0.159,5.30,69,3.78,4.04,0.19,0.299,4.50,0.00,0.00,12.95,1.64
Mike Fiers,$6.3K,R,DET,SP,CLE,,,,,-1300,4,8.5,223,3.15,-0.41,6,0.344,0.464,0.208,3.70,3,0.344,0.465,0.196,4.10,48,3.91,4.56,0.24,0.344,3.80,0.00,0.00,10.28,1.63
Mike Montgomery,$7.0K,L,CHC,SP,@ STL,,,,,500,-6,9.0,114,4.28,0.11,1,0.303,0.350,0.103,2.10,8,0.307,0.364,0.124,4.70,70,4.83,4.42,0.17,0.307,4.40,0.00,0.00,10.98,1.57
Mike Foltynewicz,$9.7K,R,ATL,SP,LAD,,,,,1400,-4,8.0,142,3.55,0.03,6,0.344,0.431,0.171,4.30,3,0.296,0.374,0.138,4.90,48,3.66,4.15,0.17,0.328,4.50,0.00,0.00,15.06,1.55
Kyle Freeland,$6.0K,L,COL,SP,OAK,,,,,-1500,5,11.0,-111,5.59,-0.28,2,0.301,0.383,0.129,2.50,7,0.335,0.422,0.154,4.10,51,4.63,4.58,0.18,0.327,3.70,0.00,0.00,8.25,1.38
Sean Manaea,$6.6K,L,OAK,SP,@ COL,,,,,-200,-3,11.0,-102,5.41,-0.22,3,0.262,0.305,0.091,1.40,6,0.320,0.426,0.175,5.90,49,4.00,4.33,0.17,0.301,4.40,0.00,0.00,8.82,1.34
