Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jose Urena,$5.1K,R,MIA,SP,ARI, , ,1.00%,16.890,-1600,1,8.5,-115,4.35,-0.21,4,0.333,,0.180,5.04,5,0.348,,0.198,7.92,37,4.66,5.60,0.15,0.341,6.64,0.36,0.27,16.89,3.31
Christian Bergman,$5.2K,R,SEA,SP,TBR, , ,4.00%,3.965,-1900,1,8.5,104,4.16,0.02,5,0.383,,0.280,9.45,4,0.434,,0.259,5.94,19,4.54,6.55,0.21,0.406,7.89,0.28,0.32,15.86,3.05
Andrew Triggs,$5.9K,R,OAK,SP,WAS, , ,4.00%,4.470,-1400,2,7.5,129,3.46,-0.05,4,0.261,,0.133,9.39,5,0.305,,0.118,8.25,34,3.53,4.03,0.13,0.285,8.76,0.39,0.20,17.88,3.03
Matt Harvey,$6.3K,R,NYM,SP,PIT,11,14.00,7.50%,2.536,-2100,10,8.0,-115,4.1,0.05,3,0.371,,0.220,7.97,6,0.328,,0.150,7.32,27,4.25,5.14,0.16,0.342,7.54,0.36,0.26,19.02,3.02
Clayton Richard,$5.2K,L,SDP,SP,COL,8,10.50,5.00%,3.074,-2200,6,7.5,102,3.69,0.13,3,0.279,,0.023,8.55,6,0.377,,0.150,5.69,37,4.03,4.86,0.16,0.344,6.64,0.49,0.16,15.37,2.96
Jimmy Nelson,$6.7K,R,MIL,SP,LAD, , ,3.00%,6.573,-1500,3,8.0,188,3.23,0.3,6,0.332,,0.173,7.94,3,0.354,,0.145,8.09,43,4.24,5.43,0.17,0.339,7.99,0.42,0.24,19.72,2.94
Michael Foltynewicz,$5.8K,R,ATL,SP,@ CIN, , ,1.00%,16.090,-1500,3,10.0,108,4.84,-0.1,4,0.385,,0.234,8.19,5,0.331,,0.168,8.11,32,3.95,5.16,0.18,0.355,8.15,0.31,0.28,16.09,2.77
German Marquez,$7.2K,R,COL,SP,@ SDP,4,5.83,15.00%,1.310,-1600,5,7.5,-112,3.81,-0.13,4,0.361,,0.191,8.31,5,0.358,,0.228,7.04,13,4.06,4.53,0.10,0.359,7.60,0.36,0.28,19.65,2.73
Michael Fulmer,$8.0K,R,DET,SP,CHW,6,6.50,17.50%,1.242,-1600,1,9.0,-190,5.28,0.49,3,0.255,,0.083,7.71,6,0.304,,0.145,8.01,36,3.67,4.24,0.13,0.288,7.91,0.42,0.23,21.73,2.72
John Lackey,$7.1K,R,CHC,SP,STL, , , , ,-1500,4,9.0,-166,5.1,5.1,3,0.337,,0.168,8.06,6,0.291,,0.175,9.92,41,3.54,4.82,0.19,0.306,9.30,0.34,0.26,19.01,2.68
Patrick Corbin,$6.4K,L,ARI,SP,@ MIA,11,14.00,1.00%,16.620,-900,-1,8.5,105,4.15,-0.29,4,0.308,,0.171,10.98,5,0.378,,0.201,6.72,45,4.15,5.61,0.22,0.347,8.61,0.39,0.23,16.62,2.6
J.C. Ramirez,$6.9K,R,LAA,SP,MIN, , ,4.00%,4.465,-1500,4,8.5,-122,4.42,-0.12,5,0.285,,0.156,7.71,4,0.309,,0.127,7.79,82,3.78,5.06,0.22,0.296,7.75,0.43,0.21,17.86,2.59
Jason Vargas,$6.5K,L,KCR,SP,CLE, , ,5.00%,3.358,-1600,4,9.0,105,4.39,-0.17,2,0.413,,0.241,3.97,7,0.236,,0.066,9.66,13,3.85,3.96,0.09,0.275,8.40,0.29,0.31,16.79,2.58
Yu Darvish,$9.2K,R,TEX,SP,HOU,4,5.83,2.00%,11.795,-700,0,8.0,108,3.87,0.26,4,0.267,,0.122,12.07,5,0.298,,0.176,10.47,29,3.21,4.48,0.18,0.284,11.18,0.31,0.31,23.59,2.56
Jerad Eickhoff,$6.2K,R,PHI,SP,SFG,14,14.17,5.00%,3.144,-1000,-2,9.0,-119,4.65,0.3,5,0.372,,0.238,7.78,4,0.284,,0.149,8.63,42,3.81,4.90,0.17,0.333,8.16,0.32,0.28,15.72,2.54
Rick Porcello,$7.6K,R,BOS,SP,@ BAL, , ,5.00%,3.808,-1300,2,9.5,-130,5.03,-0.05,3,0.302,,0.141,8.83,6,0.313,,0.165,8.38,45,3.43,4.22,0.13,0.309,8.53,0.34,0.31,19.04,2.51
Michael Pineda,$8.6K,R,NYY,SP,@ TOR,1,3.83,25.00%,0.863,100,-5,8.5,-120,4.4,-0.27,3,0.343,,0.214,11.31,6,0.332,,0.212,10.46,44,2.98,4.71,0.23,0.336,10.74,0.38,0.28,21.58,2.51
Gerrit Cole,$7.8K,R,PIT,SP,@ NYM,15,14.33,10.00%,1.923,-900,-1,8.0,105,3.9,-0.05,6,0.353,,0.175,9.14,3,0.301,,0.118,6.85,32,3.77,4.46,0.15,0.336,8.38,0.39,0.22,19.23,2.47
Clayton Kershaw,$13.1K,L,LAD,SP,@ MIL,2,4.33,35.00%,0.914,700,0,8.0,-203,4.77,0.2,1,0.236,,0.125,10.34,8,0.235,,0.096,10.28,37,2.42,2.93,0.13,0.235,10.29,0.39,0.24,31.99,2.44
Stephen Strasburg,$12.0K,R,WAS,SP,@ OAK,3,5.50,30.00%,0.931,800,0,7.5,-139,4.04,0.05,4,0.258,,0.128,11.44,5,0.299,,0.144,10.97,34,2.87,3.44,0.13,0.281,11.18,0.34,0.27,27.93,2.33
Alec Asher,$4.3K,R,BAL,SP,BOS, , ,0.25%, ,-1200,0,9.5,120,4.47,0.05,5,0.328,,0.181,5.60,4,0.296,,0.128,6.35,18,4.25,4.88,0.13,0.314,5.93,0.35,0.25,9.98,2.32
Jake Odorizzi,$7.5K,R,TBR,SP,@ SEA,11,14.00,2.00%,8.365,-800,-4,8.5,-114,4.34,-0.02,4,0.263,,0.157,9.56,5,0.339,,0.213,7.33,42,3.95,5.11,0.17,0.305,8.32,0.29,0.32,16.73,2.23
Josh Tomlin,$7.4K,R,CLE,SP,@ KCR,10,13.83,4.00%,4.067,-600,-7,9.0,-115,4.61,0.17,4,0.302,,0.206,6.14,5,0.360,,0.211,6.77,42,3.79,5.23,0.20,0.334,6.49,0.40,0.27,16.27,2.2
Bronson Arroyo,$4.9K,R,CIN,SP,ATL, , ,0.25%, ,-1100,1,10.0,-118,5.16,0.1,3,0.401,,0.414,6.11,6,0.391,,0.288,5.34,10,4.99,8.05,0.24,0.394,5.60,0.28,0.42,10.68,2.18
Tyson Blach,$7.3K,L,SFG,SP,@ PHI, , ,0.50%, ,-600,-7,9.0,109,4.35,0.2,1,0.204,,0.051,3.91,8,0.308,,0.149,4.58,18,4.72,4.68,0.10,0.296,4.51,0.40,0.22,15.84,2.17
Dallas Keuchel,$10.9K,L,HOU,SP,@ TEX,7,7.83,3.00%,7.823,600,0,8.0,-118,4.13,0.24,2,0.238,,0.087,9.06,7,0.330,,0.178,8.34,36,3.33,4.38,0.19,0.310,8.50,0.49,0.20,23.47,2.15
Francisco Liriano,$6.6K,L,TOR,SP,NYY,9,13.50,7.50%,1.851,-500,-7,8.5,110,4.1,-0.23,2,0.300,,0.135,10.10,7,0.363,,0.191,9.72,40,4.10,5.46,0.22,0.349,9.80,0.40,0.22,13.88,2.1
Kyle Gibson,$5.5K,R,MIN,SP,@ LAA, , ,3.00%,3.703,-100,-4,8.5,112,4.08,0.12,5,0.385,,0.177,6.63,4,0.351,,0.170,7.05,33,4.63,5.79,0.19,0.370,6.82,0.38,0.23,11.11,2.02
Lance Lynn,$7.0K,R,STL,SP,@ CHC, , , , ,-1100,-1,9.0,156,3.9,3.9,6,0.395,,0.256,6.75,3,0.197,,0.075,9.58,10,3.88,5.55,0.20,0.329,7.69,0.33,0.30,14.08,2.01
Derek Holland,$6.8K,L,CHW,SP,@ DET, , ,0.25%, ,-1000,-3,9.0,178,3.72,0.01,0,0.249,,0.035,8.48,9,0.356,,0.202,6.88,32,4.55,5.40,0.16,0.356,6.88,0.32,0.27,11.75,1.73
