Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jeff Samardzija,$4.4K,R,SFG,SP,@ LAA, , ,2.00%,8.090,-1300,2,8.5,138,3.82,-0.38,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,16.18,3.68,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,2,0.417,,0.268,3.50,7,0.302,,0.114,3.50,8,5.23,6.24,0.19,0.328,3.50,0.00,0.00,2,0.335,,0.228,5.00,7,0.301,,0.150,3.90,39,3.31,4.01,0.20,0.309,4.10,0.00,0.00
Shohei Ohtani,$4.3K,R,LAA,OF,SFG, , ,2.00%,6.230,900, ,8.5,-153,4.68,-0.12,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.46,2.9,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.287,,0.061,4.30,8,0.331,,0.200,6.60,7,3.14,4.03,0.17,0.326,6.40,0.00,0.00,1,0.251,,0.047,4.50,8,0.287,,0.178,6.90,9,2.68,3.55,0.18,0.283,6.60,0.00,0.00
Matt Koch,$5.6K,R,ARI,SP,SDP, , ,0.50%, ,-100,-1,8.5,-111,4.31,-0.59,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.96,2.67,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.343,,0.392,3.30,5,0.425,,0.309,0.60,3,5.20,5.86,0.39,0.389,1.80,0.00,0.00,4,0.286,,0.218,3.30,5,0.408,,0.270,1.90,11,4.72,5.19,0.27,0.354,2.50,0.00,0.00,4,0.290,,0.219,3.30,5,0.403,,0.262,2.20,13,4.65,5.19,0.25,0.353,2.70,0.00,0.00
Daniel Norris,$5.0K,L,DET,SP,KCR, , ,0.50%, ,-800,2,8.0,-104,3.94,-0.5,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.69,2.54,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Mike Minor,$6.0K,L,TEX,SP,SEA, , ,7.50%,1.957,-300,2,9.5,-126,4.97,0.54,4,0.487,,0.500,0.00,5,0.380,,0.263,6.00,1,5.07,5.85,0.29,0.428,3.30,0.00,0.00,14.68,2.45,4,0.346,,0.272,0.70,5,0.214,,0.139,5.50,2,4.03,4.89,0.15,0.273,3.40,0.00,0.00,4,0.312,,0.222,0.80,5,0.237,,0.119,5.30,5,4.03,4.91,0.12,0.270,3.30,0.00,0.00,4,0.293,,0.206,1.10,5,0.349,,0.223,5.80,14,3.84,4.74,0.19,0.324,3.70,0.00,0.00,4,0.235,,0.111,2.70,5,0.318,,0.200,6.60,77,3.22,4.26,0.15,0.281,4.90,0.00,0.00
Clayton Kershaw,$11.8K,L,LAD,SP,WAS, , ,20.00%,1.413,1200, ,6.0,-150,3.29,0.1,1,0.000,,0.000,0.00,8,0.328,,0.154,3.00,1,4.76,3.68,0.00,0.292,2.70,0.00,0.00,28.25,2.39,1,0.229,,0.059,2.60,8,0.280,,0.114,5.10,3,3.32,2.81,0.00,0.274,4.90,0.00,0.00,1,0.229,,0.059,2.60,8,0.280,,0.114,5.10,3,3.32,2.81,0.00,0.274,4.90,0.00,0.00,1,0.238,,0.048,2.90,8,0.290,,0.162,6.50,8,3.05,3.02,0.17,0.284,6.10,0.00,0.00,1,0.302,,0.185,2.20,8,0.257,,0.147,9.20,37,2.59,2.78,0.28,0.262,8.40,0.00,0.00
Kendall Graveman,$4.2K,R,OAK,SP,BOS, , ,0.25%, ,-1300,1,9.0,120,4.22,0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.98,2.38,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.291,,0.098,7.20,4,0.395,,0.244,6.00,3,4.06,3.47,0.44,0.337,6.70,0.00,0.00,5,0.324,,0.163,3.30,4,0.371,,0.196,3.50,24,4.62,4.53,0.24,0.345,3.40,0.00,0.00
Drew Pomeranz,$6.4K,L,BOS,SP,@ OAK, , ,2.50%,6.036,200,-2,9.0,-134,4.78,-0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.09,2.36,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.370,,0.123,1.00,8,0.403,,0.258,7.90,8,4.13,5.17,0.21,0.399,7.20,0.00,0.00,1,0.344,,0.113,2.30,8,0.330,,0.175,7.20,39,3.77,4.31,0.21,0.332,6.70,0.00,0.00
Sonny Gray,$6.8K,R,NYY,SP,TOR, , ,7.50%,2.127,-600,3,8.5,-187,4.94,-0.29,4,0.780,,0.637,2.20,5,0.415,,0.100,6.60,2,5.52,6.42,0.67,0.577,4.60,0.00,0.00,15.95,2.35,4,0.522,,0.364,1.80,5,0.411,,0.226,7.90,3,4.29,4.62,0.38,0.460,5.10,0.00,0.00,4,0.477,,0.258,3.50,5,0.362,,0.177,7.70,4,4.33,3.98,0.31,0.413,5.80,0.00,0.00,4,0.334,,0.143,4.20,5,0.369,,0.228,5.10,12,4.16,4.51,0.23,0.353,4.70,0.00,0.00,4,0.309,,0.142,4.20,5,0.318,,0.172,5.00,41,3.96,4.02,0.22,0.314,4.70,0.00,0.00
Jakob Junis,$6.7K,R,KCR,SP,@ DET, , ,4.00%,3.835,300,-2,8.0,-108,4.06,-0.5,7,0.472,,0.467,1.80,11,0.494,,0.167,1.80,1,5.31,6.66,0.29,0.971,3.50,0.00,0.00,15.34,2.29,7,0.485,,0.400,2.70,11,0.476,,0.445,5.30,2,4.38,5.34,0.46,0.959,8.60,0.00,0.00,7,0.440,,0.295,2.80,11,0.421,,0.395,6.20,3,4.73,6.19,0.32,0.857,9.70,0.00,0.00,7,0.366,,0.232,3.50,11,0.370,,0.279,5.80,14,3.55,4.70,0.27,0.737,9.90,0.00,0.00,7,0.340,,0.188,3.70,11,0.332,,0.217,5.10,34,3.71,4.66,0.22,0.670,9.10,0.00,0.00
Noah Syndergaard,$10.5K,R,NYM,SP,@ ATL, , ,15.00%,1.591,300, ,7.5,-141,4.04,-0.1,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,23.86,2.27,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7,0.313,,0.112,5.60,2,0.256,,0.078,4.50,8,2.88,3.11,0.10,0.300,5.40,0.00,0.00,7,0.275,,0.098,6.40,2,0.276,,0.095,5.10,16,2.77,2.79,0.10,0.275,6.10,0.00,0.00
Chris Archer,$9.5K,R,TBR,SP,MIN, , ,35.00%,0.590,800,-1,7.5,-128,3.94,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,20.65,2.17,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7,0.318,,0.147,2.90,2,0.311,,0.137,5.40,10,3.57,4.08,0.13,0.316,3.50,0.00,0.00,7,0.338,,0.178,4.90,2,0.293,,0.149,6.20,45,2.86,3.52,0.20,0.328,5.20,0.00,0.00
Lance Lynn,$6.4K,R,MIN,SP,@ TBR, , ,10.00%,1.374,-1000,6,7.5,114,3.56,-0.09,4,0.562,,0.363,0.00,5,0.296,,0.043,5.00,2,5.98,5.59,0.25,0.414,2.80,0.00,0.00,13.74,2.15,4,0.524,,0.300,1.50,5,0.301,,0.027,7.40,3,4.68,4.00,0.20,0.400,4.80,0.00,0.00,4,0.406,,0.167,1.50,5,0.290,,0.107,6.90,5,4.68,4.12,0.20,0.342,4.50,0.00,0.00,4,0.374,,0.161,2.40,5,0.323,,0.128,6.70,14,4.37,4.43,0.16,0.346,4.80,0.00,0.00,4,0.361,,0.208,2.80,5,0.283,,0.123,5.60,47,4.23,4.66,0.20,0.318,4.40,0.00,0.00
Brandon Finnegan,$5.7K,L,CIN,SP,@ STL, , ,0.25%, ,200,-4,8.5,185,3.41,-0.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.66,2.05,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.437,,0.300,0.90,8,0.390,,0.237,5.30,5,5.05,6.39,0.24,0.395,4.90,0.00,0.00,1,0.394,,0.230,1.40,8,0.368,,0.194,6.80,9,4.82,5.78,0.22,0.371,6.20,0.00,0.00
Michael Wacha,$7.8K,R,STL,SP,CIN, , ,1.00%,15.550,-700,1,8.5,-211,5.09,0.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.55,1.99,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.449,,0.400,6.40,3,0.422,,0.280,4.30,2,5.28,5.71,0.36,0.440,5.70,0.00,0.00,6,0.269,,0.104,4.10,3,0.270,,0.117,4.30,11,4.07,4.00,0.17,0.269,4.20,0.00,0.00,6,0.297,,0.124,3.90,3,0.316,,0.146,4.90,43,3.89,3.99,0.18,0.303,4.20,0.00,0.00
Tyson Ross,$7.5K,R,SDP,SP,@ ARI, , ,4.00%,3.640,600,-5,8.5,-101,4.19,0.09,5,0.592,,0.636,0.00,4,0.417,,0.400,0.00,1,7.33,7.45,0.43,0.514,0.00,0.00,0.00,14.56,1.94,5,0.464,,0.416,2.50,4,0.387,,0.350,1.60,2,5.83,6.59,0.46,0.430,2.10,0.00,0.00,5,0.398,,0.323,3.70,4,0.278,,0.174,2.20,5,4.72,5.22,0.32,0.345,3.00,0.00,0.00,5,0.355,,0.211,3.90,4,0.256,,0.139,4.50,14,3.85,4.34,0.20,0.311,4.20,0.00,0.00,5,0.358,,0.185,3.60,4,0.305,,0.157,4.20,29,4.38,4.89,0.20,0.334,3.90,0.00,0.00
Ivan Nova,$7.0K,R,PIT,SP,@ PHI, , ,0.50%, ,-500,3,8.0,-104,3.94,-0.26,5,0.749,,1.077,1.80,4,0.648,,0.667,3.60,1,5.62,7.68,0.50,0.704,2.60,0.00,0.00,13.44,1.92,5,0.548,,0.682,2.50,4,0.517,,0.524,1.60,2,5.53,7.32,0.30,0.534,2.10,0.00,0.00,5,0.308,,0.258,3.60,4,0.366,,0.318,3.60,5,3.74,5.05,0.23,0.334,3.60,0.00,0.00,5,0.398,,0.255,2.60,4,0.275,,0.186,4.40,13,3.86,4.16,0.25,0.343,3.40,0.00,0.00,5,0.362,,0.212,2.30,4,0.310,,0.190,4.50,45,4.01,4.22,0.24,0.339,3.30,0.00,0.00
Andrew Heaney,$7.6K,L,LAA,SP,SFG, , ,4.00%,3.592,100,-1,8.5,-153,4.68,-0.12,1,0.389,,0.100,1.30,8,0.131,,0.055,11.60,1,3.03,1.80,0.00,0.160,10.40,0.00,0.00,14.37,1.89,1,0.343,,0.053,3.60,8,0.393,,0.371,8.90,2,3.31,3.43,0.43,0.387,8.30,0.00,0.00,1,0.289,,0.038,1.60,8,0.367,,0.296,7.40,5,3.47,3.85,0.33,0.358,6.70,0.00,0.00,1,0.234,,0.046,1.50,8,0.316,,0.200,7.00,14,3.59,4.02,0.20,0.307,6.40,0.00,0.00,1,0.260,,0.056,1.60,8,0.354,,0.265,7.70,20,3.42,4.05,0.30,0.344,7.00,0.00,0.00
Marco Estrada,$6.7K,R,TOR,SP,@ NYY, , ,1.00%,12.540,-1700,10,8.5,167,3.56,-0.21,3,0.682,,1.000,180.00,6,0.000,,0.000,0.00,1,2.41,4.33,1.00,0.227,60.00,0.00,0.00,12.54,1.87,3,0.468,,0.300,5.30,6,0.415,,0.304,0.00,2,5.87,7.14,0.17,0.433,1.80,0.00,0.00,3,0.193,,0.083,3.30,6,0.316,,0.222,5.20,5,3.75,5.10,0.14,0.275,4.60,0.00,0.00,3,0.328,,0.208,3.20,6,0.359,,0.247,4.10,14,4.11,5.40,0.15,0.349,3.80,0.00,0.00,3,0.302,,0.203,3.70,6,0.366,,0.225,4.60,49,3.87,5.19,0.18,0.345,4.30,0.00,0.00
Sean Newcomb,$8.7K,L,ATL,SP,NYM, , ,7.50%,2.144,1000,-3,7.5,127,3.46,0.1,2,0.000,,0.000,4.10,7,0.700,,0.857,4.10,1,7.71,9.96,0.67,0.544,4.10,0.00,0.00,16.08,1.85,2,0.235,,0.091,3.30,7,0.495,,0.452,5.50,2,4.93,6.20,0.38,0.437,5.00,0.00,0.00,2,0.397,,0.392,2.40,7,0.325,,0.195,5.80,5,3.80,4.51,0.32,0.341,5.10,0.00,0.00,2,0.311,,0.262,1.60,7,0.277,,0.102,6.40,15,4.13,4.58,0.14,0.285,5.30,0.00,0.00,2,0.327,,0.189,2.40,7,0.308,,0.133,7.10,35,3.92,4.45,0.15,0.312,6.00,0.00,0.00
Ben Lively,$6.2K,R,PHI,SP,PIT, , ,1.00%,11.130,300,-1,8.0,-109,4.06,-0.24,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.13,1.8,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.512,,0.421,3.00,4,0.374,,0.198,4.50,3,4.71,6.37,0.20,0.451,3.60,0.00,0.00,5,0.392,,0.240,2.70,4,0.323,,0.187,3.90,18,4.46,5.54,0.18,0.361,3.20,0.00,0.00
Justin Verlander,$13.4K,R,HOU,SP,@ CHW, , ,25.00%,0.964,1200,2,8.0,-266,5.08, ,4,0.413,,0.211,6.80,5,0.202,,0.036,6.80,2,1.17,2.74,0.14,0.296,6.80,0.00,0.00,24.11,1.8,4,0.452,,0.367,5.90,5,0.217,,0.046,5.90,3,2.09,3.52,0.21,0.321,5.90,0.00,0.00,4,0.357,,0.294,5.20,5,0.278,,0.147,6.60,5,1.94,3.66,0.25,0.313,6.00,0.00,0.00,4,0.255,,0.159,5.40,5,0.217,,0.108,6.30,15,2.03,3.73,0.12,0.234,5.90,0.00,0.00,4,0.293,,0.177,6.00,5,0.249,,0.114,5.70,49,2.75,3.84,0.15,0.269,5.80,0.00,0.00
Max Scherzer,$14.3K,R,WAS,SP,@ LAD, , ,25.00%,1.013,2100, ,6.0,134,2.71,-0.1,7,0.224,,0.026,10.50,2,0.295,,0.143,3.00,1,1.74,5.14,0.00,0.240,8.80,0.00,0.00,25.33,1.77,7,0.208,,0.013,5.50,2,0.249,,0.048,3.50,2,3.42,5.45,0.00,0.217,5.10,0.00,0.00,7,0.282,,0.148,5.20,2,0.232,,0.147,6.00,5,2.41,4.07,0.20,0.271,5.40,0.00,0.00,7,0.285,,0.193,6.30,2,0.206,,0.106,7.90,14,1.52,3.00,0.18,0.267,6.60,0.00,0.00,7,0.290,,0.177,5.80,2,0.196,,0.100,7.60,46,1.85,3.21,0.16,0.269,6.20,0.00,0.00
Kyle Hendricks,$7.4K,R,CHC,SP,@ COL, , ,2.00%,6.400,500,-3,9.5,-107,4.67,-0.66,3,0.304,,0.143,1.80,6,0.363,,0.000,1.80,1,5.14,5.09,0.00,0.343,1.80,0.00,0.00,12.8,1.73,3,0.602,,0.571,2.50,6,0.387,,0.000,1.20,2,5.68,5.87,0.33,0.459,1.70,0.00,0.00,3,0.317,,0.200,3.10,6,0.406,,0.111,2.70,5,5.26,5.48,0.21,0.376,2.80,0.00,0.00,3,0.275,,0.181,3.50,6,0.334,,0.154,3.70,13,4.21,4.28,0.23,0.314,3.60,0.00,0.00,3,0.317,,0.187,4.20,6,0.294,,0.133,4.40,39,3.92,3.91,0.25,0.302,4.30,0.00,0.00
Felix Hernandez,$7.5K,R,SEA,SP,@ TEX, , ,5.00%,2.580,-100,1,9.5,112,4.53,-0.04,6,0.464,,0.391,3.60,3,0.251,,0.000,2.70,2,3.94,4.85,0.15,0.393,3.30,0.00,0.00,12.9,1.72,6,0.418,,0.334,3.40,3,0.276,,0.086,2.80,3,4.24,5.02,0.20,0.371,3.20,0.00,0.00,6,0.391,,0.281,2.90,3,0.328,,0.121,4.30,5,3.88,4.20,0.17,0.370,3.40,0.00,0.00,6,0.354,,0.244,4.00,3,0.320,,0.116,4.50,14,3.86,4.25,0.19,0.343,4.10,0.00,0.00,6,0.360,,0.226,3.50,3,0.323,,0.169,4.80,32,3.96,4.28,0.25,0.348,4.00,0.00,0.00
Trevor Richards,$6.9K,R,MIA,SP,@ MIL, , ,0.25%, ,1100,-8,9.0,145,3.97,-0.01,4,0.320,,0.000,1.80,5,0.585,,0.454,7.20,1,2.89,3.18,0.25,0.467,4.80,0.00,0.00,11.71,1.7,4,0.228,,0.000,4.80,5,0.480,,0.260,4.80,3,3.16,3.46,0.09,0.368,4.80,0.00,0.00,4,0.206,,0.019,3.00,5,0.455,,0.200,4.50,5,3.96,4.40,0.05,0.344,3.80,0.00,0.00,4,0.261,,0.094,4.10,5,0.374,,0.184,4.30,9,3.72,4.57,0.12,0.324,4.30,0.00,0.00,4,0.277,,0.099,4.50,5,0.404,,0.212,3.70,11,3.88,4.69,0.14,0.348,4.00,0.00,0.00
