Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Amir Garrett,$4.8K,L,CIN,SP,ATL, , ,7.50%,2.016,-2300,8,9.5,-117,4.89,-0.21,2,0.256,,0.233,10.13,7,0.388,,0.294,7.54,8,4.41,7.22,0.29,0.359,8.12,0.38,0.30,15.12,3.15
Jarred Cosart,$4.2K,R,SDP,SP,COL, , , , ,-1500,3,8.5,130,3.91,-0.34,3,0.362,,0.110,5.96,6,0.338,,0.087,5.79,19,5.43,5.68,0.09,0.346,5.85,0.45,0.18,12.56,2.99
Tyler Pill,$5.5K,R,NYM,SP,PIT, , ,10.00%,1.629,0,-5,9.0,-125,4.71,-0.1,3,0.638,,0.500,9.00,6,0.336,,0.000,6.75,2,5.58,5.56,0.00,0.437,7.50,0.30,0.20,16.29,2.96
Vance Worley,$4.5K,R,MIA,SP,ARI, , ,0.50%, ,-1000,0,9.0,-142,4.88,0.38,4,0.340,,0.184,6.10,5,0.310,,0.163,5.44,38,4.68,5.60,0.16,0.323,5.73,0.42,0.27,13.21,2.94
Jeff Hoffman,$6.3K,R,COL,SP,@ SDP,2,4.67, , ,300,-8,8.5,-140,4.59,0.34,4,0.330,,0.218,5.82,5,0.387,,0.279,10.89,11,4.40,5.98,0.19,0.362,8.64,0.32,0.34,18.32,2.91
Trevor Williams,$5.0K,R,PIT,SP,@ NYM, , ,1.00%,13.940,-1500,4,9.0,115,4.29,-0.4,6,0.350,,0.187,6.62,3,0.346,,0.183,7.36,18,4.39,5.94,0.28,0.349,6.87,0.34,0.19,13.94,2.79
Justin Verlander,$9.6K,R,DET,SP,CHW,4,5.83,25.00%,1.042,-200,0,9.5,-243,5.94,0.71,2,0.258,,0.158,10.85,7,0.298,,0.152,8.77,46,3.44,4.40,0.15,0.289,9.23,0.27,0.33,26.05,2.71
Kenta Maeda,$7.4K,R,LAD,SP,@ MIL,4,5.83,22.50%,0.875,-1400,5,9.5,-138,5.11,-0.02,3,0.318,,0.142,8.05,6,0.287,,0.147,10.70,44,3.41,4.45,0.18,0.297,9.82,0.37,0.25,19.69,2.66
Braden Shipley,$5.3K,R,ARI,SP,@ MIA, , ,2.00%,6.830,-700,-1,9.0,132,4.12,-0.38,4,0.387,,0.291,6.26,5,0.415,,0.191,6.38,12,5.23,6.53,0.17,0.403,6.33,0.36,0.30,13.66,2.58
Matt Moore,$8.1K,L,SFG,SP,@ PHI,12,12.00,15.00%,1.374,400,-5,9.0,-112,4.58,-0.03,1,0.346,,0.187,8.33,8,0.306,,0.155,8.33,45,4.10,4.98,0.15,0.310,8.33,0.31,0.31,20.61,2.54
Ariel Miranda,$7.0K,L,SEA,SP,TBR,10,11.17, , ,-1100,2,8.5,-136,4.56,0.15,3,0.322,,0.133,8.06,6,0.299,,0.204,7.35,23,4.42,5.74,0.20,0.307,7.59,0.25,0.32,17.39,2.48
Martin Perez,$5.1K,L,TEX,SP,HOU, , , , ,-1500,5,10.0,126,4.64,0.21,0,0.283,,0.107,8.23,9,0.342,,0.132,4.83,44,4.79,5.06,0.12,0.342,4.83,0.38,0.22,12.38,2.43
Marcus Stroman,$8.4K,R,TOR,SP,NYY,8,9.50,7.50%,2.711,-500,-1,8.0,-117,3.88,-0.17,4,0.299,,0.128,7.74,5,0.327,,0.155,8.04,44,3.41,4.50,0.19,0.315,7.91,0.50,0.19,20.33,2.42
Erasmo Ramirez,$5.8K,R,TBR,SP,@ SEA, , , , ,-800,1,8.5,126,3.94,-0.15,5,0.416,,0.294,6.11,4,0.298,,0.145,7.13,79,4.01,5.21,0.19,0.364,6.56,0.43,0.25,13.88,2.39
Brad Peacock,$5.6K,R,HOU,SP,@ TEX,9,10.67, , ,-500,-2,10.0,-136,5.36,0.29,5,0.268,,0.118,12.12,4,0.262,,0.162,10.39,23,3.64,4.35,0.13,0.265,11.35,0.33,0.35,13.23,2.36
Kyle Hendricks,$7.8K,R,CHC,SP,STL,13,12.50, , ,-1200,5,8.5,-174,4.88,4.88,2,0.280,,0.126,7.71,7,0.250,,0.109,8.15,43,3.44,4.10,0.15,0.257,8.05,0.43,0.21,18.33,2.35
Chris Tillman,$6.3K,R,BAL,SP,BOS, , ,3.00%,4.903,-1300,3,8.5,168,3.59,-0.04,5,0.343,,0.174,9.00,4,0.329,,0.182,6.88,36,4.40,5.19,0.15,0.337,8.06,0.35,0.27,14.71,2.33
Trevor Bauer,$8.2K,R,CLE,SP,@ KCR,6,6.67,12.50%,1.516,-300,-3,9.0,-140,4.86,0.24,4,0.332,,0.174,9.61,5,0.328,,0.153,8.79,48,3.67,4.75,0.19,0.330,9.15,0.39,0.24,18.95,2.31
Michael Wacha,$6.7K,R,STL,SP,@ CHC, , , , ,-800,1,8.5,164,3.62,3.62,6,0.335,,0.168,7.65,3,0.349,,0.164,8.43,36,3.87,4.50,0.14,0.340,7.91,0.39,0.25,15.14,2.26
Chris Sale,$12.8K,L,BOS,SP,@ BAL,1,1.33,55.00%,0.522,1400,0,8.5,-178,4.91,0.04,1,0.262,,0.154,10.84,8,0.276,,0.145,10.53,43,2.81,3.73,0.14,0.274,10.56,0.33,0.29,28.73,2.24
Jeremy Hellickson,$6.9K,R,PHI,SP,SFG, , ,4.00%,3.820,-400,-4,9.0,102,4.42,0.03,5,0.311,,0.169,5.98,4,0.310,,0.197,7.28,43,4.11,5.10,0.18,0.311,6.56,0.37,0.25,15.28,2.21
Eric Skoglund,$5.9K,L,KCR,SP,CLE, , ,5.00%,2.588,-300,-3,9.0,130,4.14,-0.24,2,0.000,,0.000,0.00,7,0.083,,0.000,7.94,1,3.91,2.69,0.00,0.065,6.18,0.25,0.38,12.94,2.19
Luis Severino,$9.1K,R,NYY,SP,@ TOR,3,5.67,17.50%,1.132,-200,0,8.0,107,4.12,0.17,3,0.301,,0.143,9.38,6,0.335,,0.178,10.26,32,3.44,4.57,0.19,0.324,9.97,0.37,0.24,19.81,2.18
Ricky Nolasco,$6.8K,R,LAA,SP,MIN, , , , ,-600,-2,8.5,123,3.97,-0.17,7,0.315,,0.173,5.84,2,0.344,,0.212,8.49,43,4.00,5.22,0.16,0.321,6.43,0.35,0.31,14.38,2.11
Julio Teheran,$7.9K,R,ATL,SP,@ CIN, , ,10.00%,1.662,-600,0,9.5,107,4.61,-0.29,5,0.375,,0.270,6.37,4,0.258,,0.113,9.50,41,3.85,4.83,0.15,0.323,7.76,0.34,0.31,16.62,2.1
David Holmberg,$4.3K,L,CHW,SP,@ DET, , ,0.25%, ,-1200,1,9.5,223,3.56,-0.21,0,0.101,,0.000,5.79,9,0.263,,0.120,6.14,8,4.79,3.94,0.00,0.263,6.14,0.41,0.21,8.94,2.08
Zach Davies,$6.2K,R,MIL,SP,LAD, , ,2.00%,6.245,-1300,4,9.5,128,4.39,0.02,4,0.366,,0.210,6.84,5,0.335,,0.156,8.00,39,3.92,4.99,0.19,0.349,7.48,0.38,0.23,12.49,2.01
Jose Berrios,$8.0K,R,MIN,SP,@ LAA,7,9.00, , ,-1200,4,8.5,-133,4.53,0.17,5,0.315,,0.103,9.13,4,0.412,,0.262,8.41,17,4.93,6.68,0.21,0.358,8.81,0.31,0.30,15.85,1.98
Tanner Roark,$8.7K,R,WAS,SP,@ OAK,10,11.17, , ,0,-4,9.0,-112,4.42,0.12,4,0.310,,0.121,7.36,5,0.286,,0.088,8.47,46,3.91,4.54,0.14,0.297,7.98,0.41,0.21,16.66,1.91
Sonny Gray,$7.6K,R,OAK,SP,WAS, , , , ,-100,-1,9.0,102,4.58,0.38,5,0.344,,0.169,6.61,4,0.362,,0.213,7.84,27,3.81,5.24,0.24,0.352,7.16,0.47,0.18,13.11,1.73
