Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Scott Feldman,$5.3K,R,CIN,SP,PHI,9,11.50,2.00%,8.295,300,0,8.5,-115,4.35,-0.01,0,0.429,,0.240,7.79,0,0.307,,0.168,6.70,40,4.03,5.15,0.17,0.000,0.00,0.41,0.26,16.59,3.13
Marco Estrada,$7.0K,R,TOR,SP,@ BAL,14,14.17,7.50%,2.524,-900,1,8.5,123,3.97,-0.01,0,0.251,,0.135,7.94,0,0.292,,0.170,8.97,32,4.01,4.69,0.15,0.000,0.00,0.30,0.32,18.93,2.7
Rick Porcello,$8.8K,R,BOS,SP,PIT,6,7.67,2.50%,9.168,-1000,3,8.5,-151,4.69,-0.35,0,0.288,,0.129,8.37,0,0.298,,0.166,7.99,34,3.42,4.14,0.12,0.000,0.00,0.36,0.30,22.92,2.6
Stephen Strasburg,$9.9K,R,WAS,SP,MIA,4,4.67,17.50%,1.441,200,-2,8.0,-197,4.73,0.21,0,0.280,,0.146,11.81,0,0.291,,0.135,11.27,24,2.88,3.54,0.13,0.000,0.00,0.32,0.28,25.21,2.55
Jon Gray,$8.0K,R,COL,SP,@ MIL,5,6.17,37.50%,0.523,-200,0,8.0,-125,4.19,-0.12,2,0.300,,0.154,10.49,7,0.319,,0.133,10.24,29,3.31,4.23,0.18,0.315,10.30,0.37,0.21,19.6,2.45
Noah Syndergaard,$11.6K,R,NYM,SP,ATL,2,3.33,10.00%,2.804,500,0,7.0,-176,4.03,0.31,0,0.311,,0.106,11.59,0,0.249,,0.087,11.11,31,2.58,2.76,0.09,0.000,0.00,0.41,0.21,28.04,2.42
Yu Darvish,$9.8K,R,TEX,SP,CLE, , , , ,-300,1,7.5,106,3.65,-0.4,4,0.291,,0.142,12.86,5,0.308,,0.192,11.28,18,3.00,4.40,0.19,0.300,11.98,0.31,0.31,23.75,2.42
Clayton Kershaw,$14.1K,L,LAD,SP,SDP,1,1.00,52.50%,0.646,1500,0,6.5,-351,4.43,0.31,3,0.187,,0.063,11.06,6,0.223,,0.085,10.58,26,2.26,2.58,0.10,0.211,10.74,0.39,0.24,33.93,2.41
Danny Duffy,$8.6K,L,KCR,SP,@ MIN,8,11.17,22.50%,0.912,-200,1,8.0,-105,3.95,0.01,0,0.207,,0.047,11.05,0,0.319,,0.184,10.46,40,3.29,4.52,0.16,0.000,0.00,0.28,0.35,20.52,2.39
Junior Guerra,$7.0K,R,MIL,SP,COL,11,12.67,5.00%,3.316,-1100,3,8.0,115,3.81,-0.38,5,0.253,,0.111,8.43,4,0.286,,0.125,7.78,20,3.99,4.46,0.12,0.268,8.14,0.40,0.26,16.58,2.37
