Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Eddie Butler,$5.4K,R,CHC,SP,MIA, , ,7.50%,2.340,-1600,3,8.0,-120,4.14,4.14,4,0.374,,0.191,7.31,5,0.386,,0.223,6.90,21,4.57,5.94,0.20,0.381,7.08,0.35,0.25,17.55,3.25
Hyun-Jin Ryu,$6.6K,L,LAD,SP,WAS,6,7.75,10.00%,1.834,-300,-2,8.0,-131,4.24,0.05,3,0.417,,0.241,8.31,6,0.344,,0.231,8.62,10,3.89,5.68,0.24,0.368,8.52,0.37,0.24,18.34,2.78
Ian Kennedy,$5.5K,R,KCR,SP,HOU, , ,7.50%,1.948,-1800,3,9.5,123,4.44,0.17,5,0.308,,0.172,9.21,4,0.324,,0.188,9.41,42,4.16,5.56,0.17,0.315,9.30,0.28,0.35,14.61,2.66
Bartolo Colon,$5.7K,R,ATL,SP,PHI, , ,3.00%,4.793,-800,-1,9.5,-128,5.01,0.26,5,0.376,,0.243,6.29,4,0.327,,0.132,6.34,45,4.22,5.00,0.16,0.354,6.31,0.35,0.26,14.38,2.52
Nicholas Pivetta,$5.9K,R,PHI,SP,@ ATL, , ,3.00%,4.643,-200,-3,9.5,118,4.49,-0.26,5,0.390,,0.120,7.94,4,0.501,,0.417,12.20,4,4.02,6.74,0.28,0.439,9.83,0.31,0.31,13.93,2.36
Gio Gonzalez,$8.0K,L,WAS,SP,@ LAD,7,8.12,15.00%,1.237,-700,1,8.0,121,3.76,-0.05,2,0.276,,0.078,7.76,7,0.336,,0.162,10.14,43,3.82,4.81,0.17,0.323,9.61,0.37,0.25,18.56,2.32
Sean Manaea,$7.8K,L,OAK,SP,TOR,2,3.38,20.00%,0.875,100,-2,8.0,-107,3.95,-0.14,1,0.212,,0.109,8.31,8,0.339,,0.174,8.64,34,3.61,4.61,0.17,0.325,8.60,0.36,0.25,17.5,2.24
Junior Guerra,$7.6K,R,MIL,SP,SFG,9,8.88,10.00%,1.701,-600,0,8.0,113,3.83,-0.37,4,0.251,,0.114,8.31,5,0.285,,0.129,7.93,23,4.06,4.50,0.12,0.270,8.10,0.40,0.27,17.01,2.24
Michael Fiers,$7.5K,R,HOU,SP,@ KCR,8,8.75,5.00%,3.306,100,-1,9.5,-133,5.06,0.33,4,0.331,,0.161,6.84,5,0.394,,0.273,8.09,42,3.96,5.82,0.22,0.366,7.53,0.37,0.29,16.53,2.2
Randall Wojciechowski,$4.5K,R,CIN,SP,STL, , ,1.00%,9.910,-1000,0,9.5,123,4.44,0.2,2,0.141,,0.111,10.13,7,0.521,,0.588,6.75,3,4.65,8.50,0.23,0.437,7.50,0.21,0.54,9.91,2.2
Jeff Samardzija,$8.9K,R,SFG,SP,@ MIL,1,1.75,42.50%,0.449,0,1,8.0,-123,4.17,-0.13,5,0.346,,0.210,8.37,4,0.283,,0.131,8.62,44,3.48,4.37,0.17,0.318,8.48,0.38,0.25,19.07,2.14
J.A. Happ,$7.3K,L,TOR,SP,@ OAK,3,4.00,25.00%,0.601,-1100,3,8.0,-103,4.05,0.14,1,0.294,,0.133,6.85,8,0.306,,0.164,8.49,39,3.77,4.70,0.16,0.305,8.31,0.37,0.26,15.03,2.06
Dan Straily,$9.1K,R,MIA,SP,@ CHC,3,4.00,15.00%,1.029,600,-2,8.0,110,3.86,3.86,4,0.283,,0.131,7.45,5,0.329,,0.223,8.59,45,4.27,5.35,0.16,0.309,8.08,0.27,0.33,15.43,1.7
Carlos Martinez,$12.5K,R,STL,SP,@ CIN,5,4.38,35.00%,0.609,2500,0,9.5,-133,5.06,0.3,3,0.328,,0.147,8.14,6,0.245,,0.078,9.47,40,3.48,4.18,0.14,0.273,9.03,0.46,0.21,21.3,1.7
