Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
George Farmer,$4.0K,R,DET,SP,LAA,6,6.86,15.00%,1.077,-1500,1,10.0,-127,5.26,0.26,5,0.459,,0.322,9.95,4,0.257,,0.032,12.12,15,4.31,5.12,0.18,0.369,10.91,0.40,0.24,16.16,4.04
Jose Urena,$4.9K,R,MIA,SP,@ CHC, , ,1.00%,15.750,-1500,4,9.0,177,3.73,3.73,5,0.337,,0.170,4.82,4,0.359,,0.217,7.82,38,4.68,5.75,0.16,0.347,6.15,0.36,0.27,15.75,3.21
Jason Vargas,$6.1K,L,KCR,SP,HOU, , ,5.00%,3.404,-1900,8,8.5,150,3.74,0.21,2,0.413,,0.213,4.26,7,0.237,,0.068,9.41,14,3.87,3.90,0.09,0.276,8.27,0.31,0.29,17.02,2.79
John Lackey,$7.4K,R,CHC,SP,MIA,3,4.00,37.50%,0.546,-1200,3,9.0,-188,5.27,5.27,4,0.335,,0.165,8.14,5,0.287,,0.170,9.80,42,3.54,4.82,0.20,0.308,9.06,0.34,0.26,20.46,2.76
Adalberto Mejia,$6.4K,L,MIN,SP,@ SEA, , ,7.50%,2.319,200,-6,9.5,-105,4.69,0.43,3,0.562,,0.384,11.57,6,0.367,,0.224,7.25,7,4.58,6.15,0.20,0.432,8.69,0.44,0.27,17.39,2.72
Lance Lynn,$6.8K,R,STL,SP,@ CIN,12,12.29,3.00%,5.843,-1200,3,9.5,-106,4.81,-0.17,4,0.390,,0.239,7.06,5,0.203,,0.097,9.55,11,3.93,5.61,0.20,0.286,8.44,0.34,0.32,17.53,2.58
Clayton Kershaw,$12.8K,L,LAD,SP,WAS, , , , ,500,0,6.5,-162,3.66,-0.01,2,0.236,,0.124,10.38,7,0.233,,0.100,10.50,38,2.35,2.91,0.13,0.234,10.47,0.39,0.24,32.84,2.57
Tyson Blach,$6.7K,L,SFG,SP,@ MIL, , ,0.25%, ,-1800,7,9.0,108,4.36,0.13,1,0.197,,0.049,3.75,8,0.298,,0.130,4.46,19,4.57,4.47,0.09,0.287,4.38,0.41,0.21,16.94,2.53
Wade Miley,$6.9K,L,BAL,SP,PIT,8,10.14,10.00%,1.742,-800,0,9.0,-149,4.95,-0.22,1,0.292,,0.125,8.08,8,0.344,,0.171,7.91,41,3.97,5.20,0.20,0.338,7.93,0.39,0.23,17.42,2.52
Rick Porcello,$7.3K,R,BOS,SP,@ NYY,8,10.14,2.50%,7.272,-1500,5,9.0,102,4.42,-0.27,4,0.307,,0.147,8.86,5,0.314,,0.166,8.34,46,3.44,4.28,0.13,0.311,8.57,0.34,0.31,18.18,2.49
Jerad Eickhoff,$5.8K,R,PHI,SP,@ ATL,10,10.43,5.00%,2.852,-800,1,9.0,115,4.29,-0.21,4,0.376,,0.238,7.68,5,0.287,,0.149,8.69,43,3.87,4.93,0.17,0.327,8.24,0.32,0.28,14.26,2.46
Alex Meyer,$6.0K,R,LAA,SP,@ DET, , ,2.00%,7.350,-1300,4,10.0,117,4.74,-0.26,3,0.407,,0.281,9.00,6,0.320,,0.148,11.40,13,4.56,5.19,0.13,0.349,10.60,0.32,0.32,14.7,2.45
