Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Duane Underwood,$4.0K,R,CHC,SP,@ LAD, , ,2.50%,5.236,-1500,2,8.5,146,3.74,0.26,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.09,3.27,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
John Gant,$4.5K,R,STL,SP,CLE, , ,2.50%,4.488,-1200,2,8.0,110,3.84,-0.23,6,0.264,,0.333,4.50,3,0.352,,0.000,4.50,1,3.80,0.00,0.00,0.293,4.50,0.00,0.00,11.22,2.49,6,0.264,,0.333,4.50,3,0.352,,0.000,4.50,1,3.80,0.00,0.00,0.293,4.50,0.00,0.00,6,0.206,,0.200,2.20,3,0.465,,0.080,4.50,2,5.16,0.00,0.00,0.292,3.00,0.00,0.00,6,0.287,,0.131,6.20,3,0.239,,0.055,4.00,7,3.36,0.00,0.06,0.271,5.50,0.00,0.00,6,0.334,,0.195,5.20,3,0.281,,0.119,4.40,13,4.10,0.00,0.18,0.316,4.90,0.00,0.00
Shelby Miller,$5.9K,R,ARI,SP,@ MIA, , ,4.00%,3.598,-700,3,8.0,-127,4.19,-0.23,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.39,2.44,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Seth Lugo,$6.1K,R,NYM,SP,PIT, , ,12.50%,1.140,200,-2,7.5,101,3.67,-0.02,4,0.408,,0.000,6.00,5,0.447,,0.272,9.00,1,3.40,0.00,0.50,0.430,7.70,0.00,0.00,14.25,2.34,4,0.395,,0.158,21.00,5,0.459,,0.316,15.00,1,2.90,0.00,0.60,0.431,17.70,0.00,0.00,4,0.306,,0.075,6.80,5,0.290,,0.209,7.40,5,2.59,0.00,0.29,0.297,7.10,0.00,0.00,4,0.217,,0.080,5.20,5,0.298,,0.153,6.10,23,2.75,0.00,0.17,0.262,5.70,0.00,0.00,4,0.310,,0.132,4.20,5,0.316,,0.175,4.80,40,3.48,0.00,0.17,0.313,4.60,0.00,0.00
Tyler Mahle,$6.3K,R,CIN,SP,@ ATL, , ,2.00%,6.960,-500, ,9.0,127,4.15,0.29,6,0.607,,0.857,6.00,3,0.208,,0.013,6.00,1,3.08,0.00,0.50,0.474,6.00,0.00,0.00,13.92,2.21,6,0.385,,0.461,3.00,3,0.226,,0.041,3.70,2,4.45,0.00,0.18,0.332,3.20,0.00,0.00,6,0.372,,0.236,4.50,3,0.241,,0.048,3.70,4,3.98,0.00,0.13,0.328,4.20,0.00,0.00,6,0.402,,0.296,4.50,3,0.275,,0.111,4.10,15,3.79,0.00,0.26,0.360,4.40,0.00,0.00,6,0.402,,0.277,3.90,3,0.275,,0.089,4.20,19,4.05,0.00,0.20,0.360,4.00,0.00,0.00
Jameson Taillon,$8.4K,R,PIT,SP,@ NYM, , ,22.50%,0.824,600,-1,7.5,-116,3.83,0.02,5,0.110,,0.000,3.60,4,0.547,,0.428,9.00,1,2.71,0.00,0.33,0.304,6.00,0.00,0.00,18.54,2.21,5,0.215,,0.125,2.20,4,0.443,,0.250,6.00,2,3.71,0.00,0.22,0.316,3.90,0.00,0.00,5,0.288,,0.170,3.20,4,0.310,,0.143,5.40,4,3.43,0.00,0.19,0.298,4.20,0.00,0.00,5,0.340,,0.180,3.50,4,0.262,,0.130,5.90,13,3.52,0.00,0.19,0.305,4.60,0.00,0.00,5,0.349,,0.161,3.20,4,0.304,,0.150,6.00,37,3.68,0.00,0.17,0.329,4.40,0.00,0.00
Vincent Velasquez,$7.3K,R,PHI,SP,NYY, , ,27.50%,0.561,-800,3,8.5,130,3.88,-0.29,3,0.345,,0.357,4.40,6,0.305,,0.213,7.40,1,2.52,0.00,0.50,0.318,6.40,0.00,0.00,15.42,2.11,3,0.219,,0.163,5.10,6,0.238,,0.166,5.10,2,2.78,0.00,0.25,0.232,5.10,0.00,0.00,3,0.236,,0.149,5.40,6,0.338,,0.180,5.40,5,2.97,0.00,0.21,0.304,5.40,0.00,0.00,3,0.341,,0.269,5.20,6,0.270,,0.099,5.80,14,2.82,0.00,0.23,0.294,5.60,0.00,0.00,3,0.368,,0.241,4.80,6,0.315,,0.178,5.20,30,3.38,0.00,0.27,0.333,5.00,0.00,0.00
Felix Hernandez,$6.3K,R,SEA,SP,@ BAL, , ,2.00%,6.585,-1200,3,9.5,-118,4.88,-0.19,2,0.196,,0.018,3.60,7,0.395,,0.153,7.20,1,2.76,0.00,0.00,0.351,6.40,0.00,0.00,13.17,2.09,2,0.282,,0.122,2.20,7,0.369,,0.172,6.80,1,3.13,0.00,0.14,0.350,5.80,0.00,0.00,2,0.378,,0.251,3.50,7,0.306,,0.091,4.50,4,3.80,0.00,0.15,0.322,4.30,0.00,0.00,2,0.368,,0.269,4.00,7,0.332,,0.131,5.00,12,4.04,0.00,0.22,0.340,4.80,0.00,0.00,2,0.354,,0.216,3.50,7,0.327,,0.178,5.00,29,3.93,0.00,0.25,0.333,4.70,0.00,0.00
Jordan Zimmermann,$6.2K,R,DET,SP,OAK, , ,0.00%, ,-1000,4,9.5,101,4.65,-0.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.47,2.01,4,0.126,,0.000,3.60,5,0.251,,0.091,3.60,1,2.91,0.00,0.00,0.195,3.60,0.00,0.00,4,0.126,,0.000,3.60,5,0.251,,0.091,3.60,1,2.91,0.00,0.00,0.195,3.60,0.00,0.00,4,0.269,,0.164,5.50,5,0.363,,0.237,4.10,6,3.57,0.00,0.17,0.321,4.70,0.00,0.00,4,0.362,,0.205,3.70,5,0.366,,0.212,3.10,35,4.31,0.00,0.19,0.364,3.40,0.00,0.00
Justin Verlander,$13.3K,R,HOU,SP,TOR, , ,42.50%,0.626,1600, ,7.0,-216,4.24,-0.4,4,0.177,,0.083,5.80,5,0.383,,0.285,8.70,1,1.33,0.00,0.20,0.291,7.40,0.00,0.00,26.62,2,4,0.199,,0.190,4.10,5,0.360,,0.290,7.50,2,1.72,0.00,0.30,0.288,6.00,0.00,0.00,4,0.254,,0.183,4.60,5,0.285,,0.160,6.00,5,2.42,0.00,0.18,0.271,5.40,0.00,0.00,4,0.206,,0.113,6.30,5,0.234,,0.145,6.50,13,1.94,0.00,0.11,0.222,6.50,0.00,0.00,4,0.284,,0.166,6.00,5,0.251,,0.118,5.70,46,2.79,0.00,0.15,0.266,5.80,0.00,0.00
