Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Danny Duffy,$4.8K,L,KCR,SP,@ TEX, , ,17.50%,0.819,-1200,-1,10.0,-116,5.12,0.3,4,0.000,,0.000,0.00,5,0.490,,0.369,9.00,1,6.05,0.00,0.25,0.000,0.00,0.00,0.00,14.34,2.99,4,0.000,,0.000,0.00,5,0.566,,0.428,7.60,2,6.43,0.00,0.27,0.314,4.20,0.00,0.00,4,0.178,,0.188,2.20,5,0.485,,0.369,5.20,5,4.77,0.00,0.29,0.349,3.80,0.00,0.00,4,0.248,,0.114,1.70,5,0.415,,0.293,7.80,9,4.43,0.00,0.26,0.341,5.10,0.00,0.00,4,0.211,,0.087,1.70,5,0.354,,0.192,6.90,32,3.83,0.00,0.17,0.290,4.60,0.00,0.00
Austin Bibens-Dirkx,$4.0K,R,TEX,SP,KCR, , ,2.50%,4.408,-1500, ,10.0,103,4.88,0.2,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.02,2.76,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Marco Estrada,$5.7K,R,TOR,SP,LAA, , ,0.00%, ,-1800,3,9.0,115,4.27,-0.41,3,0.576,,0.583,4.30,6,0.164,,0.134,4.30,1,2.84,0.00,0.13,0.301,4.30,0.00,0.00,13.52,2.37,4,0.289,,0.183,9.00,5,0.344,,0.211,9.00,1,3.28,0.00,0.25,0.320,9.00,0.00,0.00,4,0.337,,0.240,6.40,5,0.384,,0.196,6.40,4,3.50,0.00,0.42,0.363,6.40,0.00,0.00,4,0.378,,0.295,4.80,5,0.322,,0.139,5.20,9,3.86,0.00,0.30,0.347,5.00,0.00,0.00,4,0.310,,0.228,4.30,5,0.298,,0.136,5.70,24,3.63,0.00,0.28,0.303,5.00,0.00,0.00
Dylan Bundy,$6.9K,R,BAL,SP,@ CHW, , ,0.00%, ,-1400,3,9.5,-147,5.18,0.37,5,0.588,,0.778,3.00,4,0.260,,0.286,9.00,1,2.49,0.00,0.43,0.442,5.70,0.00,0.00,16.22,2.35,3,0.471,,0.381,4.40,6,0.265,,0.225,3.70,2,3.53,0.00,0.12,0.334,3.90,0.00,0.00,3,0.403,,0.327,3.80,6,0.314,,0.172,3.20,5,4.33,0.00,0.14,0.344,3.40,0.00,0.00,3,0.358,,0.262,3.60,6,0.357,,0.261,3.60,9,4.29,0.00,0.18,0.357,3.60,0.00,0.00,3,0.303,,0.212,3.80,6,0.361,,0.220,4.60,41,3.86,0.00,0.19,0.342,4.40,0.00,0.00
Lucas Giolito,$4.1K,R,CHW,SP,BAL, , ,0.00%, ,-2200,1,9.5,132,4.32,0.13,4,0.299,,0.215,1.50,5,0.258,,0.000,3.00,1,5.13,0.00,0.00,0.276,2.30,0.00,0.00,9.54,2.33,5,0.362,,0.389,4.20,4,0.243,,0.222,6.20,2,3.18,0.00,0.23,0.309,5.10,0.00,0.00,5,0.497,,0.428,3.00,4,0.455,,0.483,6.80,5,4.03,0.00,0.39,0.478,4.60,0.00,0.00,5,0.407,,0.230,4.50,4,0.313,,0.283,7.90,9,3.06,0.00,0.28,0.365,6.00,0.00,0.00,5,0.347,,0.205,3.40,4,0.296,,0.206,5.70,37,3.49,0.00,0.21,0.324,4.40,0.00,0.00
Zach Davies,$5.5K,R,MIL,SP,NYM, , ,15.00%,0.813,-2200,5,8.5,-154,4.69,0.12,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.2,2.22,4,0.350,,0.191,1.60,5,0.199,,0.000,3.20,2,5.95,0.00,0.00,0.266,2.50,0.00,0.00,4,0.357,,0.211,2.00,5,0.279,,0.120,4.10,5,5.00,0.00,0.15,0.314,3.20,0.00,0.00,4,0.371,,0.204,2.40,5,0.297,,0.110,3.00,9,5.65,0.00,0.10,0.330,2.70,0.00,0.00,4,0.326,,0.200,2.70,5,0.289,,0.149,3.40,16,4.84,0.00,0.18,0.305,3.10,0.00,0.00
Steven Matz,$6.2K,L,NYM,SP,@ MIL, , ,15.00%,0.856,-500,-1,8.5,138,3.81,-0.12,1,0.115,,0.000,4.50,8,0.681,,0.667,0.00,1,4.95,0.00,0.40,0.618,0.50,0.00,0.00,12.84,2.07,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.202,,0.000,1.70,3,0.319,,0.188,3.50,1,5.22,0.00,0.00,0.241,2.30,0.00,0.00,6,0.286,,0.105,3.60,3,0.338,,0.271,3.30,6,4.32,0.00,0.22,0.303,3.50,0.00,0.00,6,0.327,,0.174,3.30,3,0.314,,0.138,2.70,39,4.59,0.00,0.20,0.323,3.10,0.00,0.00
Ivan Nova,$6.4K,R,PIT,SP,@ CIN, , ,0.00%, ,-1500,3,8.5,-102,4.18,-0.25,3,0.314,,0.105,4.50,6,0.000,,0.000,1.50,1,4.41,0.00,0.00,0.105,2.50,0.00,0.00,12.61,1.97,1,0.374,,0.428,4.50,8,0.453,,0.286,6.80,1,5.52,0.00,0.30,0.444,6.50,0.00,0.00,1,0.303,,0.250,2.70,8,0.376,,0.256,6.30,2,4.69,0.00,0.25,0.368,5.90,0.00,0.00,1,0.311,,0.143,1.40,8,0.351,,0.254,8.70,7,3.99,0.00,0.30,0.347,7.80,0.00,0.00,1,0.332,,0.098,1.30,8,0.362,,0.241,6.40,20,4.20,0.00,0.27,0.359,5.90,0.00,0.00
Nick Tropeano,$6.8K,R,LAA,SP,@ TOR, , ,0.00%, ,-200,-2,9.0,-129,4.73,-0.09,3,0.329,,0.000,16.40,6,0.768,,1.000,0.00,1,4.74,0.00,0.40,0.622,5.50,0.00,0.00,13.27,1.95,3,0.398,,0.133,2.40,6,0.168,,0.176,1.60,2,4.61,0.00,0.13,0.245,1.90,0.00,0.00,3,0.477,,0.259,1.80,6,0.248,,0.143,4.20,5,4.46,0.00,0.27,0.324,3.40,0.00,0.00,3,0.371,,0.190,1.90,6,0.295,,0.191,6.00,9,3.96,0.00,0.20,0.320,4.70,0.00,0.00,3,0.362,,0.201,2.10,6,0.298,,0.172,4.60,39,4.06,0.00,0.23,0.319,3.80,0.00,0.00
Rick Porcello,$9.7K,R,BOS,SP,@ TBR, , ,52.50%,0.361,400, ,7.0,-122,3.63,-0.33,3,0.383,,0.400,9.00,6,0.280,,0.000,4.50,1,2.70,0.00,0.25,0.314,6.00,0.00,0.00,18.93,1.95,3,0.312,,0.060,6.60,6,0.520,,0.584,0.00,2,5.39,0.00,0.25,0.451,2.20,0.00,0.00,3,0.245,,0.038,4.40,6,0.360,,0.348,2.50,3,4.55,0.00,0.15,0.322,3.10,0.00,0.00,3,0.309,,0.085,3.80,6,0.345,,0.304,3.80,6,4.25,0.00,0.19,0.333,3.80,0.00,0.00,3,0.309,,0.085,3.80,6,0.345,,0.304,3.80,6,4.25,0.00,0.19,0.333,3.80,0.00,0.00
