Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Matt Moore,$8.1K,L,SFG,SP,@ SDP,6,6.40,25.00%,0.787,-400,0,8.5,136,3.85,-0.01,2,0.363,,0.175,8.61,7,0.307,,0.160,8.55,60,4.11,4.96,0.15,0.319,8.56,0.31,0.30,19.67,2.43
Zachary Godley,$7.7K,R,ARI,SP,LAD,2,3.40,17.50%,1.044,-900,2,9.0,106,4.38,0.04,4,0.340,,0.203,9.37,5,0.310,,0.151,8.57,46,3.40,4.66,0.19,0.323,8.93,0.49,0.22,18.27,2.37
Chris Sale,$13.2K,L,BOS,SP,@ TOR,1,1.00,40.00%,0.777,2300,0,8.0,-230,4.93,-0.28,2,0.258,,0.128,10.83,7,0.270,,0.149,11.29,58,2.63,3.49,0.14,0.267,11.19,0.32,0.30,31.07,2.35
Jakob Junis,$7.4K,R,KCR,SP,TBR, , ,3.00%,5.707,300,-2,9.0,-105,4.56, ,5,0.364,,0.200,7.04,4,0.386,,0.187,8.88,12,4.27,6.20,0.20,0.374,7.86,0.33,0.32,17.12,2.31
Troy Scribner,$6.4K,R,LAA,SP,OAK, , ,2.00%,7.120,500,-6,9.5,-138,5.11,-0.23,5,0.357,,0.333,10.50,4,0.325,,0.286,6.75,4,4.79,7.31,0.28,0.343,8.83,0.21,0.38,14.24,2.23
Dylan Bundy,$8.8K,R,BAL,SP,SEA, , ,5.00%,3.850,100,0,9.5,-146,5.19,0.06,4,0.358,,0.209,6.80,5,0.324,,0.187,9.68,60,4.10,5.46,0.18,0.339,8.40,0.29,0.33,19.25,2.19
Luke Weaver,$7.6K,R,STL,SP,@ MIL,3,4.00,37.50%,0.443,-800,1,9.0,-133,4.79,0.1,3,0.331,,0.143,9.00,6,0.332,,0.169,11.91,15,3.16,4.56,0.23,0.332,10.94,0.33,0.24,16.6,2.18
Michael Fiers,$7.3K,R,HOU,SP,TEX,7,7.20,5.00%,3.138,-200,2,9.5,-155,5.28,-0.11,4,0.337,,0.177,7.34,5,0.365,,0.231,8.75,57,3.87,5.63,0.21,0.353,8.12,0.36,0.29,15.69,2.15
Jake Arrieta,$11.1K,R,CHC,SP,PIT,5,6.00,7.50%,3.112,1200,0,7.5,-230,4.62,4.62,2,0.296,,0.151,9.46,7,0.255,,0.117,8.78,60,3.49,4.33,0.16,0.264,8.93,0.41,0.24,23.34,2.1
Salvatore Romano,$7.2K,R,CIN,SP,NYM, , ,5.00%,3.026,900,-5,10.0,-155,5.56,-0.04,4,0.282,,0.171,7.84,5,0.406,,0.245,7.36,10,4.49,5.40,0.14,0.351,7.57,0.34,0.30,15.13,2.1
Ervin Santana,$10.2K,R,MIN,SP,CHW,4,4.40,10.00%,2.129,1200,0,9.0,-210,5.41,-0.31,2,0.289,,0.129,6.39,7,0.308,,0.166,8.83,56,4.04,4.92,0.16,0.304,8.29,0.35,0.28,21.29,2.09
Chad Kuhl,$6.1K,R,PIT,SP,@ CHC, , ,1.00%,12.760,-700,9,7.5,212,2.88,2.88,6,0.373,,0.196,7.29,3,0.306,,0.117,7.33,41,4.24,4.64,0.12,0.351,7.30,0.36,0.25,12.76,2.09
Chris Flexen,$5.8K,R,NYM,SP,@ CIN, , ,4.00%,3.035,-400,5,10.0,145,4.44,0.04,5,0.403,,0.257,2.79,4,0.433,,0.242,8.36,6,5.91,7.93,0.19,0.416,5.27,0.33,0.34,12.14,2.09
Luis Perdomo,$6.5K,R,SDP,SP,SFG,9,8.00,7.50%,1.785,-300,4,8.5,-146,4.65,0.51,7,0.364,,0.166,5.91,2,0.351,,0.154,8.04,58,3.91,5.34,0.22,0.361,6.38,0.47,0.18,13.39,2.06
Edwin Jackson,$6.9K,R,WAS,SP,MIA, , ,3.00%,4.603,300,-2,9.0,-142,4.88,-0.24,4,0.347,,0.193,7.29,5,0.387,,0.254,6.24,31,4.88,6.16,0.19,0.369,6.71,0.31,0.29,13.81,2
Alex Cobb,$8.6K,R,TBR,SP,@ KCR, , ,2.00%,8.410,1300,-5,9.0,-105,4.44, ,4,0.326,,0.148,6.61,5,0.316,,0.151,6.05,30,4.24,5.17,0.18,0.320,6.30,0.37,0.23,16.82,1.96
Martin Perez,$6.0K,L,TEX,SP,@ HOU, , ,3.00%,3.887,-200,4,9.5,145,4.22,-0.39,0,0.271,,0.086,8.27,9,0.360,,0.160,4.62,58,4.77,5.27,0.14,0.360,4.62,0.38,0.23,11.66,1.94
James Shields,$6.3K,R,CHW,SP,@ MIN, , ,0.50%, ,100,1,9.0,194,3.59,-0.19,6,0.419,,0.268,7.38,3,0.372,,0.253,8.00,47,4.70,6.89,0.22,0.403,7.59,0.32,0.33,11.64,1.85
German Marquez,$6.6K,R,COL,SP,DET,10,10.40,1.00%,12.000,300,-1,11.0,-190,6.45,0.64,1,0.341,,0.157,8.41,8,0.351,,0.234,8.84,28,3.81,4.85,0.16,0.350,8.79,0.36,0.27,12,1.82
Rich Hill,$10.9K,L,LAD,SP,@ ARI,7,7.20,12.50%,1.523,1500,0,9.0,-116,4.62,-0.04,2,0.316,,0.116,8.80,7,0.263,,0.113,12.79,40,3.03,3.75,0.14,0.275,11.90,0.35,0.26,19.04,1.75
Vance Worley,$5.6K,R,MIA,SP,@ WAS, , ,2.00%,4.910,100,0,9.0,132,4.12,-0.26,5,0.357,,0.180,5.55,4,0.337,,0.166,6.27,53,4.52,5.24,0.14,0.348,5.87,0.42,0.24,9.82,1.75
Erasmo Ramirez,$6.7K,R,SEA,SP,@ BAL, , ,1.00%,11.500,600,-7,9.5,136,4.31,-0.06,2,0.411,,0.284,7.16,7,0.284,,0.133,6.96,93,3.94,5.08,0.18,0.312,7.00,0.42,0.26,11.5,1.72
Chris Smith,$5.5K,R,OAK,SP,@ LAA, , ,0.25%, ,0,1,9.5,128,4.39,0.23,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.43,1.71
Michael Fulmer,$7.0K,R,DET,SP,@ COL, , ,1.00%,10.760,-400,3,11.0,178,4.55,-0.64,2,0.275,,0.095,7.12,7,0.283,,0.132,7.41,50,3.78,4.34,0.14,0.281,7.35,0.42,0.22,10.76,1.54
