Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Amir Garrett,$4.3K,L,CIN,SP,@ LAD,10,14.33,2.00%,7.405,-2300,5,8.5,182,3.48,-0.05,3,0.387,,0.372,9.72,6,0.373,,0.280,7.26,9,4.60,7.97,0.32,0.378,8.08,0.37,0.31,14.81,3.44
Tyler Glasnow,$5.2K,R,PIT,SP,MIA,11,14.50,2.00%,8.320,-1700,5,10.0,-119,5.17,0.28,4,0.427,,0.277,11.31,5,0.373,,0.230,9.15,19,4.37,5.92,0.21,0.397,10.11,0.34,0.26,16.64,3.2
Sam Gaviglio,$5.0K,R,SEA,SP,TOR, , ,0.50%, ,-1800,5,8.5,111,4.09,-0.11,4,0.297,,0.296,3.86,5,0.358,,0.204,6.94,5,4.08,6.20,0.26,0.331,5.57,0.39,0.26,15.06,3.01
Jordan Zimmermann,$4.2K,R,DET,SP,@ BOS, , ,0.50%, ,-3400,18,10.5,124,4.9,0.48,5,0.353,,0.205,5.94,4,0.379,,0.220,5.94,30,4.65,5.88,0.18,0.365,5.94,0.33,0.29,12.6,3
Mike Montgomery,$5.3K,L,CHC,SP,COL, , , , ,-200,-7,8.5,-140,4.59,4.59,2,0.259,,0.091,8.34,7,0.320,,0.117,9.00,71,3.63,4.31,0.13,0.306,8.85,0.48,0.16,15.6,2.94
Andrew Triggs,$5.7K,R,OAK,SP,@ TBR,16,16.33,7.00%,2.336,-1300,5,9.0,123,4.21,0.23,4,0.279,,0.147,9.38,5,0.313,,0.128,8.09,35,3.58,4.22,0.15,0.298,8.66,0.38,0.21,16.35,2.87
Dylan Bundy,$6.6K,R,BAL,SP,@ NYY, , ,2.00%,9.015,-1500,7,9.5,146,4.21,-0.13,4,0.351,,0.187,6.27,5,0.322,,0.177,9.00,48,4.23,5.37,0.17,0.335,7.79,0.31,0.31,18.03,2.73
Miguel Gonzalez,$4.8K,R,CHW,SP,@ CLE, , ,4.00%,3.192,-1800,3,8.5,250,3.02,0.03,7,0.357,,0.206,7.03,2,0.313,,0.132,5.96,35,4.45,4.82,0.11,0.347,6.79,0.35,0.30,12.77,2.66
Andrew Cashner,$4.5K,R,TEX,SP,@ WAS, , ,0.50%, ,-2000,1,9.0,158,3.89,0.02,4,0.345,,0.187,7.02,5,0.342,,0.158,6.80,35,4.83,5.60,0.14,0.343,6.90,0.35,0.26,11.85,2.63
Michael Wacha,$7.3K,R,STL,SP,PHI,5,7.00,21.00%,0.910,0,-6,9.0,-182,5.23,0.42,4,0.337,,0.168,7.74,5,0.349,,0.161,8.58,37,3.90,4.64,0.15,0.344,8.21,0.39,0.25,19.11,2.62
Vance Worley,$4.0K,R,MIA,SP,@ PIT, , ,0.50%, ,-1600,1,10.0,109,4.83,0.22,3,0.357,,0.200,6.61,6,0.310,,0.157,5.58,39,4.67,5.52,0.15,0.326,5.92,0.42,0.27,10.38,2.6
Alex Cobb,$7.2K,R,TBR,SP,OAK,14,16.00,9.00%,2.058,-700,1,9.0,-133,4.79,0.27,5,0.372,,0.130,5.86,4,0.345,,0.177,6.97,18,4.31,5.59,0.21,0.360,6.35,0.38,0.23,18.52,2.57
Jhoulys Chacin,$6.4K,R,SDP,SP,KCR,8,13.67,7.50%,2.179,-600,1,8.0,-113,4.08,0.03,4,0.342,,0.164,5.14,5,0.307,,0.104,10.14,46,3.98,4.77,0.17,0.323,7.92,0.40,0.21,16.34,2.55
Julio Teheran,$7.1K,R,ATL,SP,NYM, , ,5.00%,3.552,-1100,5,9.5,110,4.58,-0.23,5,0.377,,0.268,6.26,4,0.266,,0.120,9.53,42,3.89,4.91,0.15,0.328,7.71,0.33,0.31,17.76,2.5
Matt Harvey,$6.5K,R,NYM,SP,@ ATL, , ,5.00%,3.200,-1700,10,9.5,-120,4.92,0.23,4,0.368,,0.216,7.94,5,0.329,,0.148,7.39,28,4.28,5.22,0.16,0.346,7.63,0.36,0.26,16,2.46
Joseph Biagini,$6.0K,R,TOR,SP,@ SEA,9,13.83,2.00%,7.215,-700,-2,8.5,-121,4.41,0.11,4,0.312,,0.115,10.35,5,0.273,,0.100,6.95,83,3.39,3.54,0.09,0.290,8.46,0.44,0.19,14.43,2.41
Tanner Roark,$8.2K,R,WAS,SP,TEX,13,15.83,5.00%,3.864,-400,0,9.0,-168,5.11,-0.02,5,0.307,,0.118,7.34,4,0.286,,0.095,8.34,47,3.92,4.54,0.14,0.298,7.78,0.41,0.22,19.32,2.36
Matt Moore,$6.9K,L,SFG,SP,MIN,6,9.50,4.00%,4.063,-600,-1,8.0,-125,4.19,0.14,3,0.348,,0.189,8.29,6,0.306,,0.153,8.26,46,4.14,5.03,0.15,0.320,8.27,0.31,0.31,16.25,2.36
Eric Skoglund,$6.7K,L,KCR,SP,@ SDP,3,4.83,15.00%,1.003,200,-13,8.0,103,3.92,-0.03,1,0.230,,0.000,13.50,8,0.237,,0.091,7.50,2,4.41,3.17,0.00,0.236,8.17,0.26,0.35,15.04,2.24
Corey Kluber,$12.6K,R,CLE,SP,CHW,1,1.17,40.00%,0.690,2100,0,8.5,-275,5.48,0.47,3,0.300,,0.124,10.06,6,0.276,,0.153,10.83,43,3.11,3.93,0.15,0.284,10.57,0.36,0.26,27.59,2.19
Rich Hill,$8.1K,L,LAD,SP,CIN,7,13.50,13.00%,1.359,200,-4,8.5,-195,5.02,0.05,3,0.280,,0.060,8.01,6,0.272,,0.092,12.74,27,3.20,3.61,0.11,0.275,11.16,0.36,0.23,17.67,2.18
Jeremy Hellickson,$5.8K,R,PHI,SP,@ STL, , ,1.00%,12.560,-1400,5,9.0,172,3.77,0.08,3,0.315,,0.175,6.00,6,0.309,,0.199,7.25,44,4.14,5.19,0.18,0.311,6.83,0.37,0.25,12.56,2.17
Brian Johnson,$6.5K,L,BOS,SP,DET, , ,2.00%,6.930,500,-13,10.5,-134,5.6,0.02,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.86,2.13
Jordan Montgomery,$7.6K,L,NYY,SP,BAL,4,6.50,17.50%,0.887,900,-15,9.5,-156,5.29,0.63,1,0.275,,0.226,7.27,8,0.290,,0.081,9.15,10,4.06,4.32,0.09,0.288,8.94,0.30,0.33,15.52,2.04
Randall Delgado,$5.4K,R,ARI,SP,MIL,14,16.00,1.00%,10.790,-1200,-1,10.0,-143,5.43,0.34,4,0.355,,0.172,7.68,5,0.306,,0.138,9.00,93,4.00,4.62,0.14,0.328,8.41,0.35,0.25,10.79,2
Ervin Santana,$11.0K,R,MIN,SP,@ SFG,12,15.50,7.00%,3.074,1800,0,8.0,115,3.81,-0.14,4,0.272,,0.112,6.46,5,0.297,,0.153,8.09,42,4.16,4.79,0.14,0.286,7.37,0.35,0.28,21.52,1.96
Matt Shoemaker,$7.0K,R,LAA,SP,@ HOU,16,16.33,3.00%,4.430,-1400,7,8.5,153,3.71,0.13,5,0.305,,0.165,8.18,4,0.325,,0.167,9.50,38,3.63,4.61,0.15,0.314,8.77,0.32,0.30,13.29,1.9
Brad Peacock,$7.9K,R,HOU,SP,LAA,2,3.17,19.00%,0.785,900,-11,8.5,-163,4.79,-0.13,4,0.281,,0.141,12.11,5,0.253,,0.149,10.80,24,3.41,4.31,0.14,0.265,11.38,0.33,0.33,14.91,1.89
German Marquez,$7.5K,R,COL,SP,@ CHC, , , , ,-200,-3,8.5,130,3.91,3.91,7,0.352,,0.179,9.26,2,0.361,,0.235,7.75,14,3.82,4.64,0.13,0.354,8.92,0.37,0.28,14,1.87
Zach Davies,$6.2K,R,MIL,SP,@ ARI, , ,4.00%,2.855,-1400,7,10.0,133,4.57,0.16,4,0.363,,0.206,6.89,5,0.327,,0.151,8.06,40,3.88,4.91,0.19,0.343,7.54,0.38,0.23,11.42,1.84
