Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Danny Duffy,$8.8K,L,KCR,SP,CHW, , ,10.00%,2.348,-100,1,7.5,103,3.68,-0.39,0,0.232,,0.069,10.95,9,0.313,,0.169,9.70,45,3.47,4.50,0.15,0.313,9.70,0.29,0.34,23.48,2.67
Scott Feldman,$6.6K,R,CIN,SP,PIT, , ,0.50%, ,0,-2,8.5,-145,4.64,0.26,3,0.380,,0.183,7.46,6,0.315,,0.176,7.34,45,4.11,4.93,0.15,0.337,7.38,0.40,0.26,17.04,2.58
Carlos Martinez,$8.9K,R,STL,SP,MIL, , ,30.00%,0.755,-200,1,7.5,-187,4.38,-0.18,4,0.338,,0.153,8.23,5,0.252,,0.070,9.59,34,3.52,4.22,0.14,0.290,8.99,0.46,0.20,22.64,2.54
Trevor Cahill,$5.0K,R,SDP,SP,COL, , ,17.50%,0.715,-1900,5,7.5,-104,3.7,0.01,4,0.287,,0.086,8.46,5,0.280,,0.106,10.91,51,3.58,4.71,0.21,0.283,9.82,0.49,0.18,12.52,2.5
Tyler Glasnow,$6.2K,R,PIT,SP,@ CIN, , ,3.00%,5.100,100,-4,8.5,135,3.86,-0.26,3,0.356,,0.107,11.48,6,0.408,,0.256,10.13,12,4.45,5.21,0.15,0.391,10.58,0.34,0.20,15.3,2.47
Matt Harvey,$7.7K,R,NYM,SP,@ ATL, , ,1.00%,18.550,-900,5,8.5,-107,4.3,0.22,3,0.351,,0.175,7.88,6,0.326,,0.156,6.87,22,4.10,4.70,0.14,0.334,7.21,0.36,0.26,18.55,2.41
James Paxton,$9.2K,L,SEA,SP,LAA, , ,15.00%,1.426,-100,1,7.0,-136,3.75,-0.09,1,0.287,,0.098,7.54,8,0.303,,0.129,9.74,25,3.19,3.15,0.08,0.301,9.50,0.34,0.24,21.39,2.33
Tyler Chatwood,$6.9K,R,COL,SP,@ SDP, , ,0.50%, ,-700,3,7.5,-106,3.8,-0.01,4,0.316,,0.137,7.84,5,0.331,,0.156,6.30,32,4.27,5.33,0.20,0.324,6.98,0.44,0.19,15.85,2.3
Michael Fiers,$6.5K,R,HOU,SP,TEX, , ,5.00%,2.926,-400,1,8.5,-139,4.58,-0.02,4,0.336,,0.157,6.68,5,0.374,,0.245,7.92,36,3.96,5.57,0.20,0.357,7.37,0.37,0.29,14.63,2.25
Jon Lester,$10.6K,L,CHC,SP,PHI, , ,12.50%,1.899,200,1,7.5,-215,4.54,4.54,2,0.230,,0.093,9.30,7,0.286,,0.136,8.67,41,3.33,4.07,0.16,0.274,8.81,0.39,0.23,23.74,2.24
Ervin Santana,$8.6K,R,MIN,SP,OAK, , ,5.00%,3.782,-600,4,8.0,-122,4.16,-0.16,4,0.280,,0.109,6.79,5,0.292,,0.136,8.38,35,4.00,4.40,0.12,0.287,7.67,0.35,0.27,18.91,2.2
Chris Sale,$12.5K,L,BOS,SP,BAL, , ,37.50%,0.727,800,0,9.0,-221,5.49,-0.08,1,0.248,,0.134,10.85,8,0.279,,0.141,9.99,37,2.91,3.79,0.14,0.276,10.09,0.33,0.29,27.28,2.18
Tanner Roark,$8.0K,R,WAS,SP,ARI, , ,1.00%,17.360,-300,0,8.5,-142,4.61,0.07,2,0.303,,0.105,6.94,7,0.286,,0.099,8.09,40,3.97,4.54,0.13,0.290,7.83,0.41,0.21,17.36,2.17
Taijuan Walker,$7.8K,R,ARI,SP,@ WAS, , ,1.00%,16.860,400,-5,8.5,132,3.89,-0.07,3,0.298,,0.243,10.13,6,0.343,,0.179,7.84,29,3.69,5.39,0.22,0.328,8.60,0.33,0.28,16.86,2.16
Masahiro Tanaka,$9.8K,R,NYY,SP,TOR, , ,12.50%,1.688,1000,-4,9.0,-186,5.25,0.26,4,0.293,,0.182,7.80,5,0.293,,0.125,7.78,36,3.55,4.27,0.16,0.293,7.79,0.40,0.23,21.1,2.15
Edinson Volquez,$7.2K,R,MIA,SP,TBR, , ,4.00%,3.790,700,-7,8.0,-120,4.14,0.21,4,0.389,,0.178,7.09,5,0.344,,0.146,7.20,39,4.40,5.30,0.17,0.364,7.15,0.41,0.22,15.16,2.11
Wily Peralta,$6.1K,R,MIL,SP,@ STL, , ,0.50%, ,-1700,10,7.5,176,3.12,-0.32,3,0.394,,0.239,6.29,6,0.359,,0.184,8.22,28,4.21,5.72,0.23,0.371,7.58,0.40,0.22,12.64,2.07
Matt Shoemaker,$8.4K,R,LAA,SP,@ SEA, , ,5.00%,3.438,600,-5,7.0,126,3.25,0.09,4,0.297,,0.156,8.05,5,0.324,,0.155,9.61,31,3.53,4.43,0.15,0.312,8.92,0.34,0.28,17.19,2.05
Alec Asher,$4.5K,R,BAL,SP,@ BOS, , ,0.25%, ,-1800,2,9.0,204,3.51,0.08,5,0.284,,0.120,4.26,4,0.239,,0.017,5.75,9,4.46,4.06,0.04,0.264,4.92,0.34,0.22,9.04,2.01
Jose Quintana,$9.1K,L,CHW,SP,@ KCR, , ,1.00%,18.180,400,-3,7.5,-113,3.82,-0.11,1,0.295,,0.130,8.28,8,0.316,,0.187,8.82,37,3.74,4.41,0.14,0.314,8.76,0.33,0.28,18.18,2
Corey Kluber,$11.6K,R,CLE,SP,@ DET, , ,12.50%,1.826,1300,-1,7.5,-128,3.95,-0.26,5,0.302,,0.128,9.95,4,0.275,,0.152,10.62,41,3.16,3.97,0.15,0.290,10.25,0.36,0.26,22.83,1.97
Matt Moore,$8.2K,L,SFG,SP,@ LAD, , ,1.00%,16.080,300,-3,7.5,160,3.23,0.13,3,0.309,,0.148,8.77,6,0.306,,0.156,8.31,39,4.02,4.93,0.15,0.307,8.46,0.32,0.30,16.08,1.96
R.A. Dickey,$6.8K,R,ATL,SP,NYM, , ,1.00%,13.200,-600,2,8.5,-103,4.2,0.28,5,0.371,,0.216,6.17,4,0.346,,0.206,7.11,35,4.45,5.76,0.20,0.360,6.59,0.39,0.26,13.2,1.94
Alex Wood,$7.9K,L,LAD,SP,SFG, , ,10.00%,1.511,300,-4,7.5,-170,4.27,0.37,3,0.300,,0.094,9.28,6,0.296,,0.109,9.33,19,3.38,3.86,0.13,0.297,9.31,0.42,0.19,15.11,1.91
Justin Verlander,$10.4K,R,DET,SP,CLE, , ,5.00%,3.830,800,0,7.5,118,3.55,-0.24,7,0.263,,0.167,11.02,2,0.285,,0.147,9.15,40,3.26,4.22,0.15,0.268,10.60,0.28,0.33,19.15,1.84
Alex Cobb,$7.1K,R,TBR,SP,@ MIA, , ,0.50%, ,0,-2,8.0,110,3.86,0.29,3,0.400,,0.169,6.46,6,0.321,,0.128,7.36,11,4.22,6.01,0.28,0.347,7.06,0.39,0.21,12.4,1.75
Sonny Gray,$7.6K,R,OAK,SP,@ MIN, , ,3.00%,4.337,-400,3,8.0,112,3.84,0.16,6,0.347,,0.148,6.51,3,0.383,,0.244,7.13,21,3.99,5.37,0.24,0.359,6.72,0.46,0.18,13.01,1.71
Jeremy Hellickson,$7.4K,R,PHI,SP,@ CHC, , ,0.50%, ,-1000,6,7.5,199,2.96,2.96,5,0.297,,0.152,6.30,4,0.292,,0.172,7.63,37,3.89,4.64,0.16,0.295,6.89,0.38,0.25,12.41,1.68
Mat Latos,$5.8K,R,TOR,SP,@ NYY, , ,0.50%, ,-400,-1,9.0,175,3.75,0.24,4,0.385,,0.248,3.91,5,0.353,,0.144,6.34,19,5.24,6.08,0.15,0.367,5.26,0.35,0.29,8.61,1.48
Alexander Claudio,$4.3K,L,TEX,RP,@ HOU, , , , ,-1200,-29,8.5,129,3.92,0.02,0,0.210,,0.082,8.38,9,0.327,,0.082,3.56,39,3.76,3.72,0.08,0.327,3.56,0.47,0.13,6.3,1.47
