Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jeff Samardzija,$4.4K,R,SFG,SP,STL, , ,0.00%, ,-1300,-1,8.5,115,4.02,-0.04,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.17,2.99,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.417,,0.268,3.50,6,0.302,,0.114,3.50,8,5.23,6.24,0.19,0.340,3.50,0.00,0.00,3,0.335,,0.228,5.00,6,0.301,,0.150,3.90,39,3.31,4.01,0.20,0.312,4.30,0.00,0.00
Steven Matz,$6.1K,L,NYM,SP,TBR,13,12.5,0.00%, ,-1300,5,7.0,111,3.35,0.03,2,0.000,,0.000,1.80,7,0.219,,0.055,8.80,1,3.38,3.90,0.00,0.170,7.30,0.00,0.00,17.26,2.83,2,0.364,,0.334,2.20,7,0.207,,0.053,7.40,2,3.22,3.08,0.25,0.242,6.30,0.00,0.00,2,0.305,,0.107,1.50,7,0.307,,0.185,6.70,5,3.91,4.13,0.21,0.307,5.60,0.00,0.00,2,0.291,,0.100,1.60,7,0.311,,0.166,6.80,12,4.19,4.44,0.20,0.307,5.60,0.00,0.00,2,0.310,,0.089,1.40,7,0.345,,0.212,6.30,28,4.18,4.48,0.24,0.337,5.20,0.00,0.00
Deck McGuire,$4.0K,R,LAA,SP,LAD, , ,10.00%,1.076,-1500,1,10.0,133,4.54,0.61,4,0.469,,0.200,0.00,5,0.566,,0.667,11.60,1,3.81,5.23,0.67,0.523,6.50,0.00,0.00,10.76,2.69,4,0.347,,0.307,0.00,5,0.508,,0.650,5.60,3,4.99,5.92,0.46,0.436,3.10,0.00,0.00,4,0.347,,0.307,0.00,5,0.508,,0.650,5.60,3,4.99,5.92,0.46,0.436,3.10,0.00,0.00,4,0.240,,0.166,1.10,5,0.554,,0.622,5.60,7,4.94,5.73,0.39,0.414,3.60,0.00,0.00,4,0.229,,0.121,2.60,5,0.438,,0.420,5.90,12,4.43,5.56,0.22,0.345,4.40,0.00,0.00
Jake Arrieta,$6.3K,R,PHI,SP,@ PIT, , ,0.00%, ,-900,2,8.0,115,3.79,-0.03,4,0.348,,0.000,0.00,5,0.160,,0.000,3.60,1,6.89,4.27,0.00,0.244,2.00,0.00,0.00,16.82,2.67,4,0.537,,0.428,0.00,5,0.246,,0.074,6.30,2,4.96,4.44,0.33,0.375,3.50,0.00,0.00,4,0.413,,0.264,1.50,5,0.335,,0.204,4.80,5,5.00,5.00,0.33,0.370,3.30,0.00,0.00,4,0.323,,0.121,2.70,5,0.286,,0.123,3.90,14,4.76,4.30,0.17,0.302,3.40,0.00,0.00,4,0.348,,0.199,4.20,5,0.274,,0.132,4.90,44,3.85,4.04,0.20,0.307,4.60,0.00,0.00
Wei-Yin Chen,$4.1K,L,MIA,SP,@ WAS, , ,15.00%,0.713,-2000,3,7.5,267,2.61,0.25,2,0.000,,0.000,3.00,7,0.167,,0.059,4.50,1,3.04,2.42,0.00,0.130,4.20,0.00,0.00,10.69,2.61,2,0.000,,0.000,4.50,7,0.256,,0.065,3.00,2,3.22,2.94,0.00,0.199,3.30,0.00,0.00,2,0.118,,0.062,2.40,7,0.356,,0.145,4.50,5,3.86,4.52,0.13,0.303,4.00,0.00,0.00,2,0.235,,0.176,2.70,7,0.375,,0.217,4.20,13,4.31,5.33,0.19,0.344,3.90,0.00,0.00,2,0.233,,0.136,2.20,7,0.346,,0.203,4.70,22,4.12,5.13,0.17,0.321,4.10,0.00,0.00
Anibal Sanchez,$5.9K,R,ATL,SP,@ MIL, , ,0.00%, ,-900, ,9.5,-106,4.67,4.67,4,0.131,,0.000,1.50,5,0.473,,0.307,4.50,1,4.59,5.50,0.17,0.321,3.20,0.00,0.00,14.69,2.49,4,0.210,,0.045,4.40,5,0.413,,0.286,3.50,2,3.98,5.25,0.08,0.323,3.90,0.00,0.00,4,0.304,,0.181,4.30,5,0.275,,0.153,4.60,5,3.50,4.67,0.11,0.288,4.50,0.00,0.00,4,0.308,,0.225,4.00,5,0.285,,0.187,4.00,7,3.73,4.74,0.17,0.295,4.00,0.00,0.00,4,0.339,,0.206,5.00,5,0.369,,0.225,4.80,36,3.48,4.38,0.26,0.356,4.90,0.00,0.00
Jameson Taillon,$6.6K,R,PIT,SP,PHI,5,5.5,0.00%, ,-1000,4,8.0,-130,4.21,0.03,4,0.365,,0.033,4.30,5,0.442,,0.363,4.30,1,5.17,4.14,1.00,0.408,4.30,0.00,0.00,16.05,2.43,4,0.301,,0.059,5.30,5,0.357,,0.238,2.60,2,4.60,4.62,0.17,0.332,3.80,0.00,0.00,4,0.258,,0.093,3.60,5,0.402,,0.245,4.50,4,4.15,4.22,0.20,0.338,4.10,0.00,0.00,4,0.378,,0.201,3.40,5,0.280,,0.139,5.60,13,3.87,4.09,0.20,0.324,4.60,0.00,0.00,4,0.346,,0.156,3.30,5,0.306,,0.153,5.80,39,3.73,3.89,0.17,0.324,4.70,0.00,0.00
Tyler Chatwood,$5.4K,R,CHC,SP,CIN, , ,0.00%, ,-1200,1,9.0,-146,4.9,4.9,6,0.441,,0.243,5.40,3,0.229,,0.000,5.40,1,3.04,4.70,0.33,0.370,5.40,0.00,0.00,12.6,2.33,6,0.441,,0.243,5.40,3,0.229,,0.000,5.40,1,3.04,4.70,0.33,0.370,5.40,0.00,0.00,6,0.467,,0.237,4.50,3,0.125,,0.001,5.40,2,3.87,3.52,0.33,0.353,4.80,0.00,0.00,6,0.384,,0.140,4.00,3,0.258,,0.020,5.40,11,5.15,5.51,0.13,0.342,4.40,0.00,0.00,6,0.367,,0.176,4.10,3,0.305,,0.157,4.00,44,4.83,4.62,0.26,0.346,4.10,0.00,0.00
Carlos Martinez,$8.1K,R,STL,SP,@ SFG,8,9.75,0.00%, ,-300,3,8.5,-130,4.48,0.54,4,0.310,,0.167,4.50,5,0.302,,0.000,6.00,1,3.41,3.00,0.00,0.306,5.30,0.00,0.00,17.87,2.21,4,0.303,,0.065,5.20,5,0.208,,0.000,6.00,2,2.41,3.50,0.00,0.250,5.70,0.00,0.00,4,0.351,,0.083,4.50,5,0.397,,0.210,6.00,5,4.26,5.37,0.12,0.377,5.30,0.00,0.00,4,0.301,,0.048,4.50,5,0.322,,0.132,4.70,11,4.22,4.80,0.07,0.313,4.60,0.00,0.00,4,0.325,,0.145,4.40,5,0.277,,0.135,5.40,44,3.67,3.95,0.21,0.298,5.00,0.00,0.00
Corey Kluber,$11.8K,R,CLE,SP,OAK,2,4,0.00%, ,400,3,9.0,-227,5.54,0.12,3,0.215,,0.072,6.00,6,0.426,,0.272,1.50,1,3.25,2.98,0.33,0.356,3.00,0.00,0.00,26,2.2,3,0.401,,0.235,5.00,6,0.459,,0.333,3.80,2,3.52,3.81,0.43,0.440,4.20,0.00,0.00,3,0.289,,0.204,6.10,6,0.279,,0.205,4.00,4,3.04,3.48,0.30,0.282,4.70,0.00,0.00,3,0.256,,0.153,4.80,6,0.275,,0.158,4.50,14,2.86,3.06,0.27,0.269,4.60,0.00,0.00,3,0.259,,0.143,5.40,6,0.244,,0.141,6.40,44,2.25,2.67,0.26,0.249,6.10,0.00,0.00
