Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Adalberto Mejia,$6.8K,L,MIN,SP,BAL,11,12.80, , ,-300,-3,11.0,-110,5.57,-0.31,0,0.422,,0.245,7.84,9,0.352,,0.193,7.71,13,4.61,6.00,0.20,0.352,7.71,0.37,0.26,15.74,2.31
Andrew Moore,$6.3K,R,SEA,SP,OAK,9,12.60,12.50%,1.131,-1000,5,10.0,-165,5.65,0.28,5,0.364,,0.429,4.91,4,0.263,,0.171,3.86,2,4.12,5.37,0.20,0.319,4.44,0.34,0.32,14.14,2.24
Alex Cobb,$7.1K,R,TBR,SP,BOS, , , , ,-900,6,9.0,105,4.39,-0.17,4,0.324,,0.114,6.39,5,0.337,,0.169,6.49,23,4.32,5.23,0.17,0.331,6.45,0.37,0.24,15.56,2.19
Tyson Ross,$7.2K,R,TEX,SP,LAA,13,13.60,5.00%,3.092,0,-6,10.5,-142,5.69,-0.3,4,0.298,,0.103,7.45,5,0.329,,0.146,8.44,5,4.65,5.11,0.10,0.315,8.00,0.33,0.28,15.46,2.15
Stephen Strasburg,$12.5K,R,WAS,SP,ATL,3,4.20, , ,1700,0,8.5,-237,5.28,0.2,5,0.280,,0.157,11.75,4,0.290,,0.139,10.95,41,2.85,3.61,0.14,0.284,11.39,0.34,0.28,26.66,2.13
Wade Miley,$5.7K,L,BAL,SP,@ MIN, , , , ,-1200,3,11.0,100,5.43,0.31,2,0.295,,0.124,8.06,7,0.361,,0.179,7.89,47,4.08,5.38,0.21,0.346,7.93,0.38,0.23,11.97,2.1
Jhoulys Chacin,$7.7K,R,SDP,SP,@ PHI,9,12.60, , ,-200,0,8.0,139,3.6,-0.07,6,0.342,,0.168,5.56,3,0.301,,0.107,9.71,51,3.93,4.80,0.18,0.328,6.94,0.41,0.20,16.13,2.09
Ian Kennedy,$7.3K,R,KCR,SP,@ LAD, , ,5.00%,3.022,0,-5,9.0,170,3.79, ,5,0.308,,0.182,8.89,4,0.315,,0.183,9.19,48,4.18,5.58,0.18,0.311,9.02,0.28,0.35,15.11,2.07
Marcus Stroman,$8.2K,R,TOR,SP,HOU,13,13.60, , ,400,-7,9.0,-131,4.77,0.02,4,0.296,,0.117,7.92,5,0.327,,0.166,7.92,50,3.37,4.56,0.20,0.313,7.92,0.50,0.18,16.91,2.06
Luis Severino,$11.5K,R,NYY,SP,MIL,4,6.40, , ,2200,-1,9.5,-197,5.62,-0.1,4,0.303,,0.147,9.16,5,0.317,,0.159,10.76,38,3.30,4.38,0.19,0.311,10.05,0.37,0.24,23.46,2.04
Chris Smith,$4.3K,R,OAK,SP,@ SEA, , ,0.50%, ,-1200,0,10.0,155,4.35,0.22,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,8.67,2.02
Aaron Nola,$9.9K,R,PHI,SP,SDP,1,1.60, , ,1000,-2,8.0,-149,4.4,0.07,3,0.307,,0.131,8.60,6,0.296,,0.116,10.65,32,3.06,3.89,0.16,0.300,9.97,0.45,0.21,19.81,2
Luis Castillo,$5.9K,R,CIN,SP,@ ARI, , ,17.50%,0.668,-1000,2,9.5,117,4.5,0.4,5,0.443,,0.462,13.50,4,0.422,,0.212,12.27,3,3.45,7.00,0.42,0.434,12.95,0.38,0.29,11.69,1.98
Brent Suter,$5.0K,L,MIL,SP,@ NYY, , , , ,-1500,0,9.5,183,3.88,0.1,3,0.370,,0.148,5.84,6,0.320,,0.119,10.08,17,3.84,4.41,0.16,0.337,8.67,0.37,0.19,9.78,1.96
Michael Fiers,$7.5K,R,HOU,SP,@ TOR, , , , ,-400,2,9.0,121,4.23,-0.52,3,0.329,,0.156,7.07,6,0.370,,0.242,8.27,48,3.90,5.47,0.20,0.356,7.87,0.38,0.28,14.48,1.93
Michael Clevinger,$7.8K,R,CLE,SP,DET,7,8.00,25.00%,0.566,200,-6,9.5,-146,5.19,-0.07,2,0.326,,0.193,11.05,7,0.341,,0.201,10.03,30,4.15,5.21,0.18,0.338,10.26,0.33,0.29,14.16,1.82
Jeff Hoffman,$7.9K,R,COL,SP,CHW, , ,10.00%,0.884,1300,-18,10.5,-138,5.65,-0.3,3,0.300,,0.171,6.55,6,0.358,,0.205,9.73,17,4.16,5.17,0.15,0.339,8.67,0.34,0.31,8.84,1.12
Jose Quintana,$8.1K,L,CHW,SP,@ COL, , ,2.00%,4.265,1400,-17,10.5,128,4.85,-0.2,4,0.284,,0.125,8.31,5,0.322,,0.179,9.05,49,3.69,4.40,0.15,0.305,8.72,0.35,0.27,8.53,1.05
Chris O'Grady,$NaN,L,MIA,SP,@ SFG, , , , , , ,8.0,140,3.6,-0.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7.66,0
