Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Paul Blackburn,$5.6K,R,OAK,SP,SFG,7,10.14,2.00%,7.870,-1300,3,9.5,-138,5.11,-0.04,5,0.252,,0.075,2.53,4,0.327,,0.192,4.26,5,4.76,5.44,0.18,0.285,3.30,0.48,0.17,15.74,2.81
Matt Cain,$5.1K,R,SFG,SP,@ OAK, , ,1.00%,12.670,-800,0,9.5,128,4.39,0.04,5,0.351,,0.163,7.59,4,0.372,,0.201,6.16,41,4.67,5.87,0.19,0.360,6.95,0.33,0.25,12.67,2.48
Nicholas Pivetta,$6.4K,R,PHI,SP,ATL, , , , ,-600,1,8.5,-105,4.2,-0.36,6,0.299,,0.090,10.73,3,0.434,,0.363,9.57,14,3.93,6.00,0.23,0.344,10.34,0.31,0.33,15.67,2.45
Marco Estrada,$6.5K,R,TOR,SP,@ CHW,5,5.57,27.50%,0.551,-400,-1,10.5,-177,6.05,0.21,2,0.278,,0.163,9.03,7,0.330,,0.194,9.25,53,4.02,4.91,0.16,0.318,9.20,0.29,0.32,15.15,2.33
Danny Duffy,$8.9K,L,KCR,SP,@ BAL,3,3.00,20.00%,0.985,600,-1,9.5,-107,4.81,-0.54,1,0.214,,0.051,9.94,8,0.323,,0.167,9.44,56,3.57,4.37,0.13,0.311,9.50,0.30,0.33,19.69,2.21
Ubaldo Jimenez,$5.8K,R,BAL,SP,KCR, , ,3.00%,4.223,-800,-1,9.5,-103,4.69,0.04,5,0.434,,0.347,10.69,4,0.329,,0.138,7.37,51,4.35,5.81,0.22,0.387,9.21,0.41,0.24,12.67,2.18
Luis Severino,$11.9K,R,NYY,SP,DET,1,1.00,40.00%,0.639,1800,0,8.0,-207,4.8,-0.08,2,0.296,,0.135,9.37,7,0.308,,0.150,10.51,42,3.26,4.17,0.17,0.305,10.26,0.36,0.24,25.57,2.15
Cole Hamels,$8.4K,L,TEX,SP,SEA,9,10.29,5.00%,3.578,-200,2,10.5,-111,5.33,-0.19,4,0.267,,0.103,7.38,5,0.331,,0.166,9.27,44,3.88,5.01,0.19,0.303,8.43,0.41,0.23,17.89,2.13
Michael Foltynewicz,$9.2K,R,ATL,SP,@ PHI, , , , ,900,-2,8.5,-105,4.3,-0.14,5,0.384,,0.228,8.06,4,0.318,,0.155,8.43,42,3.93,5.08,0.17,0.355,8.22,0.31,0.29,19.38,2.11
Michael Clevinger,$7.8K,R,CLE,SP,@ BOS,6,7.57,17.50%,0.931,0,0,10.0,-125,5.24,-0.32,4,0.335,,0.219,10.80,5,0.330,,0.181,9.89,33,4.07,5.10,0.18,0.332,10.29,0.33,0.28,16.3,2.09
Felix Hernandez,$8.5K,R,SEA,SP,@ TEX,9,10.29,4.00%,4.340,200,0,10.5,101,5.17,0.19,4,0.299,,0.137,6.93,5,0.315,,0.176,8.64,36,4.01,5.34,0.19,0.308,7.88,0.41,0.25,17.36,2.04
Charlie Morton,$10.6K,R,HOU,SP,TBR,2,2.71,42.50%,0.501,1800,0,9.0,-144,4.9,-0.11,5,0.264,,0.135,12.79,4,0.362,,0.193,9.40,18,3.28,4.46,0.18,0.308,11.28,0.43,0.23,21.31,2.01
Gio Gonzalez,$11.2K,L,WAS,SP,@ MIA,4,4.29,10.00%,2.163,2500,-2,9.0,-124,4.7,-0.11,2,0.260,,0.073,7.73,7,0.318,,0.161,10.11,53,3.71,4.60,0.16,0.305,9.58,0.37,0.25,21.63,1.93
Michael Fulmer,$8.1K,R,DET,SP,@ NYY, , ,7.50%,2.079,-1100,6,8.0,192,3.2,-0.42,3,0.265,,0.094,7.15,6,0.284,,0.128,7.57,46,3.70,4.21,0.13,0.278,7.43,0.43,0.22,15.59,1.92
Alex Cobb,$7.3K,R,TBR,SP,@ HOU,7,10.14,15.00%,0.885,-500,1,9.0,134,4.1,0.11,3,0.316,,0.142,6.41,6,0.312,,0.153,6.04,27,4.23,5.18,0.18,0.313,6.16,0.38,0.23,13.28,1.82
Doug Fister,$4.5K,R,BOS,SP,CLE, , ,0.50%, ,-1100,0,10.0,115,4.76,-0.18,5,0.415,,0.246,5.78,4,0.278,,0.103,6.63,38,4.67,5.63,0.15,0.354,6.16,0.37,0.28,7.93,1.76
Jose Urena,$5.6K,R,MIA,SP,WAS, , ,2.00%,4.935,-600,0,9.0,114,4.3,0.11,7,0.351,,0.183,5.26,2,0.327,,0.182,7.99,48,4.60,5.70,0.16,0.346,5.87,0.36,0.27,9.87,1.76
James Shields,$5.7K,R,CHW,SP,TOR, , ,0.50%, ,-300,-2,10.5,167,4.45,-0.21,3,0.425,,0.271,6.91,6,0.380,,0.252,7.68,42,4.89,7.00,0.21,0.395,7.42,0.32,0.34,8.94,1.57
