Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Danny Duffy,$4.8K,L,KCR,SP,@ OAK, , ,0.00%, ,-1700,7,8.5,147,3.74,0.41,1,0.000,,0.000,0.00,8,0.405,,0.301,0.00,1,10.86,0.00,0.17,0.000,0.00,0.00,0.00,13.33,2.78,1,0.292,,0.000,0.80,8,0.339,,0.179,2.50,2,7.25,0.00,0.13,0.334,2.30,0.00,0.00,1,0.259,,0.050,1.10,8,0.407,,0.256,4.30,5,6.04,0.00,0.18,0.391,3.90,0.00,0.00,1,0.265,,0.096,1.60,8,0.387,,0.259,6.30,12,4.72,0.00,0.22,0.373,5.80,0.00,0.00,1,0.221,,0.084,1.70,8,0.349,,0.188,6.60,35,3.96,0.00,0.16,0.335,6.00,0.00,0.00
Chris Bassitt,$4.8K,R,OAK,SP,KCR, , ,0.00%, ,-700,-1,8.5,-162,4.76,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.41,2.59,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Jon Lester,$8.3K,L,CHC,SP,PIT, , ,0.00%, ,-100,3,8.0,-167,4.51,4.51,2,0.082,,0.000,3.90,7,0.264,,0.000,5.10,1,2.71,0.00,0.00,0.224,4.90,0.00,0.00,20.92,2.52,2,0.219,,0.211,3.50,7,0.313,,0.156,5.50,2,2.74,0.00,0.18,0.292,5.10,0.00,0.00,2,0.233,,0.129,2.00,7,0.259,,0.110,6.60,5,3.02,0.00,0.12,0.253,5.60,0.00,0.00,2,0.241,,0.091,1.80,7,0.301,,0.155,6.00,12,3.77,0.00,0.14,0.288,5.10,0.00,0.00,2,0.233,,0.106,2.80,7,0.325,,0.173,6.40,43,3.63,0.00,0.20,0.305,5.60,0.00,0.00
Alex Wood,$7.3K,L,LAD,SP,ATL, , ,22.50%,0.799,-500,6,7.5,-160,4.18,-0.45,3,0.585,,0.000,0.00,6,0.545,,0.428,9.00,1,6.65,0.00,0.25,0.558,6.00,0.00,0.00,17.98,2.46,3,0.195,,0.000,3.80,6,0.577,,0.591,7.60,2,3.40,0.00,0.57,0.450,6.30,0.00,0.00,3,0.195,,0.000,3.30,6,0.405,,0.275,5.20,4,3.42,0.00,0.29,0.335,4.60,0.00,0.00,3,0.263,,0.055,2.30,6,0.290,,0.174,6.20,12,3.34,0.00,0.16,0.281,4.90,0.00,0.00,3,0.257,,0.086,2.50,6,0.278,,0.163,6.90,38,3.32,0.00,0.21,0.271,5.40,0.00,0.00
Anibal Sanchez,$5.5K,R,ATL,SP,@ LAD, , ,35.00%,0.378,-700,1,7.5,143,3.32,-0.05,5,0.000,,0.000,3.90,4,0.260,,0.286,2.60,1,3.88,0.00,0.25,0.116,3.30,0.00,0.00,13.23,2.41,5,0.313,,0.333,3.30,4,0.307,,0.286,2.50,2,4.56,0.00,0.43,0.310,2.90,0.00,0.00,5,0.313,,0.333,3.30,4,0.307,,0.286,2.50,2,4.56,0.00,0.43,0.310,2.90,0.00,0.00,5,0.285,,0.158,4.70,4,0.294,,0.192,2.90,5,4.12,0.00,0.31,0.289,3.90,0.00,0.00,5,0.337,,0.203,5.10,4,0.382,,0.238,4.90,31,3.48,0.00,0.30,0.357,5.00,0.00,0.00
Luis Castillo,$6.8K,R,CIN,SP,STL, , ,0.00%, ,-500,6,9.0,-109,4.43,0.4,2,0.292,,0.000,2.10,7,0.394,,0.339,4.30,1,4.34,0.00,0.33,0.371,3.80,0.00,0.00,16.27,2.39,2,0.377,,0.167,2.90,7,0.237,,0.203,5.90,2,3.98,0.00,0.33,0.268,5.20,0.00,0.00,2,0.327,,0.148,4.20,7,0.284,,0.217,6.80,4,3.64,0.00,0.26,0.294,6.20,0.00,0.00,2,0.371,,0.250,4.20,7,0.306,,0.154,5.30,12,3.84,0.00,0.29,0.320,5.10,0.00,0.00,2,0.315,,0.215,4.10,7,0.293,,0.143,5.70,27,3.63,0.00,0.28,0.298,5.30,0.00,0.00
David Price,$8.8K,L,BOS,SP,CHW, , ,0.00%, ,500, ,9.5,-187,5.53,-0.01,2,0.000,,0.000,1.50,7,0.298,,0.228,9.00,1,2.32,0.00,0.25,0.232,7.30,0.00,0.00,20.13,2.29,2,0.000,,0.000,0.80,7,0.301,,0.175,8.20,2,3.89,0.00,0.13,0.234,6.50,0.00,0.00,2,0.099,,0.000,1.60,7,0.273,,0.150,12.20,4,3.07,0.00,0.17,0.234,9.90,0.00,0.00,2,0.239,,0.118,1.10,7,0.307,,0.160,9.20,11,3.69,0.00,0.15,0.292,7.40,0.00,0.00,2,0.231,,0.049,1.50,7,0.299,,0.157,8.90,24,3.50,0.00,0.14,0.284,7.30,0.00,0.00
Mike Minor,$5.0K,L,TEX,SP,HOU, , ,10.00%,1.137,-1400,4,9.5,162,4.01,-0.2,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.37,2.27,1,0.390,,0.285,0.00,8,0.377,,0.334,3.60,1,5.67,0.00,0.17,0.378,3.20,0.00,0.00,1,0.379,,0.333,0.00,8,0.396,,0.258,9.40,4,3.29,0.00,0.25,0.394,8.40,0.00,0.00,1,0.301,,0.237,1.10,8,0.371,,0.263,6.90,11,3.57,0.00,0.21,0.363,6.30,0.00,0.00,1,0.219,,0.090,3.20,8,0.331,,0.216,6.90,72,3.06,0.00,0.15,0.319,6.50,0.00,0.00
Steven Matz,$5.6K,L,NYM,SP,NYY, , ,15.00%,0.835,-700,1,8.5,145,3.74,-0.08,1,0.143,,0.000,2.60,8,0.304,,0.077,6.40,1,4.15,0.00,0.00,0.286,6.00,0.00,0.00,12.53,2.24,1,0.135,,0.000,2.70,8,0.292,,0.070,5.40,2,4.51,0.00,0.00,0.275,5.10,0.00,0.00,1,0.176,,0.000,2.20,8,0.346,,0.189,4.00,4,4.69,0.00,0.17,0.327,3.90,0.00,0.00,1,0.260,,0.079,1.50,8,0.326,,0.200,7.40,10,4.17,0.00,0.24,0.319,6.80,0.00,0.00,1,0.309,,0.081,1.40,8,0.350,,0.220,6.20,23,4.25,0.00,0.25,0.345,5.70,0.00,0.00
Dereck Rodriguez,$5.0K,R,SFG,SP,@ WAS, , ,0.00%, ,-1000, ,8.5,160,3.62,0.12,6,0.335,,0.000,3.00,3,0.220,,0.231,6.00,1,3.44,0.00,0.17,0.297,4.00,0.00,0.00,11,2.2,6,0.295,,0.100,4.00,3,0.328,,0.250,5.90,2,3.41,0.00,0.14,0.306,4.60,0.00,0.00,6,0.295,,0.100,4.00,3,0.328,,0.250,5.90,2,3.41,0.00,0.14,0.306,4.60,0.00,0.00,6,0.295,,0.100,4.00,3,0.328,,0.250,5.90,2,3.41,0.00,0.14,0.306,4.60,0.00,0.00,6,0.295,,0.100,4.00,3,0.328,,0.250,5.90,2,3.41,0.00,0.14,0.306,4.60,0.00,0.00
