Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Lance Lynn,$4.5K,R,MIN,SP,DET, , ,10.00%,1.601,-1300,1,9.0,-166,5.07,0.05,3,0.489,,0.000,3.00,6,0.319,,0.000,12.00,1,3.74,0.00,0.00,0.376,9.00,0.00,0.00,16.01,3.56,3,0.350,,0.000,3.00,6,0.426,,0.174,21.00,1,4.45,0.00,0.17,0.401,15.00,0.00,0.00,3,0.458,,0.271,2.60,6,0.391,,0.223,8.90,4,4.06,0.00,0.28,0.413,6.80,0.00,0.00,3,0.441,,0.257,3.30,6,0.359,,0.157,10.30,6,4.27,0.00,0.24,0.386,7.90,0.00,0.00,3,0.361,,0.223,3.00,6,0.283,,0.135,5.50,38,4.18,0.00,0.21,0.309,4.70,0.00,0.00
Mike Leake,$4.4K,R,SEA,SP,@ OAK, , ,4.00%,3.290,-2100,10,8.0,123,3.72,-0.13,4,0.459,,0.313,0.00,5,0.373,,0.125,3.50,1,5.31,0.00,0.25,0.411,2.00,0.00,0.00,13.16,2.99,4,0.353,,0.185,1.50,5,0.378,,0.273,4.50,2,4.25,0.00,0.29,0.367,3.10,0.00,0.00,4,0.374,,0.192,2.30,5,0.310,,0.163,4.70,4,4.21,0.00,0.30,0.338,3.60,0.00,0.00,4,0.359,,0.195,2.30,5,0.374,,0.252,3.80,9,4.45,0.00,0.21,0.367,3.10,0.00,0.00,4,0.339,,0.165,2.50,5,0.315,,0.162,3.80,40,4.34,0.00,0.20,0.326,3.20,0.00,0.00
Matt Koch,$4.8K,R,ARI,SP,@ MIL, , ,1.00%,13.610,-2100,9,9.0,127,4.15,0.2,4,0.694,,0.700,0.00,5,0.534,,0.545,0.00,1,6.78,0.00,0.50,0.605,0.00,0.00,0.00,13.61,2.84,4,0.356,,0.333,2.20,5,0.527,,0.519,4.40,1,5.75,0.00,0.32,0.451,3.40,0.00,0.00,4,0.285,,0.206,4.20,5,0.490,,0.423,1.30,4,4.89,0.00,0.30,0.399,2.60,0.00,0.00,4,0.272,,0.213,3.70,5,0.403,,0.328,2.50,6,4.50,0.00,0.27,0.345,3.00,0.00,0.00,4,0.289,,0.224,3.70,5,0.409,,0.323,2.50,7,4.60,0.00,0.27,0.356,3.00,0.00,0.00
Brock Stewart,$4.5K,R,LAD,SP,COL, , ,1.00%,12.240,-1000,-1,8.0,-145,4.34,0.26,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.24,2.72,2,0.275,,0.166,2.10,7,0.620,,0.542,4.30,1,6.10,0.00,0.36,0.543,3.80,0.00,0.00,3,0.319,,0.000,8.20,6,0.369,,0.417,12.30,2,4.47,0.00,0.17,0.352,10.90,0.00,0.00,3,0.319,,0.000,8.20,6,0.369,,0.417,12.30,2,4.47,0.00,0.17,0.352,10.90,0.00,0.00,3,0.325,,0.068,4.50,6,0.284,,0.196,4.50,16,4.35,0.00,0.17,0.298,4.50,0.00,0.00
Eric Lauer,$4.2K,L,SDP,SP,@ WAS, , ,0.25%, ,-1400,3,8.5,176,3.49,0.15,2,0.205,,0.166,2.10,7,0.426,,0.083,4.30,1,5.53,0.00,0.00,0.377,3.80,0.00,0.00,10.75,2.56,2,0.526,,0.036,0.00,7,0.226,,0.092,10.00,2,4.15,0.00,0.00,0.293,7.80,0.00,0.00,2,0.259,,0.050,2.00,7,0.467,,0.278,6.90,4,4.66,0.00,0.22,0.421,5.80,0.00,0.00,2,0.259,,0.050,2.00,7,0.467,,0.278,6.90,4,4.66,0.00,0.22,0.421,5.80,0.00,0.00,2,0.259,,0.050,2.00,7,0.467,,0.278,6.90,4,4.66,0.00,0.22,0.421,5.80,0.00,0.00
Caleb Smith,$6.4K,L,MIA,SP,@ NYM, , ,12.50%,1.285,-800,5,7.0,103,3.42,-0.44,2,0.346,,0.000,0.00,7,0.379,,0.222,12.00,1,5.19,0.00,0.00,0.372,9.30,0.00,0.00,16.06,2.51,3,0.458,,0.408,4.50,6,0.474,,0.235,0.00,1,5.95,0.00,0.25,0.469,1.50,0.00,0.00,2,0.333,,0.060,2.20,7,0.156,,0.040,8.90,4,2.65,0.00,0.00,0.195,7.40,0.00,0.00,2,0.319,,0.094,3.70,7,0.257,,0.145,10.40,8,2.82,0.00,0.15,0.271,8.90,0.00,0.00,2,0.340,,0.102,3.50,7,0.285,,0.182,9.00,17,3.22,0.00,0.18,0.297,7.80,0.00,0.00
Jason Hammel,$4.6K,R,KCR,SP,@ STL, , ,0.25%, ,-1400,2,8.5,183,3.43,-0.05,3,0.297,,0.077,3.00,6,0.496,,0.285,0.00,1,4.97,0.00,0.13,0.430,1.00,0.00,0.00,11.48,2.5,5,0.309,,0.158,3.90,4,0.147,,0.042,9.00,1,3.44,0.00,0.17,0.237,6.10,0.00,0.00,3,0.432,,0.327,2.40,6,0.362,,0.194,2.00,4,5.44,0.00,0.17,0.385,2.10,0.00,0.00,3,0.346,,0.208,3.70,6,0.327,,0.163,2.60,7,4.90,0.00,0.12,0.333,2.90,0.00,0.00,3,0.331,,0.173,3.90,6,0.328,,0.154,3.50,38,4.18,0.00,0.14,0.329,3.60,0.00,0.00
Luke Weaver,$8.5K,R,STL,SP,KCR, , ,17.50%,1.163,2100,-15,8.5,-209,5.07,0.05,5,0.394,,0.375,1.30,4,0.110,,0.000,6.40,1,3.19,0.00,0.25,0.268,3.60,0.00,0.00,20.35,2.39,5,0.497,,0.438,3.50,4,0.055,,0.001,13.80,1,3.61,0.00,0.18,0.301,8.10,0.00,0.00,5,0.350,,0.106,3.50,4,0.204,,0.078,6.20,4,4.22,0.00,0.14,0.285,4.70,0.00,0.00,5,0.337,,0.073,3.30,4,0.234,,0.094,5.90,8,3.94,0.00,0.10,0.291,4.40,0.00,0.00,5,0.290,,0.080,4.20,4,0.291,,0.140,6.50,20,3.36,0.00,0.18,0.290,5.20,0.00,0.00
Jameson Taillon,$7.3K,R,PIT,SP,@ CIN, , ,7.50%,2.277,-500,2,9.5,-117,4.87,0.09,5,0.591,,0.636,1.70,4,0.080,,0.000,6.90,1,4.84,0.00,0.22,0.364,4.00,0.00,0.00,17.08,2.34,3,0.125,,0.000,2.20,6,0.327,,0.280,3.70,2,3.85,0.00,0.40,0.260,3.20,0.00,0.00,5,0.451,,0.292,3.90,4,0.280,,0.125,6.70,3,4.02,0.00,0.21,0.375,5.10,0.00,0.00,5,0.328,,0.139,3.80,4,0.264,,0.146,5.80,7,3.82,0.00,0.21,0.300,4.70,0.00,0.00,5,0.343,,0.142,3.20,4,0.308,,0.153,5.90,31,3.79,0.00,0.17,0.327,4.40,0.00,0.00
Garrett Richards,$7.8K,R,LAA,SP,@ TOR, , ,15.00%,1.191,-700,3,8.5,-108,4.32,0.14,3,0.110,,0.000,1.30,6,0.252,,0.222,3.90,1,3.73,0.00,0.33,0.205,3.00,0.00,0.00,17.87,2.29,5,0.478,,0.445,3.70,4,0.150,,0.000,8.90,2,1.87,0.00,0.20,0.332,6.00,0.00,0.00,3,0.188,,0.054,4.60,6,0.345,,0.227,3.70,4,3.89,0.00,0.29,0.293,4.00,0.00,0.00,3,0.255,,0.132,7.10,6,0.306,,0.150,4.60,8,3.50,0.00,0.40,0.289,5.50,0.00,0.00,3,0.242,,0.127,6.30,6,0.274,,0.108,4.90,13,3.53,0.00,0.28,0.263,5.40,0.00,0.00
