Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Danny Duffy,$4.8K,L,KCR,SP,MIN, , ,25.00%,0.540,-1600,3,9.0,113,4.29,0.05,2,0.307,,0.091,2.50,7,0.112,,0.000,3.80,1,4.05,0.00,0.00,0.155,3.50,0.00,0.00,13.5,2.81,2,0.307,,0.091,1.60,7,0.343,,0.219,5.60,2,4.60,0.00,0.18,0.335,4.70,0.00,0.00,2,0.233,,0.148,2.80,7,0.465,,0.329,4.90,5,4.60,0.00,0.29,0.413,4.50,0.00,0.00,2,0.262,,0.109,1.80,7,0.396,,0.273,7.20,10,4.38,0.00,0.25,0.366,6.00,0.00,0.00,2,0.218,,0.087,1.80,7,0.349,,0.189,6.80,33,3.84,0.00,0.16,0.320,5.70,0.00,0.00
Austin Bibens-Dirkx,$4.0K,R,TEX,SP,@ SEA, , ,0.25%, ,-2200,4,8.5,144,3.76,0.04,3,0.468,,0.083,3.00,6,0.198,,0.000,5.90,1,3.75,0.00,0.00,0.288,4.90,0.00,0.00,11.1,2.78,3,0.468,,0.083,3.00,6,0.198,,0.000,5.90,1,3.75,0.00,0.00,0.288,4.90,0.00,0.00,3,0.468,,0.083,3.00,6,0.198,,0.000,5.90,1,3.75,0.00,0.00,0.288,4.90,0.00,0.00,3,0.468,,0.083,3.00,6,0.198,,0.000,5.90,1,3.75,0.00,0.00,0.288,4.90,0.00,0.00,3,0.345,,0.191,1.60,6,0.332,,0.195,4.00,24,4.71,0.00,0.22,0.336,3.20,0.00,0.00
Tyson Ross,$8.2K,R,SDP,SP,MIA, , ,25.00%,0.856,-200, ,7.0,-164,3.93,0.07,4,0.384,,0.250,7.30,5,0.112,,0.000,5.80,1,1.55,0.00,0.17,0.233,6.50,0.00,0.00,21.39,2.61,4,0.417,,0.192,3.70,5,0.071,,0.003,4.40,2,3.85,0.00,0.09,0.225,4.10,0.00,0.00,4,0.331,,0.154,4.50,5,0.222,,0.099,5.10,5,3.51,0.00,0.13,0.270,4.80,0.00,0.00,4,0.343,,0.132,3.90,5,0.206,,0.092,5.60,10,3.40,0.00,0.12,0.267,4.90,0.00,0.00,4,0.336,,0.142,3.80,5,0.302,,0.139,4.70,22,4.31,0.00,0.16,0.317,4.30,0.00,0.00
Jake Arrieta,$6.9K,R,PHI,SP,@ LAD, , ,7.50%,2.317,-1200,7,7.0,166,2.94,-0.42,2,0.371,,0.063,7.30,7,0.137,,0.111,2.90,1,3.22,0.00,0.00,0.189,3.90,0.00,0.00,17.38,2.52,2,0.343,,0.048,4.90,7,0.322,,0.118,2.90,2,4.63,0.00,0.00,0.327,3.40,0.00,0.00,2,0.347,,0.109,5.30,7,0.175,,0.046,3.50,3,4.52,0.00,0.08,0.213,3.90,0.00,0.00,2,0.284,,0.079,4.00,7,0.246,,0.097,3.40,8,4.58,0.00,0.07,0.254,3.50,0.00,0.00,2,0.339,,0.200,4.80,7,0.259,,0.120,4.90,37,3.70,0.00,0.19,0.277,4.80,0.00,0.00
Dylan Bundy,$6.9K,R,BAL,SP,WAS, , ,5.00%,3.426,-2100,14,9.0,-112,4.57,0.16,4,0.127,,0.001,7.00,5,0.152,,0.231,7.00,1,0.33,0.00,0.20,0.141,7.00,0.00,0.00,17.13,2.48,4,0.292,,0.280,5.40,5,0.210,,0.259,7.80,2,1.15,0.00,0.33,0.246,6.70,0.00,0.00,4,0.329,,0.317,4.80,5,0.390,,0.441,6.50,5,2.82,0.00,0.37,0.363,5.80,0.00,0.00,4,0.368,,0.198,5.00,5,0.297,,0.278,7.80,10,2.71,0.00,0.27,0.329,6.50,0.00,0.00,4,0.339,,0.197,3.50,5,0.293,,0.206,5.80,38,3.38,0.00,0.21,0.313,4.80,0.00,0.00
Zach Davies,$5.5K,R,MIL,SP,STL, , ,0.50%, ,-1600,6,8.5,-116,4.35,-0.07,2,0.568,,0.454,2.20,7,0.196,,0.000,2.20,1,5.67,0.00,0.00,0.279,2.20,0.00,0.00,13.65,2.48,2,0.568,,0.454,2.20,7,0.196,,0.000,2.20,1,5.67,0.00,0.00,0.279,2.20,0.00,0.00,2,0.568,,0.454,2.20,7,0.196,,0.000,2.20,1,5.67,0.00,0.00,0.279,2.20,0.00,0.00,2,0.330,,0.162,3.40,7,0.325,,0.250,3.20,7,4.44,0.00,0.19,0.326,3.30,0.00,0.00,2,0.333,,0.182,3.20,7,0.312,,0.136,2.70,40,4.60,0.00,0.19,0.317,2.80,0.00,0.00
Daniel Gossett,$4.3K,R,OAK,SP,TBR, , ,0.50%, ,-1700,1,7.5,-104,3.69,-0.25,3,0.262,,0.000,2.60,6,0.142,,0.047,3.90,1,3.75,0.00,0.00,0.182,3.40,0.00,0.00,10.17,2.37,3,0.262,,0.000,2.60,6,0.142,,0.047,3.90,1,3.75,0.00,0.00,0.182,3.40,0.00,0.00,3,0.262,,0.000,2.60,6,0.142,,0.047,3.90,1,3.75,0.00,0.00,0.182,3.40,0.00,0.00,3,0.408,,0.267,1.30,6,0.271,,0.091,3.80,3,4.44,0.00,0.06,0.317,3.00,0.00,0.00,3,0.383,,0.197,2.30,6,0.354,,0.242,4.80,20,4.29,0.00,0.27,0.364,4.00,0.00,0.00
Dan Straily,$6.3K,R,MIA,SP,@ SDP, , ,10.00%,1.440,-700,1,7.0,147,3.07,-0.07,5,0.306,,0.188,7.50,4,0.175,,0.000,0.00,1,4.37,0.00,1.00,0.248,4.20,0.00,0.00,14.4,2.29,5,0.309,,0.150,5.50,4,0.055,,0.001,2.10,2,3.92,0.00,0.20,0.196,4.00,0.00,0.00,5,0.386,,0.250,6.30,4,0.030,,0.000,3.20,3,4.47,0.00,0.27,0.228,4.90,0.00,0.00,5,0.382,,0.232,5.10,4,0.215,,0.180,3.00,4,5.04,0.00,0.31,0.308,4.20,0.00,0.00,5,0.328,,0.196,4.50,4,0.323,,0.221,4.10,36,3.75,0.00,0.23,0.326,4.30,0.00,0.00
Michael Fulmer,$6.1K,R,DET,SP,LAA, , ,0.50%, ,-1500,8,9.0,127,4.15,0.15,2,0.196,,0.000,6.90,7,0.451,,0.334,1.70,1,4.31,0.00,0.00,0.394,2.90,0.00,0.00,13.41,2.2,2,0.223,,0.000,4.00,7,0.237,,0.100,5.60,2,3.58,0.00,0.00,0.234,5.20,0.00,0.00,2,0.273,,0.134,5.60,7,0.314,,0.117,6.00,4,3.82,0.00,0.15,0.305,5.90,0.00,0.00,2,0.328,,0.205,5.00,7,0.278,,0.068,5.20,8,3.96,0.00,0.16,0.289,5.20,0.00,0.00,2,0.301,,0.132,3.60,7,0.270,,0.100,3.60,33,4.19,0.00,0.15,0.277,3.60,0.00,0.00
Steven Matz,$6.2K,L,NYM,SP,@ ATL, , ,0.50%, ,-500, ,9.0,123,4.18,-0.02,3,0.533,,0.000,0.00,6,0.214,,0.000,4.50,1,5.54,0.00,0.00,0.320,3.00,0.00,0.00,13.5,2.18,3,0.255,,0.000,1.80,6,0.379,,0.258,2.70,2,5.28,0.00,0.20,0.338,2.40,0.00,0.00,3,0.344,,0.215,1.70,6,0.325,,0.177,5.60,3,4.93,0.00,0.19,0.331,4.30,0.00,0.00,3,0.334,,0.131,1.20,6,0.331,,0.218,8.00,8,4.19,0.00,0.26,0.332,5.70,0.00,0.00,3,0.338,,0.095,1.20,6,0.353,,0.228,6.30,21,4.27,0.00,0.25,0.348,4.60,0.00,0.00
