Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jon Lester,$8.0K,L,CHC,SP,@ WAS,11,11.50, , ,-1600,4,9.5,101,4.68,-0.19,2,0.232,,0.095,10.14,7,0.291,,0.147,8.64,52,3.29,4.13,0.17,0.278,8.97,0.39,0.23,17.99,2.25
Luis Cessa,$5.3K,R,NYY,SP,@ CHW, , ,7.50%,1.571,-2100,6,10.0,-162,5.62,0.03,4,0.280,,0.160,7.96,5,0.334,,0.220,6.70,20,4.01,6.28,0.26,0.310,7.26,0.38,0.29,11.78,2.22
Chris Archer,$11.3K,R,TBR,SP,@ PIT,5,5.50,27.50%,0.905,900,0,8.0,-116,4.11,0.05,4,0.305,,0.166,11.46,5,0.300,,0.149,10.69,48,3.18,4.21,0.17,0.302,11.03,0.35,0.28,24.88,2.2
J.C. Ramirez,$5.6K,R,LAA,SP,LAD, , ,5.00%,2.464,-1600,1,7.5,225,2.8,-0.37,5,0.313,,0.187,8.02,4,0.300,,0.119,7.90,87,3.77,5.27,0.23,0.307,7.97,0.43,0.22,12.32,2.2
Andrew Cashner,$5.2K,R,TEX,SP,@ CLE, , , , ,-1000,0,9.5,235,3.48,-0.09,6,0.343,,0.183,7.11,3,0.346,,0.155,6.90,37,4.80,5.46,0.14,0.344,7.04,0.34,0.26,11.38,2.19
Lance Lynn,$6.2K,R,STL,SP,@ ARI, , , , ,-500,-3,10.0,116,4.75,0.01,6,0.397,,0.245,7.33,3,0.275,,0.189,9.60,15,4.00,6.24,0.25,0.356,8.09,0.35,0.30,13.52,2.18
Jimmy Nelson,$8.6K,R,MIL,SP,@ CIN, , ,7.50%,2.488,-100,0,10.0,100,4.94,-0.12,4,0.335,,0.162,9.00,5,0.346,,0.143,7.94,48,4.03,5.17,0.17,0.341,8.41,0.43,0.23,18.66,2.17
James Shields,$4.9K,R,CHW,SP,NYY, , ,1.00%,10.490,-2000,5,10.0,152,4.38,-0.53,5,0.410,,0.241,7.28,4,0.388,,0.268,8.12,37,4.78,7.00,0.22,0.400,7.65,0.33,0.33,10.49,2.14
Ubaldo Jimenez,$5.5K,R,BAL,SP,@ TOR, , ,1.00%,11.730,-900,-2,10.0,178,4.13,0.05,4,0.434,,0.333,11.19,5,0.325,,0.130,7.12,45,4.44,5.82,0.22,0.373,8.93,0.42,0.23,11.73,2.13
J.A. Happ,$8.7K,L,TOR,SP,BAL,6,7.50,20.00%,0.914,300,-2,10.0,-190,5.87,-0.05,0,0.293,,0.127,6.89,9,0.301,,0.161,8.80,43,3.70,4.55,0.16,0.301,8.80,0.37,0.26,18.28,2.1
Brad Peacock,$9.7K,R,HOU,SP,OAK,4,5.33, , ,2100,-9,9.0,-213,5.44,0.69,4,0.307,,0.128,12.31,5,0.259,,0.135,11.60,27,3.52,4.12,0.13,0.280,11.92,0.31,0.31,20.02,2.06
Jakob Junis,$5.7K,R,KCR,SP,@ DET, , , , ,-500,-5,9.5,156,4.12,0.05,3,0.395,,0.250,4.32,6,0.413,,0.193,9.42,7,4.64,6.69,0.20,0.407,7.72,0.34,0.31,11.63,2.04
Patrick Corbin,$7.4K,L,ARI,SP,STL, , , , ,-100,-4,10.0,-126,5.25,-0.01,1,0.319,,0.191,11.29,8,0.377,,0.199,6.71,49,4.05,5.53,0.22,0.371,7.22,0.40,0.23,14.09,1.9
