Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Danny Salazar,$7.1K,R,CLE,SP,TOR,3,3.25,25.00%,0.934,-800,1,8.5,-112,4.32,-0.28,3,0.356,,0.230,11.73,6,0.324,,0.136,11.84,37,3.48,4.68,0.19,0.335,11.80,0.36,0.27,23.34,3.29
Ariel Miranda,$5.5K,L,SEA,SP,NYY,10,11.00,5.00%,3.190,-2700,18,8.5,125,3.95,-0.08,2,0.303,,0.141,7.04,7,0.301,,0.213,7.10,31,4.57,6.02,0.21,0.301,7.09,0.26,0.33,15.95,2.9
Zack Wheeler,$6.3K,R,NYM,SP,OAK,6,7.50,15.00%,1.203,-1200,2,9.0,-113,4.59,0.29,6,0.383,,0.255,9.85,3,0.346,,0.142,7.54,16,4.09,5.50,0.21,0.371,9.08,0.35,0.25,18.05,2.87
Matt Moore,$7.2K,L,SFG,SP,SDP, , , , ,-1000,4,8.5,-112,4.32,-0.3,2,0.359,,0.171,8.26,7,0.311,,0.161,8.41,53,4.18,4.99,0.14,0.322,8.38,0.31,0.31,19.93,2.77
Sean Manaea,$6.6K,L,OAK,SP,@ NYM,1,1.50,30.00%,0.600,-2000,9,9.0,103,4.41,0.21,2,0.220,,0.093,7.80,7,0.339,,0.166,8.73,41,3.64,4.49,0.16,0.313,8.52,0.36,0.26,18.01,2.73
J.C. Ramirez,$5.6K,R,LAA,SP,BOS, , ,1.00%,15.210,-1600,7,8.0,116,3.8,0.13,4,0.329,,0.209,7.95,5,0.306,,0.116,7.53,91,3.86,5.40,0.24,0.316,7.72,0.43,0.21,15.21,2.72
Robert Stephenson,$4.9K,R,CIN,SP,MIA, , ,0.50%, ,-600,1,11.5,-115,5.89,0.32,5,0.398,,0.301,8.70,4,0.379,,0.217,8.64,21,4.74,7.06,0.23,0.390,8.67,0.31,0.34,13.3,2.71
Tanner Roark,$6.1K,R,WAS,SP,@ ARI,9,10.75,7.50%,2.184,-1400,5,10.0,-117,5.15,-0.29,6,0.334,,0.136,6.79,3,0.287,,0.095,8.39,54,4.02,4.73,0.15,0.318,7.32,0.40,0.22,16.38,2.69
Chris Tillman,$4.9K,R,BAL,SP,HOU, , ,1.00%,12.600,-1500,6,11.5,104,5.62,0.64,3,0.352,,0.176,8.70,6,0.348,,0.195,7.05,43,4.55,5.53,0.17,0.349,7.60,0.34,0.27,12.6,2.57
Jason Vargas,$8.0K,L,KCR,SP,CHW,12,11.50,10.00%,1.923,200,-5,11.0,-170,6.27,0.48,0,0.346,,0.182,4.94,9,0.307,,0.154,8.87,21,4.10,4.63,0.13,0.307,8.87,0.30,0.28,19.23,2.4
Marcus Stroman,$9.0K,R,TOR,SP,@ CLE,8,10.50,5.00%,4.174,800,0,8.5,102,4.18,0.28,6,0.299,,0.115,7.99,3,0.323,,0.161,7.84,52,3.39,4.51,0.20,0.307,7.94,0.50,0.18,20.87,2.32
Julio Teheran,$7.4K,R,ATL,SP,@ LAD, , ,4.00%,4.285,-200,-4,8.0,233,2.94,-0.13,6,0.364,,0.247,6.10,3,0.272,,0.124,9.28,49,3.97,4.99,0.16,0.333,7.16,0.34,0.30,17.14,2.32
Rich Hill,$11.7K,L,LAD,SP,ATL,5,5.50,12.50%,2.097,2500,-1,8.0,-255,5.06,0.13,3,0.302,,0.095,8.60,6,0.264,,0.093,13.11,34,3.06,3.53,0.11,0.277,11.61,0.35,0.24,26.21,2.24
Chris O'Grady,$5.1K,L,MIA,SP,@ CIN, , ,0.25%, ,-500,3,11.5,105,5.61,0.18,2,0.264,,0.111,11.57,7,0.374,,0.272,6.35,2,4.50,4.28,0.08,0.350,7.51,0.19,0.42,11.26,2.21
Chris Archer,$11.1K,R,TBR,SP,TEX,2,2.00,42.50%,0.569,800,3,8.5,-177,4.9,-0.09,4,0.311,,0.167,11.45,5,0.306,,0.148,10.81,52,3.20,4.26,0.17,0.308,11.09,0.35,0.28,24.17,2.18
Mike Pelfrey,$5.2K,R,CHW,SP,@ KCR, , ,0.25%, ,-400,2,11.0,160,4.73,0.52,4,0.430,,0.237,5.59,5,0.341,,0.116,5.20,41,4.75,6.00,0.21,0.381,5.37,0.43,0.19,11.28,2.17
Masahiro Tanaka,$9.4K,R,NYY,SP,@ SEA,4,5.25,20.00%,1.005,600,0,8.5,-135,4.55,0.08,4,0.319,,0.215,8.77,5,0.316,,0.162,8.37,50,3.41,4.68,0.20,0.317,8.55,0.40,0.24,20.1,2.14
Andrew Cashner,$5.7K,R,TEX,SP,@ TBR, , ,0.50%, ,-900,1,8.5,167,3.6,0.09,4,0.346,,0.186,7.32,5,0.336,,0.150,6.37,40,4.79,5.45,0.14,0.340,6.79,0.35,0.25,11.87,2.08
Jeremy Hellickson,$6.7K,R,PHI,SP,MIL, , ,0.50%, ,-200,-5,9.5,116,4.51,-0.15,5,0.325,,0.190,6.25,4,0.307,,0.198,7.11,51,4.11,5.25,0.19,0.317,6.63,0.36,0.26,13.92,2.08
Brent Suter,$6.8K,L,MIL,SP,@ PHI,10,11.00,5.00%,2.752,100,-8,9.5,-126,4.99,0.15,2,0.355,,0.138,5.52,7,0.317,,0.110,9.73,19,3.86,4.12,0.13,0.325,8.79,0.37,0.18,13.76,2.02
Luis Perdomo,$6.5K,R,SDP,SP,@ SFG, , , , ,-300,-4,8.5,102,4.18,0.3,4,0.379,,0.183,5.94,5,0.350,,0.153,8.30,51,3.81,5.40,0.23,0.363,7.25,0.48,0.18,13.07,2.01
Collin McHugh,$8.0K,R,HOU,SP,@ BAL, , ,4.00%,3.995,100,-3,11.5,-114,5.88,0.36,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.98,2
Anthony Banda,$6.3K,L,ARI,SP,WAS, , ,1.00%,11.780,0,0,10.0,107,4.85,-0.21,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.78,1.87
David Price,$12.3K,L,BOS,SP,@ LAA,7,8.25,7.50%,2.928,2700,-1,8.0,-126,4.2,-0.13,2,0.304,,0.149,7.55,7,0.327,,0.176,9.99,46,3.43,4.37,0.15,0.322,9.45,0.34,0.30,21.96,1.79
Jordan Zimmermann,$5.9K,R,DET,SP,@ MIN, , ,0.25%, ,-1200,4,10.5,106,5.11,-0.08,7,0.344,,0.199,6.75,2,0.377,,0.213,6.14,37,4.51,5.72,0.17,0.351,6.61,0.32,0.30,10.35,1.75
Kyle Gibson,$6.0K,R,MIN,SP,DET, , ,0.50%, ,400,-4,10.5,-116,5.39,0.08,4,0.387,,0.182,6.15,5,0.357,,0.178,6.99,42,4.63,5.89,0.20,0.370,6.62,0.39,0.23,10.33,1.72
