Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Caleb Smith,$4.9K,L,NYY,SP,TBR,11,12.20, , ,-600,-2,9.0,-154,4.99,-0.13,2,0.400,,0.153,13.50,7,0.267,,0.077,5.40,2,2.99,2.15,0.00,0.297,7.20,0.39,0.22,13.61,2.78
Kyle Hendricks,$7.3K,R,CHC,SP,@ MIL, , ,4.00%,5.043,-700,5,10.0,-173,5.73,0.41,3,0.281,,0.126,7.69,6,0.257,,0.113,8.06,45,3.44,4.11,0.15,0.265,7.94,0.43,0.21,20.17,2.76
Mike Leake,$6.5K,R,STL,SP,ARI,13,12.80,15.00%,1.184,-1200,7,8.0,104,3.91,0.15,4,0.322,,0.153,5.95,5,0.311,,0.132,7.25,51,3.72,4.47,0.16,0.316,6.67,0.43,0.20,17.76,2.73
Adam Conley,$5.8K,L,MIA,SP,CIN,9,10.00,10.00%,1.548,-1500,8,9.0,-143,4.89,-0.03,2,0.336,,0.103,6.18,7,0.331,,0.186,8.95,34,4.50,4.93,0.12,0.332,8.33,0.28,0.28,15.48,2.67
Austin Bibens-Dirkx,$5.3K,R,TEX,SP,BAL, , ,0.50%, ,-1300,7,11.0,107,5.34,-0.14,2,0.332,,0.162,2.46,7,0.333,,0.210,7.27,12,4.77,6.82,0.23,0.333,6.20,0.32,0.31,13.95,2.63
Tanner Roark,$7.5K,R,WAS,SP,COL,12,12.60,10.00%,1.964,-200,0,8.5,-142,4.61,-0.63,4,0.326,,0.132,7.04,5,0.289,,0.099,8.51,55,3.96,4.65,0.15,0.305,7.86,0.40,0.22,19.64,2.62
Adalberto Mejia,$6.4K,L,MIN,SP,@ OAK, , ,4.00%,3.925,-500,1,9.0,-109,4.56,0.14,2,0.384,,0.218,8.76,7,0.350,,0.192,7.57,16,4.39,5.50,0.18,0.358,7.83,0.36,0.26,15.7,2.45
Tim Adleman,$5.7K,R,CIN,SP,@ MIA, , ,3.00%,4.593,-800,2,9.0,133,4.11,0.03,5,0.376,,0.286,6.96,4,0.350,,0.211,8.58,32,4.34,6.27,0.20,0.364,7.68,0.30,0.35,13.78,2.42
Trevor Cahill,$7.0K,R,KCR,SP,@ BOS,8,8.60,10.00%,1.683,-1400,10,8.5,140,3.82,-0.55,4,0.290,,0.107,8.93,5,0.301,,0.119,10.90,58,3.41,4.55,0.20,0.296,10.02,0.49,0.19,16.83,2.4
Corey Kluber,$14.0K,R,CLE,SP,@ CHW,1,1.00,40.00%,0.828,2100,0,8.0,-298,5.25,0.12,5,0.286,,0.115,10.85,4,0.263,,0.144,11.41,52,2.79,3.58,0.15,0.276,11.10,0.38,0.25,33.1,2.36
Tyson Blach,$5.4K,L,SFG,SP,@ LAD, , , , ,-1800,9,8.5,271,2.89,-0.19,4,0.243,,0.053,4.67,5,0.342,,0.179,5.40,27,4.46,4.49,0.11,0.298,5.08,0.39,0.22,12.59,2.33
Ivan Nova,$8.6K,R,PIT,SP,@ SDP,10,11.00,20.00%,0.968,300,-1,8.0,-112,4.07,-0.35,3,0.365,,0.221,5.42,6,0.303,,0.157,7.64,51,3.69,4.87,0.19,0.324,6.90,0.43,0.23,19.36,2.25
Kevin Gausman,$7.4K,R,BAL,SP,@ TEX,14,13.60,7.50%,2.164,-400,2,11.0,-117,5.66,-0.36,4,0.336,,0.169,8.55,5,0.365,,0.179,9.32,52,3.74,5.11,0.22,0.352,8.98,0.35,0.24,16.23,2.19
Rich Hill,$12.4K,L,LAD,SP,SFG,3,6.20, , ,3000,-1,8.5,-306,5.61,0.19,3,0.297,,0.090,8.55,6,0.263,,0.091,13.08,35,3.06,3.50,0.11,0.274,11.57,0.35,0.25,26.11,2.11
Eduardo Rodriguez,$7.7K,L,BOS,SP,KCR,7,8.40,22.50%,0.710,-500,2,8.5,-150,4.68,-0.45,4,0.344,,0.147,10.91,5,0.317,,0.216,9.32,33,3.93,4.99,0.16,0.329,10.03,0.27,0.34,15.97,2.07
Junior Guerra,$6.0K,R,MIL,SP,CHC, , ,1.00%,12.300,100,-6,10.0,163,4.27,0.09,5,0.289,,0.139,7.80,4,0.316,,0.176,7.82,32,4.48,5.58,0.18,0.301,7.81,0.35,0.28,12.3,2.05
Francisco Liriano,$7.7K,L,TOR,SP,LAA, , , , ,1100,-10,9.5,-124,4.97,-0.07,1,0.300,,0.143,9.74,8,0.370,,0.203,9.41,50,4.16,5.49,0.21,0.362,9.45,0.38,0.24,15.71,2.04
Jerad Eickhoff,$8.1K,R,PHI,SP,ATL, , ,5.00%,3.258,800,-8,9.0,-108,4.56,-0.07,6,0.374,,0.231,7.70,3,0.286,,0.153,8.91,49,3.86,4.95,0.18,0.345,8.10,0.32,0.27,16.29,2.01
German Marquez,$6.7K,R,COL,SP,@ WAS, , ,2.00%,6.605,200,-5,8.5,132,3.89,-0.87,6,0.367,,0.159,8.57,3,0.342,,0.208,8.95,22,3.81,4.59,0.13,0.359,8.70,0.36,0.27,13.21,1.97
Dinelson Lamet,$7.9K,R,SDP,SP,PIT,5,8.00,7.50%,2.063,0,-1,8.0,102,3.93,-0.15,2,0.417,,0.365,12.39,7,0.252,,0.158,13.50,10,3.19,5.18,0.22,0.289,13.25,0.26,0.37,15.47,1.96
Blake Snell,$7.2K,L,TBR,SP,@ NYY, , , , ,900,-10,9.0,144,4.01,-0.37,2,0.293,,0.038,11.67,7,0.365,,0.157,9.00,32,4.48,4.76,0.11,0.349,9.59,0.31,0.27,14.03,1.95
Yovani Gallardo,$6.7K,R,SEA,SP,NYM, , , , ,900,-11,9.0,113,4.31,0.22,6,0.353,,0.174,7.71,3,0.360,,0.194,6.19,42,4.79,5.71,0.17,0.355,7.20,0.35,0.26,12.75,1.9
Yusmeiro Petit,$4.3K,R,LAA,SP,@ TOR, , , , ,-1200,-1,9.5,114,4.53,0.07,5,0.408,,0.277,6.34,4,0.262,,0.125,9.93,72,3.59,4.52,0.16,0.343,7.94,0.33,0.30,7.95,1.85
Zack Greinke,$12.2K,R,ARI,SP,@ STL,5,8.00,30.00%,0.750,2000,1,8.0,-114,4.09,-0.15,2,0.298,,0.177,9.21,7,0.309,,0.167,8.86,46,3.31,4.42,0.19,0.307,8.94,0.41,0.25,22.51,1.85
Miguel Gonzalez,$5.6K,R,CHW,SP,CLE, , ,0.25%, ,-600,-1,8.0,266,2.75,-0.12,5,0.358,,0.197,6.84,4,0.325,,0.139,5.96,39,4.55,4.91,0.11,0.343,6.45,0.35,0.29,10.36,1.85
Chris Smith,$5.9K,R,OAK,SP,MIN, , ,1.00%,10.390,200,-7,9.0,-101,4.44,-0.14,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.39,1.76
Jacob deGrom,$12.9K,R,NYM,SP,@ SEA,2,5.80, , ,1700,0,9.0,-123,4.69,-0.22,4,0.304,,0.123,9.49,5,0.302,,0.156,10.69,43,3.19,4.20,0.19,0.303,10.16,0.38,0.24,22.53,1.75
Sean Newcomb,$8.0K,L,ATL,SP,@ PHI,4,7.80,7.50%,1.745,600,-6,9.0,-102,4.44,0.07,2,0.344,,0.120,9.75,7,0.343,,0.196,9.95,8,3.93,4.83,0.17,0.343,9.91,0.37,0.24,13.09,1.64
Matt Boyd,$0.0,L,DET,SP,HOU, , , , ,-6400,6,10.5,107,5.1,0.16,2,0.293,,0.120,5.97,7,0.357,,0.186,7.93,34,4.33,5.30,0.18,0.343,7.49,0.31,0.26,8.99,0
Collin McHugh,$0.0,R,HOU,SP,@ DET, , , , ,-7200,13,10.5,-117,5.4,-0.16,3,0.354,,0.171,9.52,6,0.345,,0.193,8.37,35,3.74,4.82,0.15,0.348,8.75,0.37,0.31,15.52,0
