Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Mike Leake,$6.0K,R,STL,SP,TBR, , ,7.50%,2.267,-700,5,9.0,-132,4.78,0.28,5,0.326,,0.144,5.92,4,0.318,,0.134,7.38,56,3.74,4.56,0.16,0.322,6.57,0.42,0.20,17,2.83
Marco Estrada,$6.9K,R,TOR,SP,MIN,12,11.00, , ,-800,6,9.0,-136,4.82,-0.28,6,0.279,,0.168,8.73,3,0.333,,0.190,9.19,58,4.10,4.92,0.15,0.297,8.88,0.28,0.33,18.33,2.66
Jason Hammel,$6.6K,R,KCR,SP,@ CLE, , ,4.00%,4.093,-200,1,9.0,149,3.96,-0.31,5,0.348,,0.195,7.95,4,0.309,,0.152,7.53,54,4.07,5.13,0.16,0.331,7.76,0.33,0.30,16.37,2.48
Michael Clevinger,$6.7K,R,CLE,SP,KCR,9,9.75,10.00%,1.651,-1500,11,9.0,-159,5.04,-0.19,4,0.344,,0.211,10.80,5,0.339,,0.190,9.88,37,4.12,5.26,0.20,0.341,10.29,0.34,0.27,16.51,2.46
Robert Gsellman,$5.8K,R,NYM,SP,@ WAS, , , , ,-500,3,7.5,185,3.05,-0.43,5,0.345,,0.158,8.23,4,0.345,,0.150,6.81,28,4.00,4.87,0.16,0.345,7.60,0.39,0.22,13.85,2.39
Tyler Skaggs,$6.2K,L,LAA,SP,HOU, , ,2.00%,7.360,-300,0,8.5,-102,4.2,0.03,2,0.325,,0.093,8.57,7,0.364,,0.195,9.95,19,3.80,4.72,0.16,0.355,9.64,0.38,0.25,14.72,2.37
Kevin Gausman,$7.2K,R,BAL,SP,@ BOS,5,7.00, , ,-900,6,9.5,125,4.42,0.14,3,0.340,,0.176,8.76,6,0.362,,0.184,9.20,57,3.73,5.18,0.23,0.355,9.05,0.36,0.25,17.05,2.37
Odrisamer Despaigne,$5.7K,R,MIA,SP,SDP, , ,1.00%,12.930,200,-2,9.0,-105,4.56, ,4,0.368,,0.190,6.43,5,0.358,,0.170,6.96,27,5.55,5.64,0.08,0.362,6.72,0.31,0.30,12.93,2.27
Kyle Freeland,$7.3K,L,COL,SP,@ ATL, , ,2.00%,8.225,1500,-13,9.0,101,4.43,-0.01,4,0.310,,0.147,10.09,5,0.343,,0.163,5.42,23,4.41,5.49,0.19,0.328,7.50,0.42,0.21,16.45,2.25
Sean Manaea,$5.9K,L,OAK,SP,TEX, , , , ,-700,4,9.5,100,4.69,0.26,2,0.257,,0.115,7.51,7,0.351,,0.189,8.29,47,3.81,4.79,0.16,0.330,8.12,0.34,0.27,13.18,2.23
