Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Hector Santiago,$5.8K,L,MIN,SP,CHW,13,17.40,0.00%, ,-1400,3,9.5,-123,4.95,0.16,0,0.334,,0.152,7.75,9,0.351,,0.236,7.33,35,4.87,6.00,0.17,0.351,7.33,0.29,0.34,12.82,2.21
Ian Kennedy,$8.1K,R,KCR,SP,LAA, , ,12.50%,1.389,300,-2,8.5,105,4.15,-0.15,4,0.320,,0.181,9.34,5,0.320,,0.171,9.64,35,4.12,5.39,0.16,0.320,9.51,0.28,0.35,17.36,2.14
Michael Pineda,$9.1K,R,NYY,SP,STL,2,3.40,0.00%, ,500,-3,8.0,-143,4.35,-0.21,4,0.364,,0.239,11.88,5,0.331,,0.199,10.84,36,2.95,4.61,0.21,0.346,11.30,0.38,0.30,18.99,2.09
Jeff Samardzija,$8.6K,R,SFG,SP,COL,10,15.40,0.00%, ,0,-1,7.5,-127,3.95,-0.01,4,0.339,,0.193,7.75,5,0.287,,0.136,8.03,35,3.76,4.63,0.16,0.310,7.91,0.38,0.26,17.54,2.04
J.A. Happ,$8.3K,L,TOR,SP,BAL,15,18.40,20.00%,0.834,-200,-1,8.5,-111,4.31,0.01,1,0.293,,0.119,7.12,8,0.305,,0.162,8.47,37,3.76,4.63,0.16,0.304,8.32,0.37,0.26,16.67,2.01
Cole Hamels,$10.0K,L,TEX,SP,@ SEA,5,9.00,0.00%, ,500,-2,7.5,-110,3.8,-0.02,3,0.269,,0.104,8.19,6,0.331,,0.163,10.09,35,3.74,4.87,0.19,0.310,9.46,0.40,0.23,20.01,2
James Shields,$6.1K,R,CHW,SP,@ MIN, , ,0.00%, ,-1100,2,9.5,113,4.55,0.34,6,0.408,,0.236,7.46,3,0.386,,0.265,7.88,34,4.78,6.89,0.21,0.401,7.60,0.33,0.33,12,1.97
Bartolo Colon,$6.2K,R,ATL,SP,SDP,18,19.40,2.00%,6.095,-1800,11,8.0,-130,4.24,0.09,5,0.379,,0.245,6.46,4,0.297,,0.107,6.46,36,4.13,4.82,0.15,0.343,6.46,0.35,0.26,12.19,1.97
Rich Hill,$9.8K,L,LAD,SP,ARI,4,7.60,0.00%, ,200,0,7.5,-194,4.42,0.06,2,0.241,,0.039,8.00,7,0.255,,0.086,13.15,22,2.88,3.17,0.09,0.252,12.01,0.39,0.23,19.19,1.96
Dylan Bundy,$7.9K,R,BAL,SP,@ TOR,6,10.20,10.00%,1.516,700,-8,8.5,101,4.19,-0.01,4,0.353,,0.198,6.32,5,0.329,,0.167,9.69,38,3.98,5.34,0.19,0.340,8.19,0.34,0.29,15.16,1.92
Tyler Skaggs,$7.4K,L,LAA,SP,@ KCR, , ,4.00%,3.540,300,-7,8.5,-115,4.35,0.15,2,0.396,,0.106,8.44,7,0.383,,0.225,10.32,12,3.95,5.22,0.18,0.386,9.90,0.39,0.27,14.16,1.91
Hisashi Iwakuma,$7.2K,R,SEA,SP,TEX,12,16.80,0.00%, ,-400,4,7.5,100,3.7,0.02,5,0.317,,0.166,6.09,4,0.339,,0.180,7.04,36,4.25,5.22,0.17,0.327,6.51,0.34,0.27,13.61,1.89
Alex Cobb,$6.7K,R,TBR,SP,@ BOS, , ,3.00%,4.230,-1300,10,9.5,145,4.22,0.09,3,0.409,,0.224,6.75,6,0.285,,0.146,7.29,8,4.19,6.34,0.31,0.326,7.11,0.39,0.22,12.69,1.89
Dan Straily,$7.3K,R,MIA,SP,NYM, , ,3.00%,4.587,-100,0,8.0,105,3.9,0.15,5,0.306,,0.145,6.95,4,0.333,,0.223,8.17,36,4.46,5.70,0.18,0.318,7.49,0.26,0.32,13.76,1.88
Jon Lester,$11.3K,L,CHC,SP,PIT,8,10.80,30.00%,0.705,1000,0,8.5,-163,4.79,4.79,1,0.234,,0.098,9.52,8,0.276,,0.124,8.82,38,3.28,3.94,0.16,0.271,8.90,0.37,0.22,21.16,1.87
Jerad Eickhoff,$8.2K,R,PHI,SP,@ WAS,17,19.00,5.00%,2.912,700,-6,8.5,152,3.72,0.22,7,0.365,,0.245,7.62,2,0.273,,0.159,8.69,34,3.74,4.98,0.18,0.345,7.86,0.34,0.29,14.56,1.78
Salvatore Romano,$5.0K,R,CIN,SP,MIL,20,19.80,0.01%, ,0,0,9.0,-109,4.56, ,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,8.71,1.74
Taijuan Walker,$8.4K,R,ARI,SP,@ LAD,16,18.80,0.00%, ,1100,-12,7.5,181,3.08,-0.06,7,0.302,,0.248,9.54,2,0.356,,0.186,7.79,26,3.90,5.70,0.23,0.314,9.15,0.33,0.27,14.02,1.67
