Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jake Odorizzi,$6.3K,R,TBR,SP,SEA, , , , ,-700,5,9.5,-110,4.81,0.1,4,0.285,,0.179,9.27,5,0.347,,0.223,7.50,53,4.17,5.50,0.19,0.319,8.29,0.27,0.33,17.68,2.81
Rafael Montero,$5.7K,R,NYM,SP,MIA,9,12.40,25.00%,0.630,-300,2,9.5,-111,4.82, ,3,0.380,,0.141,9.21,6,0.390,,0.223,10.99,32,4.29,5.65,0.21,0.387,10.40,0.34,0.24,15.75,2.76
Michael Fulmer,$6.7K,R,DET,SP,LAD, , , , ,-1100,9,10.5,135,4.77,0.17,6,0.276,,0.100,7.23,3,0.284,,0.131,7.44,48,3.76,4.31,0.13,0.279,7.30,0.42,0.22,17.92,2.67
Julio Teheran,$7.4K,R,ATL,SP,CIN,13,14.00,4.00%,4.860,800,-7,10.0,-160,5.6,0.52,5,0.362,,0.253,6.33,4,0.284,,0.135,9.35,54,3.93,5.13,0.17,0.327,7.67,0.34,0.31,19.44,2.63
Ariel Miranda,$5.9K,L,SEA,SP,@ TBR,9,12.40, , ,-1400,11,9.5,100,4.69,0.4,2,0.327,,0.185,7.39,7,0.310,,0.234,7.69,36,4.45,6.12,0.22,0.314,7.62,0.25,0.33,15.22,2.58
Travis Wood,$4.7K,L,SDP,SP,WAS, , ,1.00%,11.950,-1000,5,8.0,152,3.5,0.37,2,0.244,,0.124,7.45,7,0.391,,0.227,7.11,82,4.56,5.26,0.15,0.358,7.19,0.28,0.28,11.95,2.54
Jason Vargas,$7.3K,L,KCR,SP,CLE, , ,2.00%,9.205,200,-3,9.5,130,4.37,0.13,2,0.351,,0.173,5.13,7,0.313,,0.160,8.48,26,4.16,4.89,0.15,0.321,7.74,0.31,0.27,18.41,2.52
Chris Sale,$14.1K,L,BOS,SP,NYY,1,1.40,37.50%,0.887,2600,0,8.5,-260,5.4,0.42,2,0.247,,0.129,10.77,7,0.266,,0.146,11.28,56,2.60,3.44,0.14,0.262,11.17,0.32,0.30,33.27,2.36
Stephen Strasburg,$11.0K,R,WAS,SP,@ SDP,5,6.60,22.50%,1.120,600,3,8.0,-162,4.5,0.13,4,0.280,,0.154,11.48,5,0.295,,0.139,10.90,44,2.90,3.64,0.14,0.288,11.16,0.34,0.28,25.2,2.29
Kevin Gausman,$8.5K,R,BAL,SP,LAA,2,2.20,22.50%,0.850,-300,3,9.5,-151,5.24,0.27,4,0.334,,0.164,8.88,5,0.358,,0.176,9.22,56,3.69,5.01,0.21,0.347,9.07,0.36,0.24,19.13,2.25
Robert Stephenson,$5.6K,R,CIN,SP,@ ATL, , ,0.50%, ,100,-1,10.0,150,4.4,-0.02,4,0.386,,0.262,7.96,5,0.372,,0.213,8.93,25,4.79,6.96,0.22,0.378,8.50,0.33,0.33,12.49,2.23
Nick Tepesch,$4.8K,R,TOR,SP,@ CHC, , , , ,-700,2,9.5,212,3.65,3.65,7,0.376,,0.260,0.00,2,0.511,,0.405,7.00,4,5.48,8.94,0.25,0.406,1.56,0.30,0.38,10.52,2.19
Collin McHugh,$8.3K,R,HOU,SP,OAK,3,4.20,17.50%,1.023,500,0,9.5,-155,5.28,-0.19,5,0.350,,0.163,9.25,4,0.345,,0.203,8.79,39,3.71,4.72,0.15,0.348,9.05,0.36,0.31,17.9,2.16
Tyson Blach,$7.1K,L,SFG,SP,PHI,7,11.60,10.00%,1.527,-600,2,8.0,-137,4.3,0.11,1,0.259,,0.054,4.30,8,0.336,,0.183,5.27,31,4.58,4.60,0.11,0.327,5.16,0.38,0.22,15.27,2.15
Jose Berrios,$6.6K,R,MIN,SP,ARI,12,13.80,20.00%,0.694,-1500,12,9.0,133,4.11,-0.05,4,0.357,,0.157,8.66,5,0.359,,0.197,8.34,30,4.49,5.86,0.18,0.358,8.48,0.33,0.29,13.88,2.1
Martin Perez,$6.5K,L,TEX,SP,CHW, , ,0.50%, ,0,0,11.0,-215,6.66,-0.43,1,0.275,,0.088,8.34,8,0.363,,0.162,4.61,56,4.79,5.35,0.14,0.353,5.02,0.38,0.23,13.49,2.08
Trevor Bauer,$9.8K,R,CLE,SP,@ KCR,8,12.20,1.00%,19.510,700,2,9.5,-140,5.13,0.37,5,0.340,,0.174,9.35,4,0.325,,0.147,9.02,61,3.66,4.70,0.18,0.333,9.20,0.39,0.24,19.51,1.99
CC Sabathia,$6.8K,L,NYY,SP,@ BOS, , ,2.00%,6.725,600,-5,8.5,237,3.1,0.08,3,0.297,,0.111,9.30,6,0.321,,0.148,7.36,48,4.06,5.05,0.19,0.313,8.01,0.41,0.21,13.45,1.98
Kendall Graveman,$6.2K,R,OAK,SP,@ HOU, , ,3.00%,4.057,-100,1,9.5,145,4.22,0.19,5,0.346,,0.160,6.40,4,0.315,,0.138,5.70,43,4.20,5.03,0.16,0.332,6.09,0.43,0.22,12.17,1.96
Zack Greinke,$11.7K,R,ARI,SP,@ MIN,4,5.00,10.00%,2.278,1900,0,9.0,-143,4.89,0.05,6,0.300,,0.176,9.50,3,0.310,,0.169,9.02,50,3.25,4.35,0.19,0.303,9.34,0.40,0.26,22.78,1.95
Vance Worley,$6.0K,R,MIA,SP,@ NYM, , ,0.50%, ,400,-3,9.5,101,4.68, ,4,0.355,,0.185,5.64,5,0.328,,0.152,6.55,51,4.49,5.12,0.13,0.340,6.15,0.42,0.25,11.58,1.93
J.C. Ramirez,$7.0K,R,LAA,SP,@ BAL, , ,1.00%,13.470,400,-3,9.5,141,4.26,0.23,2,0.328,,0.195,7.97,7,0.303,,0.112,7.13,96,4.03,5.42,0.23,0.309,7.32,0.43,0.21,13.47,1.92
Michael Wacha,$9.4K,R,STL,SP,@ PIT,6,11.40, , ,1500,-1,9.0,-118,4.64,0.08,3,0.320,,0.145,7.85,6,0.350,,0.161,8.87,49,3.74,4.39,0.14,0.340,8.53,0.40,0.23,17.65,1.88
Jose Quintana,$12.0K,L,CHC,SP,TOR,13,14.00, , ,3300,-4,9.5,-230,5.85,5.85,1,0.279,,0.115,8.76,8,0.323,,0.188,9.41,56,3.60,4.45,0.16,0.318,9.34,0.34,0.27,22.1,1.84
Jerad Eickhoff,$7.9K,R,PHI,SP,@ SFG,9,12.40,12.50%,1.156,700,-4,8.0,127,3.7,-0.11,6,0.370,,0.224,7.82,3,0.286,,0.150,8.79,53,3.88,4.87,0.17,0.342,8.14,0.32,0.27,14.45,1.83
Derek Holland,$5.4K,L,CHW,SP,@ TEX, , ,1.00%,9.900,-100,0,11.0,199,4.34,-0.57,4,0.284,,0.084,6.90,5,0.390,,0.239,7.04,45,4.84,6.33,0.20,0.343,6.98,0.31,0.28,9.9,1.83
Hyun-Jin Ryu,$11.2K,L,LAD,SP,@ DET, , , , ,3400,-5,10.5,-145,5.73,0.33,0,0.397,,0.233,8.78,9,0.327,,0.205,9.31,19,3.53,5.09,0.22,0.327,9.31,0.35,0.26,20.48,1.83
Chad Kuhl,$7.2K,R,PIT,SP,STL, , , , ,400,-4,9.0,108,4.36,-0.08,2,0.370,,0.190,7.27,7,0.303,,0.119,7.18,39,4.21,4.58,0.11,0.318,7.20,0.36,0.25,12.63,1.75
Chad Bettis,$6.9K,R,COL,SP,MIL,15,14.40,3.00%,3.123,900,-7,12.5,-132,6.65,-0.12,4,0.311,,0.129,6.48,5,0.371,,0.208,6.91,32,3.99,4.84,0.15,0.344,6.72,0.44,0.22,9.37,1.36
Brandon Woodruff,$5.3K,R,MIL,SP,@ COL, , ,3.00%,2.273,-200,1,12.5,122,5.85,0.62,3,0.280,,0.000,5.06,6,0.231,,0.143,7.11,2,4.88,5.09,0.10,0.247,6.43,0.35,0.27,6.82,1.29
