Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Mike Leake,$4.4K,R,SEA,SP,@ TBR, , ,30.00%,0.526,-3200,10,8.0,-114,4.07,-0.03,3,0.097,,0.000,5.10,6,0.412,,0.375,5.10,1,1.56,0.00,0.50,0.307,5.10,0.00,0.00,15.79,3.59,3,0.161,,0.041,3.00,6,0.279,,0.250,3.00,2,3.33,0.00,0.22,0.240,3.00,0.00,0.00,3,0.244,,0.095,2.20,6,0.319,,0.218,3.50,5,4.19,0.00,0.23,0.294,3.10,0.00,0.00,3,0.312,,0.154,2.40,6,0.350,,0.234,3.50,12,4.31,0.00,0.21,0.337,3.10,0.00,0.00,3,0.326,,0.154,2.50,6,0.313,,0.164,3.80,43,4.33,0.00,0.20,0.317,3.30,0.00,0.00
Paul Blackburn,$4.0K,R,OAK,SP,KCR, , ,12.50%,0.907,-1500, ,8.5,-150,4.65,-0.16,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.34,2.84,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Jason Hammel,$4.6K,R,KCR,SP,@ OAK, , ,7.50%,1.707,-2700,7,8.5,134,3.85,0.16,4,0.354,,0.214,3.00,5,0.396,,0.200,1.50,1,5.20,0.00,0.25,0.377,2.20,0.00,0.00,12.8,2.78,4,0.346,,0.193,5.70,5,0.299,,0.167,4.90,2,3.11,0.00,0.17,0.320,5.20,0.00,0.00,4,0.338,,0.250,4.50,5,0.422,,0.137,3.70,4,4.05,0.00,0.18,0.385,4.10,0.00,0.00,4,0.320,,0.188,4.00,5,0.342,,0.147,3.30,10,4.42,0.00,0.12,0.332,3.60,0.00,0.00,4,0.326,,0.170,4.00,5,0.333,,0.150,3.60,41,4.09,0.00,0.14,0.330,3.80,0.00,0.00
Jalen Beeks,$4.5K,L,BOS,SP,DET, , ,27.50%,0.428,-1500,2,10.0,-161,5.58,0.17,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.77,2.62,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Tyler Anderson,$6.4K,L,COL,SP,@ CIN, , ,0.00%, ,500,-6,9.0,-107,4.42,-0.15,2,0.000,,0.000,1.80,7,0.493,,0.375,5.40,1,5.45,0.00,0.11,0.383,4.60,0.00,0.00,16.37,2.56,2,0.482,,0.256,0.80,7,0.365,,0.272,4.10,2,6.05,0.00,0.21,0.391,3.40,0.00,0.00,2,0.397,,0.184,1.70,7,0.361,,0.260,3.80,4,4.94,0.00,0.23,0.369,3.30,0.00,0.00,2,0.388,,0.211,2.00,7,0.329,,0.223,7.00,11,4.01,0.00,0.26,0.342,5.90,0.00,0.00,2,0.353,,0.259,2.50,7,0.341,,0.216,6.90,27,3.72,0.00,0.27,0.344,5.90,0.00,0.00
Jaime Garcia,$5.8K,L,TOR,SP,BAL, , ,17.50%,0.815,-400,-2,9.5,-127,4.97,-0.14,1,0.000,,0.000,0.00,8,0.717,,0.300,7.50,1,6.77,0.00,0.00,0.637,6.70,0.00,0.00,14.26,2.46,1,0.000,,0.000,0.00,8,0.384,,0.181,6.60,2,4.02,0.00,0.14,0.341,5.90,0.00,0.00,1,0.224,,0.200,0.80,8,0.396,,0.159,6.30,3,4.07,0.00,0.08,0.377,5.70,0.00,0.00,1,0.378,,0.333,2.10,8,0.378,,0.206,7.20,9,3.90,0.00,0.21,0.378,6.60,0.00,0.00,1,0.308,,0.189,2.30,8,0.339,,0.182,5.80,36,4.20,0.00,0.20,0.336,5.40,0.00,0.00
Tyler Chatwood,$6.4K,R,CHC,SP,PHI, , ,0.00%, ,600,-7,8.0,-114,4.08,4.08,6,0.301,,0.200,3.50,3,0.323,,0.000,1.80,1,5.49,0.00,0.25,0.308,2.90,0.00,0.00,14.39,2.25,6,0.299,,0.143,3.70,3,0.462,,0.000,3.70,2,6.03,0.00,0.20,0.353,3.70,0.00,0.00,6,0.366,,0.164,4.30,3,0.341,,0.031,4.30,4,5.90,0.00,0.14,0.358,4.30,0.00,0.00,6,0.349,,0.122,4.10,3,0.291,,0.065,5.80,9,5.18,0.00,0.11,0.330,4.70,0.00,0.00,6,0.352,,0.170,4.00,3,0.303,,0.154,4.00,41,4.85,0.00,0.26,0.336,4.00,0.00,0.00
Jameson Taillon,$8.1K,R,PIT,SP,LAD, , ,0.00%, ,300,1,8.0,-125,4.16, ,5,0.088,,0.000,3.40,4,0.144,,0.000,3.40,1,5.05,0.00,0.00,0.113,3.40,0.00,0.00,17.86,2.2,5,0.307,,0.133,1.90,4,0.117,,0.000,5.70,2,4.49,0.00,0.00,0.223,3.60,0.00,0.00,5,0.422,,0.318,3.20,4,0.132,,0.032,7.50,4,3.01,0.00,0.15,0.293,5.10,0.00,0.00,5,0.338,,0.168,3.60,4,0.228,,0.111,5.80,10,3.63,0.00,0.18,0.289,4.60,0.00,0.00,5,0.345,,0.151,3.20,4,0.292,,0.141,5.90,34,3.73,0.00,0.17,0.321,4.40,0.00,0.00
Austin Pruitt,$4.1K,R,TBR,SP,SEA, , ,10.00%,0.898,-1500, ,8.0,-100,3.93,0.03,3,0.472,,0.285,0.00,6,0.258,,0.066,5.40,1,6.37,0.00,0.00,0.329,3.60,0.00,0.00,8.98,2.19,3,0.303,,0.200,3.50,6,0.230,,0.077,3.50,2,4.18,0.00,0.00,0.254,3.50,0.00,0.00,3,0.403,,0.375,2.60,6,0.217,,0.088,2.60,5,4.43,0.00,0.14,0.279,2.60,0.00,0.00,3,0.320,,0.240,2.30,6,0.268,,0.126,2.90,10,4.58,0.00,0.13,0.285,2.70,0.00,0.00,3,0.312,,0.174,3.30,6,0.351,,0.177,3.60,39,4.20,0.00,0.17,0.338,3.50,0.00,0.00
Tyler Mahle,$7.0K,R,CIN,SP,COL, , ,0.00%, ,600,-4,9.0,-107,4.58,0.15,6,0.189,,0.000,7.20,3,0.390,,0.000,1.80,1,4.00,0.00,0.00,0.256,5.40,0.00,0.00,14.06,2.01,6,0.327,,0.150,4.50,3,0.350,,0.000,3.60,2,4.88,0.00,0.00,0.335,4.20,0.00,0.00,6,0.406,,0.260,4.10,3,0.292,,0.063,3.00,5,4.79,0.00,0.27,0.368,3.70,0.00,0.00,6,0.388,,0.289,4.80,3,0.293,,0.127,4.00,12,3.73,0.00,0.30,0.356,4.50,0.00,0.00,6,0.390,,0.267,3.90,3,0.287,,0.096,4.20,16,4.05,0.00,0.22,0.356,4.00,0.00,0.00
