Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Adam Conley,$6.3K,L,MIA,SP,PIT, , ,2.00%,8.560,-2100,15,8.0,-118,4.13,0.33,1,0.340,,0.109,6.00,8,0.312,,0.181,9.22,29,4.41,4.89,0.12,0.315,8.86,0.29,0.29,17.12,2.72
Jameson Taillon,$7.4K,R,PIT,SP,@ MIA, , ,5.00%,3.900,-700,4,8.0,108,3.87,0.17,4,0.311,,0.105,6.80,5,0.306,,0.179,8.85,22,3.43,4.44,0.18,0.308,7.94,0.46,0.22,19.5,2.64
Luis Perdomo,$6.0K,R,SDP,SP,@ SFG, , ,5.00%,2.954,500,-3,7.5,130,3.45,0.12,3,0.360,,0.190,6.11,6,0.359,,0.147,7.38,37,3.89,5.50,0.24,0.359,6.96,0.47,0.19,14.77,2.46
Drew Pomeranz,$7.6K,L,BOS,SP,CHC, , ,5.00%,3.612,-100,-3,9.0,-107,4.44,0.32,3,0.309,,0.108,9.52,6,0.310,,0.191,11.21,36,3.39,4.51,0.18,0.310,10.65,0.36,0.29,18.06,2.38
Lance Lynn,$7.8K,R,STL,SP,CIN, , ,10.00%,1.803,-200,-1,8.0,-148,4.39,0.01,4,0.383,,0.185,4.05,5,0.193,,0.091,10.66,4,3.95,5.06,0.16,0.277,7.72,0.35,0.29,18.03,2.31
Charlie Morton,$6.9K,R,HOU,SP,OAK, , ,7.50%,2.072,600,-8,8.5,-161,4.77,0.07,5,0.260,,0.109,12.18,4,0.378,,0.139,7.00,8,3.58,3.83,0.09,0.312,9.88,0.42,0.20,15.54,2.25
Carlos Carrasco,$10.2K,R,CLE,SP,SEA, , ,15.00%,1.526,-600,1,8.0,-181,4.64,-0.69,5,0.355,,0.252,10.01,4,0.285,,0.158,9.67,29,3.14,4.36,0.19,0.324,9.86,0.37,0.26,22.89,2.24
Tim Adleman,$6.4K,R,CIN,SP,@ STL, , ,0.25%, ,-400,2,8.0,138,3.61,-0.01,3,0.361,,0.284,8.76,6,0.335,,0.218,6.03,15,4.35,6.12,0.19,0.344,6.94,0.29,0.36,14.36,2.24
Max Scherzer,$12.7K,R,WAS,SP,NYM, , ,35.00%,0.796,1100,0,7.0,-151,3.86,-0.03,6,0.338,,0.205,9.78,3,0.206,,0.128,12.90,40,2.74,3.92,0.19,0.294,10.82,0.28,0.29,27.86,2.19
CC Sabathia,$6.8K,L,NYY,SP,BAL, , ,2.00%,7.335,-700,2,9.0,-105,4.56,-0.1,1,0.303,,0.132,9.80,8,0.315,,0.127,7.33,33,4.09,4.99,0.17,0.314,7.60,0.41,0.22,14.67,2.16
Kevin Gausman,$7.0K,R,BAL,SP,@ NYY, , ,2.00%,7.540,600,-8,9.0,-105,4.44,0.1,5,0.316,,0.166,8.45,4,0.364,,0.183,8.94,35,3.69,5.02,0.22,0.337,8.67,0.37,0.24,15.08,2.15
Jake Arrieta,$9.6K,R,CHC,SP,@ BOS, , ,10.00%,2.060,-600,1,9.0,-103,4.56,0.18,4,0.277,,0.120,9.24,5,0.256,,0.128,9.15,39,3.42,4.28,0.16,0.265,9.19,0.44,0.23,20.6,2.15
Nick Martinez,$5.5K,R,TEX,SP,LAA, , ,0.01%, ,-1200,6,9.5,116,4.51,-0.07,2,0.353,,0.148,3.07,7,0.325,,0.133,4.43,12,5.70,6.42,0.14,0.331,4.13,0.38,0.26,11.68,2.12
Ian Kennedy,$8.0K,R,KCR,SP,MIN, , ,7.50%,2.249,-100,0,8.5,-131,4.51,0.06,6,0.308,,0.170,9.05,3,0.317,,0.171,9.45,37,4.09,5.29,0.16,0.311,9.18,0.28,0.35,16.87,2.11
Marcus Stroman,$9.1K,R,TOR,SP,TBR, , ,15.00%,1.267,0,0,8.5,-126,4.46,-0.11,5,0.300,,0.137,7.35,4,0.321,,0.144,7.71,37,3.45,4.41,0.17,0.309,7.51,0.50,0.19,19,2.09
Bartolo Colon,$6.6K,R,ATL,SP,@ MIL, , ,0.50%, ,-1100,5,8.5,123,3.97,-0.12,3,0.379,,0.248,6.69,6,0.292,,0.105,6.27,38,4.08,4.75,0.15,0.321,6.41,0.36,0.26,13.58,2.06
Kyle Gibson,$5.7K,R,MIN,SP,@ KCR, , ,0.25%, ,100,-1,8.5,121,3.99,-0.06,4,0.375,,0.180,7.13,5,0.345,,0.160,6.86,29,4.52,5.75,0.20,0.358,6.98,0.38,0.23,11.76,2.06
Robbie Ray,$8.2K,L,ARI,SP,COL, , ,20.00%,0.846,-600,3,9.0,-164,5.08,0.16,4,0.291,,0.122,12.80,5,0.358,,0.191,11.80,35,3.21,4.46,0.20,0.328,12.24,0.38,0.25,16.91,2.06
Ariel Miranda,$5.2K,L,SEA,SP,@ CLE, , ,0.25%, ,-1400,6,8.0,171,3.36,-0.31,1,0.362,,0.112,6.91,8,0.303,,0.231,7.10,16,4.33,6.04,0.23,0.310,7.08,0.27,0.32,10.54,2.03
Jeff Samardzija,$9.0K,R,SFG,SP,SDP, , ,22.50%,0.812,300,-1,7.5,-140,4.05,-0.12,4,0.349,,0.205,7.71,5,0.286,,0.132,8.32,37,3.72,4.62,0.17,0.314,8.05,0.38,0.25,18.26,2.03
Kenta Maeda,$8.7K,R,LAD,SP,PHI, , ,17.50%,0.976,900,-8,7.5,-181,4.35,-0.01,4,0.321,,0.148,7.96,5,0.288,,0.152,10.77,39,3.39,4.61,0.19,0.303,9.52,0.38,0.26,17.08,1.96
Jharel Cotton,$7.3K,R,OAK,SP,@ HOU, , ,0.50%, ,100,-4,8.5,151,3.73,-0.07,3,0.270,,0.119,5.09,6,0.290,,0.155,7.07,9,4.31,4.48,0.15,0.283,6.41,0.29,0.22,13.98,1.92
Chase Anderson,$7.1K,R,MIL,SP,ATL, , ,1.00%,13.630,-1500,9,8.5,-133,4.53,0.12,4,0.325,,0.209,7.26,5,0.377,,0.232,7.99,35,4.21,5.50,0.17,0.354,7.67,0.33,0.31,13.63,1.92
Jacob deGrom,$10.5K,R,NYM,SP,@ WAS, , ,7.50%,2.668,900,-2,7.0,141,3.14,0.03,4,0.292,,0.106,10.21,5,0.319,,0.151,9.85,27,3.27,4.01,0.16,0.307,10.01,0.39,0.23,20.01,1.91
Mike Pelfrey,$5.0K,R,CHW,SP,@ DET, , ,0.01%, ,-500,1,9.0,115,4.29,0.16,4,0.443,,0.202,5.86,5,0.381,,0.146,4.33,25,4.82,6.08,0.21,0.409,5.01,0.45,0.19,8.68,1.74
Jerad Eickhoff,$8.6K,R,PHI,SP,@ LAD, , ,0.50%, ,600,-4,7.5,171,3.15,0.01,6,0.360,,0.244,7.75,3,0.275,,0.157,8.73,36,3.70,4.89,0.18,0.332,8.08,0.34,0.29,14.8,1.72
Tyler Skaggs,$7.7K,L,LAA,SP,@ TEX, , ,5.00%,2.564,-200,-2,9.5,-126,4.99,0.07,3,0.375,,0.107,9.00,6,0.351,,0.183,10.05,14,3.87,4.73,0.16,0.359,9.70,0.38,0.25,12.82,1.66
Matt Boyd,$6.2K,L,DET,SP,CHW, , ,0.50%, ,-300,0,9.0,-125,4.71,-0.16,0,0.280,,0.135,5.31,9,0.327,,0.173,8.46,25,4.30,5.31,0.18,0.327,8.46,0.29,0.27,10.31,1.66
Blake Snell,$7.2K,L,TBR,SP,@ TOR, , ,2.50%,4.632,100,-4,8.5,116,4.04,0.11,1,0.295,,0.024,11.57,8,0.351,,0.135,9.44,24,4.50,4.52,0.09,0.345,9.68,0.29,0.27,11.58,1.61
Kyle Freeland,$6.5K,L,COL,SP,@ ARI, , ,0.01%, ,-100,-1,9.0,154,3.92,-0.16,3,0.367,,0.143,13.50,6,0.313,,0.092,3.95,4,4.34,4.67,0.08,0.331,7.13,0.46,0.17,7.17,1.1
