Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Adam Conley,$5.8K,L,MIA,SP,SFG,6,6.29,10.00%,1.679,-1200,6,9.0,-150,4.96,0.45,3,0.346,,0.127,6.14,6,0.335,,0.190,8.74,37,4.46,5.08,0.13,0.339,7.87,0.28,0.27,16.79,2.89
Jharel Cotton,$5.5K,R,OAK,SP,KCR,8,7.71,5.00%,3.006,-600,0,9.0,-105,4.56, ,4,0.330,,0.168,6.49,5,0.347,,0.226,8.21,22,4.35,5.73,0.22,0.339,7.45,0.28,0.27,15.03,2.73
Luis Cessa,$5.4K,R,NYY,SP,NYM, , ,3.00%,4.733,-1100,7,10.0,-173,5.73,-0.02,4,0.287,,0.157,7.58,5,0.358,,0.228,6.83,26,4.38,6.28,0.22,0.326,7.16,0.37,0.29,14.2,2.63
Nick Tepesch,$4.8K,R,TOR,SP,TBR, , ,0.50%, ,-700,0,10.0,160,4.3,-0.22,4,0.505,,0.438,0.00,5,0.566,,0.452,10.50,3,4.55,9.22,0.29,0.539,5.83,0.26,0.40,12.18,2.54
Doug Fister,$6.1K,R,BOS,SP,CLE, , , , ,-600,2,10.0,-104,4.94,-0.29,7,0.414,,0.246,5.79,2,0.272,,0.100,6.69,40,4.58,5.48,0.15,0.382,5.99,0.37,0.28,15.2,2.49
Jakob Junis,$5.6K,R,KCR,SP,@ OAK,4,4.29,7.50%,1.763,-800,1,9.0,-105,4.44, ,4,0.374,,0.231,6.75,5,0.430,,0.228,9.00,9,4.52,7.21,0.23,0.405,8.00,0.35,0.34,13.22,2.36
Jake Odorizzi,$7.6K,R,TBR,SP,@ TOR, , ,12.50%,1.409,800,-2,10.0,-170,5.7,0.72,4,0.288,,0.182,9.24,5,0.344,,0.218,7.56,52,4.14,5.49,0.19,0.319,8.31,0.27,0.33,17.61,2.32
Yovani Gallardo,$5.6K,R,SEA,SP,BAL, , ,1.00%,12.930,-600,0,9.0,107,4.37,-0.3,2,0.353,,0.182,7.49,7,0.357,,0.190,6.02,45,4.86,5.81,0.18,0.356,6.35,0.35,0.25,12.93,2.31
Rafael Montero,$5.0K,R,NYM,SP,@ NYY, , ,3.00%,3.830,-1000,2,10.0,163,4.27,0.02,5,0.391,,0.148,9.22,4,0.387,,0.216,10.68,31,4.35,5.69,0.21,0.389,9.87,0.33,0.24,11.49,2.3
Travis Wood,$5.3K,L,SDP,SP,PHI,7,7.29,10.00%,1.216,-600,0,8.0,-122,4.16,-0.14,2,0.236,,0.121,7.18,7,0.396,,0.226,7.33,81,4.55,5.21,0.15,0.360,7.30,0.28,0.29,12.16,2.29
Michael Fulmer,$7.9K,R,DET,SP,@ TEX, , ,7.50%,2.388,-600,4,11.0,103,5.39,0.2,4,0.264,,0.092,7.21,5,0.285,,0.133,7.53,47,3.72,4.25,0.13,0.276,7.39,0.43,0.22,17.91,2.27
Kevin Gausman,$8.5K,R,BAL,SP,@ SEA,1,2.00,37.50%,0.472,-200,1,9.0,-117,4.63,-0.2,5,0.337,,0.165,9.00,4,0.358,,0.175,9.22,55,3.69,5.03,0.22,0.346,9.10,0.36,0.24,17.69,2.08
Jose Quintana,$11.6K,L,CHC,SP,CIN,5,4.43,22.50%,1.061,3200,-4,9.0,-213,5.44,5.44,2,0.277,,0.114,8.92,7,0.323,,0.189,9.36,55,3.57,4.43,0.16,0.313,9.26,0.34,0.27,23.87,2.06
Zack Greinke,$10.8K,R,ARI,SP,HOU,3,4.00,20.00%,1.024,1300,1,9.0,-161,5.05,0.09,4,0.299,,0.179,9.56,5,0.313,,0.174,8.91,49,3.27,4.40,0.19,0.307,9.20,0.40,0.26,20.48,1.9
Tyson Blach,$6.9K,L,SFG,SP,@ MIA,10,11.14,3.00%,4.243,-700,2,9.0,140,4.04,0.05,4,0.251,,0.058,4.61,5,0.330,,0.172,5.36,30,4.51,4.42,0.10,0.295,5.03,0.38,0.22,12.73,1.84
Collin McHugh,$8.3K,R,HOU,SP,@ ARI,11,11.43,15.00%,1.021,400,-2,9.0,151,3.95,-0.09,4,0.351,,0.161,9.44,5,0.346,,0.204,8.61,38,3.73,4.78,0.15,0.348,8.98,0.36,0.31,15.31,1.84
Chad Bettis,$6.0K,R,COL,SP,ATL, , ,0.50%, ,-500,2,12.0,-121,6.23,-0.3,5,0.308,,0.122,6.53,4,0.373,,0.209,7.12,31,3.98,4.91,0.16,0.337,6.79,0.44,0.22,10.65,1.78
Martin Perez,$6.5K,L,TEX,SP,DET, , ,2.00%,5.765,300,-5,11.0,-113,5.61,0.3,1,0.276,,0.089,8.43,8,0.363,,0.163,4.62,55,4.79,5.34,0.14,0.353,5.04,0.38,0.23,11.53,1.77
Rick Porcello,$8.2K,R,BOS,SP,CLE, , , , ,0,0,10.0,-104,4.94,-0.29,7,0.312,,0.173,8.53,2,0.323,,0.181,8.18,58,3.51,4.54,0.15,0.314,8.45,0.33,0.31,14.43,1.76
Asher Wojciechowski,$6.7K,R,CIN,SP,@ CHC,9,11.00,7.50%,1.455,200,-2,9.0,197,3.56,3.56,7,0.320,,0.306,10.90,2,0.359,,0.250,9.70,14,3.61,5.23,0.21,0.329,10.63,0.23,0.34,10.91,1.63
Julio Teheran,$6.4K,R,ATL,SP,@ COL, , ,2.00%,5.220,500,-8,12.0,111,5.77,0.3,3,0.367,,0.259,6.15,6,0.285,,0.138,9.36,53,3.94,5.18,0.17,0.312,8.29,0.34,0.31,10.44,1.63
Trevor Bauer,$9.2K,R,CLE,SP,@ BOS, , , , ,300,1,10.0,-106,5.06,0.29,5,0.335,,0.156,9.06,4,0.325,,0.148,8.95,60,3.69,4.65,0.18,0.331,9.01,0.39,0.23,14.75,1.6
Jerad Eickhoff,$8.0K,R,PHI,SP,@ SDP,2,2.43,30.00%,0.398,600,-2,8.0,112,3.84,-0.36,4,0.368,,0.225,7.74,5,0.287,,0.153,8.83,52,3.88,4.90,0.17,0.323,8.35,0.32,0.28,11.93,1.49
