Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jon Gray,$8.4K,R,COL,SP,SDP,8,11.29, , ,1900,-19,11.5,-183,6.69,0.22,6,0.316,,0.156,10.01,3,0.321,,0.134,10.37,35,3.43,4.29,0.18,0.318,10.13,0.38,0.21,17.66,2.1
Gerrit Cole,$8.9K,R,PIT,SP,MIL,10,12.43,27.50%,0.677,400,-3,9.0,-156,5.01,0.43,2,0.373,,0.204,9.80,7,0.298,,0.116,6.73,40,3.71,4.58,0.17,0.315,7.41,0.41,0.23,18.62,2.09
Zach Davies,$6.9K,R,MIL,SP,@ PIT, , ,5.00%,2.890,-300,-3,9.0,146,3.99,0.07,1,0.366,,0.208,6.75,8,0.324,,0.152,7.49,47,3.95,5.05,0.19,0.329,7.41,0.39,0.22,14.45,2.09
Nicholas Pivetta,$7.1K,R,PHI,SP,@ MIA, , , , ,0,-8,8.5,170,3.58,-0.03,4,0.311,,0.072,11.57,5,0.442,,0.381,9.48,12,4.13,6.24,0.22,0.384,10.41,0.30,0.35,14.66,2.06
Aaron Sanchez,$6.8K,R,TOR,SP,@ BOS, , ,5.00%,2.732,-1000,4,9.5,120,4.47,0.03,4,0.287,,0.128,8.75,5,0.289,,0.117,6.71,39,3.87,4.59,0.15,0.288,7.62,0.46,0.22,13.66,2.01
Zack Greinke,$11.7K,R,ARI,SP,@ CIN,6,10.43,32.50%,0.721,1500,1,9.5,-152,5.25,0.07,5,0.298,,0.181,9.27,4,0.307,,0.160,8.90,44,3.28,4.39,0.19,0.302,9.11,0.40,0.25,23.44,2
Matt Cain,$4.8K,R,SFG,SP,CLE, , , , ,-1300,0,8.0,206,3.11,-0.32,6,0.356,,0.168,7.69,3,0.369,,0.198,6.33,39,4.68,5.92,0.20,0.360,7.24,0.33,0.25,9.43,1.96
Kevin Gausman,$6.1K,R,BAL,SP,TEX, , ,7.50%,1.575,-1000,2,10.5,-142,5.69,0.06,4,0.333,,0.163,8.28,5,0.370,,0.183,9.19,50,3.79,5.18,0.22,0.354,8.79,0.35,0.24,11.81,1.94
Jacob Faria,$9.4K,R,TBR,SP,@ OAK,5,7.00, , ,800,-3,8.0,107,3.88,-0.23,5,0.258,,0.000,7.04,4,0.275,,0.145,9.39,7,3.54,4.15,0.13,0.266,8.08,0.35,0.24,17.66,1.88
Carlos Carrasco,$13.4K,R,CLE,SP,@ SFG,3,3.57, , ,3700,-2,8.0,-223,4.89,-0.18,5,0.378,,0.276,10.41,4,0.290,,0.153,10.35,43,3.08,4.31,0.18,0.339,10.38,0.37,0.28,24.71,1.84
