Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Anthony DeSclafani,$6.5K,R,CIN,SP,CHW, , ,15.00%,1.208,-300,1,9.5,-193,5.56,0.05,3,0.000,,0.000,5.90,6,0.417,,0.214,3.00,1,3.19,3.71,0.17,0.278,3.90,0.00,0.00,18.12,2.79,3,0.203,,0.125,5.20,6,0.377,,0.285,1.50,2,4.56,4.94,0.27,0.319,2.70,0.00,0.00,3,0.310,,0.250,3.90,6,0.350,,0.167,3.90,5,3.89,4.51,0.25,0.337,3.90,0.00,0.00,3,0.310,,0.250,3.90,6,0.350,,0.167,3.90,5,3.89,4.51,0.25,0.337,3.90,0.00,0.00,3,0.310,,0.250,3.90,6,0.350,,0.167,3.90,5,3.89,4.51,0.25,0.337,3.90,0.00,0.00
Kyle Hendricks,$6.4K,R,CHC,SP,DET, , ,0.00%, ,-500,3,8.5,-191,4.97,4.97,3,0.863,,1.000,4.10,6,0.420,,0.000,0.00,1,6.39,7.33,1.00,0.568,1.40,0.00,0.00,17,2.66,3,0.469,,0.412,3.60,6,0.368,,0.000,3.60,2,5.64,5.52,0.50,0.402,3.60,0.00,0.00,3,0.335,,0.239,3.10,6,0.390,,0.118,3.90,5,5.10,5.41,0.29,0.372,3.60,0.00,0.00,3,0.291,,0.221,3.70,6,0.320,,0.171,4.00,13,4.00,4.25,0.26,0.310,3.90,0.00,0.00,3,0.318,,0.188,4.30,6,0.292,,0.136,4.40,38,3.90,3.89,0.26,0.301,4.40,0.00,0.00
Zack Wheeler,$6.3K,R,NYM,SP,@ TOR, , ,12.50%,1.334,-1600,12,9.0,106,4.36,0.09,3,0.339,,0.000,5.10,6,0.000,,0.000,3.90,1,3.07,2.60,0.00,0.113,4.30,0.00,0.00,16.67,2.65,3,0.368,,0.143,3.90,6,0.126,,0.000,5.10,2,3.19,3.55,0.10,0.207,4.70,0.00,0.00,3,0.325,,0.119,5.30,6,0.184,,0.024,2.80,5,3.52,4.39,0.09,0.231,3.60,0.00,0.00,3,0.326,,0.140,4.40,6,0.283,,0.093,4.40,15,3.56,4.23,0.17,0.297,4.40,0.00,0.00,3,0.347,,0.185,4.40,6,0.317,,0.121,4.30,32,3.83,4.29,0.22,0.327,4.30,0.00,0.00
Chris Bassitt,$5.5K,R,OAK,SP,SDP, , ,10.00%,1.453,-1500,9,8.0,-126,4.18,-0.16,4,0.172,,0.000,3.00,5,0.269,,0.091,4.50,1,5.07,6.66,0.00,0.226,3.80,0.00,0.00,14.53,2.64,4,0.258,,0.010,4.00,5,0.227,,0.095,3.20,2,4.44,5.04,0.00,0.241,3.60,0.00,0.00,4,0.216,,0.030,3.70,5,0.286,,0.103,3.70,4,4.09,4.83,0.06,0.255,3.70,0.00,0.00,4,0.216,,0.030,3.70,5,0.286,,0.103,3.70,4,4.09,4.83,0.06,0.255,3.70,0.00,0.00,4,0.216,,0.030,3.70,5,0.286,,0.103,3.70,4,4.09,4.83,0.06,0.255,3.70,0.00,0.00
Alex Cobb,$4.5K,R,BAL,SP,@ PHI, , ,10.00%,1.170,-1500,2,9.0,139,4.03,0.09,5,0.336,,0.127,2.10,4,0.524,,0.363,0.00,1,6.26,7.97,0.17,0.420,1.20,0.00,0.00,11.7,2.6,5,0.279,,0.086,4.00,4,0.388,,0.300,1.60,2,4.90,5.79,0.10,0.327,2.90,0.00,0.00,5,0.320,,0.187,4.60,4,0.378,,0.241,3.60,5,3.86,4.53,0.19,0.346,4.20,0.00,0.00,5,0.408,,0.235,3.50,4,0.382,,0.246,3.30,13,4.55,4.77,0.23,0.396,3.40,0.00,0.00,5,0.334,,0.182,3.30,4,0.335,,0.180,3.40,42,4.31,4.38,0.22,0.334,3.30,0.00,0.00
Zack Greinke,$9.3K,R,ARI,SP,STL, , ,15.00%,1.480,-800,3,7.5,-136,4,-0.02,2,0.326,,0.000,2.60,7,0.165,,0.001,5.10,1,2.96,4.12,0.00,0.201,4.60,0.00,0.00,22.2,2.39,2,0.215,,0.000,3.50,7,0.163,,0.000,5.50,2,2.44,3.26,0.00,0.175,5.10,0.00,0.00,2,0.310,,0.104,3.20,7,0.310,,0.230,6.30,5,2.93,4.05,0.21,0.310,5.60,0.00,0.00,2,0.300,,0.143,3.50,7,0.291,,0.213,5.90,15,2.84,3.67,0.22,0.293,5.40,0.00,0.00,2,0.295,,0.142,4.50,7,0.291,,0.196,5.50,48,2.87,3.44,0.22,0.292,5.30,0.00,0.00
Zach Eflin,$7.9K,R,PHI,SP,BAL, , ,12.50%,1.456,-1200,6,9.0,-154,4.97,-0.09,2,0.277,,0.000,3.90,7,0.112,,0.000,3.90,1,3.52,3.83,0.00,0.149,3.90,0.00,0.00,18.2,2.3,2,0.308,,0.143,3.80,7,0.210,,0.050,4.50,2,3.13,4.00,0.00,0.232,4.30,0.00,0.00,2,0.277,,0.095,4.20,7,0.213,,0.034,4.20,5,3.11,3.93,0.00,0.227,4.20,0.00,0.00,2,0.321,,0.183,4.40,7,0.249,,0.083,4.90,10,3.09,3.95,0.09,0.265,4.80,0.00,0.00,2,0.361,,0.237,3.60,7,0.304,,0.140,3.30,21,3.91,4.65,0.19,0.317,3.40,0.00,0.00
Brian Johnson,$4.7K,L,BOS,SP,@ WAS, , ,0.00%, ,-1000,-2,9.5,101,4.67,-0.01,3,0.000,,0.000,0.00,6,0.281,,0.200,4.50,1,4.86,5.13,0.20,0.000,0.00,0.00,0.00,10.79,2.3,3,0.261,,0.000,1.20,6,0.322,,0.160,7.50,3,3.52,4.44,0.13,0.302,5.40,0.00,0.00,3,0.205,,0.000,2.40,6,0.282,,0.105,7.10,5,3.45,3.67,0.13,0.256,5.50,0.00,0.00,3,0.237,,0.027,2.50,6,0.349,,0.172,6.50,19,3.68,4.21,0.15,0.312,5.20,0.00,0.00,3,0.240,,0.054,1.90,6,0.359,,0.198,6.30,26,3.88,4.68,0.16,0.319,4.80,0.00,0.00
Marco Estrada,$6.7K,R,TOR,SP,NYM, , ,12.50%,1.230,-1700,12,9.0,-120,4.64,-0.09,4,0.377,,0.000,1.80,5,0.398,,0.304,0.00,1,6.61,7.52,0.00,0.389,0.80,0.00,0.00,15.37,2.29,4,0.270,,0.000,1.50,5,0.282,,0.173,4.50,2,4.74,5.94,0.00,0.277,3.20,0.00,0.00,4,0.164,,0.023,2.40,5,0.312,,0.197,5.70,5,3.39,4.75,0.08,0.246,4.20,0.00,0.00,4,0.332,,0.190,2.90,5,0.354,,0.240,4.30,14,4.16,5.44,0.13,0.344,3.70,0.00,0.00,4,0.300,,0.198,3.60,5,0.365,,0.225,4.60,48,3.88,5.19,0.17,0.336,4.20,0.00,0.00
Jake Odorizzi,$6.3K,R,MIN,SP,@ MIL, , ,0.00%, ,-400,2,8.5,118,4,-0.08,4,0.179,,0.143,4.50,5,0.209,,0.011,7.50,1,2.22,3.48,0.00,0.196,6.20,0.00,0.00,14.3,2.27,4,0.355,,0.154,6.20,5,0.307,,0.015,7.50,2,2.73,3.64,0.00,0.328,6.90,0.00,0.00,4,0.334,,0.171,4.50,5,0.338,,0.067,6.50,5,3.62,4.47,0.00,0.336,5.60,0.00,0.00,4,0.356,,0.271,4.90,5,0.357,,0.181,6.80,13,3.68,5.08,0.20,0.357,5.90,0.00,0.00,4,0.325,,0.232,3.80,5,0.332,,0.208,5.60,42,3.92,5.07,0.22,0.329,4.80,0.00,0.00
