Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Brock Stewart,$4.1K,R,LAD,SP,MIN, , ,5.00%,2.532,-1400,0,8.5,-232,5.25,0.63,7,0.297,,0.125,8.25,2,0.342,,0.183,7.44,13,4.11,5.60,0.23,0.307,8.07,0.34,0.25,12.66,3.09
Carlos Martinez,$8.4K,R,STL,SP,COL,2,2.14,40.00%,0.583,-500,3,8.5,-162,4.78,0.1,3,0.345,,0.165,8.22,6,0.238,,0.081,9.66,49,3.49,4.29,0.16,0.274,9.18,0.44,0.21,23.3,2.77
Aaron Nola,$7.5K,R,PHI,SP,HOU,13,14.71,5.00%,3.996,-1200,8,8.0,-101,3.95,-0.08,5,0.308,,0.143,8.55,4,0.289,,0.114,10.88,35,3.06,3.85,0.16,0.300,9.59,0.44,0.22,19.98,2.66
Marco Estrada,$5.8K,R,TOR,SP,OAK,10,12.71,10.00%,1.479,-1300,4,9.5,-154,5.27,-0.08,4,0.276,,0.163,9.13,5,0.331,,0.193,9.21,52,3.99,4.87,0.16,0.307,9.17,0.29,0.33,14.79,2.55
Jeff Samardzija,$7.6K,R,SFG,SP,PIT,7,8.71, , ,-1000,6,8.0,-148,4.39,0.15,3,0.344,,0.210,8.93,6,0.297,,0.146,8.31,53,3.39,4.43,0.18,0.313,8.52,0.38,0.26,19.31,2.54
Anibal Sanchez,$5.9K,R,DET,SP,KCR, , ,3.00%,4.920,-1200,3,10.0,-120,5.18,0.02,4,0.327,,0.157,8.69,5,0.387,,0.236,8.56,51,4.07,5.90,0.21,0.360,8.62,0.32,0.31,14.76,2.5
Jake Arrieta,$9.3K,R,CHC,SP,@ CHW,9,12.14,17.50%,1.302,-100,2,10.0,-258,6.34,0.61,5,0.289,,0.147,9.39,4,0.264,,0.126,8.79,54,3.50,4.43,0.17,0.278,9.12,0.42,0.23,22.78,2.45
Chris Sale,$13.4K,L,BOS,SP,@ SEA,1,1.57, , ,1600,0,8.0,-206,4.79,-0.02,2,0.260,,0.142,10.97,7,0.268,,0.144,10.99,52,2.66,3.52,0.14,0.266,10.99,0.32,0.29,32.7,2.44
Trevor Williams,$6.3K,R,PIT,SP,@ SFG,12,14.43, , ,-100,-4,8.0,138,3.61,-0.15,5,0.357,,0.156,6.37,4,0.325,,0.181,7.94,27,4.12,5.04,0.20,0.343,7.07,0.36,0.20,14.86,2.36
Gio Gonzalez,$9.7K,L,WAS,SP,MIL,8,11.57,15.00%,1.517,1200,-4,8.5,-124,4.44,-0.42,1,0.259,,0.070,7.81,8,0.321,,0.162,10.11,52,3.72,4.61,0.16,0.314,9.85,0.37,0.25,22.76,2.35
Jhoulys Chacin,$7.4K,R,SDP,SP,NYM, , ,4.00%,4.223,-600,2,8.5,-104,4.2, ,6,0.340,,0.171,5.77,3,0.302,,0.110,9.48,54,3.93,4.81,0.18,0.327,7.01,0.41,0.20,16.89,2.28
Patrick Corbin,$7.9K,L,ARI,SP,ATL,15,14.86, , ,0,-4,10.5,-192,6.18,0.39,2,0.305,,0.168,11.47,7,0.377,,0.202,7.06,54,3.90,5.29,0.22,0.361,8.04,0.40,0.23,17.85,2.26
Steven Matz,$7.7K,L,NYM,SP,@ SDP,11,13.14,10.00%,1.726,-100,-3,8.5,-106,4.3, ,1,0.306,,0.109,8.24,8,0.323,,0.158,9.42,29,3.37,4.44,0.19,0.321,9.29,0.40,0.22,17.26,2.24
Luis Severino,$11.5K,R,NYY,SP,CIN,6,8.43, , ,1900,-1,9.0,-230,5.55,0.07,5,0.297,,0.139,9.19,4,0.312,,0.152,10.68,41,3.29,4.25,0.18,0.304,9.85,0.36,0.24,25.74,2.24
Andrew Moore,$4.8K,R,SEA,SP,BOS, , , , ,-1700,5,8.0,191,3.21,0.02,6,0.437,,0.375,2.46,3,0.359,,0.286,4.58,5,5.27,7.31,0.24,0.411,3.17,0.25,0.36,10.72,2.23
Carlos Carrasco,$11.0K,R,CLE,SP,LAA,3,5.14,30.00%,0.807,1200,1,9.0,-214,5.44,0.12,4,0.384,,0.286,10.45,5,0.288,,0.150,10.28,44,3.09,4.33,0.18,0.331,10.36,0.37,0.28,24.2,2.2
Alex Cobb,$8.6K,R,TBR,SP,BAL, , , , ,500,-5,9.0,-142,4.88,-0.19,2,0.315,,0.140,6.16,7,0.318,,0.154,5.99,26,4.29,5.22,0.18,0.317,6.03,0.38,0.23,18.87,2.19
Jeff Hoffman,$6.6K,R,COL,SP,@ STL, , ,7.50%,1.899,-100,-3,8.5,152,3.72,-0.1,2,0.307,,0.182,6.38,7,0.380,,0.205,8.93,20,4.42,5.41,0.15,0.364,8.36,0.34,0.31,14.24,2.16
Ubaldo Jimenez,$4.9K,R,BAL,SP,@ TBR, , , , ,-1300,0,9.0,132,4.12,-0.31,4,0.445,,0.358,10.63,5,0.328,,0.134,7.17,50,4.40,5.85,0.22,0.380,8.71,0.41,0.24,9.94,2.03
Michael Fiers,$10.2K,R,HOU,SP,@ PHI,5,7.29,20.00%,1.014,1600,-3,8.0,-109,4.05,-0.42,3,0.321,,0.151,7.21,6,0.362,,0.228,8.71,51,3.80,5.37,0.20,0.348,8.21,0.37,0.28,20.28,1.99
Ervin Santana,$7.4K,R,MIN,SP,@ LAD, , ,2.00%,7.190,-800,4,8.5,214,3.25,0.37,4,0.279,,0.119,6.01,5,0.317,,0.170,8.56,50,4.15,4.98,0.16,0.300,7.43,0.36,0.27,14.38,1.94
Paul Blackburn,$5.6K,R,OAK,SP,@ TOR,13,14.71,2.00%,5.400,-1000,2,9.5,144,4.23,0.08,4,0.277,,0.084,2.89,5,0.359,,0.205,4.00,4,4.88,5.76,0.21,0.323,3.51,0.43,0.17,10.8,1.93
Jimmy Nelson,$8.0K,R,MIL,SP,@ WAS, , ,5.00%,3.016,-400,-1,8.5,114,4.06,-0.08,7,0.344,,0.183,9.24,2,0.337,,0.137,8.33,53,3.85,5.05,0.18,0.342,9.04,0.42,0.23,15.08,1.89
Ian Kennedy,$7.8K,R,KCR,SP,@ DET, , ,2.00%,7.280,300,-5,10.0,110,4.82,-0.02,2,0.319,,0.192,9.14,7,0.311,,0.178,9.26,51,4.13,5.55,0.18,0.313,9.23,0.28,0.35,14.56,1.87
Yu Darvish,$12.1K,R,TEX,SP,MIA,4,6.43,20.00%,1.097,2100,0,10.5,-208,6.3,0.57,5,0.299,,0.164,12.19,4,0.286,,0.165,10.10,39,3.10,4.40,0.19,0.293,11.26,0.33,0.29,21.93,1.81
Aaron Blair,$4.5K,R,ATL,SP,@ ARI, , , , ,-1300,0,10.5,180,4.32,0.11,5,0.476,,0.360,5.56,4,0.350,,0.195,6.94,15,5.19,6.95,0.21,0.420,6.17,0.32,0.28,7.51,1.67
Ricky Nolasco,$6.5K,R,LAA,SP,@ CLE, , ,1.00%,10.830,-700,1,9.0,198,3.56,-0.12,5,0.316,,0.184,6.25,4,0.352,,0.214,8.32,52,4.01,5.33,0.17,0.332,7.17,0.36,0.31,10.83,1.67
James Shields,$5.0K,R,CHW,SP,CHC, , ,0.50%, ,-1400,1,10.0,236,3.66,-0.11,7,0.425,,0.275,6.95,2,0.384,,0.255,7.69,41,4.88,7.06,0.21,0.416,7.11,0.33,0.34,8.15,1.63
Jose Urena,$6.4K,R,MIA,SP,@ TEX, , ,0.25%, ,-100,-3,10.5,193,4.2,-0.07,5,0.360,,0.189,4.95,4,0.319,,0.173,8.04,47,4.60,5.67,0.16,0.342,6.32,0.36,0.27,10.32,1.61
Homer Bailey,$5.5K,R,CIN,SP,@ NYY, , , , ,-400,-3,9.0,212,3.45,-0.07,4,0.432,,0.151,6.87,5,0.416,,0.172,9.75,12,4.09,5.47,0.24,0.423,8.47,0.31,0.19,7.95,1.45
