Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Jose Urena,$6.3K,R,MIA,SP,@ STL, , ,2.00%,9.415,-900,-1,9.5,114,4.53,0.34,2,0.332,,0.162,4.88,7,0.335,,0.186,7.78,43,4.64,5.47,0.14,0.334,7.14,0.36,0.27,18.83,2.99
Matt Cain,$5.0K,R,SFG,SP,@ DET, , ,0.50%, ,-1600,2,10.0,194,3.98,-0.1,2,0.361,,0.170,7.67,7,0.373,,0.203,6.50,37,4.64,5.93,0.20,0.370,6.76,0.33,0.25,14.61,2.92
Mark Leiter Jr.,$5.6K,R,PHI,SP,PIT, , ,1.00%,16.330,-900,-1,8.5,136,3.85,-0.12,3,0.295,,0.173,6.08,6,0.338,,0.215,7.80,13,4.65,5.96,0.20,0.324,7.23,0.41,0.28,16.33,2.92
Trevor Cahill,$7.1K,R,SDP,SP,@ CLE,12,12.00, , ,-1200,2,8.0,288,2.64,-0.25,7,0.269,,0.084,8.91,2,0.288,,0.106,11.16,54,3.44,4.48,0.20,0.273,9.41,0.49,0.18,20.58,2.9
Kyle Gibson,$4.8K,R,MIN,SP,LAA, , ,2.00%,6.905,-1500,1,9.5,-117,4.89,-0.45,4,0.381,,0.177,5.99,5,0.356,,0.177,7.16,39,4.63,5.85,0.19,0.367,6.64,0.39,0.23,13.81,2.88
Lance Lynn,$6.9K,R,STL,SP,MIA, , ,5.00%,3.816,-400,-3,9.5,-124,4.97,0.16,4,0.382,,0.244,7.34,5,0.274,,0.198,9.77,16,3.88,6.06,0.25,0.322,8.69,0.34,0.31,19.08,2.77
James Shields,$6.1K,R,CHW,SP,@ OAK, , ,1.00%,16.130,-1000,0,9.5,138,4.29,0.07,5,0.409,,0.240,7.15,4,0.382,,0.260,7.92,38,4.82,6.94,0.21,0.397,7.49,0.33,0.34,16.13,2.64
Jameson Taillon,$8.5K,R,PIT,SP,@ PHI,5,5.67,32.50%,0.685,-100,1,8.5,-146,4.65,0.12,5,0.316,,0.094,6.62,4,0.317,,0.174,9.23,28,3.46,4.41,0.18,0.316,7.78,0.45,0.21,22.27,2.62
J.C. Ramirez,$5.8K,R,LAA,SP,@ MIN, , ,1.00%,15.220,-1000,1,9.5,107,4.61,-0.55,6,0.320,,0.208,7.92,3,0.306,,0.124,7.75,88,3.80,5.44,0.25,0.315,7.86,0.42,0.22,15.22,2.62
Daniel Gossett,$5.5K,R,OAK,SP,CHW,9,10.67,1.00%,14.290,-1300,3,9.5,-148,5.21,-0.07,3,0.281,,0.071,5.40,6,0.366,,0.364,5.79,4,4.07,6.09,0.31,0.338,5.66,0.36,0.21,14.29,2.6
Jon Lester,$8.8K,L,CHC,SP,TBR,3,3.00,27.50%,0.833,-1500,7,7.5,-140,4.05,4.05,1,0.231,,0.094,10.20,8,0.292,,0.147,8.68,53,3.29,4.11,0.17,0.285,8.85,0.39,0.23,22.9,2.6
Sean Newcomb,$6.7K,L,ATL,SP,HOU, , , , ,-1300,3,9.5,118,4.49,0.17,2,0.427,,0.231,7.94,7,0.177,,0.037,8.62,4,3.53,3.47,0.06,0.233,8.47,0.47,0.24,16.67,2.49
Joseph Ross,$7.2K,R,WAS,SP,NYM, , , , ,-1300,3,9.5,-171,5.42,0.11,5,0.382,,0.175,8.30,4,0.303,,0.149,8.63,31,3.63,4.68,0.19,0.347,8.45,0.35,0.23,17.76,2.47
CC Sabathia,$7.3K,L,NYY,SP,TOR, , ,4.00%,4.442,-300,-3,10.0,101,5.07,0.26,0,0.305,,0.117,9.54,9,0.313,,0.135,7.56,42,3.96,4.88,0.18,0.313,7.56,0.41,0.22,17.77,2.43
Jimmy Nelson,$9.2K,R,MIL,SP,BAL,5,5.67,25.00%,0.852,200,-1,9.5,-162,5.34,-0.07,1,0.341,,0.175,9.00,8,0.341,,0.141,8.09,49,3.96,5.16,0.18,0.341,8.19,0.43,0.23,21.3,2.32
Patrick Corbin,$6.6K,L,ARI,SP,@ LAD, , , , ,-700,-1,7.0,276,2.36,-0.15,3,0.315,,0.188,11.09,6,0.375,,0.195,6.85,50,4.04,5.46,0.22,0.355,8.26,0.40,0.23,15.21,2.3
Seth Lugo,$6.6K,R,NYM,SP,@ WAS, , , , ,-900,1,9.5,161,4.08,-0.11,6,0.294,,0.123,5.69,3,0.301,,0.145,7.35,21,4.41,5.08,0.13,0.296,6.24,0.35,0.29,15.18,2.3
J.A. Happ,$7.6K,L,TOR,SP,@ NYY, , ,10.00%,1.732,-300,-3,10.0,-111,4.93,0.24,3,0.293,,0.127,6.89,6,0.303,,0.159,8.59,44,3.74,4.54,0.15,0.300,8.02,0.37,0.26,17.32,2.28
Danny Duffy,$9.1K,L,KCR,SP,@ SEA, , ,10.00%,2.043,500,-2,9.0,117,4.27,0.4,2,0.237,,0.058,10.76,7,0.320,,0.162,9.57,51,3.57,4.44,0.14,0.302,9.83,0.30,0.32,20.43,2.25
Corey Kluber,$12.6K,R,CLE,SP,SDP,1,1.50, , ,600,0,8.0,-325,5.36,-0.25,4,0.295,,0.122,10.52,5,0.260,,0.139,11.08,48,2.90,3.67,0.15,0.276,10.83,0.38,0.26,28.24,2.24
Michael Fulmer,$9.8K,R,DET,SP,SFG,8,10.50,20.00%,1.079,100,-1,10.0,-210,6.02,0.1,4,0.258,,0.078,7.62,5,0.289,,0.132,7.78,41,3.66,4.09,0.12,0.275,7.71,0.43,0.22,21.57,2.2
Brad Peacock,$9.6K,R,HOU,SP,@ ATL,11,11.33, , ,1200,-7,9.5,-128,5.01,-0.17,5,0.302,,0.119,12.58,4,0.261,,0.127,11.72,28,3.66,4.15,0.12,0.284,12.20,0.30,0.31,21.05,2.19
David Price,$8.9K,L,BOS,SP,@ TEX, , , , ,-400,2,9.0,-104,4.44,0.1,2,0.321,,0.158,7.49,7,0.329,,0.186,9.93,43,3.47,4.53,0.16,0.327,9.39,0.34,0.30,18.59,2.09
Ubaldo Jimenez,$6.2K,R,BAL,SP,@ MIL, , ,5.00%,2.576,-1200,3,9.5,152,4.16,-0.43,4,0.429,,0.329,11.02,5,0.320,,0.129,7.09,46,4.38,5.67,0.21,0.368,8.84,0.42,0.23,12.88,2.08
Clayton Kershaw,$12.9K,L,LAD,SP,ARI,2,1.83, , ,500,0,7.0,-311,4.64,0.15,3,0.244,,0.130,10.41,6,0.239,,0.107,10.71,43,2.36,3.08,0.15,0.241,10.61,0.39,0.24,26.85,2.08
Yu Darvish,$11.2K,R,TEX,SP,BOS,10,10.83, , ,1400,-2,9.0,-106,4.56,-0.1,4,0.279,,0.137,11.93,5,0.291,,0.171,10.49,35,3.09,4.34,0.19,0.286,11.13,0.32,0.29,23.05,2.06
Felix Hernandez,$8.2K,R,SEA,SP,KCR,7,10.33,5.00%,3.386,-500,3,9.0,-127,4.73,0.1,4,0.274,,0.112,7.03,5,0.336,,0.182,8.19,31,4.05,5.36,0.19,0.308,7.67,0.42,0.24,16.93,2.06
Chris Archer,$10.7K,R,TBR,SP,@ CHC,4,4.67,45.00%,0.455,800,0,7.5,130,3.45,3.45,6,0.311,,0.178,11.41,3,0.302,,0.148,10.62,49,3.18,4.27,0.17,0.308,11.15,0.35,0.28,20.48,1.91
Homer Bailey,$4.0K,R,CIN,SP,@ COL, , , , ,-1000,0,12.5,123,5.84,-0.14,6,0.461,,0.096,11.25,3,0.400,,0.168,9.92,8,3.82,5.38,0.23,0.441,10.81,0.27,0.22,7.25,1.81
Kyle Freeland,$6.0K,L,COL,SP,CIN, , , , ,0,-5,12.5,-133,6.66,-0.36,2,0.326,,0.125,8.72,7,0.352,,0.154,4.80,16,4.55,5.58,0.19,0.346,5.67,0.42,0.18,9.7,1.62
