Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Chris Bassitt,$5.5K,R,OAK,SP,@ DET, , ,1.00%,14.110,-1300,5,9.5,-121,4.91,4.91,4,0.338,,0.000,5.30,5,0.176,,0.100,1.80,1,4.32,0.00,0.00,0.248,3.30,0.00,0.00,14.11,2.57,4,0.264,,0.000,5.00,5,0.362,,0.166,2.00,2,4.33,0.00,0.17,0.318,3.30,0.00,0.00,4,0.234,,0.034,3.90,5,0.291,,0.105,3.40,3,3.87,0.00,0.09,0.266,3.60,0.00,0.00,4,0.234,,0.034,3.90,5,0.291,,0.105,3.40,3,3.87,0.00,0.09,0.266,3.60,0.00,0.00,4,0.234,,0.034,3.90,5,0.291,,0.105,3.40,3,3.87,0.00,0.09,0.266,3.60,0.00,0.00
Zack Wheeler,$6.3K,R,NYM,SP,PIT, , ,27.50%,0.581,-1400,8,8.0,-114,4.07,0.26,5,0.411,,0.428,2.60,4,0.207,,0.000,6.40,1,3.61,0.00,0.17,0.320,4.30,0.00,0.00,15.97,2.53,5,0.239,,0.160,6.90,4,0.254,,0.013,3.50,2,2.64,0.00,0.10,0.246,5.40,0.00,0.00,5,0.309,,0.130,4.60,4,0.248,,0.024,2.90,5,3.92,0.00,0.10,0.282,3.80,0.00,0.00,5,0.325,,0.155,4.30,4,0.299,,0.099,4.40,14,3.61,0.00,0.18,0.313,4.40,0.00,0.00,5,0.348,,0.194,4.40,4,0.325,,0.125,4.30,31,3.86,0.00,0.23,0.338,4.40,0.00,0.00
Kyle Hendricks,$6.4K,R,CHC,SP,@ LAD, , ,5.00%,3.166,-800,1,7.5,123,3.49,0.05,5,0.226,,0.000,3.50,4,0.316,,0.000,5.20,1,5.21,0.00,0.00,0.266,4.20,0.00,0.00,15.83,2.47,5,0.205,,0.000,2.40,4,0.417,,0.130,4.00,2,5.41,0.00,0.13,0.299,3.10,0.00,0.00,5,0.250,,0.115,2.80,4,0.405,,0.176,3.40,5,4.93,0.00,0.22,0.319,3.10,0.00,0.00,5,0.291,,0.210,3.60,4,0.307,,0.164,3.80,13,3.98,0.00,0.25,0.298,3.70,0.00,0.00,5,0.308,,0.174,4.30,4,0.290,,0.138,4.50,37,3.86,0.00,0.25,0.300,4.40,0.00,0.00
Luis Castillo,$5.8K,R,CIN,SP,@ ATL, , ,0.00%, ,-1700,8,8.5,122,3.96,0.02,6,0.442,,0.400,1.70,3,0.133,,0.000,6.90,1,3.79,0.00,0.50,0.339,3.50,0.00,0.00,14.25,2.46,6,0.499,,0.450,1.80,3,0.226,,0.143,4.40,2,4.47,0.00,0.33,0.408,2.60,0.00,0.00,6,0.384,,0.237,3.10,3,0.306,,0.273,5.70,4,3.71,0.00,0.40,0.358,4.00,0.00,0.00,6,0.380,,0.252,3.60,3,0.301,,0.170,5.80,14,3.84,0.00,0.31,0.354,4.30,0.00,0.00,6,0.327,,0.226,4.00,3,0.296,,0.158,5.70,30,3.61,0.00,0.30,0.317,4.60,0.00,0.00
Wei-Yin Chen,$4.6K,L,MIA,SP,ARI, , ,1.00%,11.330,-1100,1,7.5,135,3.39,-0.16,3,0.426,,0.200,2.20,6,0.524,,0.286,4.50,1,4.51,0.00,0.50,0.491,3.80,0.00,0.00,11.33,2.46,3,0.426,,0.200,0.90,6,0.429,,0.230,3.60,2,4.90,0.00,0.40,0.428,2.70,0.00,0.00,3,0.251,,0.102,0.90,6,0.424,,0.216,6.50,5,4.39,0.00,0.30,0.366,4.60,0.00,0.00,3,0.298,,0.225,2.30,6,0.396,,0.247,4.50,11,4.59,0.00,0.22,0.363,3.80,0.00,0.00,3,0.266,,0.157,1.90,6,0.357,,0.220,4.90,20,4.27,0.00,0.19,0.327,3.90,0.00,0.00
Brent Suter,$6.5K,L,MIL,SP,KCR, , ,0.00%, ,-600,-1,8.0,-189,4.67,-0.29,3,0.682,,1.000,1.30,6,0.121,,0.050,5.10,1,3.51,0.00,0.17,0.308,3.90,0.00,0.00,15.99,2.46,3,0.394,,0.334,1.90,6,0.186,,0.053,3.20,2,4.12,0.00,0.09,0.255,2.80,0.00,0.00,3,0.314,,0.231,2.20,6,0.227,,0.100,4.90,4,3.56,0.00,0.12,0.256,4.00,0.00,0.00,3,0.299,,0.173,1.40,6,0.310,,0.184,6.60,14,3.58,0.00,0.23,0.306,4.90,0.00,0.00,3,0.266,,0.130,1.60,6,0.320,,0.167,6.20,36,3.77,0.00,0.22,0.302,4.70,0.00,0.00
Danny Duffy,$6.0K,L,KCR,SP,@ MIL, , ,0.00%, ,-900,2,8.0,171,3.33,-0.21,2,0.000,,0.000,0.00,7,0.243,,0.056,10.50,1,3.81,0.00,0.00,0.000,0.00,0.00,0.00,14.73,2.46,2,0.000,,0.000,0.00,7,0.308,,0.143,9.00,2,4.14,0.00,0.11,0.000,0.00,0.00,0.00,2,0.293,,0.000,0.40,7,0.297,,0.145,7.90,4,4.33,0.00,0.13,0.296,6.20,0.00,0.00,2,0.265,,0.092,1.40,7,0.348,,0.197,7.00,14,4.47,0.00,0.18,0.330,5.70,0.00,0.00,2,0.225,,0.084,1.60,7,0.344,,0.182,6.80,38,3.91,0.00,0.16,0.318,5.70,0.00,0.00
Kyle Gibson,$7.5K,R,MIN,SP,@ CHW, , ,17.50%,0.971,-800,3,9.0,-140,4.84,-0.03,6,0.312,,0.000,6.00,3,0.449,,0.334,1.50,1,4.61,0.00,0.33,0.358,4.50,0.00,0.00,16.99,2.27,6,0.273,,0.000,7.50,3,0.283,,0.167,4.50,1,5.25,0.00,0.17,0.276,6.50,0.00,0.00,6,0.232,,0.000,5.90,3,0.318,,0.279,4.00,3,4.47,0.00,0.31,0.261,5.30,0.00,0.00,6,0.296,,0.099,4.30,3,0.292,,0.163,5.50,13,3.88,0.00,0.19,0.295,4.70,0.00,0.00,6,0.335,,0.142,3.60,3,0.328,,0.175,4.50,42,4.32,0.00,0.24,0.333,3.90,0.00,0.00
Luis Cessa,$5.9K,R,NYY,SP,@ PHI, , ,10.00%,1.226,400,-5,8.0,-124,4.16,-0.56,3,0.344,,0.000,0.00,6,0.115,,0.000,9.00,1,5.45,0.00,0.00,0.191,6.00,0.00,0.00,12.26,2.08,3,0.344,,0.000,0.00,6,0.115,,0.000,9.00,1,5.45,0.00,0.00,0.191,6.00,0.00,0.00,3,0.344,,0.000,0.00,6,0.115,,0.000,9.00,1,5.45,0.00,0.00,0.191,6.00,0.00,0.00,3,0.142,,0.000,9.00,6,0.261,,0.000,3.60,3,3.46,0.00,0.00,0.221,5.40,0.00,0.00,3,0.235,,0.091,3.50,6,0.410,,0.269,5.10,13,4.19,0.00,0.24,0.352,4.50,0.00,0.00
Alex Cobb,$4.9K,R,BAL,SP,SEA, , ,2.50%,4.084,-1200,1,9.5,-107,4.67,0.06,4,0.243,,0.062,5.10,5,0.176,,0.222,2.60,1,3.67,0.00,0.00,0.206,3.70,0.00,0.00,10.21,2.08,4,0.273,,0.107,4.50,5,0.325,,0.334,3.20,2,3.83,0.00,0.22,0.302,3.80,0.00,0.00,4,0.317,,0.200,5.00,5,0.333,,0.209,4.30,4,3.27,0.00,0.20,0.326,4.60,0.00,0.00,4,0.414,,0.243,3.60,5,0.370,,0.238,3.50,12,4.42,0.00,0.24,0.390,3.50,0.00,0.00,4,0.334,,0.183,3.30,5,0.331,,0.177,3.50,41,4.26,0.00,0.22,0.332,3.40,0.00,0.00
