Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Clayton Richard,$4.0K,L,SDP,SP,SFG, , , , ,-2900,10,7.5,146,3.33,-0.04,3,0.284,,0.012,8.05,6,0.346,,0.081,5.10,27,4.21,4.74,0.11,0.325,6.08,0.51,0.14,13.37,3.34
Carlos Martinez,$9.0K,R,STL,SP,CIN, , ,22.5%,1.108,-200,3,8.0,-184,4.66,-0.09,3,0.332,,0.146,7.77,6,0.239,,0.050,9.30,30,3.47,4.03,0.12,0.270,8.79,0.48,0.20,24.93,2.77
Martin Perez,$5.8K,L,TEX,SP,OAK, , , , ,-600,1,10.0,113,4.78,-0.05,0,0.247,,0.093,7.65,9,0.342,,0.135,4.35,34,4.97,5.31,0.12,0.342,4.35,0.38,0.22,15.22,2.62
Wade Miley,$5.6K,L,BAL,SP,NYY, , ,2.0%,6.650,-600,1,8.5,-113,4.33,-0.1,1,0.297,,0.133,7.49,8,0.359,,0.191,7.81,30,3.88,5.19,0.20,0.352,7.77,0.39,0.24,13.3,2.38
Gerrit Cole,$8.2K,R,PIT,SP,ATL, , ,15.0%,1.303,-100,3,8.0,-128,4.22,0.14,4,0.359,,0.145,10.67,5,0.295,,0.088,5.92,22,3.85,4.11,0.10,0.323,8.03,0.41,0.20,19.55,2.38
Patrick Corbin,$5.6K,L,ARI,SP,CLE, , , , ,600,-2,9.5,164,4.05,-0.14,0,0.327,,0.173,11.37,9,0.380,,0.197,6.44,35,4.28,5.64,0.21,0.380,6.44,0.39,0.23,13.13,2.34
Lance McCullers,$10.8K,R,HOU,SP,KCR, , ,32.5%,0.747,1900,-3,8.5,-188,4.98,0.26,5,0.385,,0.164,14.16,4,0.321,,0.123,10.60,16,3.25,3.61,0.12,0.357,12.58,0.45,0.23,24.27,2.25
Noah Syndergaard,$10.9K,R,NYM,SP,MIA, , , , ,-200,2,7.0,-180,4.05,0.03,4,0.310,,0.110,11.59,6,0.247,,0.084,11.07,32,2.58,2.76,0.09,0.302,12.53,0.41,0.21,24.53,2.25
Jake Arrieta,$10.7K,R,CHC,SP,@ MIL, , ,35.0%,0.683,300,3,8.0,-169,4.55,-0.12,3,0.271,,0.109,9.14,6,0.249,,0.110,8.87,36,3.48,4.19,0.15,0.256,8.96,0.45,0.22,23.92,2.24
Stephen Strasburg,$10.4K,R,WAS,SP,@ PHI, , ,25.0%,0.916,800,1,8.5,-164,4.8,0.54,5,0.266,,0.137,11.15,4,0.296,,0.135,11.06,25,2.88,3.54,0.13,0.279,11.11,0.32,0.28,22.89,2.2
Jose Quintana,$8.8K,L,CHW,SP,MIN, , ,7.5%,2.531,400,1,8.0,-129,4.23,0.03,4,0.286,,0.122,8.16,5,0.315,,0.186,8.52,33,3.76,4.46,0.15,0.302,8.36,0.33,0.27,18.98,2.16
Johnny Cueto,$11.5K,R,SFG,SP,@ SDP, , , , ,2700,-7,7.5,-156,4.17,0.04,5,0.289,,0.125,8.58,4,0.277,,0.118,8.03,34,3.19,3.69,0.12,0.284,8.34,0.44,0.22,24.22,2.11
Matt Shoemaker,$8.3K,R,LAA,SP,SEA, , , , ,700,-3,8.5,-126,4.46,0.04,3,0.284,,0.141,8.19,6,0.330,,0.164,9.44,27,3.49,4.25,0.14,0.315,9.02,0.34,0.28,17.34,2.09
Corey Kluber,$10.0K,R,CLE,SP,@ ARI, , , , ,-200,4,9.5,-174,5.45,0.14,5,0.304,,0.139,9.97,4,0.272,,0.147,10.54,37,3.14,3.97,0.15,0.290,10.22,0.36,0.26,20.82,2.08
Ervin Santana,$7.5K,R,MIN,SP,@ CHW, , ,2.5%,6.220,-200,4,8.0,119,3.77,-0.03,5,0.282,,0.108,6.47,4,0.305,,0.150,8.56,31,4.04,4.55,0.13,0.292,7.40,0.35,0.28,15.55,2.07
Jake Odorizzi,$8.0K,R,TBR,SP,TOR, , ,7.5%,2.193,500,-2,8.0,116,3.8,-0.15,3,0.260,,0.148,9.87,6,0.351,,0.211,7.10,34,4.01,5.12,0.17,0.321,8.02,0.29,0.33,16.45,2.06
Marco Estrada,$8.5K,R,TOR,SP,@ TBR, , ,12.5%,1.394,600,-1,8.0,-126,4.2,0.15,5,0.251,,0.134,7.96,4,0.293,,0.172,8.80,33,4.01,4.69,0.15,0.270,8.33,0.30,0.32,17.42,2.05
Edinson Volquez,$6.5K,R,MIA,SP,@ NYM, , , , ,400,-4,7.0,170,2.95,-0.03,6,0.377,,0.154,6.90,3,0.344,,0.150,7.05,35,4.33,5.21,0.17,0.366,6.95,0.42,0.21,13.21,2.03
Julio Teheran,$8.7K,R,ATL,SP,@ PIT, , ,7.5%,2.340,700,-1,8.0,118,3.78,0.36,3,0.357,,0.237,6.21,6,0.245,,0.107,9.80,31,3.60,4.34,0.13,0.282,8.60,0.34,0.31,17.55,2.02
Daniel Norris,$7.3K,L,DET,SP,BOS, , ,5.0%,2.892,400,0,8.0,-108,3.95,0.15,3,0.289,,0.143,13.26,6,0.353,,0.201,8.76,14,3.59,4.59,0.16,0.332,10.26,0.34,0.30,14.46,1.98
Hisashi Iwakuma,$7.9K,R,SEA,SP,@ LAA, , , , ,200,2,8.5,116,4.04,-0.04,3,0.317,,0.169,6.18,6,0.342,,0.178,7.14,35,4.20,5.17,0.17,0.334,6.82,0.34,0.26,15.57,1.97
Jeremy Hellickson,$7.4K,R,PHI,SP,WAS, , ,5.0%,2.888,600,-3,8.5,154,3.7,0.46,6,0.308,,0.156,7.06,3,0.300,,0.181,8.03,33,3.80,4.68,0.17,0.305,7.38,0.38,0.24,14.44,1.95
Nate Karns,$6.9K,R,KCR,SP,@ HOU, , ,5.0%,2.642,1100,-6,8.5,177,3.52,0.24,4,0.278,,0.128,11.57,5,0.389,,0.200,9.39,23,3.98,4.75,0.14,0.340,10.36,0.34,0.30,13.21,1.91
CC Sabathia,$7.1K,L,NYY,SP,@ BAL, , ,5.0%,2.640,-300,3,8.5,103,4.17,0.1,1,0.299,,0.140,9.50,8,0.317,,0.126,7.63,30,4.02,4.88,0.17,0.315,7.84,0.42,0.22,13.2,1.86
Sean Manaea,$7.6K,L,OAK,SP,@ TEX, , , , ,900,-6,10.0,-123,5.22,0.55,3,0.235,,0.118,8.89,6,0.351,,0.188,7.57,26,3.75,4.76,0.17,0.312,8.01,0.35,0.26,13.61,1.79
Zach Davies,$6.4K,R,MIL,SP,CHC, , ,0.5%, ,-600,5,8.0,159,3.45,0.12,6,0.349,,0.179,7.08,3,0.316,,0.142,8.27,29,3.76,4.63,0.17,0.338,7.48,0.39,0.22,10.97,1.71
