Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Junior Guerra,$4.8K,R,MIL,SP,ARI,14,14.50,5.00%,3.304,-2800,14,8.5,-115,4.35,-0.21,3,0.246,,0.107,8.79,6,0.290,,0.135,7.75,21,3.99,4.46,0.12,0.275,8.10,0.40,0.26,16.52,3.44
Michael Bolsinger,$4.5K,R,TOR,SP,TEX, , ,0.25%, ,-1200,1,9.5,-143,5.16,0.16,5,0.422,,0.188,9.75,4,0.426,,0.257,7.33,10,4.63,6.68,0.28,0.424,8.67,0.26,0.23,14,3.11
Aaron Nola,$7.7K,R,PHI,SP,CIN,6,6.33,15.00%,1.411,-400,1,8.0,-132,4.25,-0.73,3,0.307,,0.139,8.34,6,0.308,,0.105,10.91,24,2.97,3.68,0.15,0.308,10.05,0.47,0.19,21.16,2.75
Max Scherzer,$12.7K,R,WAS,SP,SDP,1,4.00,50.00%,0.634,900,0,7.5,-247,4.7,-0.29,4,0.344,,0.212,10.04,5,0.217,,0.142,12.99,45,2.72,4.03,0.19,0.273,11.68,0.29,0.30,31.7,2.5
Zachary Godley,$6.3K,R,ARI,SP,@ MIL,7,6.50,10.00%,1.554,-100,0,8.5,105,4.15,-0.29,3,0.385,,0.268,7.59,6,0.326,,0.153,6.75,31,3.76,5.38,0.24,0.346,7.03,0.49,0.20,15.54,2.47
Hector Santiago,$6.0K,L,MIN,SP,TBR, , ,0.25%, ,-1000,5,8.5,120,4,-0.01,3,0.381,,0.194,7.46,6,0.332,,0.202,7.29,42,4.86,5.96,0.17,0.348,7.35,0.30,0.33,14.72,2.45
Eduardo Rodriguez,$8.8K,L,BOS,SP,SEA,4,5.00,12.50%,1.719,100,2,9.0,-161,5.05,-0.52,3,0.328,,0.101,10.36,6,0.309,,0.209,9.43,29,3.95,4.76,0.14,0.315,9.74,0.26,0.34,21.49,2.44
Matt Cain,$6.4K,R,SFG,SP,ATL,10,13.83,0.50%, ,-1800,13,8.0,-102,4.05, ,5,0.365,,0.185,8.26,4,0.358,,0.201,7.25,30,4.61,5.74,0.18,0.362,7.81,0.32,0.27,15.24,2.38
Masahiro Tanaka,$8.1K,R,NYY,SP,OAK,13,14.33,5.00%,3.846,-200,0,9.0,-157,5.02,-0.12,3,0.311,,0.205,7.93,6,0.320,,0.160,7.84,40,3.62,4.71,0.19,0.317,7.87,0.39,0.24,19.23,2.37
Luis Perdomo,$5.2K,R,SDP,SP,@ WAS, , ,1.00%,12.020,-1600,4,7.5,226,2.8,-0.21,4,0.382,,0.192,6.43,5,0.344,,0.134,7.93,42,3.72,5.27,0.23,0.361,7.26,0.47,0.18,12.02,2.31
Dan Straily,$7.5K,R,MIA,SP,LAA,8,13.50,7.50%,2.313,-1000,6,8.0,-122,4.16,-0.22,4,0.283,,0.130,7.39,5,0.324,,0.224,8.38,43,4.36,5.48,0.17,0.306,7.94,0.27,0.32,17.35,2.31
George Farmer,$4.0K,R,DET,RP,@ CHW, , , , ,-1500,-29,9.5,-103,4.81,0.34,0,0.459,,0.322,9.95,9,0.282,,0.042,10.66,14,4.94,5.95,0.20,0.282,10.66,0.40,0.24,9.23,2.31
Alex Wood,$9.6K,L,LAD,SP,CHC,1,4.00,17.50%,1.207,1000,-2,7.0,-133,3.73,-0.57,2,0.299,,0.087,9.73,7,0.283,,0.087,10.24,23,2.97,3.39,0.12,0.287,10.13,0.45,0.16,21.13,2.2
Jake Arrieta,$9.2K,R,CHC,SP,@ LAD,12,14.00,7.50%,2.601,-400,1,7.0,123,3.27,-0.43,6,0.287,,0.136,9.16,3,0.264,,0.126,9.33,43,3.43,4.30,0.16,0.279,9.22,0.43,0.23,19.51,2.12
Michael Clevinger,$8.0K,R,CLE,SP,KCR,15,14.67,10.00%,1.660,200,-2,8.5,-160,4.76,-0.29,4,0.275,,0.102,10.13,5,0.356,,0.218,9.32,23,4.42,5.03,0.17,0.320,9.68,0.34,0.24,16.6,2.08
Jesse Chavez,$7.1K,R,LAA,SP,@ MIA,10,13.83,0.25%, ,-400,1,8.0,112,3.84,-0.28,5,0.371,,0.228,7.79,4,0.338,,0.220,8.38,69,3.77,5.49,0.20,0.356,8.05,0.37,0.31,14.66,2.06
Yovani Gallardo,$4.7K,R,SEA,SP,@ BOS, , ,0.50%, ,-1700,6,9.0,151,3.95,0.02,3,0.342,,0.146,7.69,6,0.365,,0.191,6.03,32,4.84,5.70,0.16,0.357,6.58,0.35,0.26,9.48,2.02
Jaime Garcia,$7.0K,L,ATL,SP,@ SFG, , ,2.00%,6.940,-400,1,8.0,-108,3.95, ,3,0.293,,0.141,8.86,6,0.341,,0.189,7.83,39,3.82,5.36,0.23,0.325,8.17,0.47,0.21,13.88,1.98
A.J. Griffin,$6.7K,R,TEX,SP,@ TOR, , ,0.50%, ,-200,-2,9.5,133,4.34,-0.16,3,0.404,,0.341,8.74,6,0.318,,0.192,8.81,29,4.30,6.71,0.26,0.347,8.79,0.25,0.34,13.12,1.96
Jacob deGrom,$12.1K,R,NYM,SP,@ PIT,1,4.00,25.00%,0.940,1100,0,7.5,-142,4.07,-0.1,3,0.286,,0.094,10.32,6,0.330,,0.167,10.70,32,3.19,4.06,0.17,0.315,10.57,0.38,0.24,23.49,1.94
Joseph Musgrove,$7.6K,R,HOU,SP,BAL, , ,0.50%, ,200,-3,9.0,-136,4.82,-0.06,3,0.374,,0.195,7.09,6,0.348,,0.220,8.02,20,4.02,5.39,0.17,0.357,7.71,0.36,0.32,14.41,1.9
