Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Mike Leake,$4.8K,R,SEA,SP,TBR, , ,15.00%,0.990,-1900,12,8.0,-128,4.2,-0.3,3,0.199,,0.067,1.10,6,0.103,,0.084,1.10,1,5.09,0.00,0.00,0.135,1.10,0.00,0.00,14.85,3.09,3,0.176,,0.037,1.30,6,0.215,,0.077,1.90,2,5.55,0.00,0.00,0.202,1.70,0.00,0.00,3,0.298,,0.115,1.40,6,0.289,,0.141,3.40,5,4.93,0.00,0.15,0.292,2.80,0.00,0.00,3,0.325,,0.164,2.10,6,0.342,,0.216,3.40,11,4.57,0.00,0.18,0.336,2.90,0.00,0.00,3,0.330,,0.157,2.40,6,0.310,,0.158,3.70,42,4.39,0.00,0.19,0.317,3.30,0.00,0.00
Sonny Gray,$5.8K,R,NYY,SP,@ BAL, , ,5.00%,3.136,-1500,10,10.0,-168,5.65,0.22,3,0.231,,0.000,8.40,6,0.624,,0.417,11.20,1,3.01,0.00,0.50,0.493,10.30,0.00,0.00,15.68,2.7,3,0.196,,0.000,3.20,6,0.369,,0.173,6.40,2,3.66,0.00,0.17,0.311,5.40,0.00,0.00,3,0.293,,0.116,5.20,6,0.379,,0.250,5.80,3,3.81,0.00,0.22,0.350,5.60,0.00,0.00,3,0.302,,0.083,4.50,6,0.386,,0.211,4.50,9,4.47,0.00,0.16,0.358,4.50,0.00,0.00,3,0.290,,0.126,4.30,6,0.311,,0.165,4.80,35,3.99,0.00,0.21,0.304,4.70,0.00,0.00
Chase Anderson,$6.5K,R,MIL,SP,@ CHW, , ,4.00%,4.202, ,-1,9.0,-151,4.94,0.12,5,0.487,,0.461,11.20,4,0.526,,0.000,2.80,1,4.47,0.00,0.40,0.504,7.50,0.00,0.00,16.81,2.59,5,0.461,,0.392,5.90,4,0.238,,0.000,2.00,2,5.07,0.00,0.33,0.362,4.10,0.00,0.00,5,0.438,,0.371,5.00,4,0.291,,0.209,1.90,3,5.27,0.00,0.36,0.373,3.60,0.00,0.00,5,0.317,,0.204,3.90,4,0.345,,0.242,2.50,10,4.63,0.00,0.27,0.329,3.30,0.00,0.00,5,0.283,,0.142,4.10,4,0.305,,0.184,4.20,34,3.72,0.00,0.19,0.293,4.10,0.00,0.00
Jameson Taillon,$6.8K,R,PIT,SP,@ STL, , ,22.50%,0.771,-1100,5,8.0,-102,3.94,0.24,3,0.672,,0.400,0.00,6,0.092,,0.000,8.80,1,3.95,0.00,0.00,0.285,5.90,0.00,0.00,17.34,2.55,3,0.512,,0.389,3.00,6,0.164,,0.065,7.40,2,2.62,0.00,0.14,0.280,6.00,0.00,0.00,3,0.473,,0.367,2.40,6,0.176,,0.050,7.70,4,3.31,0.00,0.15,0.275,5.90,0.00,0.00,3,0.360,,0.185,3.60,6,0.239,,0.125,6.20,9,3.56,0.00,0.19,0.279,5.30,0.00,0.00,3,0.352,,0.156,3.10,6,0.298,,0.146,6.00,33,3.71,0.00,0.17,0.316,5.10,0.00,0.00
Chris Stratton,$5.7K,R,SFG,SP,PHI, , ,2.50%,5.800,-700,4,8.0,-108,3.95,0.03,6,0.380,,0.300,5.40,3,0.317,,0.334,5.40,1,3.11,0.00,0.67,0.359,5.40,0.00,0.00,14.5,2.54,6,0.403,,0.191,2.70,3,0.327,,0.158,3.60,2,4.69,0.00,0.29,0.378,3.00,0.00,0.00,6,0.439,,0.311,3.20,3,0.337,,0.163,3.60,5,4.73,0.00,0.39,0.405,3.30,0.00,0.00,6,0.355,,0.216,3.40,3,0.313,,0.162,4.00,10,4.45,0.00,0.19,0.341,3.60,0.00,0.00,6,0.355,,0.174,3.60,3,0.300,,0.143,4.60,22,4.41,0.00,0.17,0.337,3.90,0.00,0.00
Chris Sale,$11.0K,L,BOS,SP,@ HOU, , ,35.00%,0.729, ,1,7.0,109,3.36,0.01,0,0.451,,0.334,0.00,9,0.366,,0.250,17.60,1,2.49,0.00,1.00,0.366,17.60,0.00,0.00,25.52,2.32,0,0.316,,0.222,0.80,9,0.305,,0.206,12.70,2,2.38,0.00,0.40,0.305,12.70,0.00,0.00,0,0.185,,0.106,3.10,9,0.282,,0.192,17.40,4,1.44,0.00,0.26,0.282,17.40,0.00,0.00,0,0.264,,0.062,2.40,9,0.263,,0.172,13.40,10,1.97,0.00,0.21,0.263,13.40,0.00,0.00,0,0.244,,0.073,2.00,9,0.270,,0.166,12.10,42,1.71,0.00,0.20,0.270,12.10,0.00,0.00
Jaime Garcia,$5.2K,L,TOR,SP,@ DET, , ,7.50%,1.557,-1000,5,9.0,-115,4.41,-0.02,1,0.000,,0.000,0.00,8,0.239,,0.131,6.40,1,3.26,0.00,0.14,0.212,5.70,0.00,0.00,11.68,2.25,1,0.000,,0.000,0.00,8,0.239,,0.131,6.40,1,3.26,0.00,0.14,0.212,5.70,0.00,0.00,1,0.204,,0.125,1.20,8,0.337,,0.133,5.30,3,4.80,0.00,0.06,0.322,4.90,0.00,0.00,1,0.385,,0.340,2.20,8,0.356,,0.200,7.20,8,3.86,0.00,0.21,0.359,6.60,0.00,0.00,1,0.310,,0.189,2.30,8,0.334,,0.180,5.80,35,4.18,0.00,0.20,0.331,5.40,0.00,0.00
Zack Wheeler,$6.0K,R,NYM,SP,CHC, , ,2.50%,5.368,-1000,6,9.0,102,4.41,0.3,3,0.277,,0.000,3.00,6,0.316,,0.231,6.00,1,3.51,0.00,0.20,0.303,5.00,0.00,0.00,13.42,2.24,3,0.282,,0.000,3.00,6,0.278,,0.125,8.20,2,2.56,0.00,0.14,0.279,6.50,0.00,0.00,3,0.372,,0.229,3.50,6,0.333,,0.132,6.80,5,3.51,0.00,0.28,0.346,5.70,0.00,0.00,3,0.330,,0.167,4.10,6,0.314,,0.126,5.40,9,3.49,0.00,0.23,0.319,5.00,0.00,0.00,3,0.348,,0.202,4.40,6,0.334,,0.140,4.60,26,3.86,0.00,0.26,0.339,4.50,0.00,0.00
Gerrit Cole,$11.6K,R,HOU,SP,BOS, , ,12.50%,2.006,200,1,7.0,-124,3.64,-0.01,6,0.354,,0.236,7.70,3,0.000,,0.000,2.60,1,2.70,0.00,0.20,0.236,6.00,0.00,0.00,25.07,2.16,6,0.393,,0.304,5.50,3,0.143,,0.000,5.50,2,2.63,0.00,0.18,0.310,5.50,0.00,0.00,6,0.250,,0.145,6.50,3,0.238,,0.140,6.50,5,1.62,0.00,0.18,0.246,6.50,0.00,0.00,6,0.241,,0.129,7.30,3,0.226,,0.121,5.90,11,1.36,0.00,0.14,0.236,6.80,0.00,0.00,6,0.311,,0.188,5.10,3,0.278,,0.144,5.00,43,2.92,0.00,0.22,0.300,5.00,0.00,0.00
Elieser Hernandez,$4.7K,R,MIA,SP,@ ARI, , ,0.25%, ,-1100,1,9.0,125,4.17,0.28,5,0.348,,0.375,3.60,4,0.480,,0.454,1.80,1,3.75,0.00,0.50,0.407,2.80,0.00,0.00,10,2.13,5,0.275,,0.191,3.60,4,0.440,,0.313,1.80,2,3.59,0.00,0.17,0.348,2.80,0.00,0.00,5,0.292,,0.163,3.00,4,0.358,,0.186,1.50,5,4.08,0.00,0.13,0.321,2.30,0.00,0.00,5,0.292,,0.163,3.00,4,0.358,,0.186,1.50,5,4.08,0.00,0.13,0.321,2.30,0.00,0.00,5,0.292,,0.163,3.00,4,0.358,,0.186,1.50,5,4.08,0.00,0.13,0.321,2.30,0.00,0.00
